대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),추천_대분류,추천_유사도
공장,광주광역시 동구 궁동 51-25,광주광역시,5594,6594,59,0.22,공장,0.7712401875671029
공장,광주광역시 동구 금동 54-1,광주광역시,6537,52845,10,0.05,숙박시설,0.57652631244138
공장,광주광역시 남구 양림동 19-3,광주광역시,6726,52845,0,0.02,공동주택,0.7528538812074211
공장,광주광역시 남구 백운동 634-26,광주광역시,6852,52845,17,0.02,숙박시설,0.5668384108311297
공장,광주광역시 광산구 비아동 667-5,광주광역시,7778,24470,0,0.08,기타,0.9010828696276659
공장,광주광역시 북구 삼각동 546-7,광주광역시,13497,13843,0,0.01,판매시설,0.9141872376032932
공장,광주광역시 광산구 도산동 1199,광주광역시,14668,13462,0,0.02,판매시설,0.8794848602900972
공장,광주광역시 광산구 운남동 522-3,광주광역시,30070,24470,0,0.01,가설건축,0.9675868890875947
공장,대구광역시 중구 남산동 2111-29,대구광역시,4285,36971,1,0.05,판매시설,0.9886979698874399
공장,대구광역시 중구 대봉동 150-26,대구광역시,4569,36971,1,0.02,판매시설,0.9155681701191941
공장,대구광역시 서구 비산동 2130-2,대구광역시,5537,36971,9,0.02,판매시설,0.8615419186063905
공장,대구광역시 남구 대명동 3042-30,대구광역시,10277,29690,5,0.03,기타,0.9812384009681419
공장,대구광역시 북구 산격동 1400-2,대구광역시,14740,36971,1,0.02,공장,0.9663884944245849
공장,대구광역시 북구 산격동 1332-7,대구광역시,14740,36971,1,0.02,공장,0.9663884944245849
공장,대구광역시 북구 산격동 1370-1,대구광역시,14740,36971,1,0.02,공장,0.9663884944245849
공장,대구광역시 동구 방촌동 1084-446,대구광역시,17565,38336,1,0.01,공장,0.8505953834181483
공장,대구광역시 수성구 지산동 1268-6,대구광역시,19752,20197,1,0.02,공동주택,0.6703776886153613
공장,대구광역시 달성군 현풍읍 원교리 12-20,대구광역시,24030,20557,10,0.02,가설건축,0.4165472272220289
공장,대전광역시 대덕구 문평동 108-3,대전광역시,6520,19795,0,0.04,공동주택,0.7187446288858075
공장,대전광역시 중구 은행동 143-3,대전광역시,13975,14337,41,0.06,숙박시설,0.9589011602728994
공장,대전광역시 중구 은행동 72-4,대전광역시,13975,14337,41,0.06,숙박시설,0.9589011602728994
공장,대전광역시 중구 은행동 72-6,대전광역시,13975,14337,41,0.06,숙박시설,0.9589011602728994
공장,대전광역시 대덕구 비래동 131-8,대전광역시,15278,16454,2,0.02,공동주택,0.9615437528731584
공장,대전광역시 서구 둔산동 1417,대전광역시,15842,14337,17,0.03,업무시설,0.8972644319959726
공장,대전광역시 중구 목동 24-14,대전광역시,16814,14337,0,0.01,자동차관련시설,0.9312572373895699
공장,대전광역시 대덕구 오정동 305-1,대전광역시,17058,14337,2,0.05,자동차관련시설,0.9029903807998617
공장,대전광역시 대덕구 오정동 342-6,대전광역시,17058,14337,2,0.05,자동차관련시설,0.9029903807998617
공장,대전광역시 서구 괴정동 78-18,대전광역시,18945,14337,6,0.04,자동차관련시설,0.941419150363966
공장,부산광역시 동구 범일동 834-10,부산광역시,7337,22984,28,0.14,기타,0.9917124816806416
공장,부산광역시 부산진구 당감동 867-10,부산광역시,10746,22984,6,0.01,판매시설,0.8357473395619689
공장,부산광역시 부산진구 부전동 198-13,부산광역시,11148,22984,83,0.1,숙박시설,0.992836810987371
공장,부산광역시 북구 덕천동 351-1,부산광역시,11260,28715,17,0.04,가설건축,0.5566052810390284
공장,부산광역시 동래구 명장동 489-38,부산광역시,13552,22984,1,0.01,판매시설,0.9065754334410805
공장,부산광역시 부산진구 양정동 215-2,부산광역시,14018,22984,6,0.02,판매시설,0.9168224875061516
공장,부산광역시 부산진구 범전동 444,부산광역시,15192,22984,68,0.08,숙박시설,0.9718466675089281
공장,부산광역시 사하구 신평동 370-63,부산광역시,17515,31070,0,0.02,판매시설,0.7790055256252241
공장,부산광역시 부산진구 개금동 184-17,부산광역시,18188,28715,7,0.02,공동주택,0.9014742505879135
공장,부산광역시 부산진구 전포동 309-30,부산광역시,20543,22984,11,0.03,공동주택,0.9532429164725021
공장,서울특별시 종로구 사간동 80,서울특별시,2115,50209,0,0.1,업무시설,0.6194802328750764
공장,서울특별시 종로구 소격동 70,서울특별시,2115,50209,0,0.1,업무시설,0.6194802328750764
공장,서울특별시 성동구 성수동2가 572-2,서울특별시,14856,25582,7,0.04,공동주택,0.2188954168963725
공장,서울특별시 성동구 행당동 1-89,서울특별시,15965,25582,0,0.02,공동주택,0.3557861432715701
공장,서울특별시 동대문구 청량리동 711,서울특별시,18682,25582,16,0.02,공동주택,0.22268387617542063
공장,서울특별시 동작구 사당동 1044-4,서울특별시,22528,62251,4,0.02,공동주택,0.9799482818740625
공장,서울특별시 강남구 청담동 89,서울특별시,22903,25582,6,0.06,자동차관련시설,0.5059495376742135
공장,서울특별시 동대문구 제기동 148-67,서울특별시,24787,25582,26,0.04,자동차관련시설,0.3146161857976331
공장,서울특별시 마포구 서교동 357-1,서울특별시,25611,196415,24,0.1,근린생활시설,0.9926614394325589
공장,서울특별시 영등포구 문래동1가 20-9,서울특별시,31446,196415,4,0.05,가설건축,0.9950648599045998
공장,울산광역시 울주군 서생면 진하리 187-2,울산광역시,8170,16876,38,0.03,숙박시설,0.9573974827150091
공장,울산광역시 남구 신정동 265-6,울산광역시,8299,20222,0,0.03,기타,0.4938145405071434
공장,울산광역시 동구 전하동 550-40,울산광역시,15187,30691,11,0.01,업무시설,0.5762950028440295
공장,울산광역시 동구 화정동 652-34,울산광역시,18749,23213,12,0.01,업무시설,0.934519487941881
공장,울산광역시 남구 신정동 662-11,울산광역시,23987,20222,32,0.02,근린생활시설,0.8994550057597345
공장,울산광역시 남구 달동 632-1,울산광역시,26067,20222,31,0.03,공장,0.8666472989144816
공장,울산광역시 남구 달동 625-13,울산광역시,26067,20222,31,0.03,공장,0.8666472989144816
공장,울산광역시 북구 진장동 902-5,울산광역시,29237,30691,9,0.04,자동차관련시설,0.9245976510342504
공장,울산광역시 북구 효문동 213,울산광역시,29237,30691,9,0.04,자동차관련시설,0.9245976510342504
공장,울산광역시 울주군 언양읍 서부리 247-18,울산광역시,31333,17639,11,0.02,자동차관련시설,0.9767358401466864
공장,인천광역시 동구 송림동 56,인천광역시,1472,9736,10,0.04,공동주택,0.25716271269844015
공장,인천광역시 중구 도원동 14-11,인천광역시,3645,26544,0,0.02,자동차관련시설,0.5152185007030091
공장,인천광역시 서구 석남동 223-572,인천광역시,13128,51589,2,0.05,자동차관련시설,0.524348649228232
공장,인천광역시 남동구 간석동 908,인천광역시,17284,9736,6,0.02,공동주택,0.9453885657450098
공장,인천광역시 연수구 선학동 402-7,인천광역시,19407,24733,0,0.01,공동주택,0.9139606586228319
공장,인천광역시 계양구 작전동 181,인천광역시,25700,40984,1,0.01,공장,0.9896592357054677
공장,인천광역시 서구 오류동 1626-7,인천광역시,26690,51589,8,0.04,가설건축,0.9013123929028585
공장,인천광역시 서구 원창동 435-1,인천광역시,29945,51589,1,0.03,판매시설,0.9015186137501477
공장,인천광역시 서구 원창동 393-95,인천광역시,29945,51589,1,0.03,판매시설,0.9015186137501477
공장,인천광역시 부평구 부평동 38-184,인천광역시,36420,9736,49,0.02,업무시설,0.8446867338779996
공장,전라남도 강진군 칠량면 봉황리 122,전라남도,1966,1958,2,0.03,공동주택,0.9982579306936549
공장,전라남도 여수시 중앙동 743,전라남도,3738,14076,47,0.08,기타,0.9339363554925221
공장,전라남도 나주시 이창동 153-19,전라남도,3788,14760,3,0.06,공동주택,0.9143023372262761
공장,전라남도 해남군 황산면 우항리 470-4,전라남도,4237,4950,2,0.03,공동주택,0.9960181899452089
공장,전라남도 담양군 수북면 수북리 415,전라남도,4487,22251,0,0.02,공동주택,0.9203812847894591
공장,전라남도 함평군 함평읍 기각리 283,전라남도,7705,6033,7,0.04,공동주택,0.9717018858704027
공장,전라남도 순천시 매곡동 15-14,전라남도,8775,4818,1,0.01,공동주택,0.8986421231372731
공장,전라남도 목포시 상동 1152-8,전라남도,16079,9845,52,0.05,숙박시설,0.7294041659370205
공장,전라남도 완도군 완도읍 군내리 1257-11,전라남도,16903,3590,55,0.04,근린생활시설,0.7920689631471621
공장,전라남도 해남군 해남읍 용정리 34-2,전라남도,22960,16503,28,0.03,업무시설,0.8599109798038843
공장,전북특별자치도 군산시 서수면 축동리 106-2,전북특별자치도,2480,5587,0,0.06,기타,0.9798227006890712
공장,전북특별자치도 전주시 완산구 경원동1가 50,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
공장,전북특별자치도 부안군 변산면 도청리 577-8,전북특별자치도,4080,6301,82,0.04,근린생활시설,0.6542281157863437
공장,전북특별자치도 익산시 평화동 113-14,전북특별자치도,4327,9821,15,0.04,기타,0.9369463913468103
공장,전북특별자치도 군산시 장미동 8-15,전북특별자치도,4490,16140,24,0.06,숙박시설,0.977444299779217
공장,전북특별자치도 전주시 덕진구 팔복동2가 774-42,전북특별자치도,7598,49737,0,0.06,자동차관련시설,0.8186986353429905
공장,전북특별자치도 전주시 완산구 효자동1가 902,전북특별자치도,12764,35443,1,0.01,업무시설,0.8012938243227813
공장,전북특별자치도 전주시 덕진구 진북동 363-9,전북특별자치도,12766,29756,17,0.03,공동주택,0.6944046372960786
공장,전북특별자치도 전주시 덕진구 진북동 344-1,전북특별자치도,12766,29756,17,0.03,공동주택,0.6944046372960786
공장,전북특별자치도 전주시 완산구 중화산동2가 593-5,전북특별자치도,18923,35443,0,0.03,업무시설,0.988193045782977
공장,제주특별자치도 서귀포시 서귀동 265-14,제주특별자치도,3087,28097,16,0.09,기타,0.5273607494384012
공장,제주특별자치도 서귀포시 서귀동 667-9,제주특별자치도,4105,28097,42,0.02,기타,0.9349464792836086
공장,제주특별자치도 서귀포시 토평동 3283-3,제주특별자치도,5379,19773,14,0.03,기타,0.5405453321670859
공장,제주특별자치도 제주시 한경면 신창리 461-1,제주특별자치도,9316,2940,19,0.04,공장,0.6543652418284085
공장,제주특별자치도 서귀포시 월평동 511,제주특별자치도,13239,4317,24,0.02,공장,0.8233815543535479
공장,제주특별자치도 서귀포시 법환동 251-3,제주특별자치도,14881,19630,36,0.02,가설건축,0.95118857301616
공장,제주특별자치도 제주시 한림읍 귀덕리 3762-2,제주특별자치도,22389,18145,66,0.04,업무시설,0.9967494475842645
공장,제주특별자치도 제주시 한림읍 귀덕리 2488,제주특별자치도,22389,5673,66,0.04,업무시설,0.9636636135819746
공장,제주특별자치도 서귀포시 동홍동 1485-25,제주특별자치도,22890,28097,2,0.02,공동주택,0.4272651561712796
공장,제주특별자치도 제주시 화북이동 3343-1,제주특별자치도,23355,35338,1,0.02,공동주택,0.32543036121489405
공장,충청남도 논산시 가야곡면 종연리 148-9,충청남도,3185,4238,5,0.04,기타,0.8495562399061826
공장,충청남도 공주시 반포면 학봉리 697-7,충청남도,3897,16850,49,0.05,숙박시설,0.8226217821760928
공장,충청남도 공주시 반죽동 177,충청남도,4804,17165,12,0.04,숙박시설,0.8947167536257322
공장,충청남도 태안군 남면 몽산리 967,충청남도,5042,10066,157,0.04,공장,0.7387733724799241
공장,충청남도 계룡시 두마면 농소리 1014,충청남도,13354,32024,0,0.01,가설건축,0.20851707049028959
공장,충청남도 공주시 금흥동 613-6,충청남도,15562,17597,0,0.02,가설건축,0.36578741996376085
공장,충청남도 천안시 동남구 봉명동 244,충청남도,18175,54979,12,0.02,판매시설,0.7458959720445515
공장,충청남도 금산군 금산읍 하옥리 335-12,충청남도,22425,6467,14,0.04,공동주택,0.8114907964344422
공장,충청남도 금산군 금산읍 하옥리 335-15,충청남도,22425,6467,14,0.04,공동주택,0.8114907964344422
공장,충청남도 아산시 둔포면 신항리 32-1,충청남도,30326,12188,10,0.02,가설건축,0.9378153256469441
공장,충청북도 충주시 앙성면 지당리 112-4,충청북도,3789,12192,7,0.03,숙박시설,0.8992995007420225
공장,충청북도 청주시 서원구 사직동 539-11,충청북도,4260,33926,10,0.04,숙박시설,0.6260120441669073
공장,충청북도 청주시 서원구 사직동 212-18,충청북도,4260,33926,10,0.04,숙박시설,0.6260120441669073
공장,충청북도 청주시 상당구 수동 144-21,충청북도,6486,19656,9,0.06,숙박시설,0.7863802729558056
공장,충청북도 충주시 용산동 2049,충청북도,14099,16573,2,0.01,공장,0.9469860849053656
공장,충청북도 청주시 청원구 내수읍 우산리 195,충청북도,19095,2687,11,0.02,업무시설,0.9344997602795899
공장,충청북도 음성군 대소면 성본리 711-1,충청북도,19778,8676,25,0.03,업무시설,0.7606971784393687
공장,충청북도 영동군 영동읍 계산리 438-2,충청북도,20602,5790,16,0.03,업무시설,0.9561572340633566
공장,충청북도 청주시 흥덕구 봉명동 361-15,충청북도,24433,33926,11,0.03,자동차관련시설,0.9856933995660851
공장,충청북도 청주시 흥덕구 봉명동 2816,충청북도,24433,33926,11,0.03,자동차관련시설,0.9856933995660851
근린생활시설,강원특별자치도 양양군 현북면 잔교리 41-10,강원특별자치도,2558,8786,42,0.04,숙박시설,0.9800802186281588
근린생활시설,강원특별자치도 인제군 서화면 서화리 657-4,강원특별자치도,2587,4111,6,0.02,판매시설,0.9634878254907546
근린생활시설,강원특별자치도 철원군 서면 자등리 403-9,강원특별자치도,5210,3217,17,0.03,판매시설,0.9669795501168232
근린생활시설,강원특별자치도 춘천시 신북읍 율문리 37-77,강원특별자치도,7248,18836,6,0.02,판매시설,0.8611082227136471
근린생활시설,강원특별자치도 고성군 토성면 원암리 403-1,강원특별자치도,9709,20217,72,0.03,공동주택,0.743201697940985
근린생활시설,강원특별자치도 춘천시 동내면 거두리 910,강원특별자치도,16439,9664,0,0.03,가설건축,0.8957299520390097
근린생활시설,강원특별자치도 춘천시 후평동 702-5,강원특별자치도,19331,18836,4,0.01,자동차관련시설,0.8099928115710553
근린생활시설,강원특별자치도 강릉시 교동 1893,강원특별자치도,25038,23079,17,0.02,업무시설,0.8447439688362206
근린생활시설,강원특별자치도 강릉시 교동 1889-4,강원특별자치도,25038,12489,17,0.02,업무시설,0.9665917902162384
근린생활시설,강원특별자치도 원주시 단계동 663-1,강원특별자치도,27802,3019,31,0.03,업무시설,0.9341488489653023
근린생활시설,경기도 여주시 강천면 간매리 496-2,경기도,4511,20849,4,0.03,판매시설,-0.3834484876348544
근린생활시설,경기도 용인시 처인구 원삼면 독성리 1228,경기도,8488,11935,2,0.04,가설건축,-0.19115885492805015
근린생활시설,경기도 용인시 처인구 백암면 백암리 374-14,경기도,9072,13810,8,0.03,가설건축,-0.3306915081716325
근린생활시설,경기도 파주시 탄현면 축현리 122-4,경기도,14484,7675,48,0.06,근린생활시설,0.43116528717653463
근린생활시설,경기도 가평군 가평읍 읍내리 615-12,경기도,19438,27704,150,0.03,근린생활시설,0.7089850211052903
근린생활시설,경기도 용인시 기흥구 고매동 691,경기도,20648,63840,7,0.04,기타,0.9496781066282817
근린생활시설,경기도 부천시 소사구 괴안동 112-23,경기도,23416,9736,5,0.02,가설건축,0.7550978541157076
근린생활시설,경기도 평택시 포승읍 원정리 1275,경기도,29369,19057,25,0.02,근린생활시설,0.8467571940857234
근린생활시설,경기도 안산시 단원구 원곡동 798-11,경기도,31309,41640,10,0.03,공장,0.9923648888777744
근린생활시설,경기도 용인시 수지구 풍덕천동 43-5,경기도,34556,42915,12,0.02,공장,0.9832890963338876
근린생활시설,경상남도 함양군 마천면 구양리 산 60-1,경상남도,1832,910,7,0.04,공장,0.9745872316899516
근린생활시설,경상남도 창원시 마산합포구 가포동 2-3,경상남도,2398,7651,1,0.02,공동주택,0.9556532823920668
근린생활시설,경상남도 통영시 항남동 270-21,경상남도,3453,9785,56,0.08,근린생활시설,0.9102930898764335
근린생활시설,경상남도 통영시 항남동 190-14,경상남도,3453,9785,56,0.08,근린생활시설,0.9102930898764335
근린생활시설,경상남도 김해시 대동면 월촌리 1287-6,경상남도,4834,28715,0,0.04,자동차관련시설,0.864482134749078
근린생활시설,경상남도 양산시 하북면 순지리 179-35,경상남도,7794,15587,28,0.03,근린생활시설,0.9441443104512408
근린생활시설,경상남도 창원시 진해구 자은동 808-2,경상남도,9374,30752,3,0.02,자동차관련시설,0.79995636853651
근린생활시설,경상남도 진주시 평안동 151,경상남도,10230,8646,63,0.07,기타,0.9104305340764709
근린생활시설,경상남도 창원시 마산합포구 신포동1가 25-1,경상남도,18069,27717,86,0.06,기타,0.8369314121392702
근린생활시설,경상남도 창원시 의창구 동읍 석산리 309-3,경상남도,18452,35770,1,0.02,업무시설,0.51910015836107
근린생활시설,경상북도 경주시 신평동 719-143,경상북도,1528,10282,23,0.1,업무시설,0.9638051581635347
근린생활시설,경상북도 경주시 신평동 436,경상북도,1528,10282,23,0.1,업무시설,0.9638051581635347
근린생활시설,경상북도 경주시 사정동 38,경상북도,3845,25475,1,0.06,근린생활시설,0.9076417930448646
근린생활시설,경상북도 경주시 황남동 140-2,경상북도,3845,25475,1,0.06,근린생활시설,0.9076417930448646
근린생활시설,경상북도 안동시 남부동 164-1,경상북도,5277,8514,50,0.1,숙박시설,0.9002421078228215
근린생활시설,경상북도 경주시 노서동 169-5,경상북도,5318,25475,1,0.05,근린생활시설,0.8786563706813776
근린생활시설,경상북도 울진군 죽변면 후정리 712,경상북도,6286,11589,24,0.03,판매시설,0.9315813479592916
근린생활시설,경상북도 청도군 청도읍 원리 73,경상북도,10768,4042,6,0.03,가설건축,0.9658508175685834
근린생활시설,경상북도 구미시 형곡동 146-9,경상북도,13045,28475,2,0.02,가설건축,0.6715729340792583
근린생활시설,경상북도 경주시 용강동 875,경상북도,25201,25475,0,0.01,자동차관련시설,0.8531772638513312
근린생활시설,광주광역시 동구 동명동 200-107,광주광역시,4030,6594,2,0.05,기타,0.9001991593748213
근린생활시설,광주광역시 동구 동명동 78-2,광주광역시,4030,6594,2,0.05,기타,0.9001991593748213
근린생활시설,광주광역시 동구 충장로1가 1-9,광주광역시,5594,6594,59,0.22,공장,0.7712401875671029
근린생활시설,광주광역시 남구 월산동 951-3,광주광역시,8263,39702,2,0.02,공동주택,0.8549560288480422
근린생활시설,광주광역시 서구 화정동 835-12,광주광역시,9069,39702,0,0.02,공동주택,0.880205873623741
근린생활시설,광주광역시 서구 동천동 600,광주광역시,15219,24470,0,0.02,판매시설,0.9665850340701035
근린생활시설,광주광역시 서구 치평동 1217-9,광주광역시,29447,39702,59,0.04,근린생활시설,0.46209471706166644
근린생활시설,광주광역시 서구 치평동 1217-8,광주광역시,29447,39702,59,0.04,근린생활시설,0.46209471706166644
근린생활시설,광주광역시 북구 양산동 1027,광주광역시,36333,20919,0,0.02,가설건축,0.9349524350437622
근린생활시설,광주광역시 북구 용봉동 127-1,광주광역시,43567,13843,9,0.02,가설건축,0.8360143683015442
근린생활시설,대구광역시 중구 동성로3가 11-1,대구광역시,4752,36971,17,0.22,근린생활시설,0.9557042125236592
근린생활시설,대구광역시 중구 남일동 85,대구광역시,4752,36971,17,0.22,근린생활시설,0.9557042125236592
근린생활시설,대구광역시 중구 덕산동 125-18,대구광역시,4752,36971,17,0.22,근린생활시설,0.9557042125236592
근린생활시설,대구광역시 중구 봉산동 5-4,대구광역시,4752,36971,17,0.22,근린생활시설,0.9557042125236592
근린생활시설,대구광역시 중구 남산동 444,대구광역시,7099,36971,2,0.03,판매시설,0.9392230976116067
근린생활시설,대구광역시 중구 동인동4가 274-10,대구광역시,8302,36971,6,0.05,판매시설,0.9642599482604717
근린생활시설,대구광역시 북구 산격동 489-19,대구광역시,10219,36971,5,0.09,근린생활시설,0.973793877458351
근린생활시설,대구광역시 북구 산격동 1393-14,대구광역시,14740,36971,1,0.02,공장,0.9663884944245849
근린생활시설,대구광역시 북구 산격동 1279-7,대구광역시,14740,36971,1,0.02,공장,0.9663884944245849
근린생활시설,대구광역시 달서구 두류동 135-10,대구광역시,15023,29690,7,0.02,공동주택,0.9667701445948127
근린생활시설,대전광역시 동구 정동 1-1,대전광역시,3602,14337,63,0.18,숙박시설,0.8575917833713076
근린생활시설,대전광역시 중구 부사동 87-14,대전광역시,6277,14337,3,0.04,기타,0.8061284514582108
근린생활시설,대전광역시 중구 용두동 29-5,대전광역시,9065,14337,3,0.02,공동주택,0.9321822547132774
근린생활시설,대전광역시 서구 가수원동 655-4,대전광역시,10235,14337,0,0.02,공동주택,0.9581535015101486
근린생활시설,대전광역시 서구 용문동 244-60,대전광역시,12004,14337,14,0.02,공동주택,0.9079649467683055
근린생활시설,대전광역시 중구 유천동 187-9,대전광역시,13016,14337,2,0.02,공동주택,0.9920257540572958
근린생활시설,대전광역시 중구 대흥동 452-107,대전광역시,13200,14337,50,0.04,숙박시설,0.8401102337614332
근린생활시설,대전광역시 중구 은행동 153,대전광역시,13975,14337,41,0.06,숙박시설,0.9589011602728994
근린생활시설,대전광역시 대덕구 오정동 175-45,대전광역시,17058,14337,2,0.05,자동차관련시설,0.9029903807998617
근린생활시설,대전광역시 서구 괴정동 423-1,대전광역시,18945,14337,6,0.04,자동차관련시설,0.941419150363966
근린생활시설,부산광역시 중구 남포동6가 101-2,부산광역시,1082,22984,58,0.43,근린생활시설,0.9792837633337832
근린생활시설,부산광역시 중구 중앙동5가 22,부산광역시,4016,22984,16,0.25,기타,0.9728780535235628
근린생활시설,부산광역시 동구 초량동 1213-1,부산광역시,5433,22984,36,0.06,공장,0.9742599206246794
근린생활시설,부산광역시 동구 범일동 828-8,부산광역시,7337,22984,28,0.14,기타,0.9917124816806416
근린생활시설,부산광역시 부산진구 부전동 490-18,부산광역시,11148,22984,83,0.1,숙박시설,0.992836810987371
근린생활시설,부산광역시 수영구 남천동 5-14,부산광역시,12725,22984,2,0.02,판매시설,0.9616306735247178
근린생활시설,부산광역시 부산진구 범전동 383-25,부산광역시,15192,22984,68,0.08,숙박시설,0.9718466675089281
근린생활시설,부산광역시 북구 만덕동 54-1,부산광역시,16124,28715,4,0.01,공동주택,0.7770862194086192
근린생활시설,부산광역시 연제구 연산동 1364-2,부산광역시,16547,22984,27,0.04,업무시설,0.7917991360669269
근린생활시설,부산광역시 부산진구 전포동 194-7,부산광역시,22674,22984,5,0.04,자동차관련시설,0.8049728441351923
근린생활시설,서울특별시 중구 장충동2가 189-5,서울특별시,6058,25582,12,0.03,기타,-0.020657526353255892
근린생활시설,서울특별시 종로구 공평동 17,서울특별시,6901,50209,136,0.49,숙박시설,0.9813276551051027
근린생활시설,서울특별시 마포구 연남동 239-49,서울특별시,14713,196415,0,0.04,기타,0.9899151181353468
근린생활시설,서울특별시 마포구 망원동 404-42,서울특별시,18586,196415,1,0.03,기타,0.9883132910902619
근린생활시설,서울특별시 마포구 망원동 400-1,서울특별시,18586,196415,1,0.03,기타,0.9883132910902619
근린생활시설,서울특별시 양천구 목동 603-21,서울특별시,20499,196415,0,0.02,기타,0.9859579789183467
근린생활시설,서울특별시 영등포구 양평동3가 80-2,서울특별시,22117,196415,9,0.03,가설건축,0.9900941207485078
근린생활시설,서울특별시 서초구 잠원동 122-1,서울특별시,22198,62251,0,0.01,공동주택,0.9638713296818424
근린생활시설,서울특별시 강서구 등촌동 630,서울특별시,24308,196415,1,0.02,가설건축,0.9886112943332899
근린생활시설,서울특별시 강동구 천호동 31-10,서울특별시,25361,25582,0,0.02,공동주택,0.4377826554983501
근린생활시설,울산광역시 동구 일산동 951-5,울산광역시,5325,23213,19,0.05,숙박시설,0.4756841766579412
근린생활시설,울산광역시 울주군 상북면 이천리 318-2,울산광역시,8089,4964,59,0.03,숙박시설,0.9992402439786068
근린생활시설,울산광역시 울주군 상북면 등억알프스리 454-39,울산광역시,8089,15587,59,0.03,숙박시설,0.9817093880166022
근린생활시설,울산광역시 울주군 서생면 신암리 43-1,울산광역시,8170,14441,38,0.03,숙박시설,0.962253539197633
근린생활시설,울산광역시 중구 성안동 472-9,울산광역시,20264,6121,0,0.02,기타,0.9514738701238515
근린생활시설,울산광역시 남구 신정동 1636-12,울산광역시,23987,20222,32,0.02,근린생활시설,0.8994550057597345
근린생활시설,울산광역시 울주군 온산읍 처용리 582,울산광역시,24417,23213,14,0.03,자동차관련시설,0.9827272075116438
근린생활시설,울산광역시 남구 달동 640-12,울산광역시,26067,20222,31,0.03,공장,0.8666472989144816
근린생활시설,울산광역시 북구 연암동 293-8,울산광역시,29237,30691,9,0.04,자동차관련시설,0.9245976510342504
근린생활시설,울산광역시 남구 야음동 789-9,울산광역시,32296,20222,10,0.01,자동차관련시설,0.985618709982652
근린생활시설,인천광역시 중구 덕교동 615-12,인천광역시,3288,23279,122,0.06,숙박시설,0.9920759293758857
근린생활시설,인천광역시 강화군 화도면 동막리 184-2,인천광역시,4220,26928,41,0.04,숙박시설,0.7561549401067779
근린생활시설,인천광역시 중구 경동 232-10,인천광역시,5683,26544,34,0.05,숙박시설,0.6829126098636092
근린생활시설,인천광역시 부평구 구산동 1-4,인천광역시,11929,9736,0,0.02,공동주택,0.8709000027553335
근린생활시설,인천광역시 계양구 계산동 909-23,인천광역시,15266,40984,0,0.02,자동차관련시설,0.8010713618230685
근린생활시설,인천광역시 미추홀구 숭의동 76-12,인천광역시,15381,9736,4,0.01,공동주택,0.9696585630094624
근린생활시설,인천광역시 중구 중산동 1949-1,인천광역시,19747,51589,35,0.02,근린생활시설,0.5948292282480582
근린생활시설,인천광역시 남동구 구월동 1120-16,인천광역시,29993,9736,11,0.04,업무시설,0.9134860550160039
근린생활시설,인천광역시 남동구 구월동 1185,인천광역시,31328,9736,6,0.02,업무시설,0.9153633401779137
근린생활시설,인천광역시 서구 청라동 6-3,인천광역시,34729,51589,0,0.01,판매시설,0.9596744601639321
근린생활시설,전라남도 여수시 중앙동 779,전라남도,3738,14076,47,0.08,기타,0.9339363554925221
근린생활시설,전라남도 여수시 중앙동 109-2,전라남도,3738,14076,47,0.08,기타,0.9339363554925221
근린생활시설,전라남도 함평군 함평읍 기각리 254-7,전라남도,7705,6033,7,0.04,공동주택,0.9717018858704027
근린생활시설,전라남도 구례군 구례읍 봉북리 443-21,전라남도,9915,4940,9,0.04,공동주택,0.9232481767012602
근린생활시설,전라남도 보성군 벌교읍 벌교리 621-2,전라남도,10609,4814,15,0.03,공장,0.9385628387483419
근린생활시설,전라남도 목포시 석현동 669-29,전라남도,14903,9845,21,0.03,근린생활시설,0.8458197934513005
근린생활시설,전라남도 목포시 석현동 816-85,전라남도,21500,9845,16,0.01,판매시설,0.9769991881707965
근린생활시설,전라남도 여수시 학동 82-3,전라남도,31195,25252,60,0.03,업무시설,0.7478583832694733
근린생활시설,전라남도 순천시 조례동 382-1,전라남도,37680,4818,13,0.02,가설건축,0.8479567013426366
근린생활시설,전라남도 무안군 삼향읍 남악리 2179,전라남도,38936,29336,11,0.02,가설건축,0.9248828328387471
근린생활시설,전북특별자치도 전주시 완산구 경원동1가 40-5,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
근린생활시설,전북특별자치도 전주시 완산구 전동 100,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
근린생활시설,전북특별자치도 전주시 완산구 교동 271-5,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
근린생활시설,전북특별자치도 전주시 완산구 교동 267-2,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
근린생활시설,전북특별자치도 군산시 중앙로1가 12-2,전북특별자치도,4490,16140,24,0.06,숙박시설,0.977444299779217
근린생활시설,전북특별자치도 정읍시 연지동 49-10,전북특별자치도,5530,19123,33,0.04,공장,0.8770363773025909
근린생활시설,전북특별자치도 전주시 덕진구 인후동2가 1529-3,전북특별자치도,10679,29756,0,0.03,자동차관련시설,0.971322401740968
