대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),추천_대분류,추천_유사도
기타,서울특별시 강북구 수유동 48-21,서울특별시,19484,35408,13,0.02,공동주택,0.741837738249653
기타,서울특별시 성북구 하월곡동 88-681,서울특별시,21503,35408,2,0.01,공동주택,0.6860280444967674
기타,서울특별시 영등포구 양평동4가 158,서울특별시,22117,196415,9,0.03,가설건축,0.9900941207485078
기타,울산광역시 울주군 서생면 진하리 72-4,울산광역시,8170,16876,38,0.03,숙박시설,0.9573974827150091
기타,울산광역시 울주군 서생면 대송리 산 30-11,울산광역시,8170,14441,38,0.03,숙박시설,0.962253539197633
기타,울산광역시 남구 야음동 155-10,울산광역시,8939,23213,5,0.05,기타,0.20020624580548163
기타,울산광역시 중구 성남동 190-200,울산광역시,11221,20222,47,0.06,숙박시설,0.9037430565343392
기타,울산광역시 울주군 청량읍 문죽리 903-1,울산광역시,18102,20222,2,0.03,가설건축,0.9785066918125436
기타,울산광역시 중구 성안동 809-8,울산광역시,20264,6121,0,0.02,기타,0.9514738701238515
기타,울산광역시 중구 태화동 947,울산광역시,21362,20222,0,0.02,가설건축,0.9775025605138126
기타,울산광역시 중구 태화동 800,울산광역시,21362,20222,0,0.02,가설건축,0.9775025605138126
기타,울산광역시 남구 옥동 68-1,울산광역시,24377,20222,0,0.02,자동차관련시설,0.9450438398166526
기타,울산광역시 남구 옥동 146-1,울산광역시,24377,20222,0,0.02,자동차관련시설,0.9450438398166526
기타,인천광역시 중구 무의동 84,인천광역시,3288,23279,122,0.06,숙박시설,0.9920759293758857
기타,인천광역시 중구 답동 3-4,인천광역시,4944,26544,18,0.08,숙박시설,0.17828615926218785
기타,인천광역시 중구 북성동1가 98-143,인천광역시,7460,51589,27,0.02,숙박시설,0.3849640878248425
기타,인천광역시 미추홀구 주안동 1462-7,인천광역시,11382,9736,0,0.02,공동주택,0.8527329868122886
기타,인천광역시 서구 가좌동 606-13,인천광역시,15839,9736,1,0.03,공동주택,0.8944521343232483
기타,인천광역시 계양구 귤현동 451-100,인천광역시,19203,40984,0,0.01,공장,0.9240244660623689
기타,인천광역시 부평구 십정동 528,인천광역시,23206,9736,27,0.02,기타,0.8561609295193571
기타,인천광역시 부평구 십정동 557-1,인천광역시,24716,9736,1,0.01,공동주택,0.8389174208368847
기타,인천광역시 남동구 간석동 238-1,인천광역시,29333,9736,2,0.02,업무시설,0.8595531754346062
기타,인천광역시 연수구 송도동 100,인천광역시,29428,26544,3,0.02,판매시설,0.9786693934781441
기타,전라남도 여수시 중흥동 72,전라남도,1935,25252,4,0.16,기타,0.37586120042250526
기타,전라남도 순천시 동외동 198-5,전라남도,2501,4818,12,0.08,공장,0.8287393575010386
기타,전라남도 여수시 수정동 774-4,전라남도,2555,14076,56,0.04,숙박시설,0.9691731619737464
기타,전라남도 목포시 석현동 1120-1,전라남도,4972,9845,1,0.04,공동주택,0.9875349498472001
기타,전라남도 신안군 압해읍 송공리 441-8,전라남도,5384,5675,4,0.03,공동주택,0.9934946107032273
기타,전라남도 해남군 송지면 송호리 1305,전라남도,5774,4899,13,0.03,공장,0.9672722991065816
기타,전라남도 영암군 영암읍 개신리 484-47,전라남도,7429,11639,12,0.04,공동주택,0.9825325912175137
기타,전라남도 여수시 돌산읍 율림리 6-5,전라남도,12832,14076,158,0.03,숙박시설,0.713087769835303
기타,전라남도 담양군 담양읍 학동리 40-16,전라남도,14787,5536,57,0.04,숙박시설,0.801567267155703
기타,전라남도 목포시 상동 608-3,전라남도,14903,9845,21,0.03,근린생활시설,0.8458197934513005
기타,전북특별자치도 임실군 성수면 도인리 609,전북특별자치도,1412,2711,1,0.04,기타,0.9577279818219303
기타,전북특별자치도 진안군 마령면 동촌리 546,전북특별자치도,1665,10458,0,0.04,기타,0.9696223221223702
기타,전북특별자치도 고창군 아산면 삼인리 126,전북특별자치도,2337,4744,5,0.04,기타,0.9597319046600091
기타,전북특별자치도 익산시 창인동1가 137-1,전북특별자치도,2864,9821,30,0.1,근린생활시설,0.9776931171298666
기타,전북특별자치도 군산시 옥도면 선유도리,전북특별자치도,3218,2808,6,0.03,공동주택,0.9273977611907567
기타,전북특별자치도 전주시 완산구 풍남동2가 44-1,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
기타,전북특별자치도 군산시 삼학동 261-10,전북특별자치도,4984,16140,2,0.02,공동주택,0.9141255572926075
기타,전북특별자치도 전주시 덕진구 팔복동1가 305-7,전북특별자치도,7598,29756,0,0.06,자동차관련시설,0.9239922345698139
기타,전북특별자치도 전주시 덕진구 팔복동2가 10-1,전북특별자치도,7598,29756,0,0.06,자동차관련시설,0.9239922345698139
기타,전북특별자치도 전주시 완산구 효자동1가 362,전북특별자치도,14006,35443,0,0.02,업무시설,0.8998252818592504
기타,제주특별자치도 서귀포시 서귀동 277-1,제주특별자치도,3087,28097,16,0.09,기타,0.5273607494384012
기타,제주특별자치도 제주시 도두일동 2196-1,제주특별자치도,3262,54135,9,0.07,기타,0.3038910556667297
기타,제주특별자치도 제주시 도두일동 2315,제주특별자치도,3262,54135,9,0.07,기타,0.3038910556667297
기타,제주특별자치도 제주시 봉개동 산 51-2,제주특별자치도,5197,5343,2,0.02,공장,0.2823052864365806
기타,제주특별자치도 제주시 용담이동 1611,제주특별자치도,13633,54135,17,0.02,판매시설,0.08514318899857196
기타,제주특별자치도 제주시 용담이동 2643-1,제주특별자치도,13633,35338,17,0.02,근린생활시설,0.19040367337434416
기타,제주특별자치도 제주시 구좌읍 송당리 2860,제주특별자치도,14767,5396,45,0.04,가설건축,0.9496807827386675
기타,제주특별자치도 제주시 구좌읍 하도리 907,제주특별자치도,14767,10510,45,0.04,가설건축,0.9605813156227472
기타,제주특별자치도 서귀포시 성산읍 고성리 62-3,제주특별자치도,15530,7967,85,0.03,가설건축,0.9543950107168306
기타,제주특별자치도 제주시 한림읍 명월리 1734,제주특별자치도,22389,2609,66,0.04,업무시설,0.9502929403861567
기타,충청남도 예산군 응봉면 평촌리 산 61-4,충청남도,2439,1032,10,0.04,기타,0.9110143879769179
기타,충청남도 태안군 원북면 반계리 259,충청남도,4064,8790,63,0.03,공장,0.8922272316786761
기타,충청남도 공주시 정안면 광정리 270-9,충청남도,4883,3404,2,0.03,기타,0.8235691290339336
기타,충청남도 보령시 주교면 송학리 1023,충청남도,4931,7019,7,0.02,기타,0.8712968357992288
기타,충청남도 예산군 덕산면 대치리 32-2,충청남도,6359,3769,51,0.04,공장,0.9159747241515649
기타,충청남도 공주시 산성동 190-1,충청남도,7655,16008,18,0.05,숙박시설,0.9376328428467654
기타,충청남도 천안시 서북구 쌍용동 210-34,충청남도,13139,71113,18,0.03,판매시설,0.5013367896785619
기타,충청남도 서산시 수석동 188,충청남도,16229,9376,3,0.02,공동주택,0.43361165920866845
기타,충청남도 부여군 부여읍 관북리 77,충청남도,18159,1317,31,0.04,공동주택,0.7695794566850767
기타,충청남도 금산군 금산읍 신대리 408,충청남도,22425,6467,14,0.04,공동주택,0.8114907964344422
기타,충청북도 보은군 회인면 중앙리 172-2,충청북도,1618,1911,1,0.02,기타,0.9298083682743187
기타,충청북도 단양군 가곡면 어의곡리 691-1,충청북도,1895,826,1,0.04,숙박시설,0.8949019448568557
기타,충청북도 영동군 상촌면 물한리 939,충청북도,2070,122,2,0.02,기타,0.9342701214581384
기타,충청북도 진천군 이월면 삼용리 1267,충청북도,7932,8289,5,0.03,기타,0.9598990942979369
기타,충청북도 단양군 단양읍 도전리 636,충청북도,9818,13987,39,0.03,숙박시설,0.7284530180477554
기타,충청북도 청주시 상당구 용담동 160-12,충청북도,12665,18524,1,0.02,공장,0.9665840590948132
기타,충청북도 청주시 상당구 산성동 180,충청북도,12665,9722,1,0.02,공장,0.994730242150621
기타,충청북도 충주시 중앙탑면 용전리 384-1,충청북도,14227,8861,2,0.01,공장,0.96604364447484
기타,충청북도 청주시 서원구 산남동 334-10,충청북도,25188,28239,0,0.02,근린생활시설,0.996278099656052
기타,충청북도 청주시 서원구 미평동 13,충청북도,25188,28239,0,0.02,근린생활시설,0.996278099656052
숙박시설,강원특별자치도 동해시 어달동 7,강원특별자치도,2875,13633,46,0.04,숙박시설,0.9675422720462427
숙박시설,강원특별자치도 강릉시 옥천동 181-1,강원특별자치도,3236,8976,52,0.11,숙박시설,0.8915010453540463
숙박시설,강원특별자치도 춘천시 서면 서상리 1054,강원특별자치도,3745,2996,6,0.03,판매시설,0.9829968604215888
숙박시설,강원특별자치도 속초시 동명동 450-180,강원특별자치도,4375,20217,33,0.03,기타,0.9150626350867287
숙박시설,강원특별자치도 강릉시 강문동 304-2,강원특별자치도,4433,23079,46,0.03,숙박시설,0.885353971696147
숙박시설,강원특별자치도 강릉시 강문동 308-2,강원특별자치도,4433,8976,46,0.03,숙박시설,0.9416436704388892
숙박시설,강원특별자치도 강릉시 임당동 94-1,강원특별자치도,4606,8976,28,0.12,공장,0.9142021889354488
숙박시설,강원특별자치도 평창군 봉평면 면온리 485-4,강원특별자치도,5460,5790,67,0.04,숙박시설,0.8902051409787324
숙박시설,강원특별자치도 삼척시 남양동 37-14,강원특별자치도,6665,8308,31,0.07,공장,0.982895379368933
숙박시설,강원특별자치도 강릉시 포남동 1139-6,강원특별자치도,10670,8976,20,0.05,공장,0.9275062749045143
숙박시설,경기도 남양주시 조안면 삼봉리 182,경기도,3525,7657,2,0.02,판매시설,-0.381822923532647
숙박시설,경기도 김포시 월곶면 조강리 276,경기도,7373,33801,6,0.05,숙박시설,-0.07789139365482173
숙박시설,경기도 파주시 문발동 524-3,경기도,8028,29911,2,0.14,숙박시설,0.19013689478817147
숙박시설,경기도 화성시 팔탄면 월문리 235-25,경기도,15311,40164,17,0.1,숙박시설,0.5978484655702829
숙박시설,경기도 안양시 동안구 관양동 1498-22,경기도,17925,62251,13,0.09,숙박시설,0.7074584409808415
숙박시설,경기도 안양시 동안구 관양동 1504-11,경기도,17925,62251,13,0.09,숙박시설,0.7074584409808415
숙박시설,경기도 가평군 가평읍 대곡리 168-3,경기도,19438,27704,150,0.03,근린생활시설,0.7089850211052903
숙박시설,경기도 가평군 가평읍 달전리 134,경기도,19438,27704,150,0.03,근린생활시설,0.7089850211052903
숙박시설,경기도 수원시 영통구 신동 349-1,경기도,25353,30954,0,0.03,판매시설,0.9845555427848356
숙박시설,경기도 고양시 일산동구 장항동 863-1,경기도,26392,182903,7,0.08,업무시설,0.8660761786985097
숙박시설,경상남도 창녕군 이방면 안리 1364-4,경상남도,2236,3068,0,0.02,공동주택,0.9410920498505108
숙박시설,경상남도 통영시 서호동 163-45,경상남도,2536,9785,7,0.05,숙박시설,0.9384992285534852
숙박시설,경상남도 남해군 남면 선구리 661,경상남도,3106,1381,14,0.04,공장,0.9895271406821033
숙박시설,경상남도 통영시 항남동 110,경상남도,3453,9785,56,0.08,근린생활시설,0.9102930898764335
숙박시설,경상남도 통영시 산양읍 남평리 1312-1,경상남도,4422,9785,10,0.03,숙박시설,0.9760673034489254
숙박시설,경상남도 남해군 창선면 지족리 289-1,경상남도,5177,1267,18,0.02,공장,0.9677071089359591
숙박시설,경상남도 거제시 일운면 와현리 194,경상남도,7740,3159,25,0.03,공장,0.9348181570000664
숙박시설,경상남도 통영시 동호동 338-1,경상남도,8338,36763,34,0.03,근린생활시설,0.7059458416108514
숙박시설,경상남도 거제시 연초면 오비리 176-1,경상남도,8572,20890,2,0.03,자동차관련시설,0.8691817938519326
숙박시설,경상남도 창원시 진해구 명동 187,경상남도,12859,30752,7,0.02,자동차관련시설,0.7081725457960888
숙박시설,경상북도 경주시 신평동 242-12(보덕동),경상북도,1528,10282,23,0.1,업무시설,0.9638051581635347
숙박시설,경상북도 경주시 황남동 186-4,경상북도,3845,25475,1,0.06,근린생활시설,0.9076417930448646
숙박시설,경상북도 봉화군 춘양면 의양리 624-1,경상북도,4127,9574,7,0.03,근린생활시설,0.8881548658466982
숙박시설,경상북도 안동시 동부동 205-17,경상북도,5277,14027,50,0.1,업무시설,0.9028766380022438
숙박시설,경상북도 경주시 노서동 178-33,경상북도,5318,25475,1,0.05,근린생활시설,0.8786563706813776
숙박시설,경상북도 경주시 노서동 175-5,경상북도,5318,25475,1,0.05,근린생활시설,0.8786563706813776
숙박시설,경상북도 경주시 노서동 117-2,경상북도,5318,25475,1,0.05,근린생활시설,0.8786563706813776
숙박시설,경상북도 경주시 감포읍 오류리 566-1,경상북도,5781,4879,36,0.03,공장,0.9603588091656649
숙박시설,경상북도 울릉군 울릉읍 저동리 54-1,경상북도,5936,15769,104,0.04,공장,0.7787322129925361
숙박시설,경상북도 경주시 황오동 296,경상북도,5937,25475,155,0.06,숙박시설,0.6974098104995484
숙박시설,광주광역시 광산구 송학동 38-3,광주광역시,2401,4782,0,0.03,숙박시설,0.929224220977894
숙박시설,광주광역시 동구 동명동 75-20,광주광역시,4030,6594,2,0.05,기타,0.9001991593748213
숙박시설,광주광역시 북구 중흥동 710-27,광주광역시,4406,13843,28,0.06,공장,0.7840419501878698
숙박시설,광주광역시 광산구 송정동 932-17,광주광역시,6228,13462,25,0.05,숙박시설,0.7498135130200704
숙박시설,광주광역시 동구 광산동 100-13,광주광역시,6537,52845,10,0.05,숙박시설,0.57652631244138
숙박시설,광주광역시 남구 방림동 540-21,광주광역시,6678,52845,3,0.01,공동주택,0.6962626529168371
숙박시설,광주광역시 동구 학동 95-7,광주광역시,7479,52845,22,0.03,숙박시설,0.4832229163835491
숙박시설,광주광역시 북구 운암동 1626,광주광역시,11556,13843,22,0.03,숙박시설,0.6541813176734781
숙박시설,광주광역시 북구 중흥동 599-100,광주광역시,15147,13843,2,0.02,판매시설,0.8601281890196659
숙박시설,광주광역시 북구 중흥동 271-21,광주광역시,15147,13843,2,0.02,판매시설,0.8601281890196659
숙박시설,대구광역시 중구 봉산동 230-273,대구광역시,4752,36971,17,0.22,근린생활시설,0.9557042125236592
숙박시설,대구광역시 중구 장관동 49,대구광역시,4931,36971,45,0.18,숙박시설,0.9881366364309517
숙박시설,대구광역시 중구 종로2가 15,대구광역시,4931,36971,45,0.18,숙박시설,0.9881366364309517
숙박시설,대구광역시 중구 향촌동 34-1,대구광역시,4931,36971,45,0.18,숙박시설,0.9881366364309517
숙박시설,대구광역시 동구 신천동 297-8,대구광역시,7945,36971,45,0.07,숙박시설,0.8478540299630342
숙박시설,대구광역시 동구 신천동 339-8,대구광역시,7945,36971,45,0.07,숙박시설,0.8478540299630342
숙박시설,대구광역시 동구 신천동 379-4,대구광역시,7945,36971,45,0.07,숙박시설,0.8478540299630342
숙박시설,대구광역시 남구 대명동 3055-28,대구광역시,10277,29690,5,0.03,기타,0.9812384009681419
숙박시설,대구광역시 동구 상매동 505-6,대구광역시,13270,38336,13,0.02,공장,0.8336715392344332
숙박시설,대구광역시 동구 진인동 123-13,대구광역시,20734,2365,26,0.01,공동주택,-0.07117280788021807
숙박시설,대전광역시 동구 중동 31-1,대전광역시,3602,14337,63,0.18,숙박시설,0.8575917833713076
숙박시설,대전광역시 동구 정동 14-24,대전광역시,3602,14337,63,0.18,숙박시설,0.8575917833713076
숙박시설,대전광역시 중구 태평동 264-5,대전광역시,12579,14337,0,0.02,공동주택,0.9831224039131502
숙박시설,대전광역시 중구 대흥동 452-30,대전광역시,13200,14337,50,0.04,숙박시설,0.8401102337614332
숙박시설,대전광역시 중구 대흥동 447-11,대전광역시,13200,14337,50,0.04,숙박시설,0.8401102337614332
숙박시설,대전광역시 중구 대흥동 141-1,대전광역시,13200,14337,50,0.04,숙박시설,0.8401102337614332
숙박시설,대전광역시 중구 대흥동 95-20,대전광역시,13200,14337,50,0.04,숙박시설,0.8401102337614332
숙박시설,대전광역시 동구 인동 78-2,대전광역시,14985,14337,2,0.01,공동주택,0.9697598277606575
숙박시설,대전광역시 서구 둔산동 1446,대전광역시,15842,14337,17,0.03,업무시설,0.8972644319959726
숙박시설,대전광역시 대덕구 오정동 210-1,대전광역시,17058,14337,2,0.05,자동차관련시설,0.9029903807998617
숙박시설,부산광역시 중구 남포동2가 37,부산광역시,1082,22984,58,0.43,근린생활시설,0.9792837633337832
숙박시설,부산광역시 중구 영주동 20-10,부산광역시,4778,22984,11,0.03,판매시설,0.6192399857218457
숙박시설,부산광역시 동구 초량동 847-44,부산광역시,5270,22984,0,0.01,판매시설,0.8354254365133621
숙박시설,부산광역시 동구 초량동 1204-3,부산광역시,5433,22984,36,0.06,공장,0.9742599206246794
숙박시설,부산광역시 부산진구 부전동 521-13,부산광역시,11148,22984,83,0.1,숙박시설,0.992836810987371
숙박시설,부산광역시 부산진구 부전동 521-1,부산광역시,11148,22984,83,0.1,숙박시설,0.992836810987371
숙박시설,부산광역시 부산진구 범천동 858-61,부산광역시,12180,22984,26,0.06,공장,0.9548045140098312
숙박시설,부산광역시 해운대구 우동 648-11,부산광역시,21937,22984,94,0.03,숙박시설,0.7512658926196815
숙박시설,부산광역시 해운대구 우동 599-4,부산광역시,21937,22984,94,0.03,숙박시설,0.7512658926196815
숙박시설,부산광역시 사상구 괘법동 569-16,부산광역시,25816,30599,99,0.05,숙박시설,0.7698174022685732
숙박시설,서울특별시 중구 명동1가 7-1,서울특별시,2656,50209,103,0.65,숙박시설,0.979346232110039
숙박시설,서울특별시 중구 남산동2가 18-9,서울특별시,2656,25582,103,0.65,숙박시설,0.9653317228030163
숙박시설,서울특별시 종로구 관철동 43-8,서울특별시,6901,50209,136,0.49,숙박시설,0.9813276551051027
숙박시설,서울특별시 중구 예관동 70-19,서울특별시,7047,25582,81,0.25,숙박시설,0.9582313004788405
숙박시설,서울특별시 중구 광희동1가 149,서울특별시,7047,25582,81,0.25,숙박시설,0.9582313004788405
숙박시설,서울특별시 용산구 이태원동 99-16,서울특별시,7479,62251,10,0.05,기타,0.8344253823453582
숙박시설,서울특별시 용산구 이태원동 131-11,서울특별시,7479,62251,10,0.05,기타,0.8344253823453582
숙박시설,서울특별시 경주시 진현동 63-25,서울특별시,9706,5217,54,0.02,숙박시설,0.015648850202011566
숙박시설,서울특별시 은평구 갈현동 393-9,서울특별시,14218,50209,7,0.02,공동주택,0.8693374389644148
숙박시설,서울특별시 마포구 마포동 293-9,서울특별시,19724,196415,5,0.03,기타,0.9837776329915915
숙박시설,울산광역시 동구 일산동 581-4,울산광역시,5325,23213,19,0.05,숙박시설,0.4756841766579412
숙박시설,울산광역시 동구 일산동 965-1,울산광역시,5325,23213,19,0.05,숙박시설,0.4756841766579412
숙박시설,울산광역시 울주군 상북면 소호리 349,울산광역시,8089,8096,59,0.03,숙박시설,0.9979582652742149
숙박시설,울산광역시 울주군 서생면 대송리 199-1,울산광역시,8170,14441,38,0.03,숙박시설,0.962253539197633
숙박시설,울산광역시 중구 성남동 226-17,울산광역시,11221,20222,47,0.06,숙박시설,0.9037430565343392
숙박시설,울산광역시 중구 옥교동 137-3,울산광역시,11221,20222,47,0.06,숙박시설,0.9037430565343392
숙박시설,울산광역시 남구 신정동 454-38,울산광역시,15536,20222,45,0.02,공동주택,0.9290753217890508
숙박시설,울산광역시 남구 신정동 709-1,울산광역시,17815,20222,31,0.02,공동주택,0.9720318857053907
숙박시설,울산광역시 남구 무거동 1245-7,울산광역시,19557,20222,1,0.03,가설건축,0.9956768685073445
숙박시설,울산광역시 북구 진장동 194-1,울산광역시,29237,30691,9,0.04,자동차관련시설,0.9245976510342504
숙박시설,인천광역시 중구 을왕동 763-28,인천광역시,3288,26928,122,0.06,숙박시설,0.9940160345475306
숙박시설,인천광역시 중구 을왕동 255,인천광역시,3288,26928,122,0.06,숙박시설,0.9940160345475306
숙박시설,인천광역시 중구 덕교동 128-64,인천광역시,3288,23279,122,0.06,숙박시설,0.9920759293758857
숙박시설,인천광역시 중구 송학동1가 9-6,인천광역시,4944,51589,18,0.08,숙박시설,0.1731360682060913
숙박시설,인천광역시 중구 중앙동3가 4-51,인천광역시,4944,26544,18,0.08,숙박시설,0.17828615926218785
숙박시설,인천광역시 강화군 길상면 초지리 1328-42,인천광역시,6935,26928,34,0.04,숙박시설,0.7208112024654448
숙박시설,인천광역시 중구 북성동1가 98-216,인천광역시,7460,51589,27,0.02,숙박시설,0.3849640878248425
숙박시설,인천광역시 강화군 강화읍 관청리 105-1,인천광역시,21483,9407,19,0.03,기타,0.7954882147287059
숙박시설,인천광역시 중구 운서동 2850-3,인천광역시,36359,23279,45,0.02,업무시설,0.8826187087044829
숙박시설,인천광역시 중구 운서동 2737-6,인천광역시,36359,26928,45,0.02,업무시설,0.8790020753520557
숙박시설,전라남도 해남군 북일면 흥촌리 1256-7,전라남도,1861,2981,0,0.02,공동주택,0.9941961796543103
숙박시설,전라남도 담양군 월산면 중월리 442,전라남도,2147,19407,2,0.03,공동주택,0.9566013697815006
숙박시설,전라남도 여수시 공화동 1046,전라남도,2555,14076,56,0.04,숙박시설,0.9691731619737464
숙박시설,전라남도 여수시 수정동 195-1,전라남도,2555,14076,56,0.04,숙박시설,0.9691731619737464
숙박시설,전라남도 목포시 죽교동 620-18,전라남도,3092,16601,13,0.02,공동주택,0.9362718706275622
숙박시설,전라남도 순천시 조곡동 152-10,전라남도,7081,3801,39,0.02,숙박시설,0.9749675590697031
숙박시설,전라남도 보성군 벌교읍 벌교리 640-2,전라남도,10609,4814,15,0.03,공장,0.9385628387483419
숙박시설,전라남도 보성군 벌교읍 회정리 784,전라남도,10609,4814,15,0.03,공장,0.9385628387483419
숙박시설,전라남도 여수시 돌산읍 평사리 1388-3,전라남도,12832,14076,158,0.03,숙박시설,0.713087769835303
숙박시설,전라남도 담양군 담양읍 백동리 352-7,전라남도,14787,19407,57,0.04,숙박시설,0.7544067851509072
숙박시설,전북특별자치도 부안군 행안면 역리 산156-2,전북특별자치도,2069,8390,2,0.06,기타,0.9918537139433107
숙박시설,전북특별자치도 군산시 신흥동 58-15,전북특별자치도,2134,16140,2,0.04,기타,0.9703628135666369
숙박시설,전북특별자치도 고창군 아산면 삼인리 334,전북특별자치도,2337,4744,5,0.04,기타,0.9597319046600091
숙박시설,전북특별자치도 고창군 아산면 용계리 산 59-2,전북특별자치도,2337,4996,5,0.04,기타,0.9605836208273446
숙박시설,전북특별자치도 전주시 완산구 경원동2가 47-1,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
숙박시설,전북특별자치도 전주시 완산구 풍남동3가 58-1,전북특별자치도,3745,22387,39,0.13,근린생활시설,0.9729707256950109
숙박시설,전북특별자치도 군산시 죽성동 28,전북특별자치도,3990,16140,8,0.05,기타,0.9971713953126555
숙박시설,전북특별자치도 군산시 월명동 12-10,전북특별자치도,4490,16140,24,0.06,숙박시설,0.977444299779217
숙박시설,전북특별자치도 정읍시 연지동 44-52,전북특별자치도,5530,19123,33,0.04,공장,0.8770363773025909
숙박시설,전북특별자치도 전주시 완산구 서노송동 614-14,전북특별자치도,10805,22387,17,0.04,공장,0.9360436456402079
숙박시설,제주특별자치도 제주시 일도일동 1276-1,제주특별자치도,2177,35338,31,0.13,기타,0.5846969226880038
숙박시설,제주특별자치도 서귀포시 서귀동 316-1,제주특별자치도,3401,28097,57,0.05,기타,0.9901325893024684
숙박시설,제주특별자치도 서귀포시 서귀동 307-3,제주특별자치도,3401,28097,57,0.05,기타,0.9901325893024684
숙박시설,제주특별자치도 제주시 이도일동 1789-3,제주특별자치도,7548,35338,35,0.05,기타,0.9272489711295907
숙박시설,제주특별자치도 제주시 삼도이동 1088-1,제주특별자치도,8111,35338,43,0.03,근린생활시설,0.9274890340424936
숙박시설,제주특별자치도 서귀포시 안덕면 화순리 1369-5,제주특별자치도,12116,14153,95,0.03,숙박시설,0.9787259515338087
숙박시설,제주특별자치도 제주시 용담이동 2678-10,제주특별자치도,13633,35338,17,0.02,근린생활시설,0.19040367337434416
숙박시설,제주특별자치도 제주시 구좌읍 평대리 3350-13,제주특별자치도,14767,10510,45,0.04,가설건축,0.9605813156227472
숙박시설,제주특별자치도 제주시 일도이동 356,제주특별자치도,31540,35338,26,0.02,자동차관련시설,0.8826448265142594
숙박시설,제주특별자치도 제주시 애월읍 하귀2리 2749-3,제주특별자치도,37245,25865,197,0.03,업무시설,0.9901312727349808
숙박시설,충청남도 부여군 외산면 반교리 177-1,충청남도,2165,4176,4,0.02,기타,0.8615593529671249
숙박시설,충청남도 천안시 동남구 수신면 장산리 669-1,충청남도,2823,27740,1,0.04,숙박시설,0.6550807445717183
숙박시설,충청남도 금산군 진산면 묵산리 439-9,충청남도,2981,2653,16,0.04,기타,0.9510371530524008
숙박시설,충청남도 보령시 오천면 소성리 700-39,충청남도,4737,7019,13,0.03,기타,0.9379156567134684
숙박시설,충청남도 공주시 반죽동 253-3,충청남도,4804,17165,12,0.04,숙박시설,0.8947167536257322
숙박시설,충청남도 공주시 중동 191-2,충청남도,4804,17165,12,0.04,숙박시설,0.8947167536257322
숙박시설,충청남도 태안군 소원면 의항리 745-8,충청남도,5085,6588,55,0.03,공장,0.9216274503682633
숙박시설,충청남도 공주시 금성동 183-10,충청남도,7655,16008,18,0.05,숙박시설,0.9376328428467654
숙박시설,충청남도 태안군 안면읍 승언리 1994-4,충청남도,7770,10017,100,0.04,공장,0.7884580423485534
숙박시설,충청남도 당진시 석문면 통정리 348-14,충청남도,8688,18186,19,0.03,숙박시설,0.9629338358317514
숙박시설,충청북도 제천시 한수면 탄지리 401,충청북도,646,1163,1,0.05,숙박시설,0.8915646911707804
숙박시설,충청북도 단양군 가곡면 덕천리 270-4,충청북도,1895,3936,1,0.04,숙박시설,0.8866389454279167
숙박시설,충청북도 충주시 수안보면 온천리 642-1,충청북도,2752,998,25,0.04,숙박시설,0.9945558637916443
숙박시설,충청북도 충주시 수안보면 온천리 773-1,충청북도,2752,1673,25,0.04,숙박시설,0.9945199817037157
숙박시설,충청북도 충주시 동량면 용교리 283-2,충청북도,3572,6907,16,0.03,숙박시설,0.9833532173918887
숙박시설,충청북도 괴산군 청천면 화양리 153-4,충청북도,5160,988,11,0.02,숙박시설,0.9339495920361841
숙박시설,충청북도 청주시 상당구 남주동 592-2,충청북도,6493,22985,37,0.09,숙박시설,0.5387577927111755
숙박시설,충청북도 단양군 단양읍 천동리 367-1,충청북도,9818,3169,39,0.03,숙박시설,0.7831266789554548
숙박시설,충청북도 제천시 영천동 999-10,충청북도,9879,21738,40,0.02,숙박시설,0.5963512074522735
숙박시설,충청북도 충주시 대소원면 영평리 563,충청북도,12817,8861,10,0.02,기타,0.9608088800868942
업무시설,강원특별자치도 강릉시 강문동 1-1,강원특별자치도,4433,23079,46,0.03,숙박시설,0.885353971696147
업무시설,강원특별자치도 강릉시 명주동 53-2,강원특별자치도,4606,12489,28,0.12,공장,0.8966536867122958
업무시설,강원특별자치도 강릉시 포남동 1278-141,강원특별자치도,10670,8976,20,0.05,공장,0.9275062749045143
업무시설,강원특별자치도 춘천시 후평동 623-4,강원특별자치도,13775,18836,5,0.02,가설건축,0.9325441452872265
업무시설,강원특별자치도 춘천시 후평동 726-3,강원특별자치도,13775,18836,5,0.02,가설건축,0.9325441452872265
업무시설,강원특별자치도 원주시 지정면 가곡리 1335,강원특별자치도,29281,3019,23,0.02,업무시설,0.981135678038304
업무시설,강원특별자치도 동해시 천곡동 802-3,강원특별자치도,29530,2928,26,0.03,업무시설,0.9698534367544639
업무시설,강원특별자치도 원주시 무실동 1720-6,강원특별자치도,34464,12602,9,0.02,업무시설,0.9079560143460426
업무시설,강원특별자치도 원주시 무실동 1663-4,강원특별자치도,34464,17545,9,0.02,업무시설,0.8681361263284392
업무시설,강원특별자치도 원주시 관설동 1678-1,강원특별자치도,45914,17545,6,0.02,업무시설,0.833062599666311
업무시설,경기도 수원시 팔달구 매산로2가 59-4,경기도,13799,78521,117,0.05,숙박시설,0.8490380040266489
