field5,field6,_CLEANADDR,_PNU,_X,_Y,공시지가,공시일자,특수지구분명,데이터기준일자
집합주유소,충청남도 천안시 서북구 연곡길56 (입장면),충청남도 천안시 서북구 연곡길 55 (입장면),4413331037101750005,127.21717008994362,36.91989888266344,17500,2025-04-30,일반,2025-06-18
오일파크 공단주유소,충청남도 천안시 서북구 성거길216 (성거읍),충청남도 천안시 서북구 성거길 216 (성거읍),4413325322103150008,127.20693328922016,36.88339895631085,342200,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 동래주유소,부산광역시 동래구 중앙대로1371 (온천동),부산광역시 동래구 중앙대로 1371 (온천동),2626010800105040003,129.07738540303782,35.2095763619789,5580000,2025-04-30,일반,2025-06-18
지에스칼텍스(주)직영 태화점,울산광역시 북구 염포로278 (효문동),울산광역시 북구 염포로 275 (효문동),3120012300106550001,129.36932498079486,35.56111881224669,758700,2025-04-30,일반,2025-06-18
양지주유소,경상남도 진주시 판문로136 (판문동),경상남도 진주시 판문로 137 (판문동),4817012900101010002,128.04164436576076,35.17933156732769,367400,2025-04-30,일반,2025-06-18
경춘로주유소,강원도 춘천시 경춘로542 (서면),강원특별자치도 춘천시 경춘로 542 (서면),5111035030106680001,127.57129971966624,37.83987401122232,243700,2025-04-30,일반,2025-06-18
신월곶주유소,경기도 시흥시 동서로177 (월곶동),경기도 시흥시 동서로 177 (월곶동),4139013100101660001,126.76631539696248,37.38276426827999,1404000,2025-04-30,일반,2025-06-18
장성주유소,경상북도 포항시 남구 장기로1405 (장기면),경상북도 포항시 남구 장기로 1399 (장기면),4711133043106010002,129.44072700530046,35.95095617906926,212700,2025-04-30,일반,2025-06-18
한솔유화(주)금사점 한길주유소,부산광역시 금정구 반송로420 (금사동),부산광역시 금정구 반송로 420 (금사동),2641011100101450006,129.11015545785938,35.21419923969916,2497000,2025-04-30,일반,2025-06-18
SK에너지(주) 황금주유소,충청북도 청주시 청원구 공항로222 (주중동),충청북도 청주시 청원구 공항로 222 (주중동),4311410600105600003,127.4838219989704,36.67659053565003,690200,2025-04-30,일반,2025-06-18
의창주유소,경상남도 창원시 의창구 천주로14 (서상동),경상남도 창원시 의창구 천주로 14 (서상동),4812110300103490004,128.61852115844567,35.26316505786494,1492000,2025-04-30,일반,2025-06-18
고려주유소,부산광역시 서구 원양로208 (암남동),부산광역시 서구 원양로 210 (암남동),2614012400106330015,129.0089300901577,35.0700377581938,1074000,2025-04-30,일반,2025-06-18
산동우리주유소,경상북도 구미시 강동로1029 (산동면),경상북도 구미시 강동로 1029 (산동읍),4719025623101000005,128.43473201905525,36.16883626889742,731700,2025-04-30,일반,2025-06-18
광신석유(주) 산호주유소,경상남도 창원시 마산합포구 합포로191 (산호동),경상남도 창원시 마산합포구 합포로 191 (산호동),4812511800103190004,128.58630477595943,35.21435102943892,1778000,2025-04-30,일반,2025-06-18
농민주유소,전라남도 담양군 추성로1141 (담양읍),전라남도 담양군 추성로 1143 (담양읍),4671025037100450001,126.96340658534297,35.318252883101884,263400,2025-04-30,일반,2025-06-18
관교동주유소,인천광역시 미추홀구 경원대로654 (관교동),인천광역시 미추홀구 경원대로 656 (관교동),2817710600103940020,126.69309591111308,37.44195337916247,1946000,2025-04-30,일반,2025-06-18
능주주유소,서울특별시 동대문구 청계천로431 (신설동),서울특별시 동대문구 청계천로 431 (신설동),1123010100101000023,127.02522375761454,37.57163721123626,10480000,2025-04-30,일반,2025-06-18
Art shop 가좌IC주유소,인천광역시 서구 백범로706 (가좌동),인천광역시 서구 백범로 706 (가좌동),2826011200102910009,126.67960578092072,37.48294591145521,1395000,2025-04-30,일반,2025-06-18
유진주유소,경기도 수원시 장안구 경수대로1121 (파장동),경기도 수원시 장안구 경수대로 1121 (파장동),4111112900105550003,126.99012919755631,37.311081528471874,2175000,2025-04-30,일반,2025-06-18
한려주유소,전라남도 여수시 좌수영로524 (둔덕동),전라남도 여수시 좌수영로 524 (둔덕동),4613012300105620000,127.69414331363129,34.77081049138202,406900,2025-04-30,일반,2025-06-18
신화주유소,충청남도 논산시 동안로523 (연무읍),충청남도 논산시 동안로 523 (연무읍),4423025332105740001,127.06710020058146,36.13991958272492,99900,2025-04-30,일반,2025-06-18
현대오일뱅크(주) 직영 산성셀프주유소,서울특별시 강남구 헌릉로730 (세곡동),서울특별시 강남구 헌릉로 730 (세곡동),1168011100100200008,127.11903625496028,37.46656887382375,4924000,2025-01-24,일반,2025-06-18
남이섬주유소,경기도 가평군 경춘로1484 (청평면),경기도 가평군 경춘로 1484 (청평면),4182032522101740002,127.46562178662847,37.781837696529,401200,2025-04-30,일반,2025-06-18
남현주유소,서울특별시 관악구 남부순환로2014 (남현동),서울특별시 관악구 남부순환로 2014 (남현동),1162010300110540006,126.9724447712934,37.47553131771101,8555000,2025-04-30,일반,2025-06-18
황상동양주유소,경상북도 구미시 수출대로501 (황상동),경상북도 구미시 수출대로 501 (황상동),4719012100103820001,128.42000262725816,36.11094416020131,434300,2025-04-30,일반,2025-06-18
효자주유소,전라북도 전주시 완산구 서원로167 (효자동3가),전북특별자치도 전주시 완산구 서원로 168 (효자동2가),5211114100100010002,127.11282411347568,35.81332885666894,1211000,2025-04-30,일반,2025-06-18
효자주유소,전라북도 전주시 완산구 서원로167 (효자동3가),전북특별자치도 전주시 완산구 서원로 168 (효자동2가),5211114100100010002,127.11282411347568,35.81332885666894,1211000,2025-04-30,일반,2025-06-18
효성주유소,경기도 용인시 기흥구 덕영대로1800 (하갈동),경기도 용인시 기흥구 덕영대로 1800 (하갈동),4146310400104530004,127.08771596436912,37.24922907044433,1577000,2025-01-24,일반,2025-06-18
대왕석유무역(주)굿 에너지,충청북도 청주시 청원구 두릉유리로18 (오창읍),충청북도 청주시 청원구 두릉유리로 18 (오창읍),4311425352104730001,127.34372569921436,36.73807003675752,226300,2025-04-30,일반,2025-06-18
박물관주유소,전라북도 남원시 주천면 웅치윗길 136,전북특별자치도 남원시 웅치윗길 136 (주천면),5219031023100490002,127.43603947249628,35.36945451895525,45500,2025-01-24,일반,2025-06-18
신가주유소,전라남도 나주시 신가로148 (금천면),전라남도 나주시 신가로 148 (금천면),4617039030110010000,126.76208994998542,35.04623282275092,113900,2025-04-30,일반,2025-06-18
양평농협 옥천주유소,경기도 양평군 마유산로454 (옥천면),경기도 양평군 마유산로 454 (옥천면),4183034022108590000,127.47716934302991,37.52752017991877,456000,2025-04-30,일반,2025-06-18
청호주유소,충청북도 제천시 용두대로891 (봉양읍),충청북도 제천시 용두대로 891 (봉양읍),4315025025104810003,128.12503822406583,37.14946511601321,76500,2025-04-30,일반,2025-06-18
대박주유소,경상남도 사천시 사천대로1986 (사천읍),경상남도 사천시 사천대로 1986 (사천읍),4824025028116810001,128.08865398822374,35.092694005297254,548000,2025-04-30,일반,2025-06-18
배꼽에너지,강원도 양구군 춘양로2888 (국토정중앙면),강원특별자치도 양구군 춘양로 2888 (국토정중앙면),5180031531106310043,127.99579441963571,38.08455605244273,59900,2025-04-30,일반,2025-06-18
마룡주유소,충청남도 서산시 무학로521 (부석면),충청남도 서산시 무학로 521 (부석면),4421032030104800005,126.38572003044742,36.66670835622515,54800,2025-04-30,일반,2025-06-18
만포주유소,대구광역시 수성구 희망로211 (황금동),대구광역시 수성구 희망로 211 (황금동),2726010700107620003,128.62190635012132,35.84676549123737,3755000,2025-04-30,일반,2025-06-18
대명주유소,경기도 이천시 이여로388 (백사면),경기도 이천시 이여로 388 (백사면),4150032028105910003,127.47940139539344,37.32858430242506,326600,2025-04-30,일반,2025-06-18
(유)선에너지 모악산주유소,전라북도 완주군 모악로3850 (구이면),전북특별자치도 완주군 모악로 3850 (구이면),5271035026106040000,127.11590916737192,35.71594509340585,213300,2025-04-30,일반,2025-06-18
삼성주유소,경상북도 영주시 신재로640 (안정면),경상북도 영주시 신재로 640 (안정면),4721035021101460000,128.54984405679588,36.85316494329472,263900,2025-04-30,일반,2025-06-18
(유)도암주유소,전라남도 강진군 도암중앙로10 (도암면),전라남도 강진군 도암중앙로 10 (도암면),4681034030109920004,126.72800821910116,34.54082341199838,45000,2025-04-30,일반,2025-06-18
화목주유소,경상남도 김해시 칠산로341 (화목동),경상남도 김해시 칠산로 341 (화목동),4825011400103920011,128.85069648609124,35.202878421810105,1018000,2025-04-30,일반,2025-06-18
우리주유소,경기도 고양시 덕양구 호국로730 (성사동),경기도 고양시 덕양구 호국로 730 (성사동),4128110600107340006,126.83263258950616,37.65219097706073,2834000,2025-04-30,일반,2025-06-18
농민사랑주유소,충청북도 영동군 영동황간로1724 (황간면),충청북도 영동군 영동황간로 1724 (황간면),4374032024103100007,127.91628972597896,36.22576033610875,231500,2025-04-30,일반,2025-06-18
횡성주유소,강원도 횡성군 한우로48 (횡성읍),강원특별자치도 횡성군 한우로 48 (횡성읍),5173025043103880002,127.96562755662984,37.498121170878186,131100,2025-04-30,일반,2025-06-18
탑주유소,충청남도 천안시 동남구 천안대로525 (구성동),충청남도 천안시 동남구 천안대로 524 (구성동),4413110800102540001,127.16501367162428,36.79512750449646,638900,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 제이셀프주유소,경기도 안산시 단원구 선부광장로33 (선부동),경기도 안산시 단원구 선부광장로 33 (선부동),4127310900110760016,126.81098836672236,37.33589967578917,3251000,2025-04-30,일반,2025-06-18
보배주유소,부산광역시 서구 대신공원로1 (동대신동3가),부산광역시 서구 대신공원로 1 (동대신동3가),2614010300100130041,129.01630979394156,35.11794473389558,2551000,2025-04-30,일반,2025-06-18
수안주유소,경기도 수원시 장안구 경수대로1246 (파장동),경기도 수원시 장안구 경수대로 1246 (파장동),4111112900100430001,126.98812672934878,37.322136702884514,1424000,2025-04-30,일반,2025-06-18
(주)오일까사 희원주유소,경기도 부천시 경인로581 (괴안동),경기도 부천시 소사구 경인로 580 (괴안동),4119410400101850002,126.81905071507396,37.487163541482815,2384000,2025-04-30,일반,2025-06-18
가운주유소,전라남도 나주시 영산로4806 (다시면),전라남도 나주시 영산로 4806 (다시면),4617036023101270001,126.66832774340816,35.01004585156109,94100,2025-04-30,일반,2025-06-18
고속터미널주유소,충청북도 청주시 흥덕구 2순환로1229 (가경동),충청북도 청주시 흥덕구 2순환로 1228 (강서동),4311311700104600000,127.42931338340368,36.6265086034044,2574000,2025-04-30,일반,2025-06-18
성진주유소,경상남도 김해시 상동로351 (상동면),경상남도 김해시 상동로 351 (상동면),4825036025102660001,128.90915891561562,35.3050934718815,374600,2025-04-30,일반,2025-06-18
행복주유소,전라북도 전주시 덕진구 동부대로641 (우아동3가),전북특별자치도 전주시 덕진구 동부대로 641 (우아동3가),5211311500102580005,127.1625383086332,35.84604056478597,502600,2025-04-30,일반,2025-06-18
노은주유소,충청북도 충주시 감노로1455 (노은면),충청북도 충주시 감노로 1455 (노은면),4313036021105660001,127.75949416230884,37.04632083278429,142000,2025-04-30,일반,2025-06-18
신율촌주유소,전라남도 여수시 서부로1925 (율촌면),전라남도 여수시 서부로 1925 (율촌면),4613032021104430003,127.5750567732651,34.87922347219771,193600,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 범물셀프주유소,대구광역시 수성구 지범로199 (범물동),대구광역시 수성구 지범로 199 (범물동),2726011300112750007,128.64094189537968,35.820609722261274,5747000,2025-04-30,일반,2025-06-18
칠갑주유소,충청남도 청양군 칠갑산로552 (대치면),충청남도 청양군 칠갑산로 552 (대치면),4479032021102700000,126.83212253943904,36.44319121922854,86400,2025-04-30,일반,2025-06-18
박물관주유소,강원도 고성군 동해대로7961 (현내면),강원특별자치도 고성군 동해대로 7961 (현내면),5182031024102270011,128.42205319499536,38.47191146325285,186300,2025-04-30,일반,2025-06-18
(주)청춘 주유소,충청북도 증평군 중부로2641 (증평읍),충청북도 증평군 중부로 2641 (증평읍),4374525033101230000,127.60301897193304,36.79817493700549,117400,2025-04-30,일반,2025-06-18
옥곡주유소,전라남도 광양시 신금로187 (옥곡면),전라남도 광양시 신금로 187 (옥곡면),4623033024104130003,127.71366069742616,34.976135663576784,262800,2025-04-30,일반,2025-06-18
금강주유소,경기도 이천시 진상미로1752 (대포동),경기도 이천시 진상미로 1752 (대포동),4150011300106040005,127.45613235889248,37.20527234811292,283200,2025-01-24,일반,2025-06-18
공원주유소,강원도 삼척시 오십천로566 (정상동),강원특별자치도 삼척시 오십천로 566 (정상동),5123012500102430002,129.17779250587608,37.43371967971057,409500,2025-04-30,일반,2025-06-18
(주)더블유엔더블유,경기도 용인시 처인구 백옥대로1234 (유방동),경기도 용인시 처인구 백옥대로 1234 (유방동),4146110500105290016,127.21293791652288,37.24460131993979,1723000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 서인천셀프주유소,인천광역시 서구 서곶로346 (연희동),인천광역시 서구 서곶로 346 (연희동),2826010600107110005,126.67746842126174,37.54846122036835,2081000,2025-04-30,일반,2025-06-18
황금주유소,전라북도 고창군 중거리당산로29 (고창읍),전북특별자치도 고창군 중거리당산로 29 (고창읍),5279025030101150001,126.692654301346,35.424506520442755,227800,2025-04-30,일반,2025-06-18
(주)대창석유직영 서해안주유소,전라남도 무안군 무안로592 (무안읍),전라남도 무안군 무안로 592 (무안읍),4684025022105810001,126.4841485560327,34.994986857176904,220000,2025-04-30,일반,2025-06-18
현대주유소,충청북도 충주시 예성로334 (연수동),충청북도 충주시 예성로 334 (연수동),4313011800105040003,127.93405064858116,36.98590572210554,875300,2025-04-30,일반,2025-06-18
신창주유소,충청남도 서산시 운산면 해운로 502,충청남도 서산시 해운로 500 (운산면),4421038021104250003,126.56220242701644,36.75258118008975,124200,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 삼천리주유소,강원도 속초시 동해대로4043 (조양동),강원특별자치도 속초시 동해대로 4043 (조양동),5121010800115340001,128.59254587023986,38.189307250869646,1463000,2025-01-24,일반,2025-06-18
(주)테라원주유소,강원도 원주시 현충로294 (태장동),강원특별자치도 원주시 현충로 294 (태장동),5113011200112860001,127.94888353064653,37.37965381537877,832400,2025-04-30,일반,2025-06-18
아리랑주유소,강원도 정선군 오대천로326 (북평면),강원특별자치도 정선군 오대천로 326 (북평면),5177034025103610000,128.6308422443521,37.45787471399396,123800,2025-04-30,일반,2025-06-18
안성터미널주유소,경기도 안성시 비봉로71-14 (가사동),경기도 안성시 비봉로 71-14 (가사동),4155012600101830000,127.29213902092364,37.0126050060225,463100,2025-04-30,일반,2025-06-18
하늘주유소,부산광역시 사상구 백양대로333 (주례동),부산광역시 사상구 백양대로 333 (주례동),2653010600100410008,129.01546302665147,35.15339495186876,1460000,2025-04-30,일반,2025-06-18
한성주유소,부산광역시 동래구 온천천로519번길16 (안락동),부산광역시 동래구 온천천로519번길 16 (안락동),2626010200101780001,129.11015968455973,35.19118337195413,1597000,2025-04-30,일반,2025-06-18
명품주유소,경기도 평택시 경기대로969 (장당동),경기도 평택시 경기대로 975 (장당동),4122010200101530001,127.0692791297674,37.03585963846561,3997000,2025-04-30,일반,2025-06-18
남동농협복합센터,인천광역시 남동구 소래로446 (수산동),인천광역시 남동구 소래로 446 (수산동),2820010800104700008,126.73448147233968,37.4298491509544,1523000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 코리아주유소,서울특별시 양천구 신목로7길1 (신정동),서울특별시 양천구 신목로7길 1 (신정동),1147010100102960031,126.87205855403116,37.5196083137552,7222000,2025-04-30,일반,2025-06-18
성지주유소,부산광역시 남구 유엔로42 (우암동),부산광역시 남구 유엔로 42 (우암동),2629011000101000002,129.08166605508677,35.127135020673705,2058000,2025-04-30,일반,2025-06-18
가좌주유소,충청북도 청주시 청원구 두릉유리로241 (오창읍),충청북도 청주시 청원구 두릉유리로 245 (오창읍),4311425351101360000,127.36705377218703,36.73451231000488,123900,2025-04-30,일반,2025-06-18
대웅에너지,대전광역시 중구 대종로557 (선화동),대전광역시 중구 대종로 557 (선화동),3014010200101360003,127.4208448675168,36.33241103307318,1695000,2025-04-30,일반,2025-06-18
남선주유소,경상북도 안동시 샘들윗길62 (남선면),경상북도 안동시 샘들윗길 62 (남선면),4717037021107380000,128.79565698107348,36.53275520549591,180400,2025-04-30,일반,2025-06-18
오창공단IC주유소,충청북도 청주시 청원구 농소길6-3 (오창읍),충청북도 청주시 청원구 농소길 6-3 (오창읍),4311425341101020004,127.441244638716,36.70613836268669,494100,2025-04-30,일반,2025-06-18
아산주유소,부산광역시 사상구 새벽로1 (학장동),부산광역시 사상구 새벽로 1 (학장동),2653010700107280014,128.97933338798754,35.141714707152346,2299000,2025-04-30,일반,2025-06-18
양주주유소,경기도 양주시 평화로1381 (덕계동),경기도 양주시 평화로 1381 (덕계동),4163011600107110003,127.04574643722924,37.81442825614968,2557000,2025-04-30,일반,2025-06-18
늘푸른주유소,경상남도 창원시 성산구 진해대로52 (양곡동),경상남도 창원시 성산구 진해대로 52 (양곡동),4812311800110660001,128.6377856097483,35.18619337285324,870300,2025-01-24,일반,2025-06-18
서산에너지주유소,충청남도 서산시 무학로1889 (예천동),충청남도 서산시 무학로 1891-9 (예천동),4421010900106440008,126.43513868201865,36.76949754544778,532600,2025-04-30,일반,2025-06-18
양양농협손양,강원도 양양군 동해대로2105 (손양면),강원특별자치도 양양군 동해대로 2075 (손양면),5183032030101010001,128.66345503690886,38.04328292358679,28400,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 올림픽셀프주유소,서울특별시 송파구 위례성대로188 (오금동),서울특별시 송파구 위례성대로 188 (오금동),1171011200100040000,127.1319200987148,37.50966729207572,10600000,2025-04-30,일반,2025-06-18
역곡현대주유소,경기도 부천시 경인로473 (괴안동),경기도 부천시 소사구 경인로 473 (괴안동),4119410400101110047,126.8080990149104,37.48304275160211,3458000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 인계현대셀프주유소,경기도 수원시 팔달구 경수대로571 (인계동),경기도 수원시 팔달구 경수대로 570 (인계동),4111514100109420003,127.0309330563998,37.2764868070401,3529000,2025-04-30,일반,2025-06-18
동진강주유소,전라북도 김제시 월죽로8 (죽산면),전북특별자치도 김제시 월죽로 8 (죽산면),5221032026105770040,126.78031407821943,35.75748443926631,33500,2025-04-30,일반,2025-06-18
우리주유소,충청북도 청주시 서원구 청남로1465 (남이면),충청북도 청주시 서원구 청남로 1465 (남이면),4311231039101450000,127.45247733697136,36.57162799717208,472600,2025-04-30,일반,2025-06-18
(주)범진 황금주유소,경기도 화성시 발안로605-1 (향남읍),경기도 화성시 발안로 605-1 (향남읍),4159025935103040001,126.97122559272827,37.12687200483406,631200,2025-04-30,일반,2025-06-18
우리주유소,전라남도 순천시 시민로8 (장천동),전라남도 순천시 시민로 7 (장천동),4615011900100600002,127.4857888853249,34.95043786589908,825200,2025-04-30,일반,2025-06-18
히어로주유소,광주광역시 북구 서암대로128 (신안동),광주광역시 북구 서암대로 128 (신안동),2917010600102320014,126.89816299907812,35.16991685530147,1028000,2025-04-30,일반,2025-06-18
전주제일주유소,전라북도 전주시 완산구 거마평로153 (효자동1가),전북특별자치도 전주시 완산구 거마평로 153 (효자동1가),5211114000104400001,127.1164335642637,35.8061072526489,1425000,2025-04-30,일반,2025-06-18
요동주유소,강원도 원주시 원문로774 (흥업면),강원특별자치도 원주시 원문로 774 (흥업면),5113037023102000020,127.89299488035608,37.345849246195904,280400,2025-04-30,일반,2025-06-18
KH에너지(주)직영 태양주유소,대전광역시 동구 한밭대로1258 (용전동),대전광역시 동구 한밭대로 1258 (용전동),3011011500100510002,127.43620918674848,36.35554038246334,1731000,2025-04-30,일반,2025-06-18
송도주유소,인천광역시 연수구 능허대로137 (옥련동),인천광역시 연수구 능허대로 137 (옥련동),2818510100104680008,126.64514582014904,37.421363746235095,2476000,2025-04-30,일반,2025-06-18
서순천IC주유소,전라남도 순천시 순천로52 (서면),전라남도 순천시 순천로 52 (서면),4615032025100440003,127.490299673321,34.99525106401179,276100,2025-04-30,일반,2025-06-18
군유주유소,전라북도 고창군 공음대산로417 (공음면),전북특별자치도 고창군 공음대산로 417 (공음면),5279034030103960006,126.5504602200416,35.35781876675419,21300,2025-04-30,일반,2025-06-18
산장주유소,경상남도 거창군 빼재로1912 (고제면),경상남도 거창군 빼재로 1912 (고제면),4888033021119260003,127.83571913240196,35.850482194658404,47200,2025-01-24,일반,2025-06-18
정읍사랑주유소,전라북도 정읍시 충정로249 (수성동),전북특별자치도 정읍시 충정로 249 (수성동),5218010100106090003,126.85397936406608,35.56963315526008,885500,2025-04-30,일반,2025-06-18
대동주유소,대구광역시 달서구 성당로117 (성당동),대구광역시 달서구 성당로 117 (성당동),2729010100101290005,128.56497096607023,35.84615637419723,1865000,2025-04-30,일반,2025-06-18
백호주유소,전라북도 익산시 학곤로198 (오산면),전북특별자치도 익산시 학곤로 198 (오산면),5214031021105510001,126.92548645077284,35.94088694296682,311200,2025-04-30,일반,2025-06-18
이천현대주유소,경기도 이천시 중부대로559 (마장면),경기도 이천시 중부대로 559 (마장면),4150034026104150004,127.39863254342865,37.25574876320096,449600,2025-04-30,일반,2025-06-18
대명주유소,충청남도 서산시 충의로2248-27 (대산읍),충청남도 서산시 충의로 2230-29 (대산읍),4421025022100940059,126.41974968228412,36.96211977339498,42600,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 에어포트주유소,서울특별시 강서구 개화동로519 (방화동),서울특별시 강서구 개화동로 517 (방화동),1150010900106450006,126.80604097933922,37.56629824818523,4174000,2025-04-30,일반,2025-06-18
백송주유소,경기도 안성시 걸미로636 (죽산면),경기도 안성시 걸미로 636 (죽산면),4155040026105990004,127.41123042911066,37.05169677853944,202900,2025-04-30,일반,2025-06-18
동탄자연주유소,경기도 용인시 기흥구 동탄기흥로653 (고매동),경기도 용인시 기흥구 동탄기흥로 653 (고매동),4146310800107540009,127.09494775296945,37.21850163651528,1495000,2025-04-30,일반,2025-06-18
운곡주유소,충청남도 청양군 청신로452 (운곡면),충청남도 청양군 청신로 452 (운곡면),4479031022102350005,126.83007671978636,36.488178521244464,65000,2025-04-30,일반,2025-06-18
차차주유소,경상북도 경주시 산업로3241 (조양동),경상북도 경주시 산업로 3241 (조양동),4713012800106870000,129.27886387126534,35.785387446357056,183300,2025-04-30,일반,2025-06-18
아쿠아주유소,경상남도 창원시 마산합포구 해안대로249 (중앙동3가),경상남도 창원시 마산합포구 해안대로 249 (중앙동3가),4812514900100040261,128.5697934266842,35.19658572550825,1688000,2025-04-30,일반,2025-06-18
온율주유소,경기도 포천시 북원로749 (관인면),경기도 포천시 북원로 749 (관인면),4165040023100500000,127.24008525845665,38.15328096190299,141500,2025-04-30,일반,2025-06-18
망포에너지판매(주)망포주유소,경기도 수원시 영통구 영통로157 (망포동),경기도 수원시 영통구 영통로 157 (망포동),4111710700103690003,127.05499753846848,37.24174624524288,3097000,2025-04-30,일반,2025-06-18
동일석유(주) 제일주유소,경기도 안양시 동안구 경수대로962 (비산동),경기도 안양시 동안구 경수대로 962 (비산동),4117310100105400009,126.93074916006358,37.400116912704725,4126000,2025-01-24,일반,2025-06-18
석림주유소,충청남도 서산시 한마음13로9 (석림동),충청남도 서산시 한마음13로 9 (석림동),4421010700106510001,126.46198048966647,36.7743664702515,818700,2025-04-30,일반,2025-06-18
GS칼텍스(주) 지원1점,인천광역시 중구 공항로272 (운서동),인천광역시 중구 공항로 272 (운서동),2811014700128400000,126.45200471725194,37.44978411824439,254100,2025-01-24,일반,2025-06-18
주식회사 에스에스오토,서울특별시 마포구 서강로76 (창전동),서울특별시 마포구 서강로 76 (창전동),1144011400100130006,126.9325901376926,37.5498454396219,10960000,2025-04-30,일반,2025-06-18
동탄남부주유소,경기도 화성시 삼성1로342 (반월동),경기도 화성시 삼성1로 342 (반월동),4159012000101010002,127.06683183857665,37.23146908826655,2578000,2025-04-30,일반,2025-06-18
목감광명방향주유소,경기도 시흥시 목감1길47 (목감동),경기도 시흥시 목감1길 47 (목감동),4139012600101630000,126.86997019453672,37.39033001871417,,,,
금호주유소,경상남도 진주시 금산로48 (금산면),경상남도 진주시 금산로 48 (금산면),4817041026103350012,128.14175604894632,35.213842545386704,1031000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 동원주유소,대전광역시 동구 삼정동 95,대전광역시 동구 삼정동 95,3011010800100950000,127.47288810131452,36.32626526737296,611600,2025-04-30,일반,2025-06-18
성은주유소,인천광역시 서구 검단로609번길1 (마전동),인천광역시 서구 검단로609번길 1 (마전동),2826011300111380007,126.66921802929076,37.60934035364424,2101000,2025-04-30,일반,2025-06-18
대명주유소,대구광역시 수성구 파동로42 (파동),대구광역시 수성구 파동로 42 (파동),2726011000104810003,128.62080632246418,35.80837174684208,2404000,2025-04-30,일반,2025-06-18
광신홀딩스(주) 양산대로주유소,경상남도 양산시 양산대로1113 (북정동),경상남도 양산시 양산대로 1112 (북정동),4833010700102080008,129.0448429418965,35.369154877115434,841100,2025-04-30,일반,2025-06-18
(주)삼표에너지 군포스타주유소,경기도 군포시 고산로688 (산본동),경기도 군포시 고산로 688 (산본동),4141010400102070003,126.93505880167514,37.37119806376681,4316000,2025-04-30,일반,2025-06-18
신방주유소,전라북도 완주군 봉동로428 (봉동읍),전북특별자치도 완주군 봉동로 428 (봉동읍),5271025326102920013,127.14587550609735,35.95526747142056,76200,2025-04-30,일반,2025-06-18
청전주유소,전라남도 담양군 무정로76 (담양읍),전라남도 담양군 무정로 76 (담양읍),4671025025100350003,126.98662318550666,35.30541821331875,226900,2025-04-30,일반,2025-06-18
양평프라자주유소,경기도 양평군 경강로1422 (옥천면),경기도 양평군 경강로 1422 (옥천면),4183034024103680001,127.44271014469734,37.51138491760519,810300,2025-04-30,일반,2025-06-18
베스트주유소,전라북도 전주시 완산구 쑥고개로255 (효자동2가),전북특별자치도 전주시 완산구 쑥고개로 258 (효자동2가),5211114100107590019,127.09394159700102,35.8001211006425,772500,2025-01-24,일반,2025-06-18
KIS정보통신(주)옥천(부산방향)주유소,충청북도 옥천군 서대구일로265-19 (옥천읍),충청북도 옥천군 서대구일로 265-19 (옥천읍),4373025028102510004,127.59521126037733,36.29689672080927,209900,2025-04-30,일반,2025-06-18
김정호주유소,대구광역시 남구 현충로232 (대명동),대구광역시 남구 현충로 232 (대명동),2720010300118970004,128.58369818189232,35.85317912021768,1911000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 교대셀프주유소,충청북도 청주시 서원구 청남로2005번길2 (분평동),충청북도 청주시 서원구 청남로2005번길 2 (분평동),4311210600102460003,127.48456110318548,36.61157440999605,1540000,2025-04-30,일반,2025-06-18
소망주유소,충청북도 청주시 청원구 율천북로69 (사천동),충청북도 청주시 청원구 율천북로 69 (사천동),4311410400102430009,127.47883156645857,36.66296391392336,619900,2025-04-30,일반,2025-06-18
시장주유소,충청북도 청주시 상당구 영운로71-3 (영운동),충청북도 청주시 상당구 영운로 71-3 (영운동),4311111900101520030,127.49493153641733,36.62193182155897,685500,2025-04-30,일반,2025-06-18
SK송천주유소,경기도 수원시 장안구 송원로32 (송죽동),경기도 수원시 장안구 송원로 31 (송죽동),4111113500103790010,127.00642189143775,37.2983683973166,1825000,2025-04-30,일반,2025-06-18
대흥쟈이주유소,대전광역시 중구 대흥로132 (대흥동),대전광역시 중구 대흥로 133 (대흥동),3014010500104370004,127.42682966623047,36.3241076868742,1845000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 암사셀프주유소,서울특별시 강동구 올림픽로749 (암사동),서울특별시 강동구 올림픽로 750 (천호동),1174010900102870014,127.12706958937004,37.54802285321067,11860000,2025-04-30,일반,2025-06-18
현대오일뱅크㈜직영 영통현대셀프주유소,경기도 수원시 영통구 삼성로281 (원천동),경기도 수원시 영통구 삼성로 281 (원천동),4111710200103280006,127.06440129181448,37.2665979166361,2442000,2025-04-30,일반,2025-06-18
