행정구역,순위,인구 천명당 사업체수(개),비율(%),lat,lon
전북특별자치도 김제시 교월동,804.0,156.85,0.03,35.799435585334,126.876802519852
전라남도 담양군 용면,805.0,156.84,0.03,35.3649505556585,126.987491335017
서울특별시 중구 장충동,806.0,156.82,0.03,37.5619118374182,127.007859437008
경상북도 경주시 감포읍,807.0,156.72,0.03,35.8073787137645,129.501640236716
전북특별자치도 익산시 성당면,808.0,156.7,0.03,36.0882787264163,126.934978919207
경상남도 창원시 마산회원구 회원1동,809.0,156.65,0.03,35.218234271397,128.574185258784
경기도 광주시 오포1동,810.0,156.63,0.03,37.3660957187075,127.228738715704
전라남도 담양군 금성면,811.0,156.59,0.03,35.3434319472127,127.025503516025
대구광역시 북구 칠성동,812.0,156.55,0.03,35.8792060739478,128.599890261437
전북특별자치도 장수군 장수읍,813.0,156.53,0.03,35.6542060803546,127.519651585548
전북특별자치도 고창군 부안면,814.0,156.5,0.03,35.5141693941976,126.674095230614
경기도 안산시 상록구 안산동,815.0,156.32,0.03,37.3618773099593,126.873350911358
전북특별자치도 전주시 완산구 효자5동,816.0,156.32,0.03,35.8270944078686,127.094289395761
충청남도 금산군 제원면,817.0,156.29,0.03,36.112531032528,127.546093650617
강원특별자치도 속초시 노학동,818.0,156.23,0.03,38.1898578919459,128.525468019074
경상남도 남해군 상주면,819.0,156.23,0.03,34.7238112711806,127.985420225016
대전광역시 유성구 노은1동,820.0,156.2,0.03,36.3682675116688,127.318452425806
경상남도 사천시 곤양면,821.0,156.15,0.03,35.057500705341,127.95963280613
전라남도 순천시 외서면,822.0,156.12,0.03,34.9137153051329,127.277400802741
충청남도 당진시 석문면,823.0,156.08,0.03,36.981938816019,126.590888457963
전라남도 여수시 주삼동,824.0,156.06,0.03,34.7875796620468,127.66304668057
경상남도 통영시 욕지면,825.0,156.0,0.03,34.6363593419351,128.263413838072
충청남도 천안시 동남구 광덕면,826.0,155.94,0.03,36.6986422345487,127.111255672867
전북특별자치도 임실군 덕치면,827.0,155.76,0.03,35.5101268557139,127.157199163923
충청북도 제천시 의림지동,828.0,155.74,0.03,37.1760303166315,128.23447536012
전라남도 나주시 문평면,829.0,155.7,0.03,35.055302656516,126.60379255118
경상남도 고성군 하이면,830.0,155.68,0.03,34.928688697234,128.12281004311
전라남도 화순군 도암면,831.0,155.36,0.03,34.9377776562799,126.896778839983
경상북도 울진군 후포면,832.0,155.34,0.03,36.6784937659438,129.439340805339
경기도 용인시 처인구 모현읍,833.0,155.29,0.03,37.3296454910844,127.242348722596
경상남도 밀양시 단장면,834.0,155.16,0.03,35.5152655896839,128.875972446759
충청남도 논산시 취암동,835.0,154.98,0.03,36.1976453244327,127.093575384904
충청남도 당진시 당진1동,836.0,154.98,0.03,36.8931857914658,126.627123453099
대구광역시 달서구 장기동,837.0,154.89,0.03,35.8433493267252,128.530035888982
강원특별자치도 태백시 문곡소도동,838.0,154.87,0.03,37.1314636106415,128.960358258343
충청남도 서천군 종천면,839.0,154.86,0.03,36.0974707739784,126.670064523799
충청북도 충주시 봉방동,840.0,154.85,0.03,36.9736601560483,127.919281720775
광주광역시 북구 석곡동,841.0,154.66,0.03,35.2149867278628,126.950057532397
서울특별시 중구 신당5동,842.0,154.59,0.03,37.5651320352656,127.021876978157
충청북도 음성군 맹동면,843.0,154.55,0.03,36.9301828063177,127.562757789368
경기도 하남시 신장1동,844.0,154.52,0.03,37.5387902964051,127.209586513271
경상남도 통영시 무전동,845.0,154.38,0.03,34.8589635944091,128.429046283282
대구광역시 남구 봉덕1동,846.0,154.36,0.03,35.8452828044063,128.596414939028
대구광역시 남구 대명3동,847.0,154.34,0.03,35.8523495688795,128.579098600695
경상북도 울진군 울진읍,848.0,154.21,0.03,36.9972002793687,129.403050083353
강원특별자치도 평창군 평창읍,849.0,154.18,0.03,37.3677151528904,128.400549022928
인천광역시 부평구 갈산1동,850.0,154.16,0.03,37.517595637809,126.727118821365
서울특별시 서초구 방배2동,851.0,154.12,0.03,37.4797829991166,126.985578175304
인천광역시 남동구 남촌도림동,852.0,154.12,0.03,37.4322385488591,126.715208286831
강원특별자치도 강릉시 왕산면,853.0,154.12,0.03,37.6726837387208,128.837804434963
경상남도 고성군 회화면,854.0,154.12,0.03,35.0603329792025,128.373272938478
강원특별자치도 양구군 양구읍,855.0,154.1,0.03,38.1080405251365,127.990430398263
강원특별자치도 춘천시 서면,856.0,154.07,0.03,37.8986923448081,127.692791905634
제주특별자치도 제주시 조천읍,857.0,154.07,0.03,33.5344013008286,126.634132237491
충청북도 청주시 상당구 낭성면,858.0,153.77,0.03,36.6227046304175,127.603961873006
충청남도 청양군 정산면,859.0,153.66,0.03,36.4148951516838,126.945121505202
전라남도 해남군 황산면,860.0,153.65,0.03,34.5769589255477,126.43648828553
전북특별자치도 남원시 운봉읍,861.0,153.59,0.03,35.4398031429859,127.528909077171
서울특별시 중구 다산동,862.0,153.58,0.03,37.5543182024142,127.008302272338
경상북도 구미시 도개면,863.0,153.58,0.03,36.2995500795302,128.330803755017
경상북도 포항시 남구 해도동,864.0,153.57,0.03,36.0232879798442,129.371374866188
경상남도 하동군 금남면,865.0,153.48,0.03,34.9505144081674,127.85911016191
충청북도 충주시 엄정면,866.0,153.35,0.03,37.0866781306913,127.914877536217
경기도 하남시 덕풍3동,867.0,153.16,0.03,37.5525407742751,127.204763282895
충청북도 충주시 동량면,868.0,153.14,0.03,37.0263327303524,127.963254082287
전라남도 광양시 다압면,869.0,152.97,0.03,35.123283704433,127.691137259591
전라남도 신안군 자은면,870.0,152.91,0.03,34.8844221294234,126.047384789411
전북특별자치도 진안군 부귀면,871.0,152.9,0.03,35.8373269990994,127.360332864434
경기도 연천군 백학면,872.0,152.88,0.03,38.0297127942562,126.917969879355
전북특별자치도 정읍시 칠보면,873.0,152.88,0.03,35.6025799453151,126.993541829325
충청북도 음성군 대소면,874.0,152.85,0.03,36.9719391622425,127.483299023928
경상북도 안동시 태화동,875.0,152.77,0.03,36.5611392085551,128.71397943818
충청북도 영동군 용산면,876.0,152.76,0.03,36.2596956449867,127.8294823253
전라남도 구례군 토지면,877.0,152.75,0.03,35.1978744257442,127.526238011482
부산광역시 영도구 봉래1동,878.0,152.74,0.03,35.0934963561192,129.044306549368
경상남도 창녕군 계성면,879.0,152.73,0.03,35.4688466315922,128.512918359668
충청남도 금산군 남이면,880.0,152.72,0.03,36.0454139093738,127.436704292597
전북특별자치도 군산시 임피면,881.0,152.66,0.03,35.9826008554511,126.850478226788
충청북도 제천시 덕산면,882.0,152.55,0.03,36.912025983545,128.164408023592
충청남도 홍성군 홍성읍,883.0,152.42,0.03,36.601469644599,126.662222238465
강원특별자치도 횡성군 횡성읍,884.0,152.33,0.03,37.4923616641075,127.992604693778
경기도 양평군 양평읍,885.0,152.26,0.03,37.4864297288723,127.493513635969
인천광역시 동구 송림6동,886.0,152.13,0.03,37.4773636994107,126.647954792785
경기도 파주시 파평면,887.0,152.13,0.03,37.9219358887444,126.837949199917
세종특별자치시 세종시 전동면,888.0,152.04,0.03,36.6559328684455,127.264118976061
광주광역시 광산구 삼도동,889.0,152.02,0.03,35.1262864911299,126.690375563555
충청남도 천안시 서북구 입장면,890.0,152.02,0.03,36.9128088075248,127.221165722116
대전광역시 중구 대사동,891.0,152.01,0.03,36.3176799385072,127.424819646891
세종특별자치시 세종시 금남면,892.0,151.99,0.03,36.4641242999386,127.280514263106
전북특별자치도 남원시 대산면,893.0,151.96,0.03,35.432090961089,127.325203709683
충청남도 아산시 염치읍,894.0,151.95,0.03,36.8168213959699,126.976410130662
제주특별자치도 제주시 추자면,895.0,151.89,0.03,33.9637161687112,126.296120635115
경상북도 영주시 하망동,896.0,151.76,0.03,36.8238587015049,128.630298247885
세종특별자치시 세종시 연서면,897.0,151.73,0.03,36.5925410679428,127.271533146429
경기도 시흥시 거북섬동,898.0,151.72,0.03,37.3210624467371,126.683677558517
충청북도 진천군 이월면,899.0,151.54,0.03,36.9258307018372,127.428389829549
강원특별자치도 영월군 주천면,900.0,151.49,0.03,37.2721876092467,128.268910017243
경상북도 영양군 영양읍,901.0,151.36,0.03,36.6670408997249,129.114174676204
제주특별자치도 제주시 연동,902.0,151.36,0.03,33.4881587278278,126.496886364512
대전광역시 중구 오류동,903.0,151.35,0.03,36.3254558995842,127.403848952525
전북특별자치도 김제시 금구면,904.0,151.22,0.03,35.7767645592007,127.01220123032
경기도 김포시 사우동,905.0,151.21,0.03,37.6193581588085,126.716738801056
경상남도 거창군 위천면,906.0,151.2,0.03,35.7496253612486,127.833111779253
경상남도 산청군 산청읍,907.0,151.18,0.03,35.4140538130171,127.877614604635
강원특별자치도 홍천군 홍천읍,908.0,151.17,0.03,37.68943404802,127.884306327398
전라남도 영암군 신북면,909.0,151.11,0.03,34.8902718568589,126.692624503788
경기도 부천시 원미구 심곡2동,910.0,151.08,0.03,37.4873910918128,126.787047461889
경상북도 상주시 공검면,911.0,151.08,0.03,36.5120676237919,128.158597496223
강원특별자치도 고성군 현내면,912.0,151.05,0.03,38.4943416559629,128.427309190762
경기도 안성시 죽산면,913.0,150.95,0.03,37.0785624890218,127.422482028551
전라남도 담양군 창평면,914.0,150.84,0.03,35.2389425945332,127.019001998481
경상북도 청도군 풍각면,915.0,150.75,0.03,35.6388854505595,128.618228093685
대전광역시 서구 둔산2동,916.0,150.7,0.03,36.3538336339666,127.3837013281
대구광역시 수성구 두산동,917.0,150.6,0.03,35.829426086156,128.6206587993
충청남도 공주시 이인면,918.0,150.54,0.03,36.3619488068075,127.06320230995
충청남도 금산군 추부면,919.0,150.52,0.03,36.194893351027,127.476010924681
제주특별자치도 제주시 이도2동,920.0,150.47,0.03,33.4970469392181,126.535290947589
경상북도 성주군 용암면,921.0,150.46,0.03,35.8362892180136,128.336842965565
부산광역시 해운대구 송정동,922.0,150.26,0.03,35.1836575939971,129.203669439394
경상북도 김천시 지례면,923.0,150.1,0.03,35.9848042370408,128.026687113862
강원특별자치도 속초시 교동,924.0,149.91,0.03,38.201872986067,128.573112121903
전북특별자치도 무주군 안성면,925.0,149.7,0.03,35.8635049251987,127.653046687405
경기도 여주시 대신면,926.0,149.54,0.03,37.3750403179812,127.586562498134
경기도 가평군 가평읍,927.0,149.45,0.03,37.8253637998686,127.51653874145
대구광역시 달성군 논공읍,928.0,149.28,0.03,35.7743375840323,128.419911564146
인천광역시 옹진군 북도면,929.0,149.27,0.03,37.5329794642505,126.429069369524
강원특별자치도 영월군 김삿갓면,930.0,149.26,0.03,37.1256797470207,128.570085899718
전북특별자치도 고창군 해리면,931.0,149.13,0.03,35.4609884974522,126.539068432502
충청북도 옥천군 이원면,932.0,149.1,0.03,36.2462386585296,127.619502504301
서울특별시 강동구 성내1동,933.0,149.05,0.03,37.5304794647648,127.122421771231
전북특별자치도 부안군 백산면,934.0,149.03,0.03,35.7039261809653,126.786584619266
서울특별시 서초구 방배4동,935.0,149.0,0.03,37.4890604237229,126.992482898494
충청남도 공주시 의당면,936.0,148.98,0.03,36.4994903433965,127.141280921738
전라남도 해남군 마산면,937.0,148.93,0.03,34.6216623666974,126.568136082472
충청북도 괴산군 칠성면,938.0,148.83,0.03,36.788167730009,127.864294241153
충청남도 홍성군 갈산면,939.0,148.74,0.03,36.6052117759079,126.550065995037
전라남도 목포시 용당1동,940.0,148.74,0.03,34.8059476435746,126.391714639688
전북특별자치도 고창군 대산면,941.0,148.69,0.03,35.3410173161818,126.603361896893
경상북도 포항시 남구 청림동,942.0,148.64,0.03,35.9973661508293,129.40567039163
경상남도 거제시 옥포1동,943.0,148.58,0.03,34.8909812199304,128.692656286677
강원특별자치도 평창군 미탄면,944.0,148.49,0.03,37.3420792035649,128.495781431646
경기도 군포시 광정동,945.0,148.41,0.03,37.362103365466,126.92793590452
전라남도 나주시 송월동,946.0,148.39,0.03,35.0172679734934,126.717030236594
경상북도 상주시 은척면,947.0,148.38,0.03,36.5317290435865,128.071543233613
경상북도 청송군 청송읍,948.0,148.25,0.03,36.4279964219116,129.057606925592
전북특별자치도 남원시 금지면,949.0,148.24,0.03,35.3576326002419,127.303859603117
전라남도 신안군 도초면,950.0,148.18,0.03,34.7036148703534,125.953383772704
부산광역시 동래구 사직1동,951.0,148.14,0.03,35.1990054056498,129.06191821131
경상남도 통영시 산양읍,952.0,148.12,0.03,34.803523565867,128.386233403232
경기도 부천시 원미구 상동,953.0,148.1,0.03,37.4949021135947,126.760804751664
전라남도 여수시 여천동,954.0,147.95,0.03,34.7772090065679,127.667849154475
부산광역시 부산진구 전포1동,955.0,147.93,0.03,35.1543730404872,129.067400901206
전라남도 순천시 향동,956.0,147.91,0.03,34.9527302017707,127.479132014777
충청남도 태안군 원북면,957.0,147.88,0.03,36.8234925898819,126.257125053878
충청남도 공주시 정안면,958.0,147.86,0.03,36.6086932117711,127.12010407535
충청북도 제천시 수산면,959.0,147.82,0.03,36.9338039967423,128.181032174568
경상남도 통영시 도산면,960.0,147.82,0.03,34.9032314622803,128.361908455874
충청북도 보은군 보은읍,961.0,147.73,0.03,36.4836388639021,127.717071120507
서울특별시 서대문구 신촌동,962.0,147.62,0.03,37.5651616940517,126.93927687604
서울특별시 서초구 서초4동,963.0,147.56,0.03,37.502685408513,127.022170883244
전라남도 곡성군 오곡면,964.0,147.52,0.03,35.27232651674,127.313898434851
전라남도 무안군 무안읍,965.0,147.49,0.03,34.9905663839512,126.476340860131
경상북도 구미시 해평면,966.0,147.37,0.03,36.1998395640876,128.39129514516
경상북도 김천시 어모면,967.0,147.26,0.03,36.1804286631901,128.118733231373
전북특별자치도 전주시 덕진구 여의동,968.0,147.23,0.03,35.8603978404125,127.073350626447
경상북도 의성군 봉양면,969.0,147.13,0.03,36.3007525533014,128.576348899729
경상북도 영덕군 축산면,970.0,146.98,0.03,36.5089457184101,129.41425789895
경기도 김포시 통진읍,971.0,146.94,0.03,37.6864801478808,126.600590689838
부산광역시 연제구 연산4동,972.0,146.9,0.03,35.1862796387452,129.084942089482
경상남도 거제시 동부면,973.0,146.76,0.03,34.8215720892901,128.608217661284
대전광역시 대덕구 덕암동,974.0,146.74,0.03,36.4403037751316,127.426856681678
경기도 파주시 적성면,975.0,146.71,0.03,37.9543767524195,126.917635009286
서울특별시 마포구 도화동,976.0,146.67,0.03,37.5415497123869,126.949873511116
전북특별자치도 남원시 이백면,977.0,146.67,0.03,35.4268584970569,127.457900419326
경상남도 밀양시 부북면,978.0,146.61,0.03,35.5112083734156,128.729745804963
대구광역시 달서구 신당동,979.0,146.52,0.03,35.8589615482178,128.498821737463
충청남도 공주시 계룡면,980.0,146.52,0.03,36.3603026160488,127.141715269337
울산광역시 울주군 두서면,981.0,146.51,0.03,35.6479465736549,129.161800864977
경상북도 예천군 용궁면,982.0,146.49,0.03,36.6086508026393,128.277405203635
전라남도 신안군 압해읍,983.0,146.36,0.03,34.8655618850637,126.312522085234
경상북도 안동시 서후면,984.0,146.35,0.03,36.6169205993863,128.663856494908
충청남도 서산시 대산읍,985.0,146.32,0.03,36.9396086255271,126.434317146792
경기도 성남시 분당구 정자1동,986.0,146.28,0.03,37.3727600961184,127.106323114642
강원특별자치도 태백시 황연동,987.0,146.27,0.03,37.1787625026096,128.986692516927
경상남도 창원시 마산합포구 구산면,988.0,146.22,0.03,35.1196814231662,128.580842336194
경상남도 하동군 악양면,989.0,146.2,0.03,35.1623206608427,127.708931972841
경기도 파주시 조리읍,990.0,146.17,0.03,37.7447154207441,126.805164975937
서울특별시 마포구 망원1동,991.0,146.08,0.03,37.5555962174351,126.905604188078
충청남도 태안군 고남면,992.0,146.01,0.03,36.4204207894429,126.409110951842
인천광역시 강화군 내가면,993.0,145.93,0.03,37.7193820844793,126.389827319378
경기도 화성시 우정읍,994.0,145.83,0.03,37.0898217767454,126.81531242615
충청남도 당진시 대호지면,995.0,145.81,0.03,36.9000351470159,126.50416688465
울산광역시 중구 학성동,996.0,145.75,0.03,35.5553460502737,129.334602561943
대전광역시 대덕구 중리동,997.0,145.7,0.03,36.3605737779517,127.426420863562
전라남도 해남군 삼산면,998.0,145.65,0.03,34.5208059770104,126.609960701885
전라남도 광양시 옥곡면,999.0,145.64,0.03,34.989540010679,127.698869701732
경상남도 산청군 금서면,1000.0,145.63,0.03,35.4171754090988,127.863172409497
제주특별자치도 제주시 애월읍,1001.0,145.36,0.03,33.4621910539136,126.328972924341
경상북도 구미시 광평동,1002.0,145.18,0.03,36.1047075384916,128.366064715383
경상북도 안동시 도산면,1003.0,145.16,0.03,36.7451352105842,128.833804437754
대구광역시 군위군 산성면,1004.0,145.15,0.03,36.1230808004901,128.694883701639
경상북도 영주시 휴천2동,1005.0,145.07,0.03,36.810099861933,128.621768195735
전북특별자치도 남원시 주생면,1006.0,145.05,0.03,35.3788580669753,127.321551935713
서울특별시 송파구 가락1동,1007.0,145.03,0.03,37.4965023622766,127.109854640362
경기도 포천시 화현면,1008.0,145.02,0.03,37.9011714575414,127.288076354336
경상남도 함안군 가야읍,1009.0,144.95,0.03,35.2722170382263,128.408174194563
경상남도 의령군 의령읍,1010.0,144.94,0.03,35.3212278175313,128.260456807629
경기도 성남시 분당구 구미1동,1011.0,144.93,0.03,37.3492742910132,127.111793191261
광주광역시 서구 광천동,1012.0,144.86,0.03,35.1643322251784,126.880318718859
경상남도 합천군 대병면,1013.0,144.86,0.03,35.5211861931546,128.014244590873
전라남도 진도군 군내면,1014.0,144.67,0.03,34.5125150991012,126.291991132984
경기도 광주시 광남1동,1015.0,144.57,0.03,37.3943514091376,127.228932963503
경기도 연천군 신서면,1016.0,144.56,0.03,38.1829667805065,127.107037931125
경기도 이천시 관고동,1017.0,144.47,0.03,37.2823777009377,127.437880835387
강원특별자치도 영월군 무릉도원면,1018.0,144.34,0.03,37.2883503881401,128.268649175287
충청북도 음성군 금왕읍,1019.0,144.3,0.03,36.9921738540871,127.58645788118
충청남도 천안시 서북구 직산읍,1020.0,144.29,0.03,36.8787570251549,127.150433811141
부산광역시 수영구 수영동,1021.0,144.28,0.03,35.1705527261134,129.116107846731
인천광역시 계양구 계산1동,1022.0,144.28,0.03,37.5396278211812,126.721353937644
전라남도 무안군 망운면,1023.0,144.21,0.03,35.0129150718681,126.394586056123
강원특별자치도 고성군 간성읍,1024.0,144.18,0.03,38.3783819019248,128.466855795807
전라남도 광양시 진상면,1025.0,144.16,0.03,35.019963721053,127.719670093495
경기도 연천군 군남면,1026.0,144.15,0.03,38.0851969328493,127.019081108902
전라남도 장흥군 안양면,1027.0,144.15,0.03,34.6500080307619,126.973986411431
광주광역시 동구 학동,1028.0,144.14,0.03,35.1360676123919,126.922788602536
대전광역시 동구 삼성동,1029.0,143.99,0.03,36.3405647879043,127.42217253113
충청북도 청주시 청원구 우암동,1030.0,143.97,0.03,36.6492363833712,127.486866445706
경상남도 하동군 진교면,1031.0,143.95,0.03,35.0304746528234,127.90091123619
충청남도 천안시 동남구 병천면,1032.0,143.92,0.03,36.766564099467,127.302587862465
경상북도 청도군 금천면,1033.0,143.85,0.03,35.6871722043652,128.892409759474
충청북도 제천시 백운면,1034.0,143.77,0.03,37.1377198692023,128.025820670759
강원특별자치도 철원군 동송읍,1035.0,143.61,0.03,38.2072165163278,127.208191410563
경상북도 성주군 초전면,1036.0,143.57,0.03,35.9745393354024,128.263356813826
경상남도 창원시 마산합포구 진전면,1037.0,143.55,0.03,35.1028626531494,128.418976797725
경기도 포천시 소흘읍,1038.0,143.5,0.03,37.8233192010335,127.138600788633
경상북도 영주시 안정면,1039.0,143.49,0.03,36.8459075740037,128.556681780922
대구광역시 동구 효목1동,1040.0,143.39,0.03,35.8816540448418,128.644944665344
전라남도 장성군 장성읍,1041.0,143.37,0.03,35.3032030896936,126.785267156907
전라남도 구례군 산동면,1042.0,143.35,0.03,35.3158846094562,127.439424289109
경상남도 고성군 동해면,1043.0,143.31,0.03,35.0414253259742,128.421047708312
충청북도 충주시 목행·용탄동,1044.0,143.25,0.03,37.0115867558611,127.917010287047
경기도 여주시 산북면,1045.0,143.08,0.03,37.4016901782593,127.4429923866
전북특별자치도 고창군 신림면,1046.0,143.07,0.03,35.4890621438542,126.712163570448
경상남도 함양군 안의면,1047.0,143.07,0.03,35.6286789396386,127.811264991283
강원특별자치도 횡성군 우천면,1048.0,142.98,0.03,37.4594058323665,128.06243796948
전라남도 신안군 비금면,1049.0,142.86,0.03,34.7554778216087,125.926658497101
경기도 고양시 일산서구 가좌동,1050.0,142.81,0.03,37.6911246251365,126.72044790598
전북특별자치도 군산시 옥구읍,1051.0,142.76,0.03,35.9230013406336,126.685212628548
경상남도 고성군 고성읍,1052.0,142.64,0.03,34.9780627409928,128.319336171774
경상남도 창녕군 대합면,1053.0,142.6,0.03,35.6137030890693,128.472088769913
서울특별시 영등포구 양평2동,1054.0,142.56,0.03,37.5377447245086,126.89594587648
충청남도 천안시 서북구 쌍용1동,1055.0,142.55,0.03,36.8040320508009,127.130502594395
강원특별자치도 철원군 갈말읍,1056.0,142.49,0.03,38.1477243520665,127.30830034891
경상북도 칠곡군 왜관읍,1057.0,142.34,0.03,35.9890285712877,128.397709505787
부산광역시 남구 문현2동,1058.0,142.3,0.03,35.1452780727689,129.068693598602
경상남도 사천시 곤명면,1059.0,142.2,0.03,35.1119381541406,127.941593019082
경기도 안양시 동안구 부림동,1060.0,141.98,0.03,37.3987359903894,126.959432928615
경상북도 경산시 용성면,1061.0,141.95,0.03,35.7932612630351,128.875921332207
경기도 안성시 삼죽면,1062.0,141.89,0.03,37.0730098580051,127.374843682254
강원특별자치도 인제군 기린면,1063.0,141.88,0.03,37.9556038449986,128.319189529764
전북특별자치도 부안군 부안읍,1064.0,141.87,0.03,35.7296006156516,126.736886839406
강원특별자치도 정선군 남면,1065.0,141.82,0.03,37.2687852101249,128.740624296233
강원특별자치도 춘천시 동내면,1066.0,141.68,0.03,37.8478361956971,127.761140115416
경기도 안산시 상록구 이동,1067.0,141.62,0.03,37.3054407225325,126.860857418137
경기도 김포시 구래동,1068.0,141.6,0.03,37.646477085747,126.623680156555
충청남도 천안시 서북구 성정2동,1069.0,141.58,0.03,36.8237080244835,127.137489843968
전북특별자치도 익산시 오산면,1070.0,141.52,0.03,35.9386663084706,126.916283828775
강원특별자치도 홍천군 화촌면,1071.0,141.29,0.03,37.7710054077675,127.966895174076
경상북도 구미시 비산동,1072.0,141.26,0.03,36.1246280597067,128.380058684258
강원특별자치도 강릉시 초당동,1073.0,141.21,0.03,37.7918714159225,128.915965886695
경기도 양평군 서종면,1074.0,141.14,0.03,37.6065762917832,127.348721243795
전북특별자치도 남원시 동충동,1075.0,141.13,0.03,35.4110327392327,127.382963477199
전북특별자치도 익산시 금마면,1076.0,141.1,0.03,35.9916447603772,127.051722683932
경기도 파주시 법원읍,1077.0,141.07,0.03,37.849177767921,126.882366115155
경상북도 칠곡군 약목면,1078.0,141.06,0.03,36.0327438267076,128.363702456356
대전광역시 서구 기성동,1079.0,141.05,0.03,36.2558621398539,127.341633684859
경상남도 남해군 서면,1080.0,140.97,0.03,34.8100571566456,127.838319096297
전북특별자치도 무주군 무풍면,1081.0,140.96,0.03,35.9699663355614,127.844635717683
충청북도 제천시 남현동,1082.0,140.94,0.03,37.1347649132126,128.217005064459
경상북도 경주시 동천동,1083.0,140.92,0.03,35.8541641968221,129.222634662701
인천광역시 미추홀구 주안1동,1084.0,140.89,0.03,37.4618867020531,126.68180575715
경상북도 경주시 양남면,1085.0,140.85,0.03,35.6777902076175,129.460381239413
충청북도 단양군 영춘면,1086.0,140.84,0.03,37.0786916078844,128.487383207032
전라남도 순천시 주암면,1087.0,140.83,0.03,35.0767887602298,127.235071489827
경상북도 김천시 아포읍,1088.0,140.81,0.03,36.1598783456875,128.25340248692
전라남도 무안군 현경면,1089.0,140.7,0.03,35.0214119096333,126.411936248244
충청북도 청주시 흥덕구 봉명2·송정동,1090.0,140.59,0.03,36.6447052041682,127.457857212757
충청북도 영동군 황간면,1091.0,140.56,0.03,36.2285137453266,127.910491165382
전라남도 고흥군 봉래면,1092.0,140.49,0.03,34.4636810934931,127.459058904486
경상북도 김천시 증산면,1093.0,140.49,0.03,35.9019577529777,128.035230513324
전라남도 여수시 돌산읍,1094.0,140.43,0.03,34.6173483624976,127.721929765524
부산광역시 중구 대청동,1095.0,140.33,0.03,35.1042226426234,129.031090792173
강원특별자치도 횡성군 둔내면,1096.0,140.19,0.03,37.5122165122342,128.218832889124
충청남도 공주시 신관동,1097.0,140.15,0.03,36.4722527778363,127.132657794031
경상남도 창녕군 영산면,1098.0,140.04,0.03,35.4536468385519,128.527939024735
경상북도 상주시 중동면,1099.0,139.98,0.03,36.4263222040653,128.271525658686
전라남도 장성군 북일면,1100.0,139.93,0.03,35.3747446650307,126.80733372315
충청북도 옥천군 군서면,1101.0,139.85,0.03,36.2796562544093,127.527394715358
경상북도 안동시 풍천면,1102.0,139.77,0.03,36.5561890573723,128.506522707702
경상남도 산청군 삼장면,1103.0,139.72,0.03,35.2982299322661,127.831735620344
전라남도 목포시 하당동,1104.0,139.7,0.03,34.8086351826212,126.420061510822
경기도 포천시 영북면,1105.0,139.69,0.03,38.089131438745,127.275516543269
경기도 성남시 중원구 성남동,1106.0,139.62,0.03,37.4353291482243,127.138944267643
전북특별자치도 남원시 주천면,1107.0,139.6,0.03,35.3908940523194,127.441996929174
충청남도 예산군 예산읍,1108.0,139.49,0.03,36.6787124218355,126.846237861032
충청남도 예산군 대흥면,1109.0,139.37,0.03,36.606749087,126.78834896798
충청남도 보령시 천북면,1110.0,139.36,0.03,36.4787146689908,126.527235767674
경상북도 영천시 완산동,1111.0,139.31,0.03,35.9641657882791,128.946828599766
전라남도 장성군 북하면,1112.0,139.19,0.03,35.4073435618675,126.879515799382
경상남도 거창군 거창읍,1113.0,139.18,0.03,35.688010089553,127.903914924402
경기도 광주시 남종면,1114.0,139.16,0.03,37.4941643633658,127.301699267454
전라남도 신안군 지도읍,1115.0,139.08,0.03,35.0612854130207,126.207463639848
경상북도 영덕군 지품면,1116.0,139.01,0.03,36.4484953265836,129.28178296249
전라남도 담양군 봉산면,1117.0,138.99,0.03,35.2761980165593,126.956904986794
전북특별자치도 순창군 구림면,1118.0,138.96,0.03,35.4529742616055,127.102315147398
세종특별자치시 세종시 연기면,1119.0,138.94,0.03,36.5430865816296,127.239397335324
경기도 연천군 연천읍,1120.0,138.63,0.03,38.1039237861873,127.075938017759
경상북도 영덕군 남정면,1121.0,138.6,0.03,36.285913657574,129.372516225882
인천광역시 서구 가좌3동,1122.0,138.52,0.03,37.492475936711,126.679835128133
제주특별자치도 서귀포시 영천동,1123.0,138.5,0.03,33.2687603826477,126.586644405618
강원특별자치도 춘천시 소양동,1124.0,138.49,0.03,37.8822401631629,127.72471526546
충청남도 보령시 오천면,1125.0,138.48,0.03,36.4370877555058,126.523424331254
강원특별자치도 영월군 북면,1126.0,138.35,0.03,37.2544645252444,128.455193189019
전라남도 목포시 용당2동,1127.0,138.26,0.03,34.7995550223721,126.399716840077
충청남도 천안시 동남구 원성1동,1128.0,138.24,0.03,36.8071592914479,127.158380049436
전북특별자치도 완주군 화산면,1129.0,138.12,0.03,36.0356724556516,127.203481630258
전북특별자치도 진안군 백운면,1130.0,138.12,0.03,35.6894150875456,127.395951525691
경상북도 울진군 죽변면,1131.0,138.08,0.03,37.059757444572,129.422274724234
충청북도 청주시 청원구 내덕1동,1132.0,138.03,0.03,36.6583874005732,127.48263815217
대구광역시 서구 평리5동,1133.0,137.96,0.03,35.8743202348999,128.550547843747
부산광역시 연제구 거제3동,1134.0,137.92,0.03,35.1842733603054,129.071205267692
전라남도 해남군 옥천면,1135.0,137.84,0.03,34.567446496434,126.64786148276
부산광역시 사상구 학장동,1136.0,137.83,0.03,35.1441032632998,128.987292238397
