행정구역,순위,인구 천명당 사업체수(개),비율(%),lat,lon
전라남도 담양군 고서면,1685.0,113.96,0.02,35.2235460605648,126.973119272894
경상북도 경주시 불국동,1686.0,113.95,0.02,35.7752856977405,129.300647520194
전라남도 순천시 서면,1687.0,113.89,0.02,34.9946941350279,127.488318875516
충청남도 태안군 이원면,1688.0,113.86,0.02,36.8695977168564,126.280898994399
전라남도 장흥군 장동면,1689.0,113.83,0.02,34.7499430243129,126.995282040689
전북특별자치도 전주시 완산구 효자2동,1690.0,113.8,0.02,35.8069269241386,127.119584473342
서울특별시 용산구 청파동,1691.0,113.69,0.02,37.54543080354,126.969863704612
경기도 용인시 처인구 남사읍,1692.0,113.62,0.02,37.1157126870885,127.150478244526
충청남도 예산군 신양면,1693.0,113.6,0.02,36.6015405034893,126.868471294669
경상북도 포항시 북구 신광면,1694.0,113.56,0.02,36.1301200707755,129.262971202395
충청북도 청주시 청원구 내수읍,1695.0,113.54,0.02,36.7238965510138,127.535426755572
전라남도 함평군 손불면,1696.0,113.53,0.02,35.1432145349532,126.431735144933
서울특별시 영등포구 당산2동,1697.0,113.47,0.02,37.5310028334211,126.897312879485
대구광역시 동구 불로·봉무동,1698.0,113.41,0.02,35.9102575293579,128.639298129545
전라남도 영암군 삼호읍,1699.0,113.4,0.02,34.7460172599514,126.469204953175
경상북도 경산시 중방동,1700.0,113.37,0.02,35.8270976562143,128.734008911283
경상남도 창원시 성산구 용지동,1701.0,113.36,0.02,35.2325285906299,128.681072060824
인천광역시 강화군 교동면,1702.0,113.35,0.02,37.7845285796273,126.283014815298
경기도 안양시 동안구 비산3동,1703.0,113.3,0.02,37.4040572559973,126.945564899971
경상남도 창원시 마산합포구 진동면,1704.0,113.3,0.02,35.1151603215589,128.488348655692
경상남도 밀양시 무안면,1705.0,113.22,0.02,35.4707122682009,128.651336977932
강원특별자치도 춘천시 근화동,1706.0,113.05,0.02,37.880716620367,127.712178775428
충청북도 청주시 서원구 산남동,1707.0,113.03,0.02,36.6132494857069,127.466904217758
경기도 양주시 백석읍,1708.0,113.01,0.02,37.795037673394,126.985512570135
경기도 의왕시 고천동,1709.0,112.97,0.02,37.3448538171113,126.968513026736
서울특별시 성북구 성북동,1710.0,112.95,0.02,37.5910466093958,127.003274531869
부산광역시 금정구 장전2동,1711.0,112.95,0.02,35.227721847544,129.080959035112
충청북도 옥천군 안내면,1712.0,112.94,0.02,36.3944551302996,127.661963267002
경상북도 청도군 매전면,1713.0,112.92,0.02,35.6670875537995,128.855622332292
강원특별자치도 삼척시 성내동,1714.0,112.85,0.02,37.4420248647505,129.161337101096
경상남도 고성군 마암면,1715.0,112.8,0.02,35.0551359849192,128.336660713505
인천광역시 연수구 송도3동,1716.0,112.66,0.02,37.3698984232222,126.656667188191
전라남도 보성군 조성면,1717.0,112.61,0.02,34.8084923750226,127.247618461358
충청북도 영동군 양산면,1718.0,112.59,0.02,36.1222928730589,127.669050412972
전북특별자치도 익산시 영등2동,1719.0,112.54,0.02,35.9601104016108,126.977026701122
경상북도 봉화군 봉성면,1720.0,112.49,0.02,36.8859265807459,128.81804584461
경상북도 안동시 와룡면,1721.0,112.47,0.02,36.6164157645387,128.76650527026
경상남도 합천군 용주면,1722.0,112.44,0.02,35.5406621839102,128.11335977268
경상북도 경산시 압량읍,1723.0,112.39,0.02,35.8433176683305,128.759808279838
서울특별시 중랑구 망우본동,1724.0,112.34,0.02,37.6005319691714,127.101414648372
경기도 화성시 남양읍,1725.0,112.34,0.02,37.1930203313884,126.821319091973
충청남도 청양군 장평면,1726.0,112.32,0.02,36.3418321562668,126.893054690108
인천광역시 연수구 송도1동,1727.0,112.28,0.02,37.39104476025,126.652144103433
전라남도 보성군 미력면,1728.0,112.24,0.02,34.8009859058559,127.087545816749
경상북도 영천시 고경면,1729.0,112.18,0.02,36.0017402412351,129.045784057923
경상북도 문경시 동로면,1730.0,112.14,0.02,36.7733776636789,128.314980332484
부산광역시 연제구 연산1동,1731.0,112.07,0.02,35.1899949366227,129.090437864101
서울특별시 금천구 시흥1동,1732.0,112.02,0.02,37.4535392677412,126.903250685753
인천광역시 미추홀구 주안7동,1733.0,112.02,0.02,37.4467568659892,126.677783442586
경상남도 산청군 생비량면,1734.0,111.99,0.02,35.3448936670064,128.04514643435
대구광역시 동구 안심2동,1735.0,111.98,0.02,35.8754181631545,128.68704015784
경기도 양평군 단월면,1736.0,111.97,0.02,37.5385614314036,127.672990233658
충청남도 공주시 신풍면,1737.0,111.94,0.02,36.5147051262692,126.955478231409
서울특별시 노원구 상계5동,1738.0,111.92,0.02,37.6629682202393,127.069407204901
전라남도 목포시 원산동,1739.0,111.91,0.02,34.8118070236282,126.38105283293
강원특별자치도 원주시 문막읍,1740.0,111.79,0.02,37.3126265706472,127.817203298785
전라남도 보성군 복내면,1741.0,111.77,0.02,34.8930341943604,127.131250579319
전북특별자치도 김제시 진봉면,1742.0,111.76,0.02,35.85891994683,126.766077896568
서울특별시 강서구 등촌3동,1743.0,111.71,0.02,37.558880514274,126.847924290465
경기도 고양시 덕양구 성사1동,1744.0,111.66,0.02,37.6570944084923,126.836337061675
충청남도 천안시 동남구 청룡동,1745.0,111.66,0.02,36.7860682304211,127.156736822108
강원특별자치도 춘천시 신북읍,1746.0,111.62,0.02,37.9259016421481,127.746212145455
대전광역시 유성구 학하동,1747.0,111.56,0.02,36.3411495961532,127.308731204812
세종특별자치시 세종시 보람동,1748.0,111.51,0.02,36.4786266695463,127.290676321154
인천광역시 옹진군 백령면,1749.0,111.49,0.02,37.9743612082699,124.718710475439
경기도 남양주시 조안면,1750.0,111.49,0.02,37.535865528505,127.303396885845
경상남도 의령군 대의면,1751.0,111.45,0.02,35.371910260885,128.108277356058
경기도 안양시 동안구 호계2동,1752.0,111.41,0.02,37.3806411749799,126.953268751421
광주광역시 남구 월산4동,1753.0,111.22,0.02,35.1466899328176,126.890840024197
광주광역시 서구 화정3동,1754.0,111.15,0.02,35.1434605290605,126.876912379108
경상북도 구미시 형곡1동,1755.0,111.15,0.02,36.1139998553778,128.334426970333
충청북도 단양군 적성면,1756.0,111.11,0.02,36.9607647375102,128.292946851357
전북특별자치도 고창군 성송면,1757.0,111.11,0.02,35.3643733120825,126.646640076718
전라남도 신안군 암태면,1758.0,111.11,0.02,34.827278552513,126.112089705104
경상북도 경주시 월성동,1759.0,111.09,0.02,35.8365438700451,129.219686300125
서울특별시 구로구 고척1동,1760.0,111.0,0.02,37.5003552584694,126.862762866771
강원특별자치도 태백시 상장동,1761.0,110.88,0.02,37.1533951992956,128.99063403629
전라남도 목포시 연산동,1762.0,110.87,0.02,34.8130093010444,126.37713115616
전라남도 영광군 낙월면,1763.0,110.84,0.02,35.202158922442,126.137611041342
경상북도 문경시 마성면,1764.0,110.81,0.02,36.6926030163644,128.116688126728
충청남도 예산군 봉산면,1765.0,110.79,0.02,36.7490451100196,126.681714520378
경상북도 고령군 운수면,1766.0,110.79,0.02,35.7690374447571,128.290472097473
경상남도 하동군 횡천면,1767.0,110.79,0.02,35.1097615355477,127.813999364311
경기도 평택시 송탄동,1768.0,110.77,0.02,37.0444343134104,127.094883242456
서울특별시 은평구 갈현1동,1769.0,110.7,0.02,37.623622297301,126.916741681502
충청북도 보은군 수한면,1770.0,110.64,0.02,36.4794114244408,127.698723106663
경기도 부천시 오정구 오정동,1771.0,110.62,0.02,37.5289195819329,126.790771456185
충청북도 음성군 감곡면,1772.0,110.61,0.02,37.1123604145511,127.643552339827
전라남도 순천시 왕조1동,1773.0,110.54,0.02,34.9621782702181,127.520780605096
경상북도 김천시 구성면,1774.0,110.54,0.02,36.0326948202075,128.047354683101
경기도 양평군 용문면,1775.0,110.53,0.02,37.4889036515229,127.599161344743
전북특별자치도 순창군 풍산면,1776.0,110.49,0.02,35.3365882188732,127.138391943468
대구광역시 수성구 상동,1777.0,110.45,0.02,35.8321136243906,128.615414999436
충청남도 계룡시 엄사면,1778.0,110.42,0.02,36.2885919883966,127.239873234269
경기도 김포시 장기동,1779.0,110.41,0.02,37.6397252396071,126.671359353779
충청남도 당진시 정미면,1780.0,110.38,0.02,36.8824725445713,126.568258525053
전북특별자치도 전주시 덕진구 덕진동,1781.0,110.33,0.02,35.845348326619,127.120669359714
경기도 화성시 향남읍,1782.0,110.25,0.02,37.1324330694414,126.920343984223
부산광역시 사하구 하단2동,1783.0,110.23,0.02,35.11454437564,128.960528569198
충청북도 진천군 진천읍,1784.0,110.23,0.02,36.8549180587998,127.441283558856
전라남도 여수시 화정면,1785.0,110.21,0.02,34.6209673130998,127.639422160493
전라남도 영암군 금정면,1786.0,110.19,0.02,34.8630997515941,126.748994019962
경기도 여주시 세종대왕면,1787.0,110.18,0.02,37.3001972675326,127.573501871315
전라남도 해남군 산이면,1788.0,110.14,0.02,34.6450824258494,126.447733449715
경상북도 포항시 남구 장기면,1789.0,110.08,0.02,35.8957435141321,129.492291938144
대구광역시 수성구 범어1동,1790.0,110.07,0.02,35.8555581306042,128.622076163639
인천광역시 부평구 일신동,1791.0,110.07,0.02,37.484590992012,126.7469576318
전라남도 영암군 군서면,1792.0,109.99,0.02,34.7795125686175,126.650441351823
경상남도 통영시 한산면,1793.0,109.99,0.02,34.7671628765404,128.507670217862
서울특별시 성북구 삼선동,1794.0,109.97,0.02,37.5908295073389,127.014651562653
부산광역시 동래구 온천1동,1795.0,109.94,0.02,35.2200984550671,129.080101068972
충청남도 아산시 둔포면,1796.0,109.94,0.02,36.9297186062333,127.037627872091
강원특별자치도 홍천군 남면,1797.0,109.91,0.02,37.6181202912817,127.767631386937
인천광역시 연수구 송도2동,1798.0,109.88,0.02,37.4032746079107,126.641696771317
강원특별자치도 동해시 북평동,1799.0,109.61,0.02,37.4838308233309,129.125223115384
제주특별자치도 서귀포시 중문동,1800.0,109.61,0.02,33.2533312875494,126.433639283924
부산광역시 사하구 괴정3동,1801.0,109.59,0.02,35.1002980914682,128.998070870866
광주광역시 서구 상무1동,1802.0,109.59,0.02,35.1537801153723,126.86742770839
경상북도 경주시 안강읍,1803.0,109.54,0.02,35.9902073180533,129.227014022471
대구광역시 수성구 범어3동,1804.0,109.53,0.02,35.863240024723,128.624167828783
경상북도 청도군 이서면,1805.0,109.52,0.02,35.6632629651372,128.670550024362
전라남도 진도군 고군면,1806.0,109.45,0.02,34.4904769630972,126.343006604014
전라남도 구례군 마산면,1807.0,109.4,0.02,35.2231587154654,127.487508752744
경기도 포천시 이동면,1808.0,109.25,0.02,38.0306695650759,127.367579322942
경기도 용인시 기흥구 보정동,1809.0,109.24,0.02,37.3201877760016,127.113094904481
울산광역시 남구 신정3동,1810.0,109.23,0.02,35.5450614489427,129.316386475937
강원특별자치도 강릉시 교1동,1811.0,109.23,0.02,37.7656087642154,128.874395269174
충청북도 보은군 산외면,1812.0,109.18,0.02,36.5519942964773,127.732659692163
경상남도 창원시 의창구 명곡동,1813.0,109.13,0.02,35.25697249784,128.650755416213
대구광역시 수성구 지산1동,1814.0,109.1,0.02,35.8248829872972,128.63697817647
경기도 포천시 관인면,1815.0,109.09,0.02,38.1577991234708,127.251198061906
대구광역시 동구 혁신동,1816.0,109.08,0.02,35.8779841529114,128.711524651593
경기도 안양시 동안구 달안동,1817.0,108.99,0.02,37.3961014640545,126.950164781558
서울특별시 동작구 사당1동,1818.0,108.98,0.02,37.4830075809766,126.978753012269
대구광역시 서구 내당2·3동,1819.0,108.97,0.02,35.8606854560362,128.560736898516
대구광역시 달성군 가창면,1820.0,108.95,0.02,35.8027049070588,128.622823693028
경상북도 김천시 부항면,1821.0,108.95,0.02,35.9901828610376,127.955077207242
경상북도 영덕군 병곡면,1822.0,108.91,0.02,36.6023461534823,129.410663787043
경기도 고양시 일산서구 덕이동,1823.0,108.85,0.02,37.6957282376738,126.738350133303
경상북도 안동시 북후면,1824.0,108.82,0.02,36.6850427995251,128.702271893969
충청북도 제천시 신백동,1825.0,108.75,0.02,37.1283610637733,128.223258042331
전라남도 화순군 이서면,1826.0,108.75,0.02,35.1104257585188,127.071031358761
경상북도 구미시 형곡2동,1827.0,108.69,0.02,36.1062631627111,128.33551318405
충청북도 음성군 소이면,1828.0,108.56,0.02,36.9236357753425,127.757595811822
강원특별자치도 원주시 명륜1동,1829.0,108.55,0.02,37.3412550350166,127.953282564194
광주광역시 북구 오치1동,1830.0,108.48,0.02,35.18907171737,126.908139974229
충청남도 청양군 남양면,1831.0,108.37,0.02,36.4012956752422,126.776109949944
경상북도 의성군 금성면,1832.0,108.35,0.02,36.2613833119194,128.681062375142
부산광역시 동래구 복산동,1833.0,108.34,0.02,35.205756661579,129.086120750625
경상남도 거제시 장승포동,1834.0,108.33,0.02,34.8673689625637,128.727194788555
대구광역시 달서구 상인2동,1835.0,108.31,0.02,35.8124434965345,128.536231231256
전북특별자치도 군산시 나운1동,1836.0,108.29,0.02,35.9667974454199,126.694808077009
경상남도 의령군 칠곡면,1837.0,108.16,0.02,35.3414337236456,128.192640495476
전라남도 신안군 임자면,1838.0,108.15,0.02,35.0841790513092,126.111187461859
경상남도 창녕군 성산면,1839.0,108.13,0.02,35.6287249328308,128.493985843628
충청남도 당진시 송산면,1840.0,108.11,0.02,36.932462393091,126.678901672583
인천광역시 옹진군 덕적면,1841.0,108.09,0.02,37.2276332114675,126.144705565589
경기도 화성시 동탄6동,1842.0,108.01,0.02,37.191509631407,127.090228463882
전라남도 해남군 북일면,1843.0,108.01,0.02,34.4641605206703,126.6759884603
제주특별자치도 서귀포시 대륜동,1844.0,107.99,0.02,33.255805716824,126.510159900758
서울특별시 동대문구 장안2동,1845.0,107.93,0.02,37.5771572733865,127.070903307779
충청남도 당진시 면천면,1846.0,107.85,0.02,36.8176332919271,126.666941412252
경기도 광명시 광명4동,1847.0,107.77,0.02,37.4782599985371,126.854590840098
충청남도 홍성군 홍동면,1848.0,107.68,0.02,36.5590928053426,126.688111803263
경상남도 창원시 마산합포구 합포동,1849.0,107.66,0.02,35.2109657321392,128.579241204748
광주광역시 남구 양림동,1850.0,107.64,0.02,35.1405413718278,126.91644191882
충청북도 보은군 내북면,1851.0,107.61,0.02,36.5779197180733,127.664057872382
강원특별자치도 원주시 반곡관설동,1852.0,107.4,0.02,37.3297311773711,127.974308288136
경기도 고양시 덕양구 행주동,1853.0,107.36,0.02,37.6184480222718,126.82532148245
대전광역시 유성구 신성동,1854.0,107.3,0.02,36.3838680517771,127.349593151015
부산광역시 동래구 사직3동,1855.0,107.22,0.02,35.1994571771871,129.069452184589
충청북도 청주시 상당구 남일면,1856.0,107.16,0.02,36.5869307650524,127.5096277898
전라남도 장성군 삼계면,1857.0,107.14,0.02,35.2578616855782,126.661959906132
경상북도 청송군 현서면,1858.0,107.1,0.02,36.2759052781412,128.895956501507
경기도 연천군 청산면,1859.0,107.09,0.02,37.9817637060979,127.06768030665
충청남도 천안시 서북구 불당1동,1860.0,107.07,0.02,36.8059344038178,127.113723627709
전북특별자치도 부안군 동진면,1861.0,107.07,0.02,35.7495661442337,126.73881565542
경상남도 김해시 활천동,1862.0,107.02,0.02,35.2289059830973,128.899839569841
경상남도 창녕군 남지읍,1863.0,106.93,0.02,35.389046443731,128.477040981986
충청남도 천안시 서북구 성정1동,1864.0,106.87,0.02,36.817943500518,127.141442613597
서울특별시 중구 중림동,1865.0,106.85,0.02,37.559168225382,126.966182119336
경기도 평택시 비전1동,1866.0,106.84,0.02,37.0109387886738,127.112167634516
경기도 성남시 수정구 복정동,1867.0,106.82,0.02,37.4658074787091,127.127149746638
인천광역시 강화군 선원면,1868.0,106.8,0.02,37.7133449417264,126.48482509821
강원특별자치도 원주시 개운동,1869.0,106.8,0.02,37.3412463628516,127.960148062439
대전광역시 동구 용전동,1870.0,106.73,0.02,36.3577370465826,127.432394996182
경상북도 예천군 보문면,1871.0,106.66,0.02,36.6653049953072,128.510892929685
인천광역시 남동구 만수5동,1872.0,106.65,0.02,37.4580153652916,126.727728789887
전북특별자치도 군산시 옥서면,1873.0,106.56,0.02,35.9244283178796,126.64494109808
경상남도 합천군 율곡면,1874.0,106.55,0.02,35.5723363316358,128.218022637923
전라남도 장흥군 대덕읍,1875.0,106.53,0.02,34.4993929095263,126.888276074183
경상남도 하동군 금성면,1876.0,106.53,0.02,34.9637957720126,127.790234357006
경상북도 포항시 북구 흥해읍,1877.0,106.48,0.02,36.107129772667,129.341721472306
경상남도 합천군 야로면,1878.0,106.46,0.02,35.705202610573,128.167742683507
충청남도 계룡시 금암동,1879.0,106.44,0.02,36.2727358711216,127.246373236258
경기도 고양시 덕양구 주교동,1880.0,106.4,0.02,37.6594130234868,126.829613718048
충청남도 청양군 운곡면,1881.0,106.37,0.02,36.5237860556613,126.844669252681
충청북도 영동군 추풍령면,1882.0,106.36,0.02,36.2145778815498,127.99863671673
대구광역시 남구 대명2동,1883.0,106.29,0.02,35.8553024062319,128.586706508004
경상남도 창원시 마산회원구 석전동,1884.0,106.22,0.02,35.2293863941034,128.56819711454
서울특별시 금천구 독산1동,1885.0,106.2,0.02,37.4702207575196,126.897043384219
경상남도 함양군 지곡면,1886.0,106.16,0.02,35.5661835737973,127.774238315386
서울특별시 송파구 가락2동,1887.0,106.15,0.02,37.4986984316406,127.126640056537
전북특별자치도 순창군 쌍치면,1888.0,106.12,0.02,35.5005636388583,127.001344667371
전북특별자치도 전주시 완산구 삼천2동,1889.0,106.09,0.02,35.7963973655429,127.122374159943
경상남도 창녕군 이방면,1890.0,105.99,0.02,35.5771688082722,128.387909031718
충청남도 서산시 해미면,1891.0,105.95,0.02,36.7137924124243,126.544943198956
인천광역시 남동구 간석1동,1892.0,105.94,0.02,37.45861750297,126.705302067721
전라남도 고흥군 대서면,1893.0,105.93,0.02,34.7713249204854,127.284146410243
제주특별자치도 제주시 건입동,1894.0,105.88,0.02,33.515032107982,126.531518045313
서울특별시 종로구 혜화동,1895.0,105.8,0.02,37.5868624440017,127.00060686405
서울특별시 강동구 명일1동,1896.0,105.75,0.02,37.5512605741443,127.144346767847
충청남도 예산군 광시면,1897.0,105.69,0.02,36.5488677996553,126.773227939431
강원특별자치도 강릉시 홍제동,1898.0,105.67,0.02,37.7483090524903,128.883651940424
경상북도 상주시 모서면,1899.0,105.6,0.02,36.3424715915675,127.960073959759
충청남도 부여군 은산면,1900.0,105.58,0.02,36.3104262905263,126.854215108774
강원특별자치도 삼척시 도계읍,1901.0,105.57,0.02,37.2364370242581,129.045174522503
서울특별시 마포구 망원2동,1902.0,105.52,0.02,37.5603111702013,126.902325054916
전라남도 완도군 고금면,1903.0,105.52,0.02,34.3949158542465,126.804321956216
충청북도 영동군 학산면,1904.0,105.49,0.02,36.0994540837559,127.684794140327
대구광역시 동구 해안동,1905.0,105.37,0.02,35.8820751749657,128.671612757342
경상남도 고성군 하일면,1906.0,105.35,0.02,34.9434524826931,128.192422189648
전북특별자치도 군산시 흥남동,1907.0,105.24,0.02,35.9778029861513,126.715202721626
서울특별시 광진구 중곡2동,1908.0,105.12,0.02,37.5602945934343,127.081526307691
인천광역시 강화군 불은면,1909.0,105.09,0.02,37.6865846022371,126.480343900914
울산광역시 남구 옥동,1910.0,104.93,0.02,35.5352922152846,129.293859640171
인천광역시 미추홀구 주안5동,1911.0,104.86,0.02,37.4700323868111,126.679352090761
경기도 화성시 봉담읍,1912.0,104.85,0.02,37.2200677257085,126.949541707928
강원특별자치도 원주시 단구동,1913.0,104.78,0.02,37.3260979360228,127.960253120692
충청북도 청주시 청원구 율량·사천동,1914.0,104.78,0.02,36.6660282020756,127.48900350385
전라남도 장흥군 용산면,1915.0,104.75,0.02,34.6148893805196,126.914093642589
충청북도 옥천군 청성면,1916.0,104.74,0.02,36.3276591346512,127.759857209786
광주광역시 북구 오치2동,1917.0,104.73,0.02,35.1900715693924,126.900470579779
경상남도 의령군 정곡면,1918.0,104.67,0.02,35.3805462001077,128.326345524489
대전광역시 중구 유천2동,1919.0,104.64,0.02,36.315403559761,127.399195962192
대구광역시 서구 평리1동,1920.0,104.63,0.02,35.8755828424603,128.563261285741
경기도 동두천시 보산동,1921.0,104.58,0.02,37.917706981331,127.061284747582
경기도 부천시 원미구 상3동,1922.0,104.57,0.02,37.5081879616485,126.751040142742
전라남도 나주시 빛가람동,1923.0,104.56,0.02,35.0218010353355,126.790327011452
경상북도 성주군 수륜면,1924.0,104.56,0.02,35.8329286303309,128.192387163309
전라남도 함평군 신광면,1925.0,104.45,0.02,35.1557041534675,126.497981144539
경기도 평택시 서정동,1926.0,104.42,0.02,37.067768614195,127.054711085274
부산광역시 사상구 엄궁동,1927.0,104.23,0.02,35.1286945870556,128.972201277421
경상남도 창녕군 도천면,1928.0,104.23,0.02,35.435134896097,128.518022212759
울산광역시 울주군 언양읍,1929.0,104.14,0.02,35.5692432956836,129.125679846812
인천광역시 중구 운서동,1930.0,104.13,0.02,37.4933298817888,126.48834389365
경상남도 산청군 차황면,1931.0,104.13,0.02,35.4636815707038,127.92781082711
전라남도 완도군 생일면,1932.0,104.08,0.02,34.3331155397045,126.997531041324
광주광역시 서구 농성1동,1933.0,104.07,0.02,35.1567192165294,126.889676419185
경기도 평택시 현덕면,1934.0,104.07,0.02,36.967338999631,126.921562935075
충청남도 부여군 양화면,1935.0,104.07,0.02,36.1353638986726,126.881212367285
인천광역시 서구 연희동,1936.0,104.04,0.02,37.5489749699658,126.678203978634
경상남도 남해군 고현면,1937.0,104.03,0.02,34.895661547779,127.874239747958
대구광역시 남구 봉덕3동,1938.0,104.02,0.02,35.8425204530171,128.595965563919
경상북도 의성군 단촌면,1939.0,103.95,0.02,36.4220810970612,128.674272170914
전라남도 담양군 가사문학면,1940.0,103.93,0.02,35.1574258254678,127.041245491108
충청남도 서천군 판교면,1941.0,103.87,0.02,36.1578198174343,126.689081928214
경상북도 봉화군 명호면,1942.0,103.86,0.02,36.8579848051283,128.898746772317
경상북도 포항시 남구 연일읍,1943.0,103.81,0.02,35.9916254535625,129.344150516075
경기도 부천시 소사구 옥길동,1944.0,103.78,0.02,37.4669933411314,126.822608846235
충청남도 당진시 송악읍,1945.0,103.73,0.02,36.9032899512218,126.690244193974
대구광역시 수성구 만촌2동,1946.0,103.71,0.02,35.859858667454,128.647217328044
경상북도 예천군 은풍면,1947.0,103.7,0.02,36.7450918568792,128.443098011034
전북특별자치도 완주군 용진읍,1948.0,103.61,0.02,35.8834187375672,127.156852597669
전라남도 곡성군 삼기면,1949.0,103.58,0.02,35.2358853591788,127.211756069969
인천광역시 서구 가좌4동,1950.0,103.55,0.02,37.4874117018459,126.683628763693
서울특별시 성북구 장위2동,1951.0,103.53,0.02,37.6124055577354,127.054518647757
부산광역시 수영구 망미2동,1952.0,103.5,0.02,35.1752827334328,129.115238301572
경기도 광주시 송정동,1953.0,103.45,0.02,37.4258771736854,127.258208817419
대구광역시 달성군 현풍읍,1954.0,103.37,0.02,35.6974640247084,128.447655933061
인천광역시 미추홀구 도화2·3동,1955.0,103.37,0.02,37.4732411537542,126.674087152687
경기도 고양시 일산동구 마두2동,1956.0,103.32,0.02,37.653590939527,126.784479546159
서울특별시 강서구 방화2동,1957.0,103.24,0.02,37.5667130007593,126.80673880486
경기도 광주시 퇴촌면,1958.0,103.2,0.02,37.4666662497915,127.307068858523
경기도 오산시 남촌동,1959.0,103.16,0.02,37.1546593716456,127.063495801811
경기도 고양시 덕양구 흥도동,1960.0,103.11,0.02,37.6449259301322,126.85434814802
경상북도 의성군 옥산면,1961.0,103.11,0.02,36.3928203264569,128.810004874336
세종특별자치시 세종시 조치원읍,1962.0,103.1,0.02,36.604591645707,127.298444484667
경기도 안산시 상록구 반월동,1963.0,103.0,0.02,37.3060479465516,126.90218565162
충청북도 증평군 증평읍,1964.0,103.0,0.02,36.7846371098648,127.581032220365
전라남도 무안군 몽탄면,1965.0,102.97,0.02,34.9307039683447,126.50201751663
전라남도 담양군 수북면,1966.0,102.96,0.02,35.3017827221426,126.928665473036
인천광역시 미추홀구 관교동,1967.0,102.95,0.02,37.4431273039604,126.696742918767
전라남도 곡성군 목사동면,1968.0,102.83,0.02,35.1207657675032,127.299901313349
경기도 안양시 동안구 귀인동,1969.0,102.82,0.02,37.3855660489488,126.969435484064
대구광역시 북구 산격3동,1970.0,102.78,0.02,35.8934866469649,128.608306428817
경상북도 봉화군 소천면,1971.0,102.75,0.02,36.9377096424638,129.003090907112
부산광역시 금정구 남산동,1972.0,102.68,0.02,35.2716577535594,129.092262111543
전라남도 순천시 상사면,1973.0,102.65,0.02,34.9391140861332,127.45518594731
서울특별시 관악구 중앙동,1974.0,102.63,0.02,37.4841881538496,126.949789748223
전북특별자치도 전주시 덕진구 송천2동,1975.0,102.58,0.02,35.8648744622666,127.115632370506
경기도 광명시 소하1동,1976.0,102.56,0.02,37.452247041886,126.884957055017
충청남도 홍성군 은하면,1977.0,102.55,0.02,36.5319614191122,126.590497362122
경상북도 칠곡군 북삼읍,1978.0,102.51,0.02,36.0629211942497,128.342975570345
경기도 안성시 안성2동,1979.0,102.46,0.02,37.0006254803577,127.269804751953
광주광역시 남구 주월2동,1980.0,102.43,0.02,35.1346939863553,126.894204791515
부산광역시 영도구 청학1동,1981.0,102.4,0.02,35.0968812043419,129.058360305613
경상남도 합천군 청덕면,1982.0,102.39,0.02,35.5594158631031,128.321751445331
대전광역시 서구 용문동,1983.0,102.38,0.02,36.3389135932133,127.39153662262
전라남도 보성군 득량면,1984.0,102.37,0.02,34.7621865432217,127.168683118946
경상북도 경주시 성건동,1985.0,102.36,0.02,35.8507768625382,129.207359894592
전라남도 나주시 성북동,1986.0,102.34,0.02,35.0350341896832,126.71940189492
서울특별시 광진구 능동,1987.0,102.32,0.02,37.5537792609497,127.080536887135
경상북도 청송군 안덕면,1988.0,102.23,0.02,36.2889433818906,128.959974416562
경상북도 의성군 다인면,1989.0,102.19,0.02,36.4503084215361,128.353563118474
경상남도 김해시 진영읍,1990.0,102.16,0.02,35.3044678767131,128.736863019424
전북특별자치도 익산시 마동,1991.0,102.03,0.02,35.9379819719839,126.959141892267
경기도 수원시 권선구 세류3동,1992.0,101.98,0.02,37.2590571183928,127.011926665429
충청남도 천안시 동남구 북면,1993.0,101.97,0.02,36.8274528060341,127.273262167453
강원특별자치도 강릉시 경포동,1994.0,101.9,0.02,37.7837421724456,128.880646600214
부산광역시 해운대구 반송1동,1995.0,101.89,0.02,35.2251642170907,129.14790571074
전북특별자치도 정읍시 상교동,1996.0,101.87,0.02,35.5501272798275,126.837799616091
전라남도 영암군 도포면,1997.0,101.86,0.02,34.8451441454949,126.643691329353
경상북도 영양군 수비면,1998.0,101.85,0.02,36.7652253089755,129.20258991075
경기도 성남시 분당구 금곡동,1999.0,101.78,0.02,37.351585342512,127.10701559073
강원특별자치도 홍천군 내촌면,2000.0,101.69,0.02,37.8163476368407,128.086739600183
전라남도 광양시 중마동,2001.0,101.69,0.02,34.9406765748839,127.697373408968
서울특별시 강동구 성내2동,2002.0,101.48,0.02,37.5359945895602,127.128269010821
충청북도 충주시 지현동,2003.0,101.46,0.02,36.9682108608658,127.932188386436
강원특별자치도 원주시 우산동,2004.0,101.45,0.02,37.3714829095559,127.940063693835
경기도 이천시 백사면,2005.0,101.39,0.02,37.3390684492294,127.49071965936
경상북도 영주시 이산면,2006.0,101.39,0.02,36.8218063164888,128.656232689777
경상남도 창원시 진해구 웅동1동,2007.0,101.38,0.02,35.1258740996464,128.782704965167
경상북도 상주시 신흥동,2008.0,101.37,0.02,36.4036400924594,128.159955173866
인천광역시 부평구 부평5동,2009.0,101.34,0.02,37.4989573464571,126.730977360585
경상북도 예천군 개포면,2010.0,101.24,0.02,36.6083901201946,128.366522747512
전라남도 신안군 안좌면,2011.0,101.21,0.02,34.7560851256955,126.124660918542
