대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),위도,경도,adm_cd2,parcel_300m,parcel_500m,nearest_parcel_m,poi_store_300m,poi_hotel_300m,poi_restaurant_300m
공장,강원특별자치도 원주시 일산동 230-7,강원특별자치도,8788,17545,5,0.02,37.34971956,127.9435482,5113056000.0,969,2924,0.0,5,2,45
공장,강원특별자치도 양구군 양구읍 상리 436-1,강원특별자치도,13095,3513,35,0.03,38.10527778,127.9810578,5180025000.0,488,1110,0.0,0,6,4
공장,강원특별자치도 강릉시 교동 1808-4,강원특별자치도,25038,23079,17,0.02,37.76958448,128.8788443,5115055000.0,473,1030,0.0,7,1,45
공장,강원특별자치도 원주시 단계동 782-14,강원특별자치도,27802,17545,31,0.03,37.34645152,127.9341415,5113059000.0,463,1122,0.0,9,9,55
공장,경기도 평택시 서탄면 수월암리 994-24,경기도,4712,9029,0,0.07,37.11692474,127.0198121,4122032000.0,178,646,0.0,0,0,0
공장,경기도 수원시 팔달구 구천동 46-30,경기도,10412,78521,57,0.06,37.27290356,127.017997,4111574000.0,1245,2833,0.0,8,6,44
공장,경기도 고양시 덕양구 지축동 151-1,경기도,23173,6312,0,0.01,37.66291985,126.9487629,4128156000.0,338,676,0.0,0,3,5
공장,경기도 안양시 동안구 관양동 1598,경기도,25462,62251,10,0.03,37.39396082,126.9601616,4117356600.0,109,172,0.0,15,10,40
공장,경기도 성남시 분당구 정자동 12-1,경기도,28602,42915,10,0.03,37.37087502,127.1054647,4113555000.0,83,472,0.0,8,0,45
공장,경기도 파주시 조리읍 봉일천리 171-2,경기도,28741,23810,6,0.03,37.7440056,126.8052531,4148026200.0,808,1577,0.0,3,0,45
공장,경기도 성남시 분당구 서현동 271-3,경기도,29265,42915,15,0.04,37.38421973,127.1209043,4113558000.0,102,194,0.0,12,10,41
공장,경기도 의정부시 민락동 693-1,경기도,31255,40447,0,0.01,37.74108817,127.0940772,4115057600.0,300,781,0.0,6,0,44
공장,경기도 용인시 수지구 신봉동 751-4,경기도,39020,38832,0,0.01,37.33387909,127.0458007,4146553000.0,324,729,0.0,0,0,7
공장,경기도 고양시 일산동구 식사동 1082,경기도,39963,17524,0,0.02,37.66946029,126.8038068,4128551000.0,243,871,0.0,1,0,4
공장,경상남도 합천군 봉산면 계산리 1034,경상남도,1284,743,3,0.03,35.5921702,128.0622228,4889031000.0,210,444,0.0,0,0,0
공장,경상남도 밀양시 내일동 165,경상남도,2477,12233,3,0.06,35.49312485,128.7533798,4827051000.0,1684,3395,0.0,4,3,45
공장,경상남도 하동군 악양면 봉대리 157-2,경상남도,3078,1798,2,0.03,35.15651804,127.6923796,4885032000.0,505,1493,0.0,0,3,0
공장,경상남도 남해군 이동면 무림리 871-1,경상남도,3564,7854,8,0.03,34.79942657,127.9582036,4884031000.0,667,1744,0.0,0,1,5
공장,경상남도 산청군 산청읍 지리 377-13,경상남도,6608,2237,8,0.03,35.41778351,127.8803151,4886025000.0,892,2119,0.0,3,3,24
공장,경상남도 거제시 일운면 소동리 920,경상남도,7740,12376,25,0.03,34.83706641,128.6868951,4831031000.0,130,463,0.0,0,13,0
공장,경상남도 김해시 진례면 고모리 1566-12,경상남도,8067,21786,3,0.08,35.27774828,128.7706015,4825033000.0,212,586,0.0,2,0,11
공장,경상남도 고성군 고성읍 성내리 247,경상남도,22925,3640,38,0.03,34.97184572,128.3227162,4882025000.0,1702,3447,0.0,4,6,45
공장,경상남도 창원시 의창구 팔용동 28-3,경상남도,26223,57577,37,0.06,35.25132694,128.6071365,4812152000.0,112,960,0.0,1,0,2
공장,경상남도 통영시 광도면 죽림리 1574-25,경상남도,30510,27699,36,0.02,34.88054875,128.4191388,4822034000.0,142,529,0.0,7,6,45
공장,경상북도 예천군 용문면 상금곡리 634-8,경상북도,2050,3897,0,0.02,36.69111636,128.4063081,4790031000.0,0,0,0.0,0,0,12
공장,경상북도 영천시 북안면 유하리 40-1,경상북도,4254,24087,1,0.02,35.93537814,128.9789984,4723039000.0,300,922,0.0,0,0,0
공장,경상북도 구미시 광평동 51-58,경상북도,4620,43730,2,0.05,36.1119592,128.3647821,4719063000.0,384,1028,0.0,0,0,7
공장,경상북도 구미시 원평동 1051,경상북도,5702,28475,154,0.11,36.12575014,128.3460756,4719053500.0,346,953,0.0,5,42,38
공장,경상북도 청도군 화양읍 송북리 326,경상북도,8046,12093,27,0.03,35.65426107,128.7283429,4782025000.0,535,1101,0.0,0,0,1
공장,경상북도 경주시 하동 169-6,경상북도,9706,10282,54,0.02,35.80368813,129.3102257,4713065000.0,417,775,0.0,1,5,4
공장,경상북도 경주시 하동 201,경상북도,9706,10282,54,0.02,35.80701172,129.3106638,4713065000.0,230,630,0.0,1,0,1
공장,경상북도 포항시 남구 송도동 378-438,경상북도,11715,21053,7,0.02,36.03471956,129.380836,4711155000.0,405,1351,0.0,3,1,25
공장,경상북도 구미시 형곡동 143-29,경상북도,13045,28475,2,0.02,36.11421281,128.3379556,4719058200.0,336,779,0.0,7,2,68
공장,경상북도 예천군 예천읍 서본리 217-4,경상북도,14481,11020,21,0.03,36.64967842,128.4463564,4790025000.0,0,0,0.0,1,3,13
공장,광주광역시 북구 중흥동 693-5,광주광역시,4406,13843,28,0.06,35.16355244,126.9129323,2917051000.0,754,2183,0.0,2,5,11
공장,광주광역시 동구 충장로5가 60-4,광주광역시,5594,6594,59,0.22,35.15066015,126.9115018,2911052500.0,1205,2917,0.0,9,6,71
공장,광주광역시 동구 궁동 51-25,광주광역시,5594,6594,59,0.22,35.15015559,126.9182023,2911052500.0,895,3223,0.0,9,6,68
공장,광주광역시 동구 금동 54-1,광주광역시,6537,52845,10,0.05,35.1431012,126.9163822,2911065500.0,1509,3625,0.0,6,15,65
공장,광주광역시 남구 양림동 19-3,광주광역시,6726,52845,0,0.02,35.13849139,126.917346,2915551000.0,1351,2838,0.0,2,4,47
공장,광주광역시 남구 백운동 634-26,광주광역시,6852,52845,17,0.02,35.13382848,126.9025667,2915568000.0,733,2106,0.0,10,16,58
공장,광주광역시 광산구 비아동 667-5,광주광역시,7778,24470,0,0.08,35.22374617,126.8201002,2920062000.0,796,1680,0.0,1,0,4
공장,광주광역시 북구 삼각동 546-7,광주광역시,13497,13843,0,0.01,35.19585835,126.8994841,2917066600.0,356,997,0.0,4,0,20
공장,광주광역시 광산구 도산동 1199,광주광역시,14668,13462,0,0.02,35.12628244,126.7846475,2920054000.0,561,1086,0.0,1,0,4
공장,광주광역시 광산구 운남동 522-3,광주광역시,30070,24470,0,0.01,35.17387842,126.8234837,2920063500.0,400,884,0.0,3,0,8
공장,대구광역시 중구 남산동 2111-29,대구광역시,4285,36971,1,0.05,35.8571343,128.5896477,2711064000.0,1283,3845,0.0,6,0,64
공장,대구광역시 중구 대봉동 150-26,대구광역시,4569,36971,1,0.02,35.85798141,128.5992178,2711069000.0,1273,3174,0.0,7,2,55
공장,대구광역시 서구 비산동 2130-2,대구광역시,5537,36971,9,0.02,35.88736444,128.5705802,2717069500.0,1288,3614,0.0,6,2,44
공장,대구광역시 남구 대명동 3042-30,대구광역시,10277,29690,5,0.03,35.84762602,128.5686914,,888,2286,0.0,6,9,51
공장,대구광역시 북구 산격동 1400-2,대구광역시,14740,36971,1,0.02,35.89194059,128.6078809,2723063000.0,794,2065,0.0,7,0,146
공장,대구광역시 북구 산격동 1332-7,대구광역시,14740,36971,1,0.02,35.89334306,128.6098761,2723063000.0,854,2335,0.0,9,0,151
공장,대구광역시 북구 산격동 1370-1,대구광역시,14740,36971,1,0.02,35.89057537,128.6121147,2723063000.0,8,1032,0.0,4,0,8
공장,대구광역시 동구 방촌동 1084-446,대구광역시,17565,38336,1,0.01,35.878281,128.6632707,2714067000.0,618,1176,0.0,2,0,37
공장,대구광역시 수성구 지산동 1268-6,대구광역시,19752,20197,1,0.02,35.82667066,128.6335492,2726065100.0,440,921,0.0,2,0,45
공장,대구광역시 달성군 현풍읍 원교리 12-20,대구광역시,24030,20557,10,0.02,35.69476073,128.4422292,2771026500.0,1332,2832,0.0,1,1,50
공장,대전광역시 대덕구 문평동 108-3,대전광역시,6520,19795,0,0.04,36.45141457,127.4068702,3023058000.0,127,265,0.0,0,0,0
공장,대전광역시 중구 은행동 143-3,대전광역시,13975,14337,41,0.06,36.32793,127.4273299,3014053500.0,951,2737,0.0,16,18,171
공장,대전광역시 중구 은행동 72-4,대전광역시,13975,14337,41,0.06,36.32793413,127.4291954,3014053500.0,1121,2737,0.0,12,19,166
공장,대전광역시 중구 은행동 72-6,대전광역시,13975,14337,41,0.06,36.32760107,127.4295912,3014057500.0,1058,2671,0.0,9,17,165
공장,대전광역시 대덕구 비래동 131-8,대전광역시,15278,16454,2,0.02,36.35849679,127.4504306,3023053300.0,681,1461,0.0,3,0,38
공장,대전광역시 서구 둔산동 1417,대전광역시,15842,14337,17,0.03,36.35027961,127.3869892,3017063000.0,149,336,0.0,14,12,97
공장,대전광역시 중구 목동 24-14,대전광역시,16814,14337,0,0.01,36.33302266,127.4055721,,405,1397,0.0,7,0,25
공장,대전광역시 대덕구 오정동 305-1,대전광역시,17058,14337,2,0.05,36.35079941,127.4052587,3023051000.0,270,907,0.0,0,0,0
공장,대전광역시 대덕구 오정동 342-6,대전광역시,17058,14337,2,0.05,36.34937108,127.4107902,3023051000.0,525,1319,0.0,0,0,4
공장,대전광역시 서구 괴정동 78-18,대전광역시,18945,14337,6,0.04,36.33811242,127.3846066,3017056000.0,873,2236,0.0,10,0,45
공장,부산광역시 동구 범일동 834-10,부산광역시,7337,22984,28,0.14,35.14060616,129.0596145,2617066000.0,959,2848,0.0,9,19,44
공장,부산광역시 부산진구 당감동 867-10,부산광역시,10746,22984,6,0.01,35.16070261,129.0497052,2623064000.0,0,0,0.0,2,1,28
공장,부산광역시 부산진구 당감동 867-10,부산광역시,10746,22984,6,0.01,35.16070261,129.0497052,2623068000.0,0,0,0.0,2,1,28
공장,부산광역시 부산진구 부전동 198-13,부산광역시,11148,22984,83,0.1,35.15354299,129.0600547,2623052000.0,0,0,0.0,30,36,79
공장,부산광역시 북구 덕천동 351-1,부산광역시,11260,28715,17,0.04,35.21064001,129.0031741,2632051000.0,759,2037,0.0,7,18,45
공장,부산광역시 동래구 명장동 489-38,부산광역시,13552,22984,1,0.01,35.21022758,129.1045805,2626076200.0,1060,2466,0.0,2,2,30
공장,부산광역시 부산진구 양정동 215-2,부산광역시,14018,22984,6,0.02,35.17670344,129.0739546,2623057000.0,176,933,147.19867502404284,12,0,51
공장,부산광역시 부산진구 범전동 444,부산광역시,15192,22984,68,0.08,35.16436914,129.0634663,2623051000.0,0,0,0.0,9,0,58
공장,부산광역시 사하구 신평동 370-63,부산광역시,17515,31070,0,0.02,35.08658795,128.9657444,2638057200.0,106,343,0.0,0,0,1
공장,부산광역시 부산진구 개금동 184-17,부산광역시,18188,28715,7,0.02,35.15292623,129.0254003,2623074000.0,0,0,0.0,10,3,45
공장,부산광역시 부산진구 전포동 309-30,부산광역시,20543,22984,11,0.03,35.15616115,129.06591,2623060000.0,0,0,0.0,9,7,80
공장,서울특별시 종로구 사간동 80,서울특별시,2115,50209,0,0.1,37.57728226,126.9798504,1111054000.0,468,1659,0.0,3,9,43
공장,서울특별시 종로구 소격동 70,서울특별시,2115,50209,0,0.1,37.58046555,126.9803171,1111054000.0,836,2212,0.0,3,18,50
공장,서울특별시 성동구 성수동2가 572-2,서울특별시,14856,25582,7,0.04,37.53729394,127.0568558,1120067000.0,1419,2585,0.0,6,3,42
공장,서울특별시 성동구 행당동 1-89,서울특별시,15965,25582,0,0.02,37.56117076,127.0407387,1120055000.0,771,2029,0.0,15,1,43
공장,서울특별시 동대문구 청량리동 711,서울특별시,18682,25582,16,0.02,37.5819563,127.0443797,1123070500.0,1165,2904,0.0,11,12,44
공장,서울특별시 동작구 사당동 1044-4,서울특별시,22528,62251,4,0.02,37.47690411,126.9785535,1159062000.0,1085,2841,0.0,14,11,52
공장,서울특별시 강남구 청담동 89,서울특별시,22903,25582,6,0.06,37.52587458,127.0419617,1168056500.0,484,1339,0.0,12,2,44
공장,서울특별시 동대문구 제기동 148-67,서울특별시,24787,25582,26,0.04,37.5816365,127.0299075,1123053600.0,815,2233,0.0,9,2,45
공장,서울특별시 마포구 서교동 357-1,서울특별시,25611,196415,24,0.1,37.55328518,126.921641,1144066000.0,789,2139,0.0,18,11,43
공장,서울특별시 영등포구 문래동1가 20-9,서울특별시,31446,196415,4,0.05,37.51434149,126.9015344,1156060500.0,541,1393,0.0,6,0,45
공장,울산광역시 울주군 서생면 진하리 187-2,울산광역시,8170,16876,38,0.03,35.38896071,129.3435676,3171031000.0,595,1368,0.0,6,26,16
공장,울산광역시 남구 신정동 265-6,울산광역시,8299,20222,0,0.03,35.5475701,129.3208776,3114055000.0,1025,1828,0.0,4,1,45
공장,울산광역시 동구 전하동 550-40,울산광역시,15187,30691,11,0.01,35.51357161,129.4241592,3117055000.0,545,1266,0.0,4,0,34
공장,울산광역시 동구 화정동 652-34,울산광역시,18749,23213,12,0.01,35.49371384,129.4240977,3117053000.0,822,1922,0.0,5,0,46
공장,울산광역시 남구 신정동 662-11,울산광역시,23987,20222,32,0.02,35.5342721,129.313479,3114052000.0,647,1834,0.0,12,19,68
공장,울산광역시 남구 달동 632-1,울산광역시,26067,20222,31,0.03,35.53836613,129.3205781,3114056000.0,758,2061,0.0,9,3,64
공장,울산광역시 남구 달동 625-13,울산광역시,26067,20222,31,0.03,35.5374209,129.3216081,3114056000.0,846,2015,0.0,8,0,53
공장,울산광역시 북구 진장동 902-5,울산광역시,29237,30691,9,0.04,35.56180526,129.3606643,3120056000.0,381,837,0.0,4,0,13
공장,울산광역시 북구 효문동 213,울산광역시,29237,30691,9,0.04,35.57188001,129.3664919,3120056000.0,435,1038,0.0,0,0,2
공장,울산광역시 울주군 언양읍 서부리 247-18,울산광역시,31333,17639,11,0.02,35.56688634,129.11239,3171025300.0,497,1113,0.0,3,0,59
공장,인천광역시 동구 송림동 56,인천광역시,1472,9736,10,0.04,37.47675085,126.6442902,2814059000.0,1971,4679,0.0,4,18,45
공장,인천광역시 중구 도원동 14-11,인천광역시,3645,26544,0,0.02,37.46900547,126.6409017,2811056000.0,2477,6279,0.0,5,0,15
공장,인천광역시 서구 석남동 223-572,인천광역시,13128,51589,2,0.05,37.50254384,126.663975,2826056000.0,177,609,0.0,3,0,9
공장,인천광역시 남동구 간석동 908,인천광역시,17284,9736,6,0.02,37.45760042,126.7024895,2820053000.0,445,1258,0.0,6,0,44
공장,인천광역시 연수구 선학동 402-7,인천광역시,19407,24733,0,0.01,37.42782087,126.6981378,2818575000.0,362,606,0.0,8,0,44
공장,인천광역시 계양구 작전동 181,인천광역시,25700,40984,1,0.01,37.52991375,126.7301014,2824562100.0,537,1076,0.0,8,1,47
공장,인천광역시 서구 오류동 1626-7,인천광역시,26690,51589,8,0.04,37.59264973,126.6117362,2826072000.0,111,249,0.0,2,0,9
공장,인천광역시 서구 원창동 435-1,인천광역시,29945,51589,1,0.03,37.51521006,126.6037901,2826053900.0,35,56,0.0,0,0,0
공장,인천광역시 서구 원창동 393-95,인천광역시,29945,51589,1,0.03,37.50555624,126.6263023,2826057500.0,88,179,0.0,1,0,2
공장,인천광역시 부평구 부평동 38-184,인천광역시,36420,9736,49,0.02,37.50334578,126.7211111,2823751000.0,735,1717,0.0,8,2,45
공장,전라남도 강진군 칠량면 봉황리 122,전라남도,1966,1958,2,0.03,34.55663271,126.7925906,4681032000.0,363,762,0.0,0,0,0
공장,전라남도 여수시 중앙동 743,전라남도,3738,14076,47,0.08,34.74026854,127.7353409,4613057000.0,1668,4148,0.0,4,23,57
공장,전라남도 나주시 이창동 153-19,전라남도,3788,14760,3,0.06,34.99608949,126.7110392,4617060000.0,1131,3045,0.0,2,3,41
공장,전라남도 해남군 황산면 우항리 470-4,전라남도,4237,4950,2,0.03,34.57376247,126.4329876,4682040000.0,643,1261,0.0,0,1,9
공장,전라남도 담양군 수북면 수북리 415,전라남도,4487,22251,0,0.02,35.30010928,126.9340323,4671040000.0,566,1420,0.0,0,0,5
공장,전라남도 함평군 함평읍 기각리 283,전라남도,7705,6033,7,0.04,35.06456234,126.5256574,4686025000.0,658,1689,0.0,0,2,24
공장,전라남도 순천시 매곡동 15-14,전라남도,8775,4818,1,0.01,34.96215341,127.4874655,4615054000.0,1304,2902,0.0,2,0,25
공장,전라남도 목포시 상동 1152-8,전라남도,16079,9845,52,0.05,34.79467425,126.4295772,4611075800.0,175,484,0.0,3,6,45
공장,전라남도 완도군 완도읍 군내리 1257-11,전라남도,16903,3590,55,0.04,34.32034538,126.7479222,4689025000.0,433,1057,0.0,6,20,44
공장,전라남도 해남군 해남읍 용정리 34-2,전라남도,22960,16503,28,0.03,34.55926746,126.5865431,4682025000.0,258,756,0.0,0,0,0
공장,전북특별자치도 군산시 서수면 축동리 106-2,전북특별자치도,2480,5587,0,0.06,36.00975085,126.866015,5213034000.0,315,792,0.0,0,0,0
공장,전북특별자치도 전주시 완산구 경원동1가 50,전북특별자치도,3745,22387,39,0.13,35.81887462,127.1474669,5211153000.0,1254,3597,0.0,9,36,77
공장,전북특별자치도 부안군 변산면 도청리 577-8,전북특별자치도,4080,6301,82,0.04,35.6034036,126.4746957,5280036000.0,204,470,0.0,1,11,2
공장,전북특별자치도 익산시 평화동 113-14,전북특별자치도,4327,9821,15,0.04,35.93295871,126.9461126,5214053000.0,1031,2448,0.0,5,35,24
공장,전북특별자치도 군산시 장미동 8-15,전북특별자치도,4490,16140,24,0.06,35.98840426,126.7171385,5213053000.0,647,2143,0.0,2,10,35
공장,전북특별자치도 전주시 덕진구 팔복동2가 774-42,전북특별자치도,7598,49737,0,0.06,35.86372255,127.0830704,5211360000.0,386,892,0.0,2,0,1
공장,전북특별자치도 전주시 완산구 효자동1가 902,전북특별자치도,12764,35443,1,0.01,35.80921199,127.1245458,5211167100.0,274,1372,0.0,2,0,21
공장,전북특별자치도 전주시 덕진구 진북동 363-9,전북특별자치도,12766,29756,17,0.03,35.83000194,127.1403812,5211352500.0,853,2983,0.0,1,15,13
공장,전북특별자치도 전주시 덕진구 진북동 344-1,전북특별자치도,12766,29756,17,0.03,35.8321917,127.1406341,5211352500.0,1276,3192,0.0,3,10,44
공장,전북특별자치도 전주시 완산구 중화산동2가 593-5,전북특별자치도,18923,35443,0,0.03,35.8189313,127.1200141,5211167200.0,646,1545,0.0,6,0,63
공장,제주특별자치도 서귀포시 서귀동 265-14,제주특별자치도,3087,28097,16,0.09,33.25268676,126.5656656,5013053000.0,937,2084,0.0,8,5,51
공장,제주특별자치도 서귀포시 서귀동 667-9,제주특별자치도,4105,28097,42,0.02,33.24091189,126.5616767,5013051000.0,672,1586,0.0,4,22,40
공장,제주특별자치도 서귀포시 토평동 3283-3,제주특별자치도,5379,19773,14,0.03,33.28963037,126.5809979,5013056000.0,157,543,0.0,0,0,0
공장,제주특별자치도 제주시 한경면 신창리 461-1,제주특별자치도,9316,2940,19,0.04,33.34686296,126.1828931,5011031000.0,760,1693,0.0,1,13,11
공장,제주특별자치도 서귀포시 월평동 511,제주특별자치도,13239,4317,24,0.02,33.24324798,126.4603037,5013060000.0,486,925,0.0,1,4,5
공장,제주특별자치도 서귀포시 법환동 251-3,제주특별자치도,14881,19630,36,0.02,33.23789226,126.5131685,5013059000.0,1060,1830,0.0,4,9,28
공장,제주특별자치도 제주시 한림읍 귀덕리 3762-2,제주특별자치도,22389,18145,66,0.04,33.43516354,126.2773543,5011025000.0,524,1134,0.0,1,6,4
공장,제주특별자치도 제주시 한림읍 귀덕리 2488,제주특별자치도,22389,5673,66,0.04,33.42878448,126.2894661,5011025000.0,506,1116,0.0,0,2,0
공장,제주특별자치도 서귀포시 동홍동 1485-25,제주특별자치도,22890,28097,2,0.02,33.25426111,126.5610733,5013057000.0,737,2014,0.0,8,2,64
공장,제주특별자치도 제주시 화북이동 3343-1,제주특별자치도,23355,35338,1,0.02,33.50902242,126.5606397,5011060000.0,866,1744,0.0,1,0,1
공장,충청남도 논산시 가야곡면 종연리 148-9,충청남도,3185,4238,5,0.04,36.17720006,127.1576406,4423040000.0,135,272,0.0,0,2,2
공장,충청남도 공주시 반포면 학봉리 697-7,충청남도,3897,16850,49,0.05,36.35980846,127.2440636,4415034000.0,334,626,0.0,0,17,9
공장,충청남도 공주시 반죽동 177,충청남도,4804,17165,12,0.04,36.45337881,127.1225503,4415051000.0,1238,3250,0.0,4,13,50
공장,충청남도 태안군 남면 몽산리 967,충청남도,5042,10066,157,0.04,36.68786745,126.2823956,4482532000.0,300,786,0.0,0,2,1
공장,충청남도 계룡시 두마면 농소리 1014,충청남도,13354,32024,0,0.01,36.2630384,127.258637,4425031000.0,46,281,0.0,2,0,10
공장,충청남도 공주시 금흥동 613-6,충청남도,15562,17597,0,0.02,36.47857949,127.1385113,4415059000.0,323,1234,0.0,1,1,32
공장,충청남도 천안시 동남구 봉명동 244,충청남도,18175,54979,12,0.02,36.81609997,127.1327186,4413351000.0,583,1436,0.0,12,0,53
공장,충청남도 금산군 금산읍 하옥리 335-12,충청남도,22425,6467,14,0.04,36.0996731,127.4910093,4471025000.0,1473,2889,0.0,1,2,41
공장,충청남도 금산군 금산읍 하옥리 335-15,충청남도,22425,6467,14,0.04,36.09933068,127.4920999,4471025000.0,1357,2788,0.0,1,1,35
공장,충청남도 아산시 둔포면 신항리 32-1,충청남도,30326,12188,10,0.02,36.89540041,127.0276933,4420036000.0,129,407,0.0,1,0,15
공장,충청북도 충주시 앙성면 지당리 112-4,충청북도,3789,12192,7,0.03,37.11240438,127.7281636,4313037000.0,247,548,0.0,0,0,0
공장,충청북도 청주시 서원구 사직동 539-11,충청북도,4260,33926,10,0.04,36.642353,127.4749566,4311251000.0,933,2012,0.0,2,0,7
공장,충청북도 청주시 서원구 사직동 212-18,충청북도,4260,33926,10,0.04,36.64166812,127.479461,4311251000.0,1124,2541,0.0,0,0,6
공장,충청북도 청주시 상당구 수동 144-21,충청북도,6486,19656,9,0.06,36.64060344,127.492166,4311152500.0,949,2611,0.0,1,0,45
공장,충청북도 충주시 용산동 2049,충청북도,14099,16573,2,0.01,36.96054969,127.9397841,4313055000.0,702,1872,0.0,4,0,58
공장,충청북도 청주시 청원구 내수읍 우산리 195,충청북도,19095,2687,11,0.02,36.72223116,127.5957606,4311425000.0,259,825,0.0,0,0,2
공장,충청북도 음성군 대소면 성본리 711-1,충청북도,19778,8676,25,0.03,36.97390893,127.5193592,4377034000.0,246,461,0.0,0,2,0
공장,충청북도 영동군 영동읍 계산리 438-2,충청북도,20602,5790,16,0.03,36.1802167,127.7736419,4374025000.0,679,1876,0.0,1,0,6
공장,충청북도 청주시 흥덕구 봉명동 361-15,충청북도,24433,33926,11,0.03,36.65050635,127.453227,4311375600.0,335,693,0.0,4,0,54
공장,충청북도 청주시 흥덕구 봉명동 2816,충청북도,24433,33926,11,0.03,36.65115568,127.454509,4311375600.0,371,766,0.0,8,0,70
근린생활시설,강원특별자치도 양양군 현북면 잔교리 41-10,강원특별자치도,2558,8786,42,0.04,38.00438346,128.7324904,5183033000.0,192,418,0.0,1,3,2
근린생활시설,강원특별자치도 인제군 서화면 서화리 657-4,강원특별자치도,2587,4111,6,0.02,38.25231636,128.2089516,5181034000.0,561,1010,0.0,3,4,14
근린생활시설,강원특별자치도 철원군 서면 자등리 403-9,강원특별자치도,5210,3217,17,0.03,38.20032028,127.4229815,5178031000.0,255,541,0.0,1,3,1
근린생활시설,강원특별자치도 춘천시 신북읍 율문리 37-77,강원특별자치도,7248,18836,6,0.02,37.92520098,127.7529609,5111025000.0,322,849,0.0,1,0,6
근린생활시설,강원특별자치도 고성군 토성면 원암리 403-1,강원특별자치도,9709,20217,72,0.03,38.20912711,128.497086,5182033000.0,76,223,0.0,0,1,4
근린생활시설,강원특별자치도 춘천시 동내면 거두리 910,강원특별자치도,16439,9664,0,0.03,37.85576075,127.7503394,5111039000.0,455,1083,0.0,4,0,43
근린생활시설,강원특별자치도 춘천시 후평동 702-5,강원특별자치도,19331,18836,4,0.01,37.88085699,127.7495027,5111061100.0,524,1467,0.0,6,5,59
근린생활시설,강원특별자치도 강릉시 교동 1893,강원특별자치도,25038,23079,17,0.02,37.7642401,128.8744129,5115055000.0,326,724,0.0,7,12,66
근린생활시설,강원특별자치도 강릉시 교동 1889-4,강원특별자치도,25038,12489,17,0.02,37.76252246,128.8772813,5115055000.0,163,664,0.0,7,7,48
근린생활시설,강원특별자치도 원주시 단계동 663-1,강원특별자치도,27802,3019,31,0.03,37.34973298,127.9231208,5113059000.0,266,566,0.0,1,0,45
근린생활시설,경기도 여주시 강천면 간매리 496-2,경기도,4511,20849,4,0.03,37.26437721,127.7191806,4167037000.0,129,249,0.0,0,0,1
근린생활시설,경기도 용인시 처인구 원삼면 독성리 1228,경기도,8488,11935,2,0.04,37.15649155,127.3105392,4146134000.0,452,835,0.0,1,0,2
근린생활시설,경기도 용인시 처인구 백암면 백암리 374-14,경기도,9072,13810,8,0.03,37.16566811,127.3735264,4146135000.0,1055,1834,0.0,6,2,44
근린생활시설,경기도 파주시 탄현면 축현리 122-4,경기도,14484,7675,48,0.06,37.80590102,126.7347415,4148032000.0,295,701,0.0,0,0,0
근린생활시설,경기도 가평군 가평읍 읍내리 615-12,경기도,19438,27704,150,0.03,37.83281232,127.5100385,4182025000.0,1027,2202,0.0,8,4,45
근린생활시설,경기도 용인시 기흥구 고매동 691,경기도,20648,63840,7,0.04,37.22315856,127.097643,4146354000.0,441,910,0.0,3,1,8
근린생활시설,경기도 부천시 소사구 괴안동 112-23,경기도,23416,9736,5,0.02,37.48369276,126.8095227,4119458000.0,532,1440,0.0,10,5,56
근린생활시설,경기도 평택시 포승읍 원정리 1275,경기도,29369,19057,25,0.02,36.9946348,126.8347727,4122025600.0,105,596,0.0,1,0,3
근린생활시설,경기도 안산시 단원구 원곡동 798-11,경기도,31309,41640,10,0.03,37.3282188,126.7899854,4127354500.0,510,1209,0.0,8,2,45
근린생활시설,경기도 용인시 수지구 풍덕천동 43-5,경기도,34556,42915,12,0.02,37.33025663,127.1024144,4146551000.0,501,981,0.0,4,0,12
근린생활시설,경상남도 함양군 마천면 구양리 산 60-1,경상남도,1832,910,7,0.04,35.441677,127.6932633,4887031000.0,91,169,0.0,0,0,0
근린생활시설,경상남도 창원시 마산합포구 가포동 2-3,경상남도,2398,7651,1,0.02,35.15010316,128.5905382,4812552000.0,45,150,0.0,0,0,1
근린생활시설,경상남도 통영시 항남동 270-21,경상남도,3453,9785,56,0.08,34.84265542,128.4202678,,1746,3524,0.0,6,29,105
근린생활시설,경상남도 통영시 항남동 190-14,경상남도,3453,9785,56,0.08,34.84212759,128.4228605,4822055000.0,1396,3169,0.0,8,56,124
근린생활시설,경상남도 김해시 대동면 월촌리 1287-6,경상남도,4834,28715,0,0.04,35.27659061,128.997018,4825037000.0,130,278,0.0,1,0,2
근린생활시설,경상남도 양산시 하북면 순지리 179-35,경상남도,7794,15587,28,0.03,35.49540008,129.0915475,4833034000.0,375,903,0.0,1,0,10
근린생활시설,경상남도 창원시 진해구 자은동 808-2,경상남도,9374,30752,3,0.02,35.14498621,128.7068017,4812961000.0,831,2435,0.0,1,0,30
근린생활시설,경상남도 진주시 평안동 151,경상남도,10230,8646,63,0.07,35.19657623,128.0837768,4817056500.0,1600,4367,0.0,7,5,57
근린생활시설,경상남도 창원시 마산합포구 신포동1가 25-1,경상남도,18069,27717,86,0.06,35.19798495,128.5706016,4812563000.0,353,1417,0.0,6,7,41
