field1,field2,field3,field4,field5,field6,_GC_TYPE,_CLEANADDR,_PNU,_X,_Y,숙박업소(관광지수),인구[명],상권밀집도(비율),교통량(AADT),adm_cd2,recommend1,recommend2,recommend3
2022,2022-06-20,주유소,폐업,주식회사 봉봉,대전광역시 중구 대둔산로491 (산성동),정,대전광역시 중구 대둔산로 491 (산성동),3014011700101410001,127.38886698468409,36.31301172792021,25,5819.0,0.05,44361.0,3014074000.0,가설건축,공동주택,업무시설
2022,2022-04-01,주유소,폐업,현대오일뱅크㈜직영 상현제일주유소,경기도 용인시 수지구 포은대로150 (상현동),유,경기도 용인시 수지구 포은대로 147 (상현동),4146510700103510012,127.07525151845964,37.30404586705523,1,26758.0,0.02,168412.0,4146557000.0,업무시설,가설건축,판매시설
2022,2022-05-10,주유소,폐업,농민주유소,전라남도 나주시 나주서부로278 (동수동),정,전라남도 나주시 나주서부로 278 (동수동),4617013100101370001,126.67817914746576,34.974909294517424,3,2649.0,0.05,5189.0,4617060000.0,공장,가설건축,기타
2022,2022-02-08,주유소,휴업,동신주유소,충청북도 옥천군 매동로108 (옥천읍),정,충청북도 옥천군 매동로 108 (옥천읍),4373025026100690001,127.58938197062288,36.31165132656236,22,27972.0,0.03,14564.0,4373025000.0,가설건축,공장,자동차관련시설
2022,2022-03-22,주유소,신규,스테이365주유소,경기도 용인시 처인구 처인성로973 (남사읍),정,경기도 용인시 처인구 처인성로 973 (남사읍),4146125931101470001,127.18039017430117,37.17311827668583,6,21215.0,0.03,17346.0,4146125900.0,가설건축,공장,자동차관련시설
2022,2022-06-07,주유소,폐업,경원주유소,서울특별시 강남구 도산대로428 (청담동),유,서울특별시 강남구 도산대로 429 (청담동),1168010400100910008,127.04278622251076,37.52397367526094,6,22903.0,0.06,203917.0,1168056500.0,공장,근린생활시설,자동차관련시설
2022,2022-04-22,주유소,휴업,영인주유소,충청남도 아산시 영인로162 (영인면),정,충청남도 아산시 영인로 162 (영인면),4420037021102750001,126.95085422579577,36.8626951208046,2,6025.0,0.04,41886.0,4420037000.0,가설건축,자동차관련시설,업무시설
2022,2022-03-16,주유소,휴업,스타셀프주유소,경상북도 구미시 왕산로102 (임은동),정,경상북도 구미시 왕산로 102 (임은동),4719011700101290001,128.37208039049358,36.08567186460944,2,18285.0,0.02,88467.0,4719066000.0,가설건축,업무시설,판매시설
2022,2022-04-01,주유소,휴업,해승주유소,경기도 시흥시 서해안로1048 (방산동),정,경기도 시흥시 서해안로 1048 (방산동),4139010300107870003,126.75502632673977,37.40812003993508,24,37717.0,0.01,161915.0,4139053100.0,업무시설,가설건축,판매시설
2022,2022-06-28,주유소,휴업,(주)엠에스주유소 홍천지점,강원도 홍천군 설악로2374 (홍천읍),정,강원특별자치도 홍천군 설악로 2374 (홍천읍),5172025026104810006,127.93638724901052,37.72783504497115,1,3969.0,0.02,16424.0,5172025000.0,가설건축,기타,자동차관련시설
2022,2022-06-08,주유소,폐업,선우상사 Q엔느,서울특별시 서초구 방배로66 (방배동),유,서울특별시 서초구 방배로 68 (방배동),1165010100109830002,126.99837896897056,37.4808076994772,1,15445.0,0.03,92146.0,1165062000.0,가설건축,판매시설,업무시설
2022,2022-04-11,주유소,휴업,쌍둥이주유소,전라북도 김제시 벽성로355 (서암동),정,전북특별자치도 김제시 벽성로 355 (서암동),5221010700105240001,126.87323275252017,35.804928606191034,11,5859.0,0.03,13558.0,5221058000.0,공동주택,가설건축,판매시설
2022,2022-04-26,주유소,휴업,태백산 가산 톨게이트주유소,경상북도 칠곡군 송신로11 (가산면),정,경상북도 칠곡군 송신로 11 (가산면),4785033039106120010,128.53707558784845,36.08717168300386,2,3483.0,0.08,30561.0,4785033000.0,가설건축,자동차관련시설,업무시설
2022,2022-04-06,주유소,신규,(주)일원 황금셀프주유소,전라남도 광양시 제철로661 (황금동),정,전라남도 광양시 제철로 661 (황금동),4623010100109910003,127.62366975793176,34.91715911193941,5,5614.0,0.03,23216.0,4623051500.0,가설건축,자동차관련시설,공동주택
2022,2022-03-18,주유소,폐업,유정주유소,서울특별시 관악구 남부순환로1691 (봉천동),유,서울특별시 관악구 남부순환로 1690 (봉천동),1162010100109470001,126.9380106529564,37.48367929865774,20,31985.0,0.01,113301.0,1162059500.0,판매시설,가설건축,업무시설
2022,2022-02-16,주유소,폐업,남부주유소,경상북도 영천시 시장로25 (금노동),정,경상북도 영천시 시장로 25 (금노동),4723011200105150010,128.93293487365003,35.96334908242913,7,9238.0,0.03,12030.0,4723055500.0,공동주택,가설건축,판매시설
2022,2022-03-31,주유소,폐업,㈜금호에너지 시청주유소,광주광역시 서구 천변좌하로200 (치평동),유,광주광역시 서구 천변좌하로 206 (치평동),2914012000108780001,126.83849006075576,35.15739016480818,59,29447.0,0.04,101257.0,2914074000.0,기타,업무시설,가설건축
2022,2022-06-13,주유소,휴업,광신석유(주) 울산대교주유소,울산광역시 남구 장생포로240 (매암동),정,울산광역시 남구 장생포로 240 (매암동),3114011900103920006,129.36821184972484,35.5120207765988,5,8939.0,0.05,23213.0,3114067000.0,가설건축,공동주택,판매시설
2022,2022-04-11,주유소,폐업,용전주유소,강원도 평창군 경강로1930 (용평면),정,강원특별자치도 평창군 경강로 1930 (용평면),5176035021101790001,128.4296235150433,37.606088334016256,9,2975.0,0.03,3137.0,5176035000.0,근린생활시설,기타,업무시설
2022,2022-02-23,주유소,폐업,녹원주유소,전라남도 장흥군 장흥대로2225 (용산면),유,전라남도 장흥군 장흥대로 2233-15 (용산면),4680031025104140018,126.9299235021937,34.59875135508805,4,2062.0,0.02,6020.0,4680031000.0,기타,공장,업무시설
2022,2022-03-22,주유소,폐업,SK송정동주유소,경기도 광주시 경안천로132 (송정동),정,경기도 광주시 경안천로 132 (송정동),4161010300100110005,127.2740331329068,37.41671547851587,1,17543.0,0.01,34825.0,4161052000.0,가설건축,업무시설,공장
2022,2022-05-30,주유소,폐업,싼5 주유소,전라북도 익산시 무왕로1115 (영등동),유,전북특별자치도 익산시 무왕로 1116 (어양동),5214012300106500004,126.98068978382108,35.958381820484234,1,13488.0,0.02,36642.0,5214065200.0,가설건축,자동차관련시설,판매시설
2022,2022-04-20,주유소,휴업,팔팔주유소,전라북도 부안군 주을로107 (줄포면),정,전북특별자치도 부안군 주을로 107 (줄포면),5280041022101940012,126.6883273597715,35.60017297604637,3,2294.0,0.06,3913.0,5280041000.0,공장,가설건축,기타
2022,2022-06-14,주유소,신규,에너지공대주유소,전라남도 나주시 혁신로127 (빛가람동),정,전라남도 나주시 혁신로 127 (빛가람동),4617013400108630000,126.8013591367814,35.00864211760668,13,38238.0,0.02,57752.0,4617062000.0,업무시설,가설건축,판매시설
2022,2022-03-25,주유소,신규,덕산농협주유소,충청북도 진천군 용몽로6-6 (덕산읍),정,충청북도 진천군 용몽로 6-6 (덕산읍),4375025330105770010,127.5083700637761,36.90953179458947,10,32332.0,0.01,3615.0,4375025300.0,공동주택,가설건축,자동차관련시설
2022,2022-04-07,주유소,폐업,(주)명보에너지주유소,서울특별시 금천구 시흥대로377 (독산동),유,서울특별시 금천구 시흥대로 378 (독산동),1154510200110300001,126.89836747425628,37.46743866543159,1,19837.0,0.01,113301.0,1154564000.0,가설건축,판매시설,업무시설
2022,2022-03-30,주유소,폐업,㈜주성알앤디,서울특별시 강남구 영동대로716 (청담동),정,서울특별시 강남구 영동대로 716 (청담동),1168010400101320009,127.05672880704668,37.52197441885228,6,22903.0,0.06,25582.0,1168056500.0,가설건축,기타,자동차관련시설
2022,2022-02-28,주유소,신규,대통주유소,경상남도 창원시 의창구 화천로46 (북면),정,경상남도 창원시 의창구 화천로 46 (북면),4812131028102000002,128.60210972256382,35.30018907633956,2,48601.0,0.02,57577.0,4812131000.0,가설건축,판매시설,업무시설
2022,2022-05-04,주유소,신규,실로암주유소,경기도 김포시 개화동로46 (고촌읍),정,경기도 김포시 개화동로 46 (고촌읍),4157025325103390003,126.7996690010458,37.58811444014306,5,21258.0,0.01,66586.0,4157025300.0,공동주택,판매시설,업무시설
2022,2022-06-08,주유소,폐업,현대오일뱅크㈜직영 새한셀프주유소,서울특별시 강북구 도봉로75 (미아동),유,서울특별시 강북구 도봉로 74 (미아동),1130510100100670001,127.03028534555308,37.61576641955294,15,28489.0,0.02,35408.0,1130554500.0,가설건축,판매시설,업무시설
2022,2022-07-05,주유소,폐업,(주)온유유업 두손주유소,경기도 남양주시 남가로1533 (수동면),정,경기도 남양주시 남가로 1533 (수동면),4136034021101780003,127.3287231242885,37.69976348194159,15,9660.0,0.04,9977.0,4136034000.0,가설건축,기타,판매시설
2022,2022-04-20,주유소,폐업,경원주유소,경기도 포천시 금강로2368 (내촌면),정,경기도 포천시 금강로 2368 (내촌면),4165032024105060002,127.22731061143531,37.78904523191023,13,5328.0,0.07,22062.0,4165032000.0,가설건축,기타,공동주택
2022,2022-06-13,주유소,신규,호산주유소,경상남도 함양군 목현옥매로 221,정,경상남도 함양군 목현옥매로 221 (휴천면),4887032025106840005,127.75748747106309,35.49814480289502,1,1385.0,0.02,3182.0,4887032000.0,업무시설,기타,근린생활시설
2022,2022-04-26,주유소,휴업,송도신도시주유소,인천광역시 연수구 아암대로809 (동춘동),정,인천광역시 연수구 아암대로 809 (동춘동),2818510500109130003,126.66123757111728,37.39719039175031,1,17085.0,0.01,110764.0,2818578000.0,업무시설,가설건축,공장
2022,2022-03-02,주유소,휴업,지에스칼텍스(주)아바타주유소,경상남도 창원시 의창구 무역로467 (팔용동),정,경상남도 창원시 의창구 무역로 467 (팔용동),4812112900100010004,128.63306185225798,35.221491384071605,2,8141.0,0.1,47689.0,4812152000.0,가설건축,업무시설,공장
2022,2022-04-25,주유소,휴업,군북주유소,경상남도 함안군 사군로1574 (군북면),정,경상남도 함안군 사군로 1574 (군북면),4873032021102640001,128.3442185224565,35.26141330195016,14,6577.0,0.04,4079.0,4873032000.0,공동주택,공장,가설건축
2022,2022-05-12,주유소,폐업,경천주유소,전라북도 완주군 대둔산로137 (화산면),정,전북특별자치도 완주군 대둔산로 137 (화산면),5271039031100100002,127.2394582458017,36.02066556576123,2,922.0,0.03,4267.0,5271039000.0,기타,업무시설,가설건축
2022,2022-06-15,주유소,폐업,대성산업(주)노량진주유소,서울특별시 동작구 노량진로172 (노량진동),유,서울특별시 동작구 노량진로 171 (노량진동),1159010100101510010,126.94520048616415,37.51402564514104,10,31688.0,0.01,113301.0,1159051000.0,판매시설,가설건축,공동주택
2022,2022-04-22,주유소,신규,삼마 제1 셀프주유소,충청남도 보령시 보령남로140 (명천동),정,충청남도 보령시 보령남로 140 (명천동),4418010500106250002,126.60046293744736,36.33256254345809,7,17661.0,0.01,20048.0,4418054500.0,가설건축,자동차관련시설,판매시설
2022,2022-06-09,주유소,폐업,광명주유소,강원도 속초시 미시령로3426 (금호동),정,강원특별자치도 속초시 미시령로 3426 (금호동),5121010400106210004,128.5804555467374,38.209065586703616,28,5517.0,0.05,20217.0,5121054000.0,가설건축,공동주택,판매시설
2022,2022-06-17,주유소,폐업,가득주유소,대전광역시 서구 갈마로322 (가장동),유,대전광역시 서구 갈마로 321 (가장동),3017010900100300012,127.38738791620028,36.32940330503101,1,10789.0,0.01,44361.0,3017057000.0,공동주택,판매시설,가설건축
2022,2022-05-19,주유소,휴업,북울산주유소,울산광역시 북구 산업로1180 (송정동),정,울산광역시 북구 산업로 1180 (송정동),3120012600108110003,129.35427979593337,35.60423056697334,5,35784.0,0.01,27722.0,3120057000.0,가설건축,자동차관련시설,판매시설
2022,2022-04-29,주유소,휴업,서산자연주유소,충청남도 서산시 소탐2길17-8 (수석동),정,충청남도 서산시 소탐2길 17-8 (수석동),4421010600106570004,126.49059617656924,36.7586673665693,39,16229.0,0.02,9376.0,4421054000.0,가설건축,기타,공장
2022,2022-03-08,주유소,휴업,지에스칼텍스(주) 화일주유소,서울특별시 영등포구 도림로415 (문래동2가),정,서울특별시 영등포구 도림로 415 (문래동2가),1156012000100010000,126.89649571294257,37.51325591801942,2,20532.0,0.01,113301.0,1156060500.0,공동주택,업무시설,판매시설
2022,2022-04-26,주유소,폐업,동일석유(주) 강남주유소,서울특별시 동대문구 사가정로103 (전농동),유,서울특별시 동대문구 사가정로 104 (전농동),1123010400102950029,127.0568477550817,37.576643760095926,15,18749.0,0.01,25582.0,1123056000.0,가설건축,공동주택,판매시설
2022,2022-07-08,주유소,휴업,동일석유(주) 대전주유소,대전광역시 동구 계족로436 (용전동),정,대전광역시 동구 계족로 436 (용전동),3011011500101390001,127.4326964314492,36.350633651655805,63,20706.0,0.02,98950.0,3011064000.0,공동주택,판매시설,가설건축
2022,2022-05-03,주유소,폐업,남양주유소,강원도 삼척시 오십천로457 (남양동),정,강원특별자치도 삼척시 오십천로 457 (남양동),5123012000103340010,129.16836947723567,37.4398407841568,5,6665.0,0.07,11969.0,5123051000.0,숙박시설,공장,판매시설
2022,2022-06-14,주유소,폐업,(주)신성산업개발직영 부천주유소,경기도 부천시 신흥로281 (중동),유,경기도 부천시 원미구 신흥로 284 (약대동),4119210500101530024,126.7751598896724,37.50898194511624,1,17283.0,0.02,187993.0,4119261000.0,가설건축,판매시설,업무시설
2022,2022-04-28,주유소,폐업,혜선주유소,충청남도 청양군 대청로64 (화성면),유,충청남도 청양군 대청로 55-4 (화성면),4479038022102890000,126.70099423427364,36.41190711656344,2,2024.0,0.02,735.0,4479038000.0,기타,가설건축,근린생활시설
2022,2022-03-17,주유소,휴업,조양주유소,경기도 여주시 장여로1705 (점봉동),정,경기도 여주시 장여로 1705 (점봉동),4167011500101710008,127.64936698011468,37.24877227203477,2,4635.0,0.03,15304.0,4167051000.0,가설건축,기타,자동차관련시설
2022,2022-06-27,주유소,등록취소,(주)제이비아이 하림주유소,전라북도 익산시 여강로231 (여산면),정,전북특별자치도 익산시 여강로 231 (여산면),5214039026113600013,127.0650520211928,36.070789776718826,23,3057.0,0.03,2328.0,5214039000.0,근린생활시설,가설건축,공장
2022,2022-06-24,주유소,휴업,김해셀프주유소,경상남도 김해시 서부로1598 (주촌면),정,경상남도 김해시 서부로 1598 (주촌면),4825032024106490017,128.8275063545915,35.23658102272164,2,21119.0,0.04,63828.0,4825032000.0,가설건축,판매시설,자동차관련시설
2022,2022-04-29,주유소,휴업,태영주유소,전라북도 부안군 청자로1518 (보안면),정,전북특별자치도 부안군 청자로 1518 (보안면),5280035026102800002,126.65454134650588,35.61053069786346,3,2206.0,0.04,3683.0,5280035000.0,가설건축,공장,기타
2022,2022-06-27,주유소,신규,춘천농협주유소 엔타점,강원도 춘천시 후석로120 (석사동),정,강원특별자치도 춘천시 후석로 120 (석사동),5111012400109800000,127.74834535754589,37.863351960036354,25,33870.0,0.02,26024.0,5111065000.0,가설건축,자동차관련시설,공장
2022,2022-05-11,주유소,폐업,자유에너지(주)수원화성주유소,경기도 수원시 팔달구 매산로107 (교동),유,경기도 수원시 팔달구 매산로 108 (교동),4111513200101440002,127.0130135327764,37.27076254387839,32,22204.0,0.01,181236.0,4111565000.0,공동주택,판매시설,가설건축
2022,2022-06-24,주유소,폐업,웅천농협주유소,충청남도 보령시 장터중앙길146 (웅천읍),정,충청남도 보령시 장터중앙길 146 (웅천읍),4418025021107200004,126.59938315888024,36.233798334217,18,5675.0,0.04,2436.0,4418025000.0,공동주택,가설건축,판매시설
2022,2022-03-22,주유소,폐업,정다운주유소,서울특별시 도봉구 도봉로635 (쌍문동),정,서울특별시 도봉구 도봉로 635 (쌍문동),1132010500107070009,127.04169452391406,37.661144586688096,2,17614.0,0.02,171081.0,1132067000.0,공동주택,판매시설,가설건축
2022,2022-06-08,주유소,폐업,현대오일뱅크㈜직영 중랑교셀프주유소,서울특별시 중랑구 망우로229 (중화동),유,서울특별시 중랑구 망우로 230 (상봉동),1126010200101280041,127.07824157017328,37.59412001138267,36,20244.0,0.03,67898.0,1126059000.0,판매시설,업무시설,가설건축
2022,2022-05-09,주유소,휴업,동양주유소,경상남도 김해시 생림대로166 (삼계동),정,경상남도 김해시 생림대로 166 (삼계동),4825010700109280010,128.86661984602512,35.28414556465832,3,82345.0,0.01,41495.0,4825055000.0,가설건축,공동주택,업무시설
2022,2022-05-11,주유소,폐업,(주)동백에너비스 판도라주유소,경상남도 창원시 마산합포구 삼진의거대로753 (진동면),정,경상남도 창원시 마산합포구 삼진의거대로 753 (진동면),4812532027107950001,128.49562721412394,35.12269323135664,2,11774.0,0.02,6467.0,4812532000.0,기타,가설건축,자동차관련시설
2022,2022-07-28,주유소,폐업,팽성제일주유소,경기도 평택시 팽성로221 (팽성읍),정,경기도 평택시 팽성로 221 (팽성읍),4122025022104660000,127.05959662415326,36.95488737179659,10,28649.0,0.02,35295.0,4122025000.0,가설건축,판매시설,자동차관련시설
2022,2022-06-14,주유소,폐업,통일로주유소,경기도 파주시 통일로588 (아동동),정,경기도 파주시 통일로 588 (아동동),4148010200100900015,126.79536121418408,37.76286595126407,1,25533.0,0.02,65254.0,4148051000.0,가설건축,판매시설,업무시설
2022,2022-05-11,주유소,등록취소,하트주유소,경기도 부천시 벌말로217 (대장동),정,경기도 부천시 오정구 벌말로 217 (대장동),4119610600105460009,126.7667545203624,37.55088311108804,5,23590.0,0.01,213292.0,4119656000.0,가설건축,판매시설,업무시설
2022,2022-06-29,주유소,휴업,㈜희망나라정보통신지점 나이스주유소,경기도 용인시 처인구 백옥대로1011 (남동),정,경기도 용인시 처인구 백옥대로 1011 (남동),4146110400100080004,127.21019377761748,37.22615925855602,8,28600.0,0.03,71471.0,4146151000.0,가설건축,판매시설,업무시설
2022,2022-03-25,주유소,휴업,현대오일뱅크(주)직영 신대전셀프주유소,대전광역시 서구 도산로213 (변동),정,대전광역시 서구 도산로 213 (변동),3017010200100290002,127.38004957647294,36.32731825187719,1,22588.0,0.01,44361.0,3017054000.0,가설건축,공동주택,판매시설
2022,2022-08-01,주유소,폐업,죽향주유소,충청북도 옥천군 성왕로1221-4 (옥천읍),정,충청북도 옥천군 성왕로 1221-4 (옥천읍),4373025022101270008,127.57500296599126,36.314126912833885,22,27972.0,0.03,14564.0,4373025000.0,가설건축,공장,판매시설
2022,2022-07-06,주유소,휴업,거북선주유소,전라북도 완주군 춘향로3931 (상관면),정,전북특별자치도 완주군 춘향로 3931 (상관면),5271032023102480002,127.24301859545734,35.705144756106954,4,2923.0,0.04,21014.0,5271032000.0,가설건축,기타,근린생활시설
2022,2022-05-06,주유소,폐업,조성주유소,전라남도 보성군 조성로81 (조성면),정,전라남도 보성군 조성로 81 (조성면),4678037021108970002,127.24411614169034,34.80641349864538,4,3330.0,0.02,6764.0,4678037000.0,공동주택,숙박시설,가설건축
2022,2022-03-31,주유소,폐업,한이에너지(주) KLP제1주유소,서울특별시 도봉구 도봉로596 (창동),정,서울특별시 도봉구 도봉로 596 (창동),1132010700107310019,127.04052126130456,37.65773683797093,2,17614.0,0.02,171081.0,1132051500.0,공동주택,판매시설,가설건축
2022,2022-05-18,주유소,휴업,비케이에너지(주) 석산주유소,경상남도 양산시 양산대로602 (동면),정,경상남도 양산시 양산대로 602 (동면),4833031026111060003,129.03218493464755,35.32532623920725,1,30389.0,0.02,97850.0,4833031000.0,업무시설,가설건축,판매시설
2022,2022-05-20,주유소,폐업,여수원예농협주유소,전라남도 여수시 무선로221 (화장동),유,전라남도 여수시 무선로 219 (화장동),4613013700107810001,127.6489265652536,34.7786711823371,17,7824.0,0.03,8402.0,4613080000.0,가설건축,기타,판매시설
2022,2022-06-20,주유소,폐업,내원주유소,경상남도 양산시 양산대로1964 (하북면),정,경상남도 양산시 양산대로 1964 (하북면),4833034028109040002,129.07189686226008,35.4391360151643,62,12034.0,0.04,17206.0,4833034000.0,가설건축,기타,공장
2022,2022-05-30,주유소,폐업,현대오일뱅크㈜직영 거여셀프주유소,서울특별시 송파구 거마로5 (거여동),유,서울특별시 송파구 거마로 4 (거여동),1171011300100370006,127.144868681769,37.49333731767438,3,22644.0,0.01,239718.0,1171053200.0,가설건축,자동차관련시설,판매시설
2022,2022-05-25,주유소,폐업,명일주유소,경기도 포천시 성장로969 (이동면),정,경기도 포천시 성장로 969 (이동면),4165038024104960002,127.3460417804235,38.01005314675909,23,5904.0,0.02,10436.0,4165038000.0,가설건축,자동차관련시설,공장
2022,2022-04-04,주유소,휴업,용머리주유소,경기도 양평군 경강로4220 (청운면),정,경기도 양평군 경강로 4220 (청운면),4183037024105930000,127.71031600912382,37.54686944818521,10,3760.0,0.02,10780.0,4183037000.0,가설건축,근린생활시설,기타
2022,2022-06-08,주유소,폐업,대양산업(주)장유주유소,경상남도 김해시 장유로440 (신문동),유,경상남도 김해시 장유로 438 (신문동),4825012700105930003,128.82118794053048,35.188509079469576,9,54254.0,0.02,60423.0,4825061000.0,가설건축,판매시설,공동주택
2022,2022-07-11,주유소,폐업,유원주유소,부산광역시 수영구 광일로8 (광안동),유,부산광역시 수영구 광일로 8-5 (광안동),2650010400104930006,129.11306508074912,35.16239470930436,15,24889.0,0.02,48622.0,2650076000.0,공동주택,가설건축,공장
2022,2022-04-07,주유소,폐업,매일주유소,대구광역시 남구 현충로115 (대명동),정,대구광역시 남구 현충로 115 (대명동),2720010300116780001,128.57969351849292,35.843107397193464,3,14466.0,0.02,66579.0,2720056000.0,업무시설,판매시설,공동주택
2022,2022-07-12,주유소,휴업,울산컨트리주유소,울산광역시 울주군 웅촌로29 (웅촌면),정,울산광역시 울주군 웅촌로 29 (웅촌면),3171034027115150001,129.19125929306497,35.438237380744475,1,29045.0,0.02,15330.0,3171034000.0,가설건축,자동차관련시설,판매시설
2022,2022-06-28,주유소,폐업,입실주유소,경상북도 경주시 입실로49 (외동읍),정,경상북도 경주시 입실로 49 (외동읍),4713025921108880003,129.32478757966845,35.71289304862079,17,26055.0,0.03,5181.0,4713025900.0,공동주택,가설건축,판매시설
2022,2022-06-07,주유소,폐업,군장셀프주유소,전라북도 군산시 백릉로227 (조촌동),정,전북특별자치도 군산시 백릉로 227 (조촌동),5213013400100210000,126.74949356168148,35.979015385096154,31,8618.0,0.01,28839.0,5213067000.0,가설건축,자동차관련시설,판매시설
2022,2022-08-18,주유소,휴업,천사들주유소,전라북도 남원시 산업로3272 (이백면),정,전북특별자치도 남원시 산업로 3272 (이백면),5219042022105960006,127.4172018462276,35.41679154229381,9,16349.0,0.03,4953.0,5219042000.0,가설건축,근린생활시설,기타
2022,2022-04-13,주유소,폐업,명지주유소,경상북도 안동시 퇴계로447 (안막동),정,경상북도 안동시 퇴계로 447 (안막동),4717013200109530000,128.74361890669692,36.59346231963625,1,4610.0,0.02,8514.0,4717052000.0,가설건축,기타,공장
2022,2022-06-29,주유소,폐업,태운주유소,인천광역시 미추홀구 독배로171 (학익동),유,인천광역시 미추홀구 독배로 183 (학익동),2817710300105870122,126.64697475966292,37.4373596489696,49,19532.0,0.01,60971.0,2817758000.0,가설건축,자동차관련시설,판매시설
2022,2022-07-20,주유소,폐업,(주)비엔티건설 직영주유소,경기도 부천시 중동로369 (약대동),유,경기도 부천시 원미구 중동로 370 (약대동),4119210500101350000,126.7702815048272,37.512962502821786,1,17283.0,0.02,187993.0,4119261000.0,판매시설,공동주택,가설건축
2022,2022-07-14,주유소,폐업,(주)버드내주유소,대전광역시 중구 계백로1520 (유천동),정,대전광역시 중구 계백로 1520 (유천동),3014011500103380001,127.38931261118414,36.31604408133552,25,5819.0,0.05,44361.0,3014070000.0,가설건축,공동주택,기타
2022,2022-06-14,주유소,폐업,SK네트웍스(주) 삼성주유소,서울특별시 강남구 삼성로521 (삼성동),유,서울특별시 강남구 삼성로 520 (삼성동),1168010500101560005,127.0559180931878,37.508685569026206,8,11344.0,0.13,203917.0,1168058000.0,자동차관련시설,업무시설,기타
2022,2022-07-22,주유소,휴업,동화주유소（약산）,전라남도 완도군 약산일주로4-1 (약산면),정,전라남도 완도군 약산일주로 4-1 (약산면),4689034022101340001,126.89480877457396,34.39216013770426,1,2128.0,0.03,1278.0,4689034000.0,공장,가설건축,기타
2022,2022-04-19,주유소,신규,(주)케이에이치티앤에스 안산휴게소(인천방향)주유소,경기도 안산시 단원구 영동고속도로15 (선부동),정,경기도 안산시 단원구 영동고속도로 15 (선부동),4127310900200010050,126.8185983530593,37.35107576052927,4,35277.0,0.01,136716.0,4127360000.0,판매시설,가설건축,업무시설
2022,2022-07-25,주유소,폐업,㈜자연개발 옥산주유소,광주광역시 서구 풍서우로176 (벽진동),정,광주광역시 서구 풍서우로 176 (벽진동),2914012900102660012,126.84289718015468,35.12819027417698,3,27022.0,0.01,39702.0,2914080000.0,가설건축,자동차관련시설,판매시설
2022,2022-06-17,주유소,폐업,광신리소스(주) 양산TG주유소,경상남도 양산시 양산대로1126 (북정동),정,경상남도 양산시 양산대로 1126 (북정동),4833010700102080000,129.04523494468927,35.37020732747206,1,22461.0,0.03,48806.0,4833052000.0,가설건축,공장,업무시설
2022,2022-06-03,주유소,폐업,현대오일뱅크㈜직영 광덕셀프주유소,서울특별시 성북구 보문로89 (보문동5가),유,서울특별시 성북구 보문로 88 (보문동4가),1129012600100170000,127.02085914846032,37.58316616681849,2,19763.0,0.02,67898.0,1129061000.0,업무시설,가설건축,판매시설
2022,2022-08-25,주유소,폐업,태백산self주유소,대구광역시 북구 칠곡중앙대로156 (태전동),유,대구광역시 북구 칠곡중앙대로 158 (태전동),2723012600108380000,128.54872932548508,35.90990237951422,6,34044.0,0.02,156089.0,2723073500.0,업무시설,가설건축,판매시설
2022,2022-06-17,주유소,폐업,대양주유소,경기도 화성시 현대기아로611 (남양읍),유,경기도 화성시 현대기아로 612 (남양읍),4159026228106410007,126.85349761228426,37.20278867015754,14,59487.0,0.02,110903.0,4159026200.0,가설건축,업무시설,판매시설
2022,2022-04-22,주유소,폐업,세종주유소,충청남도 아산시 배방로183 (배방읍),정,충청남도 아산시 배방로 183 (배방읍),4420025325109550000,127.06631553349662,36.77056016601694,10,86956.0,0.01,22366.0,4420025300.0,가설건축,자동차관련시설,판매시설
2022,2022-06-13,주유소,휴업,선봉대주유소,경기도 용인시 처인구 중부대로1092 (삼가동),정,경기도 용인시 처인구 중부대로 1092 (삼가동),4146110300101730006,127.1674578493552,37.24231024095085,2,12421.0,0.02,68277.0,4146152600.0,판매시설,공동주택,업무시설
2022,2022-07-27,주유소,휴업,암행어사주유소,전라북도 남원시 춘향로735 (사매면),정,전북특별자치도 남원시 춘향로 735 (사매면),5219038025101380000,127.3660010786141,35.47210718588778,10,1433.0,0.04,11714.0,5219038000.0,가설건축,기타,근린생활시설
2022,2022-06-21,주유소,폐업,구두래주유소,충청남도 부여군 삼충로184 (부여읍),정,충청남도 부여군 삼충로 184 (부여읍),4476025021104130008,126.9529285789934,36.30025703470808,31,18159.0,0.04,1317.0,4476025000.0,가설건축,근린생활시설,기타
2022,2022-07-26,주유소,신규,대진주유소,경기도 여주시 강문로344 (강천면),정,경기도 여주시 강문로 344 (강천면),4167037023101930022,127.69271918456528,37.28405740802555,4,4511.0,0.03,21400.0,4167037000.0,가설건축,기타,업무시설
2022,2022-08-01,주유소,휴업,현대오일뱅크㈜직영 중동대로셀프주유소,경기도 부천시 평천로639 (약대동),정,경기도 부천시 원미구 평천로 639 (약대동),4119210500101920003,126.76160973566851,37.5153381289369,1,16994.0,0.01,187993.0,4119261000.0,업무시설,가설건축,공장
2022,2022-07-08,주유소,폐업,구룡포주유소,경상북도 포항시 남구 호미로44 (구룡포읍),정,경상북도 포항시 남구 호미로 44 (구룡포읍),4711125028102840002,129.54053340831504,35.98111970940465,23,7604.0,0.04,15976.0,4711125000.0,가설건축,공장,공동주택
