field1,field2,field3,field4,field5,field6,_GC_TYPE,_CLEANADDR,_PNU,_X,_Y,숙박업소(관광지수),인구[명],상권밀집도(비율),교통량(AADT),adm_cd2,recommend1,recommend2,recommend3
2021,2021-07-09,주유소,폐업,(주)오일까사 희원주유소,경기도 부천시 경인로581 (괴안동),유,경기도 부천시 소사구 경인로 580 (괴안동),4119410400101850002,126.81905071507396,37.487163541482815,5,16792.0,0.02,190133.0,4119458000.0,공동주택,판매시설,가설건축
2021,2021-09-15,주유소,폐업,가운주유소,전라남도 나주시 영산로4806 (다시면),정,전라남도 나주시 영산로 4806 (다시면),4617036023101270001,126.66832774340816,35.01004585156109,3,3363.0,0.03,5189.0,4617036000.0,가설건축,기타,공장
2021,2021-06-22,주유소,폐업,고속터미널주유소,충청북도 청주시 흥덕구 2순환로1229 (가경동),유,충청북도 청주시 흥덕구 2순환로 1228 (강서동),4311311700104600000,127.42931338340368,36.6265086034044,9,30676.0,0.02,70487.0,4311376000.0,판매시설,가설건축,업무시설
2021,2021-07-06,주유소,폐업,성진주유소,경상남도 김해시 상동로351 (상동면),정,경상남도 김해시 상동로 351 (상동면),4825036025102660001,128.90915891561562,35.3050934718815,7,3997.0,0.1,50936.0,4825036000.0,가설건축,업무시설,기타
2021,2021-09-02,주유소,휴업,행복주유소,전라북도 전주시 덕진구 동부대로641 (우아동3가),정,전북특별자치도 전주시 덕진구 동부대로 641 (우아동3가),5211311500102580005,127.1625383086332,35.84604056478597,43,12091.0,0.03,27659.0,5211361100.0,가설건축,공동주택,판매시설
2021,2021-07-20,주유소,휴업,노은주유소,충청북도 충주시 감노로1455 (노은면),정,충청북도 충주시 감노로 1455 (노은면),4313036021105660001,127.75949416230884,37.04632083278429,2,2136.0,0.03,62449.0,4313036000.0,가설건축,자동차관련시설,업무시설
2021,2021-09-27,주유소,폐업,신율촌주유소,전라남도 여수시 서부로1925 (율촌면),정,전라남도 여수시 서부로 1925 (율촌면),4613032021104430003,127.5750567732651,34.87922347219771,5,5614.0,0.03,51436.0,4613032000.0,가설건축,공동주택,판매시설
2021,2021-07-26,주유소,휴업,현대오일뱅크㈜직영 범물셀프주유소,대구광역시 수성구 지범로199 (범물동),정,대구광역시 수성구 지범로 199 (범물동),2726011300112750007,128.64094189537968,35.820609722261274,8,15799.0,0.01,63177.0,2726066100.0,판매시설,업무시설,가설건축
2021,2021-08-12,주유소,휴업,칠갑주유소,충청남도 청양군 칠갑산로552 (대치면),정,충청남도 청양군 칠갑산로 552 (대치면),4479032021102700000,126.83212253943904,36.44319121922854,3,2130.0,0.02,810.0,4479032000.0,공장,근린생활시설,가설건축
2021,2021-09-29,주유소,폐업,박물관주유소,강원도 고성군 동해대로7961 (현내면),정,강원특별자치도 고성군 동해대로 7961 (현내면),5182031024102270011,128.42205319499536,38.47191146325285,5,2198.0,0.03,2351.0,5182031000.0,공장,근린생활시설,가설건축
2021,2021-08-11,주유소,휴업,(주)청춘 주유소,충청북도 증평군 중부로2641 (증평읍),정,충청북도 증평군 중부로 2641 (증평읍),4374525033101230000,127.60301897193304,36.79817493700549,2,1832.0,0.04,23003.0,4374525000.0,가설건축,기타,업무시설
2021,2021-08-19,주유소,폐업,옥곡주유소,전라남도 광양시 신금로187 (옥곡면),정,전라남도 광양시 신금로 187 (옥곡면),4623033024104130003,127.71366069742616,34.976135663576784,16,10503.0,0.03,7977.0,4623033000.0,가설건축,판매시설,기타
2021,2021-06-28,주유소,폐업,금강주유소,경기도 이천시 진상미로1752 (대포동),정,경기도 이천시 진상미로 1752 (대포동),4150011300106040005,127.45613235889248,37.20527234811292,63,7200.0,0.04,9003.0,4150052000.0,가설건축,기타,공장
2021,2021-07-30,주유소,폐업,공원주유소,강원도 삼척시 오십천로566 (정상동),정,강원특별자치도 삼척시 오십천로 566 (정상동),5123012500102430002,129.17779250587608,37.43371967971057,5,8157.0,0.02,11969.0,5123054000.0,가설건축,자동차관련시설,판매시설
2021,2021-08-18,주유소,휴업,(주)더블유엔더블유,경기도 용인시 처인구 백옥대로1234 (유방동),정,경기도 용인시 처인구 백옥대로 1234 (유방동),4146110500105290016,127.21293791652288,37.24460131993979,2,28600.0,0.03,163573.0,4146153000.0,가설건축,판매시설,업무시설
2021,2021-08-23,주유소,휴업,현대오일뱅크㈜직영 서인천셀프주유소,인천광역시 서구 서곶로346 (연희동),정,인천광역시 서구 서곶로 346 (연희동),2826010600107110005,126.67746842126174,37.54846122036835,2,37926.0,0.02,116228.0,2826053000.0,가설건축,판매시설,업무시설
2021,2021-08-02,주유소,휴업,황금주유소,전라북도 고창군 중거리당산로29 (고창읍),정,전북특별자치도 고창군 중거리당산로 29 (고창읍),5279025030101150001,126.692654301346,35.424506520442755,41,20499.0,0.03,10585.0,5279025000.0,가설건축,공동주택,판매시설
2021,2021-07-09,주유소,휴업,(주)대창석유직영 서해안주유소,전라남도 무안군 무안로592 (무안읍),정,전라남도 무안군 무안로 592 (무안읍),4684025022105810001,126.4841485560327,34.994986857176904,10,12109.0,0.03,19175.0,4684025000.0,가설건축,판매시설,업무시설
2021,2021-09-15,주유소,폐업,현대주유소,충청북도 충주시 예성로334 (연수동),정,충청북도 충주시 예성로 334 (연수동),4313011800105040003,127.93405064858116,36.98590572210554,1,35648.0,0.02,2838.0,4313063000.0,가설건축,공동주택,판매시설
2021,2021-07-15,주유소,폐업,신창주유소,충청남도 서산시 운산면 해운로 502,유,충청남도 서산시 해운로 500 (운산면),4421038021104250003,126.56220242701644,36.75258118008975,9,9401.0,0.02,40755.0,4421038000.0,가설건축,판매시설,자동차관련시설
2021,2021-10-12,주유소,휴업,현대오일뱅크㈜직영 삼천리주유소,강원도 속초시 동해대로4043 (조양동),정,강원특별자치도 속초시 동해대로 4043 (조양동),5121010800115340001,128.59254587023986,38.189307250869646,34,28916.0,0.01,18235.0,5121058000.0,가설건축,판매시설,공동주택
2021,2021-09-17,주유소,폐업,(주)테라원주유소,강원도 원주시 현충로294 (태장동),정,강원특별자치도 원주시 현충로 294 (태장동),5113011200112860001,127.94888353064653,37.37965381537877,4,23633.0,0.01,27272.0,5113062000.0,가설건축,자동차관련시설,판매시설
2021,2021-07-23,주유소,휴업,아리랑주유소,강원도 정선군 오대천로326 (북평면),정,강원특별자치도 정선군 오대천로 326 (북평면),5177034025103610000,128.6308422443521,37.45787471399396,14,2387.0,0.03,3927.0,5177034000.0,근린생활시설,기타,가설건축
2021,2021-08-26,주유소,폐업,안성터미널주유소,경기도 안성시 비봉로71-14 (가사동),정,경기도 안성시 비봉로 71-14 (가사동),4155012600101830000,127.29213902092364,37.0126050060225,2,5295.0,0.03,9442.0,4155051000.0,기타,가설건축,공장
2021,2021-09-29,주유소,폐업,하늘주유소,부산광역시 사상구 백양대로333 (주례동),정,부산광역시 사상구 백양대로 333 (주례동),2653010600100410008,129.01546302665147,35.15339495186876,1,25037.0,0.01,134118.0,2653066000.0,가설건축,자동차관련시설,판매시설
2021,2021-07-06,주유소,폐업,한성주유소,부산광역시 동래구 온천천로519번길16 (안락동),정,부산광역시 동래구 온천천로519번길 16 (안락동),2626010200101780001,129.11015968455973,35.19118337195413,9,32601.0,0.02,70579.0,2626075000.0,판매시설,자동차관련시설,가설건축
2021,2021-08-12,주유소,폐업,명품주유소,경기도 평택시 경기대로969 (장당동),유,경기도 평택시 경기대로 975 (장당동),4122010200101530001,127.0692791297674,37.03585963846561,2,43076.0,0.02,46963.0,4122051000.0,가설건축,자동차관련시설,판매시설
2021,2021-09-28,주유소,휴업,남동농협복합센터,인천광역시 남동구 소래로446 (수산동),정,인천광역시 남동구 소래로 446 (수산동),2820010800104700008,126.73448147233968,37.4298491509544,10,18682.0,0.02,252436.0,2820066000.0,가설건축,업무시설,판매시설
2021,2021-07-29,주유소,폐업,현대오일뱅크㈜직영 코리아주유소,서울특별시 양천구 신목로7길1 (신정동),정,서울특별시 양천구 신목로7길 1 (신정동),1147010100102960031,126.87205855403116,37.5196083137552,32,18122.0,0.02,190133.0,1147063000.0,가설건축,판매시설,공동주택
2021,2021-08-27,주유소,휴업,성지주유소,부산광역시 남구 유엔로42 (우암동),정,부산광역시 남구 유엔로 42 (우암동),2629011000101000002,129.08166605508677,35.127135020673705,1,11943.0,0.01,134118.0,2629064500.0,공동주택,판매시설,가설건축
2021,2021-08-09,주유소,폐업,가좌주유소,충청북도 청주시 청원구 두릉유리로241 (오창읍),유,충청북도 청주시 청원구 두릉유리로 245 (오창읍),4311425351101360000,127.36705377218703,36.73451231000488,25,2267.0,0.04,18275.0,4311425300.0,가설건축,기타,근린생활시설
2021,2021-09-02,주유소,폐업,대웅에너지,대전광역시 중구 대종로557 (선화동),정,대전광역시 중구 대종로 557 (선화동),3014010200101360003,127.4208448675168,36.33241103307318,41,13975.0,0.06,98950.0,3014053500.0,가설건축,업무시설,판매시설
2021,2021-10-19,주유소,폐업,남선주유소,경상북도 안동시 샘들윗길62 (남선면),정,경상북도 안동시 샘들윗길 62 (남선면),4717037021107380000,128.79565698107348,36.53275520549591,9,1910.0,0.02,14027.0,4717037000.0,가설건축,기타,근린생활시설
2021,2021-09-01,주유소,휴업,오창공단IC주유소,충청북도 청주시 청원구 농소길6-3 (오창읍),정,충청북도 청주시 청원구 농소길 6-3 (오창읍),4311425341101020004,127.441244638716,36.70613836268669,86,68963.0,0.02,41483.0,4311425300.0,가설건축,판매시설,업무시설
2021,2021-08-18,주유소,휴업,아산주유소,부산광역시 사상구 새벽로1 (학장동),정,부산광역시 사상구 새벽로 1 (학장동),2653010700107280014,128.97933338798754,35.141714707152346,5,27069.0,0.03,134118.0,2653067000.0,가설건축,판매시설,업무시설
2021,2021-09-07,주유소,휴업,양주주유소,경기도 양주시 평화로1381 (덕계동),정,경기도 양주시 평화로 1381 (덕계동),4163011600107110003,127.04574643722924,37.81442825614968,6,34223.0,0.01,76500.0,4163054000.0,가설건축,판매시설,자동차관련시설
2021,2021-09-30,주유소,휴업,늘푸른주유소,경상남도 창원시 성산구 진해대로52 (양곡동),정,경상남도 창원시 성산구 진해대로 52 (양곡동),4812311800110660001,128.6377856097483,35.18619337285324,2,8141.0,0.1,36957.0,4812357000.0,가설건축,업무시설,기타
2021,2021-07-12,주유소,휴업,서산에너지주유소,충청남도 서산시 무학로1889 (예천동),유,충청남도 서산시 무학로 1891-9 (예천동),4421010900106440008,126.43513868201865,36.76949754544778,1,6874.0,0.02,15400.0,4421055000.0,가설건축,자동차관련시설,기타
2021,2021-10-06,주유소,폐업,양양농협손양,강원도 양양군 동해대로2105 (손양면),유,강원특별자치도 양양군 동해대로 2075 (손양면),5183032030101010001,128.66345503690886,38.04328292358679,46,2203.0,0.04,19955.0,5183032000.0,가설건축,기타,공장
2021,2021-09-02,주유소,휴업,현대오일뱅크㈜직영 올림픽셀프주유소,서울특별시 송파구 위례성대로188 (오금동),정,서울특별시 송파구 위례성대로 188 (오금동),1171011200100040000,127.1319200987148,37.50966729207572,3,17335.0,0.01,239718.0,1171057000.0,업무시설,가설건축,자동차관련시설
2021,2021-08-17,주유소,폐업,역곡현대주유소,경기도 부천시 경인로473 (괴안동),정,경기도 부천시 소사구 경인로 473 (괴안동),4119410400101110047,126.8080990149104,37.48304275160211,5,23416.0,0.02,9736.0,4119457000.0,공장,공동주택,판매시설
2021,2021-08-20,주유소,폐업,현대오일뱅크㈜직영 인계현대셀프주유소,경기도 수원시 팔달구 경수대로571 (인계동),유,경기도 수원시 팔달구 경수대로 570 (인계동),4111514100109420003,127.0309330563998,37.2764868070401,1,11267.0,0.02,181236.0,4111573000.0,가설건축,공동주택,판매시설
2021,2021-09-06,주유소,폐업,동진강주유소,전라북도 김제시 월죽로8 (죽산면),정,전북특별자치도 김제시 월죽로 8 (죽산면),5221032026105770040,126.78031407821943,35.75748443926631,29,2106.0,0.03,13398.0,5221032000.0,가설건축,기타,근린생활시설
2021,2021-09-02,주유소,휴업,우리주유소,충청북도 청주시 서원구 청남로1465 (남이면),정,충청북도 청주시 서원구 청남로 1465 (남이면),4311231039101450000,127.45247733697136,36.57162799717208,13,9737.0,0.05,28239.0,4311231000.0,가설건축,판매시설,자동차관련시설
2021,2021-08-04,주유소,폐업,(주)범진 황금주유소,경기도 화성시 발안로605-1 (향남읍),정,경기도 화성시 발안로 605-1 (향남읍),4159025935103040001,126.97122559272827,37.12687200483406,8,14089.0,0.09,13365.0,4159025900.0,가설건축,판매시설,공장
2021,2021-10-14,주유소,폐업,우리주유소,전라남도 순천시 시민로8 (장천동),유,전라남도 순천시 시민로 7 (장천동),4615011900100600002,127.4857888853249,34.95043786589908,2,1811.0,0.13,31469.0,4615061000.0,가설건축,공장,공동주택
2021,2021-09-27,주유소,폐업,히어로주유소,광주광역시 북구 서암대로128 (신안동),정,광주광역시 북구 서암대로 128 (신안동),2917010600102320014,126.89816299907812,35.16991685530147,3,12894.0,0.03,134317.0,2917058000.0,업무시설,판매시설,가설건축
2021,2021-10-15,주유소,폐업,전주제일주유소,전라북도 전주시 완산구 거마평로153 (효자동1가),정,전북특별자치도 전주시 완산구 거마평로 153 (효자동1가),5211114000104400001,127.1164335642637,35.8061072526489,35,10272.0,0.02,35443.0,5211171300.0,가설건축,공동주택,판매시설
2021,2021-11-03,주유소,폐업,요동주유소,강원도 원주시 원문로774 (흥업면),정,강원특별자치도 원주시 원문로 774 (흥업면),5113037023102000020,127.89299488035608,37.345849246195904,9,34464.0,0.02,40287.0,5113037000.0,가설건축,판매시설,자동차관련시설
2021,2021-07-15,주유소,휴업,KH에너지(주)직영 태양주유소,대전광역시 동구 한밭대로1258 (용전동),정,대전광역시 동구 한밭대로 1258 (용전동),3011011500100510002,127.43620918674848,36.35554038246334,63,20706.0,0.02,98950.0,3011064000.0,가설건축,판매시설,공동주택
2021,2021-08-24,주유소,폐업,송도주유소,인천광역시 연수구 능허대로137 (옥련동),정,인천광역시 연수구 능허대로 137 (옥련동),2818510100104680008,126.64514582014904,37.421363746235095,49,19532.0,0.01,60971.0,2818563000.0,가설건축,판매시설,자동차관련시설
2021,2021-09-29,주유소,폐업,서순천IC주유소,전라남도 순천시 순천로52 (서면),정,전라남도 순천시 순천로 52 (서면),4615032025100440003,127.490299673321,34.99525106401179,9,14497.0,0.02,31469.0,4615032000.0,자동차관련시설,가설건축,기타
2021,2021-10-18,주유소,폐업,군유주유소,전라북도 고창군 공음대산로417 (공음면),정,전북특별자치도 고창군 공음대산로 417 (공음면),5279034030103960006,126.5504602200416,35.35781876675419,7,2349.0,0.03,3329.0,5279034000.0,공장,근린생활시설,가설건축
2021,2021-10-18,주유소,폐업,산장주유소,경상남도 거창군 빼재로1912 (고제면),정,경상남도 거창군 빼재로 1912 (고제면),4888033021119260003,127.83571913240196,35.850482194658404,3,1300.0,0.01,2946.0,4888033000.0,공장,기타,가설건축
2021,2021-11-05,주유소,폐업,정읍사랑주유소,전라북도 정읍시 충정로249 (수성동),정,전북특별자치도 정읍시 충정로 249 (수성동),5218010100106090003,126.85397936406608,35.56963315526008,16,2824.0,0.04,42642.0,5218051000.0,공장,숙박시설,업무시설
2021,2021-09-13,주유소,폐업,대동주유소,대구광역시 달서구 성당로117 (성당동),정,대구광역시 달서구 성당로 117 (성당동),2729010100101290005,128.56497096607023,35.84615637419723,5,10277.0,0.03,66579.0,2729051500.0,기타,자동차관련시설,숙박시설
2021,2021-08-27,주유소,폐업,백호주유소,전라북도 익산시 학곤로198 (오산면),정,전북특별자치도 익산시 학곤로 198 (오산면),5214031021105510001,126.92548645077284,35.94088694296682,8,6826.0,0.03,7118.0,,가설건축,판매시설,기타
2021,2021-09-27,주유소,폐업,이천현대주유소,경기도 이천시 중부대로559 (마장면),정,경기도 이천시 중부대로 559 (마장면),4150034026104150004,127.39863254342865,37.25574876320096,13,16943.0,0.03,48626.0,4150034000.0,가설건축,기타,업무시설
2021,2021-10-01,주유소,폐업,대명주유소,충청남도 서산시 충의로2248-27 (대산읍),유,충청남도 서산시 충의로 2230-29 (대산읍),4421025022100940059,126.41974968228412,36.96211977339498,31,12903.0,0.03,18398.0,4421025000.0,가설건축,공장,공동주택
2021,2021-10-19,주유소,폐업,현대오일뱅크㈜직영 에어포트주유소,서울특별시 강서구 개화동로519 (방화동),유,서울특별시 강서구 개화동로 517 (방화동),1150010900106450006,126.80604097933922,37.56629824818523,5,22201.0,0.02,66586.0,1150064000.0,가설건축,판매시설,공동주택
2021,2021-10-21,주유소,휴업,백송주유소,경기도 안성시 걸미로636 (죽산면),정,경기도 안성시 걸미로 636 (죽산면),4155040026105990004,127.41123042911066,37.05169677853944,14,7910.0,0.03,7040.0,4155040000.0,가설건축,기타,공동주택
2021,2021-08-12,주유소,휴업,동탄자연주유소,경기도 용인시 기흥구 동탄기흥로653 (고매동),정,경기도 용인시 기흥구 동탄기흥로 653 (고매동),4146310800107540009,127.09494775296945,37.21850163651528,7,45474.0,0.05,63840.0,4146354000.0,판매시설,가설건축,업무시설
2021,2021-09-01,주유소,휴업,운곡주유소,충청남도 청양군 청신로452 (운곡면),정,충청남도 청양군 청신로 452 (운곡면),4479031022102350005,126.83007671978636,36.488178521244464,16,2087.0,0.02,4748.0,4479031000.0,근린생활시설,기타,가설건축
2021,2021-09-29,주유소,휴업,차차주유소,경상북도 경주시 산업로3241 (조양동),정,경상북도 경주시 산업로 3241 (조양동),4713012800106870000,129.27886387126534,35.785387446357056,54,9706.0,0.02,10282.0,4713065000.0,가설건축,업무시설,자동차관련시설
2021,2021-09-02,주유소,폐업,아쿠아주유소,경상남도 창원시 마산합포구 해안대로249 (중앙동3가),정,경상남도 창원시 마산합포구 해안대로 249 (중앙동3가),4812514900100040261,128.5697934266842,35.19658572550825,2,13273.0,0.02,27717.0,4812556500.0,판매시설,자동차관련시설,공장
2021,2021-10-25,주유소,휴업,온율주유소,경기도 포천시 북원로749 (관인면),정,경기도 포천시 북원로 749 (관인면),4165040023100500000,127.24008525845665,38.15328096190299,4,2475.0,0.02,7178.0,4165040000.0,기타,공장,가설건축
2021,2021-10-06,주유소,폐업,망포에너지판매(주)망포주유소,경기도 수원시 영통구 영통로157 (망포동),정,경기도 수원시 영통구 영통로 157 (망포동),4111710700103690003,127.05499753846848,37.24174624524288,3,31158.0,0.01,30954.0,4111759600.0,가설건축,자동차관련시설,판매시설
2021,2021-09-02,주유소,휴업,동일석유(주) 제일주유소,경기도 안양시 동안구 경수대로962 (비산동),정,경기도 안양시 동안구 경수대로 962 (비산동),4117310100105400009,126.93074916006358,37.400116912704725,1,27850.0,0.01,64576.0,4117351000.0,업무시설,가설건축,공장
2021,2021-11-17,주유소,휴업,석림주유소,충청남도 서산시 한마음13로9 (석림동),정,충청남도 서산시 한마음13로 9 (석림동),4421010700106510001,126.46198048966647,36.7743664702515,39,8423.0,0.07,9376.0,4421054000.0,공동주택,가설건축,업무시설
2021,2021-09-06,주유소,휴업,GS칼텍스(주) 지원1점,인천광역시 중구 공항로272 (운서동),정,인천광역시 중구 공항로 272 (운서동),2811014700128400000,126.45200471725194,37.44978411824439,122,3288.0,0.06,76027.0,2811062800.0,기타,가설건축,업무시설
2021,2021-07-30,주유소,휴업,주식회사 에스에스오토,서울특별시 마포구 서강로76 (창전동),정,서울특별시 마포구 서강로 76 (창전동),1144011400100130006,126.9325901376926,37.5498454396219,6,25641.0,0.02,196415.0,1144065500.0,공동주택,판매시설,자동차관련시설
2021,2021-10-27,주유소,등록취소,동탄남부주유소,경기도 화성시 삼성1로342 (반월동),정,경기도 화성시 삼성1로 342 (반월동),4159012000101010002,127.06683183857665,37.23146908826655,5,36612.0,0.02,30954.0,4159055000.0,자동차관련시설,판매시설,공동주택
2021,2021-10-01,주유소,폐업,목감광명방향주유소,경기도 시흥시 목감1길47 (목감동),정,경기도 시흥시 목감1길 47 (목감동),4139012600101630000,126.86997019453672,37.39033001871417,1,40831.0,0.02,126727.0,4139057000.0,업무시설,가설건축,판매시설
2021,2021-10-28,주유소,폐업,금호주유소,경상남도 진주시 금산로48 (금산면),정,경상남도 진주시 금산로 48 (금산면),4817041026103350012,128.14175604894632,35.213842545386704,1,19904.0,0.01,32755.0,4817041000.0,가설건축,자동차관련시설,판매시설
2021,2021-09-07,주유소,휴업,현대오일뱅크㈜직영 동원주유소,대전광역시 동구 삼정동 95,정,대전광역시 동구 삼정동 95,3011010800100950000,127.47288810131452,36.32626526737296,1,25662.0,0.01,55999.0,3011055100.0,업무시설,가설건축,판매시설
2021,2021-10-12,주유소,폐업,성은주유소,인천광역시 서구 검단로609번길1 (마전동),정,인천광역시 서구 검단로609번길 1 (마전동),2826011300111380007,126.66921802929076,37.60934035364424,26,22836.0,0.01,51589.0,2826068000.0,가설건축,자동차관련시설,판매시설
2021,2021-08-20,주유소,폐업,대명주유소,대구광역시 수성구 파동로42 (파동),정,대구광역시 수성구 파동로 42 (파동),2726011000104810003,128.62080632246418,35.80837174684208,8,7288.0,0.02,63177.0,2726063000.0,가설건축,판매시설,자동차관련시설
2021,2021-11-01,주유소,휴업,광신홀딩스(주) 양산대로주유소,경상남도 양산시 양산대로1113 (북정동),유,경상남도 양산시 양산대로 1112 (북정동),4833010700102080008,129.0448429418965,35.369154877115434,1,22461.0,0.03,48806.0,4833052000.0,가설건축,공장,업무시설
2021,2021-11-26,주유소,휴업,(주)삼표에너지 군포스타주유소,경기도 군포시 고산로688 (산본동),정,경기도 군포시 고산로 688 (산본동),4141010400102070003,126.93505880167514,37.37119806376681,9,24906.0,0.01,149819.0,4141055000.0,판매시설,가설건축,자동차관련시설
2021,2021-10-15,주유소,휴업,신방주유소,전라북도 완주군 봉동로428 (봉동읍),정,전북특별자치도 완주군 봉동로 428 (봉동읍),5271025326102920013,127.14587550609735,35.95526747142056,14,25931.0,0.02,10492.0,5271025300.0,자동차관련시설,가설건축,공동주택
2021,2021-09-16,주유소,폐업,청전주유소,전라남도 담양군 무정로76 (담양읍),정,전라남도 담양군 무정로 76 (담양읍),4671025025100350003,126.98662318550666,35.30541821331875,57,14787.0,0.04,19407.0,4671025000.0,자동차관련시설,공동주택,가설건축
2021,2021-11-04,주유소,휴업,양평프라자주유소,경기도 양평군 경강로1422 (옥천면),정,경기도 양평군 경강로 1422 (옥천면),4183034024103680001,127.44271014469734,37.51138491760519,18,7825.0,0.02,23839.0,4183034000.0,가설건축,자동차관련시설,공동주택
2021,2021-10-19,주유소,폐업,베스트주유소,전라북도 전주시 완산구 쑥고개로255 (효자동2가),유,전북특별자치도 전주시 완산구 쑥고개로 258 (효자동2가),5211114100107590019,127.09394159700102,35.8001211006425,16,42864.0,0.01,35443.0,5211171400.0,가설건축,자동차관련시설,판매시설
2021,2021-10-07,주유소,휴업,KIS정보통신(주)옥천(부산방향)주유소,충청북도 옥천군 서대구일로265-19 (옥천읍),정,충청북도 옥천군 서대구일로 265-19 (옥천읍),4373025028102510004,127.59521126037733,36.29689672080927,22,27972.0,0.03,14564.0,4373025000.0,가설건축,공장,자동차관련시설
2021,2021-08-10,주유소,폐업,김정호주유소,대구광역시 남구 현충로232 (대명동),정,대구광역시 남구 현충로 232 (대명동),2720010300118970004,128.58369818189232,35.85317912021768,6,12664.0,0.02,66579.0,2720058600.0,공동주택,판매시설,가설건축
2021,2021-09-28,주유소,휴업,현대오일뱅크㈜직영 교대셀프주유소,충청북도 청주시 서원구 청남로2005번길2 (분평동),정,충청북도 청주시 서원구 청남로2005번길 2 (분평동),4311210600102460003,127.48456110318548,36.61157440999605,2,28816.0,0.02,22985.0,4311255000.0,자동차관련시설,판매시설,근린생활시설
2021,2021-11-04,주유소,폐업,소망주유소,충청북도 청주시 청원구 율천북로69 (사천동),정,충청북도 청주시 청원구 율천북로 69 (사천동),4311410400102430009,127.47883156645857,36.66296391392336,19,8520.0,0.03,33926.0,4311454000.0,공동주택,판매시설,가설건축
2021,2021-08-27,주유소,휴업,시장주유소,충청북도 청주시 상당구 영운로71-3 (영운동),정,충청북도 청주시 상당구 영운로 71-3 (영운동),4311111900101520030,127.49493153641733,36.62193182155897,1,29313.0,0.01,22985.0,4311167000.0,가설건축,공동주택,자동차관련시설
2021,2021-10-13,주유소,폐업,SK송천주유소,경기도 수원시 장안구 송원로32 (송죽동),유,경기도 수원시 장안구 송원로 31 (송죽동),4111113500103790010,127.00642189143775,37.2983683973166,1,19087.0,0.03,181236.0,4111159100.0,가설건축,판매시설,자동차관련시설
2021,2021-12-06,주유소,폐업,대흥쟈이주유소,대전광역시 중구 대흥로132 (대흥동),유,대전광역시 중구 대흥로 133 (대흥동),3014010500104370004,127.42682966623047,36.3241076868742,6,13200.0,0.04,51477.0,3014057500.0,숙박시설,근린생활시설,기타
2021,2021-11-10,주유소,폐업,현대오일뱅크㈜직영 암사셀프주유소,서울특별시 강동구 올림픽로749 (암사동),유,서울특별시 강동구 올림픽로 750 (천호동),1174010900102870014,127.12706958937004,37.54802285321067,27,14447.0,0.01,25582.0,1174061000.0,판매시설,가설건축,공동주택
2021,2021-08-13,주유소,휴업,현대오일뱅크㈜직영 영통현대셀프주유소,경기도 수원시 영통구 삼성로281 (원천동),정,경기도 수원시 영통구 삼성로 281 (원천동),4111710200103280006,127.06440129181448,37.2665979166361,17,49289.0,0.02,81412.0,4111755000.0,가설건축,판매시설,업무시설
2021,2021-10-26,주유소,폐업,(주)서진주유소 용인지점,경기도 용인시 처인구 백옥대로2529 (모현읍),정,경기도 용인시 처인구 백옥대로 2529 (모현읍),4146125321107340002,127.2492918611216,37.34895415440059,117,29655.0,0.03,27275.0,4146125300.0,가설건축,업무시설,공장
2021,2021-11-11,주유소,폐업,상미주유소,경기도 용인시 기흥구 신정로57 (신갈동),정,경기도 용인시 기흥구 신정로 57 (신갈동),4146310100103880212,127.10303218828386,37.2762119707724,17,37250.0,0.01,239871.0,4146351000.0,공동주택,판매시설,자동차관련시설
2021,2021-09-30,주유소,폐업,한울주유소,인천광역시 동구 방축로161 (송림동),정,인천광역시 동구 방축로 161 (송림동),2814010700102970053,126.66291890496872,37.48097373763771,22,5661.0,0.01,110764.0,2814061000.0,가설건축,업무시설,기타
2021,2021-08-20,주유소,폐업,현대오일뱅크㈜직영 오천주유소,서울특별시 강남구 봉은사로503 (삼성동),정,서울특별시 강남구 봉은사로 503 (삼성동),1168010500100710009,127.05381050358868,37.51351475828468,13,28760.0,0.04,203917.0,1168058000.0,근린생활시설,자동차관련시설,업무시설
2021,2021-11-18,주유소,폐업,소라주유소,전라남도 여수시 주삼덕양로14 (소라면),정,전라남도 여수시 주삼덕양로 14 (소라면),4613031021110510001,127.6341710434892,34.79031532750331,22,20534.0,0.02,8402.0,4613031000.0,가설건축,기타,판매시설
2021,2021-12-16,주유소,폐업,에이스주유소,경상북도 구미시 송정대로23 (송정동),정,경상북도 구미시 송정대로 23 (송정동),4719011000100280006,128.34119116892154,36.1175046789966,2,22715.0,0.03,81863.0,4719051000.0,자동차관련시설,판매시설,업무시설
2021,2021-11-01,주유소,폐업,상무대주유소,전라남도 장성군 영장로2051 (삼서면),정,전라남도 장성군 영장로 2051 (삼서면),4688034033102890000,126.69669465405045,35.23247302339024,1,5488.0,0.02,7685.0,4688034000.0,기타,가설건축,공장
2021,2021-10-05,주유소,폐업,호정주유소,경상남도 밀양시 무안로203 (무안면),유,경상남도 밀양시 무안로 180-21 (무안면),4827038032103290000,128.67023624692405,35.48947910552436,2,4690.0,0.02,5557.0,4827038000.0,기타,가설건축,공장
2021,2021-09-14,주유소,폐업,신송석주유소,전라남도 화순군 학포로1085 (이양면),정,전라남도 화순군 학포로 1085 (이양면),4679034022108460004,126.98706298049036,34.931274730136415,7,1728.0,0.04,20547.0,4679034000.0,가설건축,기타,자동차관련시설
