hd_nm,숙박업소수,lat,lon
간석2동,28,37.4617909367271,126.708969924573
천호제2동,27,37.5423772043678,127.128329732293
계림1동,27,35.1584986478931,126.919645974132
십정2동,27,37.4738581467182,126.707878560193
삼호읍,27,34.7460172599514,126.469204953175
주안6동,27,37.4603321064149,126.6908366127
감전동,27,35.1542462143807,128.979410354416
소양동,27,37.8822401631629,127.72471526546
흥남동,27,35.9778029861513,126.715202721626
퇴계동,27,37.8623581033746,127.729434261646
개항동,27,37.476144140977,126.603159858587
연산제5동,27,35.1844710333271,129.076079497483
덕진동,27,36.4236154790315,127.368013981303
영북면,27,38.089131438745,127.275516543269
단장면,26,35.5152655896839,128.875972446759
일도2동,26,33.5116350824125,126.538286876716
동천동,26,37.341861019263,127.099224030122
제기동,26,37.5831154639891,127.037818414722
돌산읍,26,34.6173483624976,127.721929765524
범천제1동,26,35.1470238040658,129.061018201172
내장상동,26,35.5573644882452,126.8687165098
왕십리도선동,26,37.5678811410707,127.025531625263
공산동,26,35.9401940667373,128.64422906022
정왕1동,26,37.3402702220579,126.743867571554
신지면,26,34.3347569303218,126.827191356724
천곡동,26,37.5228778892452,129.116146826239
구로제2동,26,37.4913926941214,126.883499417136
천전동,26,35.1807578124987,128.084848953715
가산동,26,37.4768763179224,126.891779471155
대곡동,26,37.6231788392195,126.668509703115
향남읍,26,37.1324330694414,126.920343984223
양남면,26,35.6777902076175,129.460381239413
장승포동,26,34.8673689625637,128.727194788555
북방면,26,37.705563256545,127.853191045521
영광읍,26,35.2732310473185,126.512824487686
황학동,25,37.5674999372117,127.021415848975
진천읍,25,36.8549180587998,127.441283558856
일동면,25,37.961275785629,127.317109699824
주교동,25,37.5682515063243,126.999357065301
문창동,25,36.3162160271414,127.437915923805
연안동,25,37.4532343334369,126.604524133004
무거동,25,35.5509734013831,129.260721520209
수안보면,25,36.8472710272132,127.994785817453
복대1동,25,36.6355145572482,127.432546641702
포승읍,25,36.9828189890725,126.885294803342
함양읍,25,35.519734893582,127.72681578196
송정2동,25,35.1366256906513,126.797261764255
목천읍,25,36.7849559698491,127.23468497964
유천1동,25,36.3150670357114,127.39524343471
대소면,25,36.9719391622425,127.483299023928
동면,25,36.7787333900904,127.34845209197
삼동면,25,34.8309939303435,128.000998046173
부곡면,25,35.4348991221209,128.602912490818
강동동,25,35.2145168459075,128.93527140593
효자2동,25,37.8723911703887,127.736334241737
일운면,25,34.8296640389977,128.703143487497
구포제2동,25,35.2016572756702,128.999462061189
태화동,25,36.5611392085551,128.71397943818
만덕동,24,34.7536947194219,127.746468621015
서교동,24,37.5550949138083,126.914613374473
양동면,24,37.4251059645742,127.751177593936
권선1동,24,37.2577432483636,127.024583383797
월곶동,24,37.3888935036861,126.74239234901
일산동,24,37.6871456348794,126.768555621104
사천면,24,37.8235278808534,128.848721826973
남정면,24,36.285913657574,129.372516225882
화천읍,24,38.1042562811837,127.707178844679
계산1동,24,37.5396278211812,126.721353937644
죽변면,24,37.059757444572,129.422274724234
상동,24,37.4949021135947,126.760804751664
월명동,24,35.9864362735702,126.70897516729
문산읍,24,37.8565504951624,126.790957897268
대천동,24,37.0079905793512,127.269152148842
양포동,24,36.1369565615245,128.425817683388
재송제1동,23,35.1846376319865,129.125267424067
합성1동,23,35.2421628191971,128.583932495999
지정면,23,37.3621506214657,127.840189486855
연무읍,23,36.1251549263367,127.098985768452
이동면,23,38.0306695650759,127.367579322942
근덕면,23,37.3792784455933,129.225825562476
신암4동,23,35.8850751306222,128.629317682417
백석읍,23,37.795037673394,126.985512570135
대조동,23,37.6141899645264,126.920825111083
구룡포읍,23,35.9851864774711,129.546087974398
산동면,23,35.4926802728526,127.476206403134
백령면,23,37.9743612082699,124.718710475439
동부면,23,34.8215720892901,128.608217661284
보덕동,23,35.8347070259657,129.287433647242
진영읍,23,35.3044678767131,128.736863019424
역삼2동,23,37.4959639052055,127.046839198832
북부동,22,35.8488692082244,129.212313824127
화곡본동,22,37.5440461638815,126.847669275402
화개면,22,35.1883820741369,127.625447752166
용암1동,22,36.6088669077468,127.501375645957
운암2동,22,35.1725427835625,126.885066491948
요촌동,22,35.8052069705823,126.891450914315
소라면,22,34.7927178488215,127.632515201229
길동,22,37.5344859624469,127.142712345548
이원면,22,36.2462386585296,127.619502504301
수유3동,22,37.6410058344712,127.02393413051
학동,22,37.7551365767369,128.93177368976
옥천읍,22,36.3073845913301,127.574897076747
강진읍,22,34.6357994202297,126.77352165781
송림3.5동,22,37.4792502074144,126.652484195536
인제읍,21,38.0703902211485,128.172217558963
초읍동,21,35.1813784873046,129.047278314668
초지동,21,37.3100013406105,126.816873385207
금호동,21,37.5548857249068,127.02279294328
잠실본동,21,37.5060603472207,127.083254253495
우암동,21,36.6492363833712,127.486866445706
둔산2동,21,36.3538336339666,127.3837013281
금왕읍,21,36.9921738540871,127.58645788118
주천면,21,37.2721876092467,128.268910017243
사등면,21,34.9189395086403,128.522276169021
연희동,21,37.5739100104158,126.935230751932
하당동,21,34.8086351826212,126.420061510822
단월면,21,37.5385614314036,127.672990233658
동광동,21,35.1074124742504,129.035192404726
석전동,21,35.2293863941034,128.56819711454
도양읍,21,34.5295137741222,127.138467785377
온천제3동,21,35.2034426097571,129.065517389675
예천읍,21,36.6568661976674,128.452789326867
청하면,20,35.903415960436,126.840648762603
사내면,20,38.0701588123932,127.523433810035
영월읍,20,37.1874352109429,128.466067893114
병곡면,20,36.6023461534823,129.410663787043
화양동,20,37.5464762611363,127.071367614735
명륜동,20,37.5891076921368,126.997468304522
용현5동,20,37.4496903479039,126.640236878589
효목1동,20,35.8816540448418,128.644944665344
청룡동,20,37.4790955291818,126.941675584432
포남1동,20,37.76787428933,128.908124468741
보은읍,20,36.4836388639021,127.717071120507
자산동,20,36.1223057105429,128.127771350855
두호동,20,36.0609207137712,129.38008534088
청계면,19,34.911121239225,126.428822137584
회화면,19,35.0603329792025,128.373272938478
온양3동,19,36.7835215129167,127.01289666649
망운면,19,35.0129150718681,126.394586056123
필동,19,37.5601640832367,126.995599542438
번1동,19,37.6383483053369,127.030155658216
영덕읍,19,36.4094818784277,129.372819347786
가조면,19,35.7109665927795,128.014707588168
부흥동,19,37.39363857634,126.947180552877
구로제4동,19,37.4916288000584,126.889161943621
석적읍,19,36.06681194461,128.400793715981
선주원남동,19,36.1425884596084,128.310193380143
금성면,19,37.0615804872321,128.168691236462
완산동,19,35.809221603317,127.134852281223
강화읍,19,37.748347928795,126.483733815019
석문면,19,36.981938816019,126.590888457963
광림동,19,34.7475344055288,127.727131842024
서포면,19,35.0061075610367,127.97802749124
옥동,19,35.123487977796,126.760046258084
가남읍,19,37.2018014404831,127.545159330237
한경면,19,33.3501250793764,126.184152847435
보성읍,19,34.7685076173862,127.080131495248
내덕1동,19,36.6583874005732,127.48263815217
도고면,18,36.7574456096592,126.877411186857
후포면,18,36.6784937659438,129.439340805339
매교동,18,37.2710728946344,127.016289588053
부곡동,18,37.3301202778153,126.933856423225
고등동,18,37.4282637538218,127.101344503792
옥천면,18,37.5180683190537,127.456063393349
웅천읍,18,36.2317710847342,126.60115837838
쌍용1동,18,36.8040320508009,127.130502594395
연곡면,18,37.8601061139786,128.836941450583
옥계면,18,37.6126632423991,129.0379307125
왜관읍,18,35.9890285712877,128.397709505787
용두동,18,37.575418648042,127.033598820976
울진읍,18,36.9972002793687,129.403050083353
웅진동,18,36.4559373477169,127.104397666726
원종1동,18,37.5259749992065,126.805463777462
수진2동,18,37.4372941455504,127.128701503043
의령읍,18,35.3212278175313,128.260456807629
일광읍,18,35.2639352860209,129.232263236668
장흥읍,18,34.6797661078409,126.902656420414
청산면,18,37.9817637060979,127.06768030665
고흥읍,18,34.6062565543403,127.280722165089
진부면,18,37.6373898432815,128.553137969179
창선면,18,34.8577585514021,128.012143306032
신포동,18,37.4711133457111,126.626505465171
안강읍,18,35.9902073180533,129.227014022471
북문동,18,36.567382958132,128.731337140765
성건동,18,35.8507768625382,129.207359894592
서구동,18,36.5643395233224,128.717494863148
산호동,18,35.2160543574231,128.585977212791
군북면,17,36.3301377538076,127.534426093381
망우본동,17,37.6005319691714,127.101414648372
용당1동,17,34.8059476435746,126.391714639688
무풍면,17,35.9699663355614,127.844635717683
성내.충인동,17,36.9734056370965,127.933882361537
팔탄면,17,37.1622647424703,126.904852591928
대현동,17,37.560768646354,126.947212193537
흑산면,17,34.6830172147539,125.427369709808
호미곶면,17,36.0808389212459,129.555558796117
교1동,17,37.7656087642154,128.874395269174
장기면,17,36.4967113002568,127.205654457633
외동읍,17,35.7174077063519,129.327562697191
광천읍,17,36.5046041286909,126.624963658707
횡성읍,17,37.4923616641075,127.992604693778
둔산1동,17,36.3525572796928,127.386030147258
광복동,17,35.0999627666088,129.030392960022
흥해읍,17,36.107129772667,129.341721472306
동해면,17,35.9884807143684,129.440175754937
대부동,17,37.2437201876214,126.585285091658
화양읍남성현출장소,17,,
북평동,17,37.4838308233309,129.125223115384
진북동,17,35.8279427810544,127.131417779563
용담2동,17,33.5114717601166,126.511681792485
부평4동,17,37.5008248454396,126.724985909611
송라면,17,36.2288578954538,129.357010374998
영통3동,17,37.2495485190412,127.073823313246
수민동,17,35.1960185698029,129.091044534314
여천동,17,34.7772090065679,127.667849154475
성내1동,17,37.5304794647648,127.122421771231
백운2동,17,35.1360888962486,126.902318258139
연산면,17,36.2134759344631,127.200569135756
영주1동,17,36.8265780169198,128.619878905479
신갈동,17,37.272546586554,127.107034404588
덕천제2동,17,35.2123651437989,129.007832675977
복대2동,17,36.6261772731519,127.443754850111
오라동,17,33.4951309224085,126.511579851714
합포동,17,35.2109657321392,128.579241204748
노송동,17,35.8243917583468,127.158383066938
문화동,17,36.6343422341887,127.49220671315
대연제1동,17,35.1345213888234,129.093476492915
옥포2동,17,34.8966075344371,128.687556050562
안성2동,17,37.0006254803577,127.269804751953
진산면,16,36.1443133063168,127.370225015163
진도읍,16,34.4807745844901,126.262846259233
두산동,16,37.7634707053707,128.928940348954
청량리동,16,37.5830468218369,127.048170770368
효자5동,16,35.8270944078686,127.094289395761
신호동,16,35.0854384207938,128.879117380298
청송읍,16,36.4279964219116,129.057606925592
청양읍,16,36.453339373109,126.806761960674
평거동,16,35.1738211142879,128.065384700633
하동읍,16,35.0721272532131,127.745260820046
정자1동,16,37.3727600961184,127.106323114642
점촌2동,16,36.5900185632562,128.19628757474
양평제1동,16,37.5236460161437,126.888227693253
망상동,16,37.5883709481936,129.087507972062
영동읍,16,36.1711011133666,127.776028621546
이서면,16,35.8206366026464,127.022521392115
서제3동,16,35.2171921288771,129.103930222536
부발읍,16,37.283660360919,127.486886526274
명지1동,16,35.1116319542869,128.917941543225
포천동,16,37.8982801816562,127.199918850892
미아동,16,37.6270831294021,127.027060776679
수성동,16,35.5695431253164,126.850397938287
송도2동,16,37.4032746079107,126.641696771317
강상면,16,37.4809148232956,127.477924857754
남해읍,16,34.838553445809,127.893742451126
광혜원면,16,36.9933747018963,127.435616264668
돌산읍죽포출장소,16,,
광천동,16,35.1643322251784,126.880318718859
광영동,16,34.9630703961993,127.725036610514
동량면,16,37.0263327303524,127.963254082287
수동면,15,37.7034248082825,127.325841809387
덕계동,15,37.8252044218029,127.035815323019
평화동,15,35.9841336268069,126.718417867964
서정동,15,37.067768614195,127.054711085274
광안제3동,15,35.1675606898878,129.112404419283
화양면,15,36.0377122828232,126.781852820917
장전제2동,15,35.227721847544,129.080959035112
토지면,15,35.1978744257442,127.526238011482
천북면,15,36.4787146689908,126.527235767674
온정면,15,36.7240505903019,129.345422358428
신북면,15,37.9339384363111,127.226332807245
양덕1동,15,35.2323024647889,128.586201190489
진서면,15,37.9505611855655,126.715007652455
벌교읍,15,34.847450927611,127.3415052337
통진읍,15,37.6864801478808,126.600590689838
거진읍,15,38.4361391562227,128.452553768285
동선동,15,37.5939893305551,127.020417940307
양지면,15,37.235472908635,127.279848670922
전농제1동,15,37.5780230697113,127.047705647167
기린면,15,37.9556038449986,128.319189529764
장항읍,15,36.0104236703412,126.700292669542
장평동,15,34.8894439413352,128.609443105247
서현1동,15,37.3829079107162,127.126016001895
일산2동,15,37.6846359762665,126.77721575142
송천동,15,37.6183082018068,127.023867953194
송중동,15,37.6161289893457,127.033793824171
갈말읍,15,38.1477243520665,127.30830034891
용담1동,15,33.509097798522,126.513266470185
금정동,15,37.365396718072,126.939356947385
불당1동,14,36.8059344038178,127.113723627709
경안동,14,37.4109187336633,127.257276415026
서제2동,14,35.2128782773556,129.104504042926
서초3동,14,37.4837080639573,127.01200750943
봉평동,14,34.822910899113,128.414887925305
장성읍,14,35.3032030896936,126.785267156907
구운동,14,37.2771111447235,126.971432311497
대화동,14,37.6829848694341,126.755141409924
용문동,14,37.5377008640148,126.959891817892
풍기읍,14,36.8672739628758,128.526272619327
북평면,14,37.4488891078994,128.670490518986
죽산면,14,37.0785624890218,127.422482028551
용현2동,14,37.4566591610752,126.643345558961
영주2동,14,36.8207376817204,128.618688875464
영천동,14,37.5703879302211,126.956682170377
물금읍,14,35.3104192438843,128.987276732779
용지동,14,35.2325285906299,128.681072060824
문막읍,14,37.3126265706472,127.817203298785
안중읍,14,36.9861235830997,126.931167606861
원곡면,14,37.0413570597829,127.131761959403
신평면,14,36.8853839433699,126.773564831775
상계6.7동,14,37.6752857104449,127.085073583523
곤지암읍,14,37.3509323278922,127.352374949357
대천2동,14,36.353392373452,126.589808070656
오학동,14,37.3110856971201,127.647466891088
남양읍,14,37.1930203313884,126.821319091973
음성읍,14,36.9348645388957,127.690556521919
대신동,14,37.5640649698094,126.944330406191
논현2동,14,37.517393186314,127.037350857638
가야읍,14,35.2722170382263,128.408174194563
송월동,14,37.5700627844637,126.9651946575
대항면,14,36.1244900823222,128.022140547515
첨단2동,14,35.2162837576693,126.843343053856
봉동읍,14,35.9416848722572,127.165802836097
의성읍,14,36.3559132632107,128.694803424583
내가면,14,37.7193820844793,126.389827319378
온산읍,14,35.4346153058243,129.314340288158
시흥제1동,14,37.4535392677412,126.903250685753
진접읍,14,37.7263004861765,127.189886481276
가야면,14,35.7626467994914,128.139470362942
금산읍,14,36.107237959633,127.490541064019
상서면,13,38.1578310622547,127.654248763255
신안면,13,35.3034561397921,127.973448058501
정선읍,13,37.3797685014938,128.661694256573
백운동,13,37.3279173329122,126.796912979754
방어동,13,35.4862304417293,129.423974129487
상주면,13,34.7238112711806,127.985420225016
정왕3동,13,37.3576931202887,126.726448135344
송지면,13,34.3696006590516,126.519203180693
왕조1동,13,34.9621782702181,127.520780605096
복현1동,13,35.8937525421896,128.618562566005
삼남읍,13,35.5410832750574,129.108584026825
화정1동,13,37.6446497353205,126.83354072354
경암동,13,35.9796393259123,126.72985008997
삼성2동,13,37.511263280788,127.046070584216
양동,13,34.7969655259374,126.380158472062
오류제1동,13,37.4970933382633,126.845050656227
별내면,13,37.7026376364433,127.124872496413
인덕원동,13,37.4022713934296,126.970987307991
삼호읍서부출장소,13,,
문곡소도동,13,37.1314636106415,128.960358258343
내이동,13,35.4971188045882,128.74617598973
효성2동,13,37.5250687419526,126.709819358424
시천면,13,35.2784085324267,127.840576531665
