연도,도로종류,지점번호,호선,구간,차로,도/시,시/군,읍/면,동/리,구분, AADT ,XCODE,YCODE
2024,3,1132-12 ,1132,서귀포시-중문동,6,제주,서귀포, ,법환,수시," 19,630 ",33.24765,126.51845
2024,3,1132-15 ,1132,창천리-대정읍,4,제주,서귀포,대정,보성,수시," 14,253 ",33.24901,126.28068
2024,3,1132-21 ,1132,서귀포시-중문동,4,제주,서귀포, ,동흥,수시," 28,097 ",33.25462,126.56842
2024,3,1135-05 ,1135,서광동리-대정읍,4,제주,서귀포,대정,안성,수시," 9,432 ",33.25469,126.28453
2024,3,1139-01 ,1139,제주시-중문동,4,제주,서귀포, ,중문,수시," 4,317 ",33.25894,126.43922
2024,3,1136-11 ,1136,중문동-상효동,4,제주,서귀포, ,호근,수시," 16,341 ",33.26132,126.5253
2024,3,1136-09 ,1136,하예동-중문동,4,제주,서귀포, ,색달,수시," 19,840 ",33.26233,126.42658
2024,3,1132-13 ,1132,중문동-창천리,4,제주,서귀포, ,상예,수시," 14,153 ",33.26509,126.3731
2024,3,1131-01 ,1131,서귀포시-영평동,4,제주,서귀포, ,상효,수시," 19,773 ",33.26923,126.58538
2024,3,1120-01 ,1120,하모리-신평리,2,제주,서귀포,대정,무릉2,수시," 2,124 ",33.27054,126.24552
2024,3,1136-07 ,1136,상가리-창천리,2,제주,서귀포,대정,신평,수시," 1,926 ",33.27188,126.24688
2024,3,1136-12 ,1136,상효동-신례리,2,제주,서귀포, ,상효,수시," 8,320 ",33.27309,126.59734
2024,3,1136-08 ,1136,상가리-창천리,4,제주,서귀포,안덕,상창,수시," 5,427 ",33.28058,126.35885
2024,3,1136-23 ,1136,신평리-서광리,2,제주,서귀포,대정,구억,수시," 7,563 ",33.28099,126.28623
2024,3,1132-10 ,1132,남원읍-서귀포시,4,제주,서귀포,남원,남원,수시," 9,314 ",33.28321,126.71893
2024,3,1116-05 ,1116,동광리-상창리,4,제주,서귀포,안덕,광평,수시," 24,560 ",33.28469,126.35366
2024,5,99-01   ,99,남원리-의귀리,4,제주,서귀포,남원,남원,수시," 6,171 ",33.28528,126.72087
2024,3,1136-24 ,1136,서광리-상창리,2,제주,서귀포,안덕,서광,수시," 5,502 ",33.28639,126.33106
2024,3,1139-02 ,1139,제주시-중문동,2,제주,서귀포, ,영남,수시," 4,189 ",33.28887,126.45776
2024,3,1115-02 ,1115,하원동-상효동,2,제주,서귀포, ,동홍,수시," 6,638 ",33.29173,126.55509
2024,3,1132-17 ,1132,대정읍-한림읍,4,제주,제주,한경,고산,수시," 2,940 ",33.30923,126.18469
2024,3,1132-09 ,1132,표선면-남원읍,4,제주,서귀포,표선,표선,수시," 7,974 ",33.30943,126.81258
2024,3,1139-03 ,1139,제주시-중문동,2,제주,서귀포, ,대포,수시," 1,753 ",33.31195,126.45748
2024,3,1120-03 ,1120,신평리-한경면,2,제주,제주,한경,청수,수시," 2,152 ",33.31729,126.24691
2024,3,1136-14 ,1136,신례리-성읍리,2,제주,서귀포,남원,신흥,수시," 1,772 ",33.32086,126.75067
2024,3,1131-02 ,1131,서귀포시-영평동,4,제주,서귀포,남원,신례,수시," 10,822 ",33.32162,126.59967
2024,3,1135-03 ,1135,광평리-서광동리,4,제주,서귀포,안덕,동광,수시," 33,031 ",33.32515,126.35232
2024,5,99-02   ,99,수망리-교래리,2,제주,서귀포,남원,수망,수시," 4,801 ",33.32922,126.71243
2024,3,1115-01 ,1115,안덕면-하원동,4,제주,서귀포,안덕,광평,수시," 5,441 ",33.33145,126.3583
2024,5,97-09   ,97,성읍리-표선리,4,제주,서귀포,표선,표선,수시," 2,994 ",33.33586,126.82843
2024,3,1116-03 ,1116,금악리-동광리,2,제주,제주,한림,금악,수시," 6,906 ",33.35708,126.29679
2024,3,1136-05 ,1136,상가리-창천리,2,제주,제주,한림,명월,수시," 3,389 ",33.37397,126.28474
2024,3,1132-18 ,1132,대정읍-한림읍,4,제주,제주,한림,월령,수시," 8,124 ",33.37469,126.21553
2024,3,1135-02 ,1135,북제주-애월읍,4,제주,제주,애월,어음,수시," 53,401 ",33.37858,126.37042
2024,3,1117-03 ,1117,해안동-애월읍,2,제주,제주,애월,어음,수시," 3,589 ",33.38876,126.37645
2024,3,1136-16 ,1136,성읍리-송당리,2,제주,서귀포,표선,성읍,수시," 10,514 ",33.3898,126.79871
2024,3,1120-02 ,1120,한경면-한림읍,2,제주,제주,한림,명월,수시," 2,609 ",33.39096,126.26376
2024,3,1123-02 ,1123,상가리-상가리,2,제주,제주,애월,상가,수시," 1,932 ",33.40508,126.37581
2024,3,1116-01 ,1116,한림리-동명리,4,제주,제주,한림,동명,수시," 7,066 ",33.40669,126.26792
2024,3,1117-02 ,1117,해안동-애월읍,2,제주,제주, ,노형,수시," 3,538 ",33.41562,126.47855
2024,3,1136-27 ,1136,상가리-상대리,2,제주,제주,애월,봉성,수시," 5,673 ",33.418,126.30415
2024,3,1139-05 ,1139,제주시-중문동,2,제주,제주, ,노형,수시," 4,710 ",33.42535,126.49194
2024,3,1112-06 ,1112,교래리-봉개동,2,제주,제주,조천,교래,수시," 5,343 ",33.43032,126.66773
2024,5,97-06   ,97,조천읍-성읍리,4,제주,제주,구좌,송당,수시," 10,263 ",33.43417,126.74154
2024,3,1112-05 ,1112,송당리-교래리,2,제주,제주,구좌,송당,수시," 5,396 ",33.43478,126.731
2024,3,1121-01 ,1121,한림읍-애월읍,2,제주,제주,애월,상가,수시," 2,976 ",33.43532,126.35576
2024,5,97-05   ,97,조천읍-성읍리,4,제주,제주,구좌,송당,수시," 19,199 ",33.43883,126.73141
2024,3,1112-04 ,1112,구좌읍-송당리,2,제주,제주,구좌,송당,수시," 10,560 ",33.43888,126.74435
2024,3,1117-01 ,1117,아라동-해안동,2,제주,제주, ,아라,수시," 4,295 ",33.43974,126.55486
2024,3,1119-01 ,1119,성읍리-수산리,4,제주,서귀포,성산,수산,수시," 2,287 ",33.44004,126.87896
2024,3,1132-19 ,1132,한림읍-제주시,4,제주,제주,애월,금성,수시," 18,145 ",33.44455,126.30129
2024,3,1123-01 ,1123,상가리-애월리,2,제주,제주,애월,상가,수시," 1,619 ",33.44559,126.33561
2024,3,1132-07 ,1132,성산읍-표선면,4,제주,서귀포,성산,신양,수시," 7,967 ",33.44604,126.91267
2024,3,1124-01 ,1124,송당리-수산리,2,제주,제주,구좌,송당,수시," 6,648 ",33.44697,126.76847
2024,3,1119-02 ,1119,수산리-고성리,4,제주,서귀포,성산,고성,수시," 8,433 ",33.44707,126.91176
2024,3,1136-25 ,1136,수산리-상가리,2,제주,제주,애월,상가,수시," 7,401 ",33.45167,126.34165
2024,3,1135-01 ,1135,북제주-애월읍,4,제주,제주,애월,광령,수시," 51,187 ",33.45192,126.43967
2024,3,1131-04 ,1131,영평동-제주시,6,제주,제주, ,아라,수시," 20,208 ",33.45516,126.55131
2024,3,1136-03 ,1136,애월읍-상가리,4,제주,제주,애월,광령,수시," 11,151 ",33.46387,126.43691
2024,3,1112-03 ,1112,구좌읍-송당리,2,제주,제주,구좌,송당,수시," 4,918 ",33.46603,126.77246
2024,5,99-03   ,99,교래리-대흘리,2,제주,제주,조천,대흘,수시," 9,272 ",33.46825,126.65986
2024,3,1136-18 ,1136,성읍리-송당리,2,제주,제주,구좌,송당,수시," 4,119 ",33.47168,126.7789
2024,3,1136-02 ,1136,제주시-애월읍,6,제주,제주, ,노형,수시," 54,135 ",33.47467,126.46493
2024,3,1132-22 ,1132,애월리-구엄리,4,제주,제주,애월,구엄,수시," 25,865 ",33.47574,126.38064
2024,3,1136-01 ,1136,제주시-애월읍,2,제주,제주, ,아라,수시," 14,084 ",33.47749,126.54147
2024,3,1136-22 ,1136,회천동-아라동,6,제주,제주, ,아라,수시," 12,999 ",33.47823,126.55191
2024,3,1131-05 ,1131,영평동-제주시,6,제주,제주, ,아라,수시," 35,338 ",33.48242,126.54347
2024,5,97-02   ,97,회천동-조천읍,6,제주,제주, ,봉개,수시," 29,111 ",33.48554,126.60472
2024,3,1136-26 ,1136,회천동-봉개동,2,제주,제주,     ,봉개,수시," 5,254 ",33.49095,126.60125
2024,5,97-10   ,97,제주시-회천동,6,제주,제주, ,봉개,수시," 30,526 ",33.49283,126.58976
2024,3,1132-20 ,1132,한림읍-제주시,4,제주,제주, ,내도,수시," 39,163 ",33.49337,126.44402
2024,3,1136-20 ,1136,송당리-회천동,2,제주,제주,조천,와산,수시," 2,590 ",33.49342,126.6836
2024,3,1136-21 ,1136,송당리-회천동,2,제주,제주,조천,와흘,수시," 6,834 ",33.5003,126.64794
2024,5,99-04   ,99,대흘리-신촌리,2,제주,제주,조천,대흘,수시," 3,611 ",33.50176,126.64954
2024,5,97-11   ,97,건입동-화북이동,6,제주,제주, ,화북이,수시," 33,186 ",33.50374,126.56443
2024,3,1132-23 ,1132,삼양일동-신촌리,4,제주,제주, ,삼양일,수시," 29,904 ",33.52075,126.59904
2024,3,1132-01 ,1132,제주시-조천읍,6,제주,제주, ,삼양,수시," 13,742 ",33.52172,126.58968
2024,3,1112-01 ,1112,평대리-구좌읍,2,제주,제주,구좌,평대,수시," 2,334 ",33.5261,126.83752
2024,3,1132-02 ,1132,제주시-조천읍,4,제주,제주,조천,조천,수시," 19,080 ",33.52765,126.64269
2024,3,1132-05 ,1132,조천읍-성산읍,4,제주,제주,구좌,평대,수시," 10,510 ",33.52858,126.84027
2024,3,0806-06 ,806,신양리-동천리,2,전남,완도,노화,동천,수시," 2,541 ",34.20437,126.61074
2024,2,7710-000,77,안양면-용산면,2,전남,완도,완도,중도,상시," 3,590 ",34.30597,126.72837
2024,5,13-01   ,13,신지면-완도읍,2,전남,완도,신지,송곡,수시," 4,571 ",34.33675,126.79735
2024,2,7709-002,77,남양면-조성면,2,전남,완도,신지,송곡,수시," 5,319 ",34.33734,126.78793
2024,2,1801-002,18,임회면-둔전리,2,전남,진도,임회,백동,수시," 2,170 ",34.37807,126.1786
2024,2,7710-001,77,안양면-용산면,2,전남,완도,군외,신학,수시," 1,594 ",34.37815,126.6459
2024,2,1801-004,18,고군면-임회면,2,전남,진도,임회,상만,상시, 860 ,34.38107,126.21616
2024,2,1301-000,13,완도읍-북평면,4,전남,완도,군외,원동,상시," 8,162 ",34.38392,126.65719
2024,2,1801-000,18,임회면-둔전리,2,전남,진도,임회,석교,수시," 4,409 ",34.39476,126.19245
2024,2,7711-001,77,마량면-고금면,2,전남,해남,송지,학가,수시," 4,899 ",34.39693,126.51112
2024,2,1302-001,13,완도읍-북평면,4,전남,완도,군외,원동,수시," 8,076 ",34.39918,126.63609
2024,2,7711-000,77,마량면-고금면,2,전남,해남,북평,남창,수시," 2,398 ",34.40419,126.61726
2024,2,1302-004,13,북평면-해남읍,4,전남,해남,북평,남창,수시," 6,965 ",34.40869,126.61366
2024,5,55-01   ,55,북평면-북일면,2,전남,해남,북평,남창,수시," 11,301 ",34.41914,126.63383
2024,2,7709-001,77,남양면-조성면,2,전남,완도,고금,가교,상시," 4,283 ",34.4334,126.82199
2024,2,1302-003,13,북평면-해남읍,4,전남,해남,현산,읍호,수시," 11,582 ",34.44845,126.54947
2024,2,2701-005,27,금산면-도양읍,2,전남,고흥,금산,어전,수시," 1,180 ",34.44913,127.11995
2024,5,15-07   ,15,외초리-봉래면,2,전남,고흥,봉래,외초,수시," 2,099 ",34.44918,127.48489
2024,2,2302-001,23,마량면-충렬리,2,전남,장흥,대덕,신,상시," 1,278 ",34.46151,126.86526
2024,2,1801-001,18,임회면-둔전리,2,전남,진도,진도,포산,상시," 6,943 ",34.4677,126.24244
2024,3,0827-03 ,827,북일면-삼산면,2,전남,해남,북일,흥촌,수시," 2,981 ",34.46996,126.66591
2024,2,2701-006,27,금산면-도양읍,2,전남,고흥,금산,신촌,수시," 3,641 ",34.48053,127.12266
2024,3,0819-06 ,819,회진면-대덕읍,2,전남,장흥,회진,회진,수시," 7,821 ",34.48342,126.94292
2024,3,0806-03 ,806,구림리-현산면,2,전남,해남,현산,구시,수시," 1,480 ",34.48745,126.56705
2024,2,2301-002,23,강진읍-마량면,2,전남,강진,대구,수동,수시," 4,766 ",34.4891,126.79721
2024,2,7706-002,77,장수리-영남면,2,전남,고흥,도화,발포,상시, 395 ,34.49507,127.34095
2024,2,1302-005,13,북평면-해남읍,4,전남,해남,현산,구시,수시," 11,983 ",34.49569,126.54495
2024,2,1801-003,18,고군면-임회면,2,전남,진도,고군,오산,수시," 3,333 ",34.49774,126.33476
2024,3,0819-07 ,819,대덕읍-대구면,2,전남,장흥,대덕,신월,수시," 3,321 ",34.5007,126.87556
2024,2,1802-000,18,임회면-둔전리,4,전남,진도,군내,월가,수시," 8,946 ",34.50118,126.28532
2024,2,2302-000,23,마량면-충렬리,2,전남,장흥,대덕,연지,수시," 2,655 ",34.5027,126.91147
2024,3,0806-04 ,806,신기리-구림리,2,전남,해남,삼산,신,수시," 5,879 ",34.50646,126.61176
2024,2,7712-000,77,완도읍-군외면,2,전남,해남,화산,율동,상시, 717 ,34.50825,126.47087
2024,2,1501-000,15,나로도-고흥읍,2,전남,고흥,동일,백양,수시," 2,779 ",34.50885,127.46221
2024,2,2701-007,27,금산면-도양읍,2,전남,고흥,도양,소록,상시," 5,242 ",34.51686,127.12677
2024,2,7706-003,77,장수리-영남면,2,전남,고흥,풍양,풍남,수시," 1,159 ",34.52153,127.2537
2024,2,7706-000,77,장수리-영남면,2,전남,고흥,포두,남성,수시, 791 ,34.52771,127.41821
2024,2,7706-004,77,장수리-영남면,2,전남,고흥,풍양,매곡,수시, 921 ,34.52935,127.22574
2024,2,2301-001,23,강진읍-마량면,2,전남,강진,대구,저두,수시," 5,546 ",34.5311,126.79209
2024,3,0819-09 ,819,신기리-항촌리,2,전남,강진,도암,용흥,수시," 2,028 ",34.53885,126.74814
2024,3,0855-01 ,855,도화면-포두면,2,전남,고흥,포두,세동,수시," 5,719 ",34.54395,127.34019
2024,3,0830-01 ,830,도양읍-도덕면,2,전남,고흥,도양,용정,수시," 2,050 ",34.54403,127.11933
2024,2,1803-000,18,둔전리-문내면,4,전남,진도,군내,둔전,상시," 10,963 ",34.54517,126.29822
2024,2,1501-003,15,나로도-고흥읍,2,전남,고흥,포두,옥강,수시," 3,087 ",34.54874,127.40397
2024,3,0806-02 ,806,해남면-신기리,2,전남,해남,해남,고도,수시," 19,589 ",34.54996,126.60518
2024,2,1303-000,13,북평면-해남읍,4,전남,해남,해남,백야,상시," 16,503 ",34.55042,126.57464
2024,2,1501-001,15,나로도-고흥읍,2,전남,고흥,포두,옥강,상시," 2,333 ",34.55273,127.37931
2024,2,1501-002,15,나로도-고흥읍,2,전남,고흥,포두,길두,수시," 5,092 ",34.55407,127.34805
2024,3,0803-04 ,803,산월리-군내면,2,전남,진도,군내,나,수시, 463 ,34.56172,126.25146
2024,3,0801-08 ,801,삼지원-옥동리,2,전남,해남,황산,옥동,수시, 712 ,34.56849,126.37126
2024,3,0851-01 ,851,풍남리-하림리,2,전남,고흥,풍양,상림,수시," 3,276 ",34.57019,127.25694
2024,3,0827-07 ,827,칠량면-관산읍,2,전남,강진,칠량,영동,수시," 1,958 ",34.57031,126.80529
2024,2,1303-002,13,해남읍-성전면,4,전남,해남,옥천,영춘,수시," 17,354 ",34.57038,126.6444
2024,5,55-02   ,55,북일면-도암면,2,전남,강진,도암,계라,수시," 10,877 ",34.57322,126.7129
2024,2,1806-001,18,영춘리-강진읍,2,전남,강진,도암,계라,수시," 4,566 ",34.57454,126.70715
2024,2,1804-000,18,문내면-해남읍,4,전남,해남,황산,관춘,수시," 4,950 ",34.57857,126.38965
2024,2,7705-000,77,백야리-장수리,2,전남,고흥,포두,오취,상시," 1,735 ",34.58006,127.39429
2024,2,2701-001,27,도양읍-고흥읍,4,전남,고흥,풍양,보천,수시," 9,153 ",34.58169,127.2425
2024,2,1805-003,18,문내면-해남읍,4,전남,해남,마산,상등,수시," 7,940 ",34.58453,126.55849
2024,2,1803-002,18,둔전리-문내면,4,전남,해남,문내,학동,수시," 9,696 ",34.58482,126.31287
2024,2,1805-002,18,문내면-해남읍,4,전남,해남,황산,일신,상시," 6,786 ",34.58728,126.51479
2024,2,2701-002,27,도양읍-고흥읍,4,전남,고흥,고흥,등암,상시," 11,935 ",34.58881,127.26598
2024,3,0855-02 ,855,포두면-점암면,2,전남,고흥,포두,상포,수시," 2,562 ",34.5932,127.34475
2024,2,2301-000,23,강진읍-마량면,2,전남,강진,칠량,동백,상시," 8,772 ",34.59453,126.79118
2024,2,2303-002,23,마량면-충렬리,2,전남,장흥,용산,녹원,수시," 6,020 ",34.59534,126.93474
2024,2,1502-001,15,나로도-고흥읍,2,전남,고흥,고흥,호형,수시," 8,032 ",34.59827,127.30485
2024,3,0806-01 ,806,산이면-마산면,2,전남,해남,마산,상등,수시," 11,763 ",34.59967,126.54633
2024,2,1304-002,13,해남읍-성전면,4,전남,해남,옥천,신계,수시," 13,295 ",34.60142,126.63946
2024,3,0819-08 ,819,도암면-서원리,2,전남,해남,옥천,팔산,수시," 1,822 ",34.60352,126.65374
2024,2,1806-002,18,영춘리-강진읍,4,전남,강진,강진,임천,상시," 7,776 ",34.61562,126.74515
2024,3,0819-01 ,819,서원리-미암면,2,전남,해남,마산,맹진,수시," 5,357 ",34.62178,126.62353
2024,2,7713-000,77,북평면-화산면,4,전남,해남,문내,무고,상시," 10,514 ",34.62246,126.31299
2024,2,1807-002,18,장흥읍-보성읍,2,전남,장흥,안양,사촌,상시," 1,982 ",34.63114,127.01547
2024,2,7704-002,77,백야리-장수리,2,전남,고흥,영남,우천,수시," 1,663 ",34.63204,127.48575
2024,2,2303-001,23,마량면-충렬리,2,전남,장흥,용산,어산,수시," 7,355 ",34.63289,126.90208
2024,3,0851-02 ,851,고흥읍-두원면,2,전남,고흥,두원,신송,수시," 3,431 ",34.6355,127.27442
2024,2,0204-000,2,강진읍-영전리,4,전남,강진,군동,라천,수시," 9,031 ",34.63992,126.80922
2024,2,0205-001,2,강진읍-영전리,4,전남,강진,군동,용소,상시," 8,826 ",34.64175,126.83852
2024,3,0827-05 ,827,군동면-작천면,2,전남,강진,군동,호계,수시," 2,416 ",34.64642,126.78797
2024,2,1304-003,13,해남읍-성전면,4,전남,해남,계곡,법곡,상시," 13,720 ",34.64863,126.66857
2024,2,7708-000,77,포두면-도양읍,2,전남,장흥,안양,수양,상시," 1,564 ",34.65033,126.96266
2024,2,7704-001,77,백야리-장수리,2,전남,여수,화양,장수,수시," 2,494 ",34.65312,127.58167
2024,2,1502-002,15,고흥읍-벌교읍,4,전남,고흥,점암,연봉,수시," 15,469 ",34.658,127.34245
2024,2,1807-001,18,장흥읍-보성읍,2,전남,장흥,안양,수양,수시," 4,851 ",34.66523,126.95432
2024,2,0205-003,2,강진읍-영전리,4,전남,장흥,장흥,평화,수시," 6,581 ",34.66709,126.90891
2024,3,0863-01 ,863,토도-서촌리,2,전남,여수,화양,이목,수시, 365 ,34.67012,127.56167
2024,5,22-03   ,22,장수리-화동리,2,전남,여수,화양,안포,수시," 5,717 ",34.67705,127.61941
2024,2,0202-002,2,성전면-강진읍,4,전남,강진,성전,도림,상시," 12,338 ",34.67935,126.72192
2024,1,01001-3,10,강진무위사IC-장흥IC,4,전남,강진,작천,토마,수시," 10,398 ",34.67996,126.82825
2024,3,0845-01 ,845,회천면-득량면,2,전남,보성,회천,율포,수시," 2,566 ",34.68056,127.08786
2024,3,0830-02 ,830,성전면-작천면,2,전남,강진,성전,수양,수시," 2,413 ",34.68915,126.73042
2024,2,1808-001,18,장흥읍-보성읍,2,전남,보성,회천,영천,수시," 1,072 ",34.69172,127.08034
2024,2,7713-001,77,북평면-화산면,2,전남,해남,화원,마산,수시," 1,372 ",34.69402,126.32848
2024,2,0205-002,2,영전리-초당리,4,전남,장흥,장흥,금산,수시," 8,442 ",34.6967,126.92839
2024,3,0835-02 ,835,장흥읍-병영면,2,전남,강진,병영,도룡,수시," 1,747 ",34.6991,126.8268
2024,5,22-01   ,22,화동리-죽림리,2,전남,여수,화양,용주,수시," 7,257 ",34.70197,127.61215
2024,2,0201-004,2,서영암IC-성전면,4,전남,영암,학산,묵동,상시," 6,752 ",34.70297,126.64976
2024,3,0895-01 ,895,회천면-웅치면,2,전남,보성,웅치,중산,수시," 1,573 ",34.70701,127.02032
2024,3,0827-06 ,827,작천면-성전면,2,전남,강진,작천,군자,수시," 2,686 ",34.70741,126.76945
2024,3,0830-03 ,830,작천면-병영면,2,전남,강진,병영,삼인,수시," 1,877 ",34.7099,126.8099
2024,2,1503-001,15,고흥읍-벌교읍,4,전남,고흥,남양,대곡,상시," 16,156 ",34.71151,127.34844
2024,2,2304-002,23,장흥읍-나주시,2,전남,장흥,부산,구룡,수시," 6,729 ",34.71633,126.9029
2024,2,1701-000,17,돌산읍-여수시,4,전남,여수,돌산,우두,상시," 14,076 ",34.7172,127.75881
2024,3,0863-04 ,863,서촌리-이천리,2,전남,여수,화양,옥적,수시, 696 ,34.71822,127.58421
2024,3,0803-05 ,803,문내면-화원면,2,전남,해남,화원,후산,수시, 612 ,34.72244,126.28208
2024,2,1305-001,13,성전면-나주시,4,전남,강진,성전,영풍,상시," 14,657 ",34.72412,126.7095
2024,2,1808-002,18,장흥읍-보성읍,4,전남,보성,보성,봉산,수시," 4,115 ",34.72572,127.09143
2024,1,01001-2,10,서호학산IC-강진무위사IC,4,전남,영암,학산,금계,수시," 13,091 ",34.72588,126.6159
2024,2,2304-000,23,장흥읍-나주시,2,전남,장흥,부산,유량,수시," 4,868 ",34.72637,126.90481
2024,2,0201-007,2,서영암IC-성전면,4,전남,영암,삼호,서창,수시," 9,843 ",34.72689,126.55342
2024,2,1901-005,19,미조면-고현면,2,경남,남해,미조,송정,수시," 2,652 ",34.72701,128.03322
2024,3,1018-10 ,1018,저구리-다포리,2,경남,거제,남부,다포,수시, 347 ,34.72915,128.62099
2024,3,1018-06 ,1018,저구리-저구리,2,경남,거제,남부,저구,수시," 1,373 ",34.72989,128.61314
2024,2,0206-001,2,영전리-초당리,4,전남,장흥,장동,용곡,상시," 6,669 ",34.73192,126.96149
2024,3,0801-04 ,801,독천리-광산리,2,전남,영암,학산,독천,수시," 2,947 ",34.73479,126.54704
2024,2,0301-000,3,미조면-사천시,2,경남,남해,미조,송정,수시," 1,608 ",34.73516,128.03783
2024,3,0839-03 ,839,웅치면-장동면,2,전남,장흥,장동,반산,수시, 841 ,34.74142,126.9982
2024,2,0201-005,2,서영암IC-성전면,4,전남,영암,삼호,서호,수시," 13,022 ",34.74206,126.50775
2024,1,01001-1,10,서영암IC-서호학산IC,4,전남,영암,학산,신덕,수시," 12,719 ",34.74576,126.53718
2024,2,0206-003,2,영전리-초당리,4,전남,보성,보성,쾌상,수시," 5,934 ",34.74698,127.08421
2024,3,0819-05 ,819,학산면-영암읍,4,전남,영암,학산,용산,수시," 10,817 ",34.74769,126.61742
2024,3,0895-02 ,895,웅치면-보성읍,2,전남,보성,보성,원봉,수시," 2,189 ",34.74999,127.05784
2024,2,1901-004,19,미조면-고현면,2,경남,남해,이동,신전,수시," 2,401 ",34.75052,127.94628
2024,2,0206-002,2,영전리-초당리,4,전남,장흥,장동,배산,수시," 5,712 ",34.7509,127.00926
2024,1,01001-4,10,장흥IC-보성IC,4,전남,장흥,장동,북교,수시," 11,849 ",34.75371,126.98768
2024,2,7707-000,77,점안면-포두면,2,전남,고흥,대서,상남,상시," 1,354 ",34.75814,127.331
2024,3,0806-05 ,806,용당리-용앙리,2,전남,영암,삼호,용당,수시," 7,694 ",34.76443,126.39396
2024,3,0839-10 ,839,장동면-장평면,2,전남,장흥,장평,용강,수시," 2,751 ",34.76695,126.97943
2024,3,1018-09 ,1018,동부면-남부면,2,경남,거제,남부,탑포,수시," 1,413 ",34.76729,128.60311
2024,3,0845-03 ,845,회천면-득량면,2,전남,보성,득량,송곡,수시," 3,795 ",34.76928,127.15946
2024,2,1401-000,14,남부면-연초면,2,경남,거제,동부,학동,수시," 2,203 ",34.77078,128.6377
2024,3,1024-01 ,1024,서상리-이동면,2,경남,남해,남,죽전,수시," 1,381 ",34.77271,127.8761
2024,3,1018-05 ,1018,학동리-구천리,2,경남,거제,동부,학동,수시," 1,888 ",34.77596,128.6407
2024,2,0207-001,2,초당리-벌교읍,4,전남,보성,득량,삼정,수시," 8,987 ",34.77671,127.14949
2024,2,1306-001,13,성전면-나주시,4,전남,영암,영암,학송,수시," 12,489 ",34.77751,126.74002
2024,3,1024-06 ,1024,당항리-무림리,2,경남,남해,이동,용소,수시," 1,943 ",34.77916,127.92937
2024,3,0835-04 ,835,병영면-영암읍,4,전남,영암,영암,학송,수시," 2,150 ",34.78233,126.74996
2024,3,0821-02 ,821,서호면-금서면,2,전남,영암,군서,성양,수시," 1,001 ",34.7824,126.63936
2024,3,0839-01 ,839,장평면-청풍면,2,전남,장흥,장평,축내,수시," 8,014 ",34.78481,126.96047
2024,3,0845-02 ,845,득량면-복내면,2,전남,보성,득량,삼정,수시," 1,127 ",34.78616,127.15569
2024,2,1313-000,13,성전면-나주시,4,전남,영암,영암,개신,수시," 11,639 ",34.78877,126.72852
2024,3,0895-03 ,895,보성읍-복내면,2,전남,보성,미력,반룡,수시," 3,766 ",34.79068,127.10107
2024,5,22-02   ,22,죽림리-덕양리,2,전남,여수,소라,덕양,수시," 8,402 ",34.79071,127.63299
2024,2,0201-003,2,목포IC-서영암IC,4,전남,무안,일로,청호,수시," 23,487 ",34.79364,126.51346
2024,3,0836-02 ,836,장평면-보성읍,2,전남,보성,노동,광곡,수시," 1,528 ",34.79408,127.07114
2024,2,0208-001,2,초당리-벌교읍,4,전남,보성,조성,용전,수시," 6,764 ",34.79589,127.22719
2024,2,1901-001,19,미조면-고현면,2,경남,남해,이동,무림,수시," 5,550 ",34.79593,127.95766
2024,3,1024-03 ,1024,이동면-삼동면,4,경남,남해,이동,무림,수시," 7,854 ",34.80026,127.96041
2024,2,0101-001,1,죽교동-대양동,4,전남,목포, ,죽교,상시," 16,601 ",34.80189,126.36491
2024,2,1809-002,18,보성읍-미력면,4,전남,보성,미력,덕림,상시," 11,279 ",34.80445,127.10201
2024,3,0821-01 ,821,영암읍-시종면,2,전남,영암,영암,송평,수시," 8,479 ",34.8056,126.67369
2024,3,0843-02 ,843,겸백면-미력면,2,전남,보성,겸백,남양,수시, 968 ,34.80665,127.1532
2024,2,1702-000,17,여수시-순천시,4,전남,여수, ,평여,수시," 25,252 ",34.807,127.67793
2024,3,1018-03 ,1018,구천리-구천리,2,경남,거제,동부,구천,수시," 2,479 ",34.80932,128.6284
2024,3,1024-04 ,1024,노구리-서상리,2,경남,남해,서,서상,수시," 2,080 ",34.80965,127.83656
2024,2,1503-000,15,고흥읍-벌교읍,4,전남,고흥,동강,장덕,수시," 16,611 ",34.81189,127.34671
2024,3,0819-03 ,819,영암읍-금정면,4,전남,영암,덕진,노송,수시," 3,095 ",34.81328,126.73476
2024,2,0501-006,5,오송리-산촌리,2,경남,거제,동부,오송,수시," 1,161 ",34.8135,128.58647
2024,3,1021-01 ,1021,산양읍-통영시,4,경남,통영,산양,남평,수시," 9,785 ",34.81367,128.38794
2024,2,1401-001,14,남부면-연초면,2,경남,거제,일운,망치,수시," 3,159 ",34.81484,128.67723
2024,2,1703-000,17,여수시-순천시,4,전남,여수,소라,대포,수시," 50,574 ",34.81749,127.61864
2024,1,01001-5,10,보성IC-벌교IC,4,전남,보성,겸백,수남,수시," 19,547 ",34.81994,127.195
2024,2,2901-000,29,용정리-이양면,4,전남,보성,미력,용정,상시," 13,746 ",34.82047,127.09407
2024,3,0820-04 ,820,석현동-임성리,4,전남,무안,삼향,임성,수시," 9,845 ",34.82189,126.43631
