연도,도로종류,지점번호,호선,구간,차로,도/시,시/군,읍/면,동/리,구분, AADT ,XCODE,YCODE
2024,1,02510,25,서광주IC-동림IC,4,광주, ,북,매곡,수시," 143,400 ",35.18974,126.87452
2024,2,0219-001,2,진주시-진전면,4,경남,진주,진성,천곡,수시," 13,947 ",35.19062,128.24668
2024,3,1007-06 ,1007,동산리-가진리,2,경남,진주,진성,동산,수시," 3,597 ",35.19078,128.22262
2024,2,1906-001,19,계천리-마산면,2,전남,구례,토지,파도,수시," 3,259 ",35.19128,127.54851
2024,3,1023-01 ,1023,탑리-대성리,2,경남,하동,화개,탑,수시," 2,405 ",35.19182,127.62434
2024,3,1020-01 ,1020,창원시-장유면,6,경남,창원,성산,불모산,수시," 78,548 ",35.19215,128.72143
2024,1,02510-1,25,동림IC-산월IC,4,광주, ,북,동림,수시," 101,257 ",35.19288,126.85385
2024,1,02703,27,황전IC-구례화엄사IC,4,전남,구례,구례,산성,수시," 24,899 ",35.19382,127.45153
2024,3,1014-02 ,1014,청암면-월횡리,2,경남,하동,옥종,월횡,수시, 757 ,35.19445,127.84921
2024,1,05501,55,시점-대저JCT,4,부산, ,사상,삼락,수시," 74,557 ",35.19519,128.97981
2024,1,01015,10,진성IC-지수IC,8,경남,진주,진성,동산,수시," 75,752 ",35.19531,128.22957
2024,2,1905-000,19,계천리-마산면,2,전남,구례,토지,구산,수시," 4,788 ",35.19545,127.52942
2024,3,0861-07 ,861,간전명-구례읍,2,전남,구례,문척,월전,수시," 3,924 ",35.19549,127.47582
2024,2,2406-004,24,해보면-장성읍,4,전남,함평,월야,정산,수시," 3,152 ",35.19736,126.62479
2024,3,1001-03 ,1001,곤명면-단성면,2,경남,진주,수곡,대천,수시, 651 ,35.19786,127.93245
2024,3,1014-03 ,1014,청룡리-수곡면,2,경남,진주,수곡,대천,수시," 1,640 ",35.19813,127.93028
2024,2,2311-000,23,함평읍-영광읍,2,전남,영광,불갑,건무,수시," 3,111 ",35.19892,126.49906
2024,3,1004-01 ,1004,사봉면-군북면,2,경남,진주,사봉,봉곡,수시," 2,027 ",35.19942,128.27954
2024,2,0501-000,5,우산동-내서읍,4,경남,창원,내서,감천,상시," 27,717 ",35.19945,128.52279
2024,3,1014-01 ,1014,화개면-청암면,2,경남,하동,옥종,궁항,수시, 325 ,35.19968,127.82397
2024,2,7717-000,77,운남면-현경면,2,전남,영광,염산,옥실,수시," 1,923 ",35.20143,126.38409
2024,2,1707-002,17,구례읍-곡성읍,2,전남,곡성,오곡,압록,수시," 2,883 ",35.20221,127.37272
2024,3,0865-06 ,865,외곡리-내동리,2,전남,구례,토지,외곡,수시," 1,304 ",35.20455,127.60361
2024,1,10401,104,냉정JCT-장유IC,6,경남,김해,장유,유하,상시," 65,997 ",35.2061,128.7962
2024,3,1021-06 ,1021,진북면-강명리,2,경남,함안,여항,주서,수시," 1,165 ",35.20798,128.43513
2024,1,06500-1,65.2,동부산IC-해운대IC,4,부산,기장,기장,내,수시," 49,783 ",35.20804,129.20343
2024,1,02510-2,25,산월IC-광산IC,4,광주, ,광산,신창,수시," 63,810 ",35.20883,126.83261
2024,1,50001,500,남광산IC-남장성IC,4,광주,광산, ,고룡,수시," 10,543 ",35.21123,126.77124
2024,3,1009-05 ,1009,문산읍-금산면,4,경남,진주,금산,중천,수시," 32,755 ",35.21287,128.13134
2024,2,0305-001,3,진주시-신안면,4,경남,진주,명석,우수,수시," 22,770 ",35.21299,128.03607
2024,2,1815-000,18,구례읍-화엄사,2,전남,구례,마산,광평,상시," 3,020 ",35.21404,127.48945
2024,3,0887-04 ,887,임곡리-고서면,2,전남,담양,고서,성월,수시," 6,594 ",35.21586,126.97802
2024,2,1511-002,15,동북면-오산면,2,전남,곡성,오산,조양,수시," 1,725 ",35.21604,127.12875
2024,1,01030,10,대저JCT-부산(종점),4,부산, ,북,덕천2,수시," 74,754 ",35.21624,128.99821
2024,2,1410-005,14,진영읍-김해시,4,경남,김해,주촌,농소,수시," 31,660 ",35.21747,128.83726
2024,3,1013-01 ,1013,진주시-대곡면,2,경남,진주,집현,신당,수시," 8,646 ",35.21753,128.12436
2024,3,1040-01 ,1040,대곡면-화정면,2,경남,진주,대곡,마진,수시, 670 ,35.21879,128.21872
2024,2,2311-001,23,함평읍-영광읍,2,전남,영광,불갑,안맹,상시," 3,532 ",35.21885,126.50315
2024,1,02508,25,고서JCT- 문흥IC,6,전남,담양,고서,보촌,상시," 52,656 ",35.21903,126.94991
2024,5,69-13   ,69,불암동-대동면,6,경남,김해, ,불암,수시," 15,680 ",35.21941,128.92405
2024,3,1006-01 ,1006,명석면-신안면,2,경남,진주,명석,우수,수시," 2,157 ",35.21988,128.04089
2024,2,7717-001,77,운남면-현경면,2,전남,영광,염산,봉남,수시," 1,262 ",35.22019,126.36486
2024,1,10503,105,대청IC-남진례IC,4,경남,김해,진례,산본,수시," 25,585 ",35.22058,128.77437
2024,3,0808-03 ,808,염산면-군남면,2,전남,영광,염산,봉남,수시," 16,971 ",35.22145,126.3858
2024,1,02510-3,25,광산IC-북광산IC,4,광주, ,광산,비아,수시," 46,489 ",35.22156,126.82702
2024,5,30-11   ,30,군북면-이반성면,2,경남,함안,군북,원북,수시, 561 ,35.22163,128.32864
2024,1,01028,10,서김해IC-동김해IC,6,경남,김해, ,흥,수시," 81,441 ",35.22211,128.87598
2024,1,01029,10,김해JCT-대저JCT,6,경남,김해, ,강동,상시," 66,122 ",35.22267,128.95244
2024,3,1042-05 ,1042,진례IC-김해시,6,경남,김해,주촌,내삼,수시," 19,222 ",35.22301,128.81574
2024,2,2702-000,27,광천리-삼기면,2,전남,곡성,삼기,금반,수시," 2,682 ",35.22302,127.23128
2024,2,2207-001,22,영광읍-해보면,4,전남,영광,묘량,신천,상시," 16,626 ",35.22404,126.5425
2024,1,01027,10,냉정JCT-서김해IC,6,경남,김해,장유,유하,상시," 63,828 ",35.22413,128.82167
2024,1,01028-1,10,동김해IC-김해JCT,8,경남,김해, ,부원,수시," 98,741 ",35.22476,128.90957
2024,5,60-04   ,60,고서면-창평면,2,전남,담양,고서,산덕,수시," 10,893 ",35.22489,126.99101
2024,1,01026-1,10,진례JCT-냉정JCT,8,경남,김해,주촌,유하,수시," 87,358 ",35.22581,128.78425
2024,1,02507,25,창평IC-고서JCT,4,전남,담양,창평,의항,수시," 32,734 ",35.226,126.98349
2024,3,1042-04 ,1042,진례IC-김해시,4,경남,김해,진례,산본,수시," 23,978 ",35.22698,128.76995
2024,2,2703-001,27,삼기면-옥과면,4,전남,곡성,삼기,금반,수시," 9,375 ",35.22761,127.22975
2024,3,0861-06 ,861,구례읍-사림리,2,전남,구례,용방,사림,수시," 4,940 ",35.22795,127.4518
2024,1,05502,55,대저JCT-초정IC,4,경남,김해,대동,초정,수시," 80,050 ",35.22825,128.97755
2024,5,60-07   ,60,삼기면-곡성읍,4,전남,곡성,삼기,금반,수시," 16,992 ",35.23026,127.24411
2024,1,01016,10,지수IC-군북IC,8,경남,진주,지수,승산,수시," 77,385 ",35.23095,128.2717
2024,3,1037-03 ,1037,사봉면-화정면,2,경남,진주,지수,승산,수시," 3,671 ",35.23098,128.26925
2024,1,03502,35,서진주IC-단성IC,4,경남,진주, ,판문,상시," 30,767 ",35.23105,127.99604
2024,1,06500-2,65.2,해운대IC-기장IC,6,부산,기장,기장,청강,수시," 58,739 ",35.23187,129.20754
2024,1,01026,10,진례IC-진례JCT,8,경남,김해,진례,송정,수시," 99,965 ",35.23246,128.76661
2024,3,1042-03 ,1042,진례IC-김해시,4,경남,김해, ,외,수시," 30,599 ",35.2334,128.84812
2024,2,2906-004,29,광주시-백동리,4,전남,담양,고서,주산,수시," 13,843 ",35.23394,126.95569
2024,3,0897-03 ,897,남면-대덕면,2,전남,담양,대덕,운암,수시, 857 ,35.23397,127.05051
2024,3,0734-09 ,734,구룡리-삼계면,2,전남,장성,동화,월산,수시," 7,685 ",35.23834,126.72017
2024,1,10205,102,내서JCT-서마산IC,4,경남,창원,마산회원,중,상시," 66,857 ",35.23854,128.5453
2024,1,01201,12,고서JCT-담양JCT,6,전남,담양,고서,보촌,수시," 22,189 ",35.23866,126.96171
2024,2,1412-000,14,부산시-기장읍,4,경남,기장,철마,고촌,수시," 22,984 ",35.2406,129.17553
2024,1,02506,25,대덕JCT-창평IC,4,전남,담양,대덕,운암,수시," 30,336 ",35.24175,127.01695
2024,1,02511,25,북광산IC-남장성JCT,4,전남,장성,남,월곡,수시," 39,089 ",35.2434,126.81547
2024,3,1007-05 ,1007,집현면-진주시,2,경남,진주,집현,봉강,수시," 1,066 ",35.24451,128.07174
2024,2,0306-001,3,진주시-신안면,4,경남,진주,명석,오미,상시," 19,920 ",35.24501,127.99393
2024,2,1906-002,19,구례읍-남원시,4,전남,구례,용방,용강,수시," 7,793 ",35.24534,127.44253
2024,1,10206,102,서마산IC-동마산IC,4,경남,창원,마산회원,회성,수시," 58,678 ",35.2456,128.57848
2024,1,50002,500,남장성IC-남장성JCT,4,전남,장성,남,녹진,수시," 12,173 ",35.24722,126.79516
2024,1,05502-1,55,초정IC-대감JCT,4,경남,김해,대동,예안,수시," 110,498 ",35.24808,128.98424
2024,2,3302-000,33,진주시-생비량면,4,경남,진주,집현,냉정,수시," 13,037 ",35.24984,128.09704
2024,2,2703-000,27,삼기면-옥과면,2,전남,곡성,겸,칠봉,수시," 4,656 ",35.25002,127.18512
2024,1,25305,253,담양JCT-대덕JCT,4,전남,담양,창평,유산,수시," 13,088 ",35.25039,126.99792
2024,3,1047-03 ,1047,청암면-시천면,2,경남,산청,시천,신천,수시," 3,965 ",35.25086,127.78715
2024,1,55104,551,김해JCT-대동JCT,4,경남,김해,대동,예안,상시," 38,843 ",35.25209,128.95541
2024,2,2406-002,24,해보면-장성읍,4,전남,장성,삼계,월연,수시," 5,580 ",35.25213,126.65643
2024,1,25304,253,북광주IC-담양JCT,4,전남,장성,진원,진원,수시," 23,126 ",35.25374,126.91014
2024,3,1007-04 ,1007,대곡면-미천면,2,경남,진주,대곡,단목,수시," 1,271 ",35.25529,128.14656
2024,2,0109-000,1,광주시-장성읍,4,전남,장성,진원,산정,상시," 24,470 ",35.2553,126.8121
2024,1,02505,25,곡성IC-옥과IC,4,전남,곡성,삼기,의암,수시," 35,987 ",35.25552,127.16588
2024,2,5902-002,59,횡천면-시천면,2,경남,산청,시천,외공,수시," 4,180 ",35.25564,127.82348
2024,2,2906-006,29,광주시-백동리,4,전남,담양,봉산,유산,수시," 13,948 ",35.2564,126.95769
2024,3,1029-04 ,1029,여양리-군북면,2,경남,함안,군북,덕대,수시," 2,533 ",35.25645,128.34939
2024,3,0842-01 ,842,남죽리-만곡리,2,전남,영광,군서,만금,수시," 2,735 ",35.2567,126.4724
2024,1,01504,15,함평IC-영광IC,4,전남,함평,함평,진양,수시," 15,206 ",35.25801,126.52689
2024,5,30-10   ,30,군북면-이반성면,2,경남,함안,군북,중암,수시," 4,079 ",35.26128,128.34371
2024,5,30-07   ,30,내서읍-가야면,4,경남,창원,내서,용담,수시," 26,337 ",35.26142,128.50725
2024,3,1007-03 ,1007,가진리-대곡면,2,경남,진주,대곡,광석,수시," 4,004 ",35.26148,128.16939
2024,3,1005-04 ,1005,옥종면-단성면,2,경남,산청,단성,창촌,수시," 2,402 ",35.26198,127.89949
2024,1,10204,102,산인JCT-내서JCT,4,경남,함안,산인,신산,상시," 40,648 ",35.2638,128.50137
2024,2,2406-001,24,해보면-장성읍,4,전남,장성,삼계,사창,수시," 9,034 ",35.26425,126.67328
2024,1,01201-1,12,담양JCT-담양IC,4,전남,담양,봉산,유산,상시," 27,951 ",35.26437,126.97268
2024,1,00101,1,구서IC-노포IC,6,부산, ,금정,구서,수시," 70,579 ",35.26441,129.10554
2024,1,02505-1,25,옥과IC-대덕JCT,4,전남,곡성,오산,연화,수시," 43,385 ",35.26455,127.08656
2024,2,2001-000,20,시천면-신안면,2,경남,산청,시천,사,수시," 5,752 ",35.26683,127.85804
2024,3,1042-02 ,1042,진례IC-김해시,4,경남,김해,진례,청천,수시," 17,497 ",35.26697,128.75353
2024,2,2408-001,24,장성읍-대전면,2,전남,장성,진원,진원,상시," 3,134 ",35.2678,126.8374
2024,5,30-08   ,30,내서읍-가야면,4,경남,함안,산인,신산,수시," 20,155 ",35.26787,128.47194
2024,1,10207,102,동마산IC-창원JCT,4,경남,창원,마산회원,구암,수시," 47,689 ",35.26788,128.6182
2024,2,7903-000,79,당동IC-문산IC,4,경남,함안,가야,검암,수시," 5,489 ",35.26823,128.42126
2024,3,1040-02 ,1040,화정면-용덕면,2,경남,의령,화정,화양,수시, 883 ,35.26827,128.26962
2024,2,1315-001,13,담양읍-옥과면,2,전남,담양,무정,오례,수시," 2,507 ",35.26889,127.08554
2024,3,1021-07 ,1021,괴산리-산인면,2,경남,함안,산인,신산,수시," 1,471 ",35.26894,128.45896
2024,5,60-05   ,60,창평면-오례리,2,전남,담양,무정,오례,수시," 1,784 ",35.26911,127.08124
2024,2,1408-003,14,창원시-진영읍,6,경남,창원,동,용전,수시," 51,252 ",35.26927,128.65529
2024,1,01025-1,10,진영JCT-진례IC,8,경남,김해,진영,우동,수시," 89,698 ",35.26929,128.74751
2024,3,1047-02 ,1047,청암면-시천면,2,경남,산청,시천,내대,수시," 2,783 ",35.26964,127.77555
2024,1,04501,45,내서JCT-칠원JCT,4,경남,창원시,마산회원,호계,수시," 24,885 ",35.26996,128.51626
2024,1,60005,600,대감JCT-김해가야하이패스IC,4,경남,김해,대동,대감,상시," 65,842 ",35.27007,128.99235
2024,2,1315-002,13,담양읍-옥과면,4,전남,곡성,옥과,리문,수시," 5,868 ",35.27021,127.13534
2024,3,0808-05 ,808,군남면-영광읍,4,전남,영광,영광,녹사,수시," 15,475 ",35.27029,126.49745
2024,2,7902-000,79,당동IC-문산IC,2,경남,함안,군북,중암,수시," 4,748 ",35.27038,128.33508
2024,3,1001-04 ,1001,곤명면-단성면,2,경남,산청,단성,남사,수시," 1,671 ",35.27039,127.93801
2024,2,0501-001,5,내서읍-영산면,4,경남,함안,칠원,예곡,수시," 14,564 ",35.27048,128.52918
2024,1,01024,10,창원JCT-동창원IC,8,경남,창원,동,용전,수시," 120,432 ",35.27075,128.66231
2024,2,2002-000,20,시천면-신안면,2,경남,산청,단성,길,수시," 6,596 ",35.27076,127.91656
2024,3,0887-03 ,887,봉산면-담양읍,2,전남,담양,봉산,신학,수시," 2,824 ",35.27222,126.95618
2024,2,1311-000,13,광주시-담양읍,4,전남,담양,대전,대치,수시," 20,919 ",35.27237,126.89264
2024,5,69-14   ,69,대동면-상동면,2,경남,김해,대동,괴정,수시," 7,466 ",35.27269,128.98217
2024,2,1315-000,13,담양읍-옥과면,2,전남,담양,무정,오례,상시," 2,020 ",35.27304,127.0775
2024,3,1029-05 ,1029,군북면-장지IC,2,경남,함안,군북,중암,수시," 3,440 ",35.27326,128.34311
2024,2,7717-002,77,양간리-송석리,2,전남,영광,백수,상사,수시," 1,685 ",35.27449,126.37714
2024,2,3101-003,31,부산시-온산읍,4,경남,기장,일광,이천,수시," 23,953 ",35.27462,129.24459
2024,2,7902-001,79,당동IC-문산IC,2,경남,함안,군북,소포,상시," 7,722 ",35.27475,128.35153
2024,1,05502-2,55,대감JCT-대동JCT,4,경남,김해,대동,대감,상시," 104,401 ",35.27593,128.98467
2024,3,1049-03 ,1049,대평면-단성면,2,경남,산청,단성,사월,수시," 1,164 ",35.27605,127.95549
2024,5,30-09   ,30,내서읍-가야면,4,경남,함안,산인,송정,수시," 18,415 ",35.27696,128.43014
2024,1,60009,600,기장철마IC-기장IC·JCT,4,부산,기장,철마,백길,수시," 57,021 ",35.27809,129.18085
2024,3,1049-05 ,1049,단성면-명석면,2,경남,산청,단성,묵곡,수시," 3,709 ",35.27841,127.97222
2024,1,01025,10,동창원IC-진영JCT,8,경남,김해,진영,사산,수시," 125,808 ",35.27898,128.7083
2024,1,01019-1,10,산인JCT-칠원JCT,4,경남,함안,산인,모곡,수시," 54,124 ",35.27915,128.49238
2024,1,01019,10,함안IC-산인JCT,8,경남,함안,가야,도항,상시," 94,443 ",35.27929,128.42794
2024,3,1049-04 ,1049,단성면-명석면,2,경남,진주,명석,외율,수시," 3,578 ",35.28009,127.99189
2024,3,0898-02 ,898,대전면-북하면,2,전남,담양,대전,대치,수시," 3,211 ",35.28033,126.89346
2024,1,02510-4,25,남장성JCT-장성IC,4,전남,장성,장성,단광,수시," 50,256 ",35.28054,126.79101
2024,2,3302-002,33,진주시-생비량면,4,경남,진주,집현,대암,상시," 13,144 ",35.28102,128.08474
2024,2,2407-000,24,장성읍-대전면,2,전남,장성,장성,단광,수시," 2,122 ",35.28129,126.80451
2024,2,0502-001,5,내서읍-영산면,6,경남,함안,칠원,예곡,수시," 34,758 ",35.28154,128.5295
2024,1,00101-1,1,노포IC-노포JCT,6,부산, ,금정,노포,수시," 65,379 ",35.28171,129.10485
2024,5,30-03   ,30,본포리-용잠리,4,경남,창원,동,용잠,수시," 12,651 ",35.28211,128.68523
2024,3,1001-05 ,1001,단성면-산청읍,2,경남,산청,단성,입석,수시," 1,055 ",35.28246,127.91909
2024,3,0805-03 ,805,백수읍-영광읍,2,전남,영광,군서,남계,수시," 11,736 ",35.28326,126.46939
2024,1,01019-3,10,북창원IC-창원JCT,4,경남,창원,동,외감,상시," 69,601 ",35.2833,128.61659
2024,2,2906-005,29,광주시-백동리,4,전남,담양,무정,오봉,수시," 13,392 ",35.28371,126.97676
2024,1,01017,10,군북IC-장지IC,8,경남,함안,군북,사도,수시," 80,128 ",35.28429,128.32886
2024,5,67-13   ,67,가야읍-법수면,4,경남,함안,가야,산서,수시," 11,527 ",35.28459,128.40225
2024,1,60007,600,노포JCT-금정IC,4,부산, ,금정,노포,수시," 58,558 ",35.28524,129.10556
2024,2,1409-001,14,창원시-진영읍,4,경남,창원,동,용잠,수시," 35,770 ",35.28528,128.69156
2024,2,2406-003,24,해보면-장성읍,4,전남,장성,동화,용정,상시," 14,450 ",35.28584,126.7429
2024,1,55101,551,대동JCT-물금IC,6,경남,김해,대동,월촌,수시," 108,136 ",35.28604,128.99608
2024,2,0110-000,1,광주시-장성읍,4,전남,장성,장성,단광,수시," 31,694 ",35.2865,126.78822
2024,1,60008,600,금정IC-기장철마IC,4,부산, ,금정,두구,수시," 53,225 ",35.28657,129.13442
2024,2,2002-001,20,시천면-신안면,4,경남,산청,단성,사월,수시," 7,654 ",35.28688,127.95798
2024,2,7904-000,79,의령읍-사도리,4,경남,창원,북,외감,상시," 57,577 ",35.28732,128.61172
2024,3,0734-06 ,734,황룡면-구룡리,2,전남,장성,황룡,월평,수시," 10,486 ",35.28802,126.76939
2024,2,5903-000,59,시천면-산청읍,2,경남,산청,삼장,대하,상시," 3,758 ",35.28806,127.83555
2024,2,1312-001,13,광주시-담양읍,4,전남,담양,대전,성산,상시," 22,251 ",35.28858,126.91444
2024,1,60006,600,김해가야하이패스IC-노포JCT,4,경남,김해,대동,월촌,수시," 62,290 ",35.28864,129.04842
2024,1,01019-2,10,칠원JCT-북창원IC,4,경남,함안,칠원,유원,수시," 71,509 ",35.28906,128.57884
2024,2,1410-004,14,진영읍-김해시,4,경남,김해,한림,병동,수시," 30,451 ",35.28967,128.78877
2024,3,1042-01 ,1042,진영읍-진례IC,4,경남,김해,진영,내룡,수시," 21,786 ",35.28967,128.76373
2024,2,7717-003,77,양간리-송석리,2,전남,영광,백수,대전,수시," 1,238 ",35.28973,126.39891
2024,1,05503-1,55.2,대동JCT-상동IC,4,경남,김해,대동,덕산,수시," 51,424 ",35.29077,128.98253
2024,1,60004,600,광재IC-대감JCT,4,경남,김해,상동,우계,수시," 50,936 ",35.29177,128.92838
2024,2,1708-000,17,곡성읍-남원시,4,전남,곡성,곡성,장선,수시," 2,854 ",35.29254,127.30308
2024,1,01018,10,장지IC-함안IC,8,경남,함안,군북,유현,수시," 90,508 ",35.29277,128.36577
2024,1,04501-1,45,칠원JCT-칠서IC,4,경남,함안,칠서,부곡,수시," 64,275 ",35.29344,128.50008
2024,1,60003,600,한림IC-광재IC,4,경남,김해,한림,명동,수시," 41,495 ",35.29407,128.84227
2024,1,60001,600,진영JCT-진영IC,4,경남,김해,진영,우동,수시," 33,018 ",35.29503,128.75475
2024,5,60-08   ,60,곡성읍-수지면,2,전남,곡성,곡성,대평,수시," 6,047 ",35.29525,127.33911
2024,3,1029-03 ,1029,장지IC-백산리,2,경남,함안,군북,장지,수시," 5,553 ",35.29555,128.33779
2024,2,7901-000,79,문발IC-당동IC,4,경남,함안,군북,월촌,상시," 15,024 ",35.29567,128.298
2024,2,2312-000,23,영광읍-남고창IC,4,전남,영광,영광,입석,수시," 7,535 ",35.29686,126.53745
2024,2,1316-000,13,옥과면-대강면,2,전남,곡성,입,입석,상시," 4,295 ",35.29816,127.17958
2024,2,1906-000,19,구례읍-남원시,4,전남,구례,산동,신학,수시," 6,384 ",35.29892,127.42628
2024,3,0893-01 ,893,삼계면-성송면,2,전남,장성,삼계,수옥,수시," 1,925 ",35.29907,126.677
2024,2,2002-002,20,시천면-신안면,4,경남,산청,단성,성내,수시," 6,134 ",35.29916,127.9614
2024,1,60002,600,진영IC-한림IC,4,경남,김해,진영,설창,수시," 38,345 ",35.3006,128.77791
2024,3,0734-04 ,734,삼계면-대마면,2,전남,영광,대마,원흥,수시," 6,732 ",35.30147,126.56796
2024,1,06500-3,65.2,기장IC-장안IC,6,부산,기장,일광,화전,수시," 55,212 ",35.30495,129.22578
2024,1,00101-2,1,노포JCT-양산JCT,6,부산, ,금정,노포,상시," 86,975 ",35.30603,129.07556
2024,2,1414-001,14,기장읍-울산시,4,경남,기장,일광,원,상시," 32,370 ",35.30718,129.24056
2024,2,3501-000,35,부산시-양산시,8,경남,양산,동,금산,상시," 28,715 ",35.31018,129.02747
2024,3,1021-08 ,1021,산인면-평림리,2,경남,함안,산인,운곡,수시," 5,986 ",35.31029,128.44921
2024,3,1041-01 ,1041,칠원면-대산면,4,경남,함안,칠서,회산,수시," 13,202 ",35.31074,128.49409
2024,1,02511-1,25,장성IC-장성JCT,4,전남,장성,장성,단광,수시," 48,279 ",35.31171,126.79169
2024,3,0840-07 ,840,곡성읍-입면,2,전남,곡성,곡성,신기,수시," 2,926 ",35.31197,127.28961
2024,3,1037-04 ,1037,화정면-의령읍,2,경남,의령,의령,하,수시," 3,553 ",35.31285,128.2541
2024,3,0842-03 ,842,만곡리-법성면,2,전남,영광,백수,장산,수시," 1,997 ",35.31372,126.45613
2024,2,5802-000,58,김해시-생림면,4,경남,김해,생림,사촌,상시," 18,820 ",35.31389,128.87085
2024,1,55102,551,물금IC-남양산IC,6,경남,양산,물금,증산,수시," 89,997 ",35.31566,129.01403
2024,1,02704,27,구례화엄사IC-서남원IC,4,전남,남원,수지,산정,상시," 28,491 ",35.31607,127.37791
2024,2,2003-001,20,신안면-생비량면,2,경남,산청,신안,하정,상시," 9,158 ",35.31643,127.99031
2024,2,7904-004,79,의령읍-사도리,4,경남,창원,북,화천,수시," 32,858 ",35.31643,128.60938
2024,3,0730-03 ,730,대강면-금지면,2,전북,남원,금지,상귀,수시," 1,612 ",35.31658,127.2918
2024,2,1409-003,14,진영읍-김해시,4,경남,김해,진영,본산,수시," 21,099 ",35.31704,128.76004
2024,2,2007-001,20,생비량면-의령읍,4,경남,의령,의령,동동,수시," 12,414 ",35.31802,128.27944
2024,2,1312-000,13,광주시-담양읍,4,전남,담양,담양,양각,수시," 19,407 ",35.31832,126.96771
2024,2,2704-002,27,옥과면-순창읍,4,전북,순창,풍산,금곡,상시," 3,058 ",35.31836,127.14275
2024,2,3101-000,31,부산시-온산읍,4,경남,기장,장안,임랑,수시," 23,782 ",35.32312,129.2604
2024,2,5802-001,58,김해시-생림면,4,경남,김해,생림,사촌,수시," 17,974 ",35.32326,128.85444
2024,3,1077-01 ,1077,사송리-석산리,6,경남,양산,동,내송,수시," 35,462 ",35.32435,129.05826
2024,2,2314-000,23,영광읍-남고창IC,4,전남,영광,대마,홍교,상시," 1,949 ",35.32476,126.59409
2024,1,25303,253,장성JCT-북광주IC,4,전남,장성,장성,야은,수시," 15,477 ",35.32583,126.81004
2024,3,0734-07 ,734,북일면-황룡면,2,전남,장성,장성,장안,수시," 4,717 ",35.32697,126.78226
2024,2,1708-001,17,곡성읍-남원시,4,전북,남원,금지,상신,수시," 4,252 ",35.32775,127.30189
2024,2,3302-001,33,진주시-생비량면,4,경남,진주,미천,안간,수시," 11,505 ",35.32807,128.0854
2024,2,2502-000,25,진영읍-밀양시,4,경남,창원,대산,제동,상시," 32,717 ",35.32823,128.71274
2024,1,55103,551,남양산IC-양산JCT,4,경남,양산,동 ,석산,수시," 97,850 ",35.32855,129.03025
2024,3,0897-04 ,897,금성면-용면,2,전남,담양,금성,대곡,수시," 1,138 ",35.33097,127.02916
2024,3,1037-05 ,1037,의령읍-궁류면,2,경남,의령,가례,가례,수시," 2,480 ",35.33113,128.24678
2024,2,2408-000,24,담양읍-순창읍,4,전남,담양,금성,대곡,수시," 5,536 ",35.33157,127.02346
2024,2,0111-000,1,장성읍-정읍시,4,전남,장성,장성,야은,수시," 8,102 ",35.33405,126.80984
2024,2,1907-000,19,구례읍-남원시,4,전남,구례,산동,계천,수시," 5,122 ",35.33481,127.4416
2024,2,2006-001,20,생비량면-의령읍,4,경남,의령,가례,봉두,상시," 10,432 ",35.33498,128.20777
2024,3,1013-03 ,1013,대곡면-칠곡면,2,경남,의령,칠곡,신포,수시," 2,979 ",35.33501,128.20255
2024,3,0730-01 ,730,금과면-풍산면,2,전북,순창,금과,동전,수시," 18,235 ",35.33586,127.09415
2024,3,1006-03 ,1006,신안면-신등면,2,경남,산청,신안,장죽,수시," 5,224 ",35.33627,128.00097
2024,3,1022-03 ,1022,원동면-양산시,8,경남,양산,물금,범어,수시," 25,436 ",35.33631,129.01403
2024,5,15-01   ,15,담양읍-북하면,2,전남,담양,월산,화방,수시," 6,485 ",35.33651,126.96142
2024,2,2003-000,20,신안면-생비량면,2,경남,산청,신안,장죽,수시," 4,787 ",35.33658,128.00672
2024,5,60-09   ,60,수지면-주천리,2,전북,남원,수지,호곡,수시," 1,918 ",35.33682,127.36958
2024,2,2907-000,29,담양읍-쌍치면,2,전남,담양,담양,삼만,수시," 7,411 ",35.33776,126.99072
2024,5,60-13   ,60,칠서면-북면,2,경남,창원,북,내곡,수시," 6,467 ",35.34012,128.59979
2024,3,1013-02 ,1013,칠곡면-가례면,2,경남,의령,칠곡,외조,수시," 2,681 ",35.34148,128.19467
2024,2,0108-000,1,장성읍-정읍시,4,전남,장성,장성,상오,상시," 5,120 ",35.3418,126.82391
2024,3,0796-02 ,796,대산면-공음면,2,전북,고창,대산,매산,수시," 3,329 ",35.34245,126.59654
2024,2,0502-005,5,내서읍-영산면,4,경남,함안,칠북,가연,수시," 13,018 ",35.34284,128.52116
2024,3,0734-02 ,734,대산면-무장면,2,전북,고창,대산,매산,수시," 1,089 ",35.34304,126.59726
2024,2,2408-002,24,담양읍-순창읍,2,전남,담양,금성,봉서,상시," 6,093 ",35.34316,127.04541
2024,1,25302,253,장성물류IC-장성JCT,4,전남,장성,서삼,송현,수시," 23,947 ",35.34326,126.78798
2024,2,0701-001,7,부산시-웅상읍,4,경남,부산,정관,임곡,상시," 27,852 ",35.34558,129.12842
2024,1,00102,1,양산JCT-양산IC,8,경남,양산, ,다방,수시," 101,646 ",35.34566,129.04452
2024,1,01202,12,담양IC-순창IC,4,전남,담양,담양,학동,수시," 22,544 ",35.346,127.07321
2024,5,60-20   ,60,칠서면-북면,4,경남,창원,북,신촌,수시," 14,576 ",35.34654,128.61203
