행정구역,순위,2023년 수(명),비율(%),lat,lon
경기도 용인시 기흥구 기흥동,980.0,20648.0,0.04,37.2314546545581,127.115495447211
경상남도 양산시 소주동,981.0,20641.0,0.04,35.4075411471322,129.157802988972
서울특별시 노원구 하계2동,982.0,20622.0,0.04,37.6320400945186,127.067978173503
서울특별시 영등포구 당산1동,983.0,20620.0,0.04,37.5249733938377,126.89738449562
충청북도 영동군 영동읍,984.0,20602.0,0.04,36.1711011133666,127.776028621546
대전광역시 유성구 노은1동,985.0,20595.0,0.04,36.3682675116688,127.318452425806
경기도 광명시 광명7동,986.0,20581.0,0.04,37.4693741601209,126.853066142144
전북특별자치도 정읍시 내장상동,987.0,20570.0,0.04,35.5573644882452,126.8687165098
서울특별시 서초구 양재2동,988.0,20566.0,0.04,37.4706332171865,127.041288687936
서울특별시 강남구 논현1동,989.0,20550.0,0.04,37.5114706392719,127.028552712008
부산광역시 부산진구 전포1동,990.0,20543.0,0.04,35.1543730404872,129.067400901206
전라남도 여수시 소라면,991.0,20534.0,0.04,34.7927178488215,127.632515201229
서울특별시 영등포구 도림동,992.0,20532.0,0.04,37.5094388403258,126.895944463887
대구광역시 달성군 논공읍,993.0,20525.0,0.04,35.7743375840323,128.419911564146
대전광역시 중구 문화1동,994.0,20512.0,0.04,36.3153105004116,127.406486916692
울산광역시 중구 병영1동,995.0,20501.0,0.04,35.5700563394445,129.34658720492
서울특별시 양천구 목3동,996.0,20499.0,0.04,37.5447333646532,126.864455859678
전북특별자치도 고창군 고창읍,997.0,20499.0,0.04,35.4344530435265,126.703032405916
서울특별시 마포구 용강동,998.0,20491.0,0.04,37.54231770904,126.942708117541
강원특별자치도 속초시 노학동,999.0,20457.0,0.04,38.1898578919459,128.525468019074
서울특별시 강서구 화곡3동,1000.0,20456.0,0.04,37.5425273892061,126.838411865428
경기도 의정부시 녹양동,1001.0,20453.0,0.04,37.7601308014542,127.03232037874
대전광역시 서구 도마1동,1002.0,20406.0,0.04,36.3143490041597,127.37989101987
경상북도 안동시 옥동,1003.0,20391.0,0.04,36.5615167017752,128.701719516809
경기도 고양시 일산동구 중산1동,1004.0,20383.0,0.04,37.6918173956872,126.780441473585
대구광역시 수성구 만촌3동,1005.0,20334.0,0.04,35.855501152724,128.650602929716
경기도 고양시 덕양구 행신1동,1006.0,20320.0,0.04,37.6223302504681,126.835905834633
강원특별자치도 횡성군 횡성읍,1007.0,20311.0,0.04,37.4923616641075,127.992604693778
경기도 구리시 교문2동,1008.0,20302.0,0.04,37.5869699984418,127.1341669336
서울특별시 광진구 중곡2동,1009.0,20291.0,0.04,37.5602945934343,127.081526307691
부산광역시 부산진구 가야1동,1010.0,20267.0,0.04,35.1532432435598,129.034283838899
울산광역시 중구 성안동,1011.0,20264.0,0.04,35.5744154667213,129.309758411709
경상남도 창원시 진해구 자은동,1012.0,20263.0,0.04,35.1471122577556,128.70545375036
경기도 군포시 금정동,1013.0,20246.0,0.04,37.365396718072,126.939356947385
서울특별시 중랑구 상봉2동,1014.0,20244.0,0.04,37.5929903188243,127.080873522447
경기도 군포시 송부동,1015.0,20200.0,0.04,37.3205642278771,126.925281439034
경기도 부천시 소사구 송내1동,1016.0,20199.0,0.04,37.4840768687369,126.75612218073
서울특별시 양천구 신월2동,1017.0,20173.0,0.04,37.5249805841786,126.84458121373
대구광역시 동구 불로·봉무동,1018.0,20157.0,0.04,35.9102575293579,128.639298129545
경기도 군포시 오금동,1019.0,20134.0,0.04,37.3510252879969,126.929531130039
경상북도 예천군 호명읍,1020.0,20127.0,0.04,36.5943293376644,128.468377412546
대전광역시 동구 가양2동,1021.0,20111.0,0.04,36.3490521978676,127.447395069349
경기도 시흥시 정왕4동,1022.0,20096.0,0.04,37.3655199054755,126.732172453178
서울특별시 구로구 구로1동,1023.0,20056.0,0.04,37.4930282997678,126.875812024894
서울특별시 금천구 시흥2동,1024.0,20050.0,0.04,37.449558547174,126.914905255169
경기도 수원시 영통구 매탄4동,1025.0,20024.0,0.04,37.2650774799689,127.048698037096
경상남도 진주시 판문동,1026.0,20023.0,0.04,35.1876559830497,128.039053612367
서울특별시 금천구 시흥4동,1027.0,20015.0,0.04,37.4589837504369,126.906186915501
부산광역시 부산진구 초읍동,1028.0,20004.0,0.04,35.1813784873046,129.047278314668
인천광역시 부평구 산곡3동,1029.0,19940.0,0.04,37.4907470036482,126.709504407181
서울특별시 강북구 수유2동,1030.0,19930.0,0.04,37.6450249961345,127.019765644211
서울특별시 송파구 잠실4동,1031.0,19916.0,0.04,37.5202361905207,127.112228750219
경상남도 진주시 금산면,1032.0,19904.0,0.04,35.214014258179,128.147951810273
전북특별자치도 부안군 부안읍,1033.0,19891.0,0.04,35.7296006156516,126.736886839406
서울특별시 서초구 반포2동,1034.0,19883.0,0.04,37.504421011286,126.998280936398
대구광역시 달서구 본리동,1035.0,19872.0,0.04,35.8409762939101,128.543094223454
대전광역시 서구 월평3동,1036.0,19839.0,0.04,36.3603098919361,127.36692686894
서울특별시 금천구 독산2동,1037.0,19837.0,0.04,37.4661325181369,126.899775480394
서울특별시 용산구 청파동,1038.0,19834.0,0.04,37.54543080354,126.969863704612
충청북도 음성군 대소면,1039.0,19778.0,0.04,36.9719391622425,127.483299023928
경상북도 김천시 대곡동,1040.0,19774.0,0.04,36.1245146779548,128.089285583392
경기도 안산시 상록구 본오3동,1041.0,19770.0,0.04,37.3014435761886,126.86382443259
서울특별시 성북구 안암동,1042.0,19763.0,0.04,37.5858189680127,127.021344106907
대구광역시 수성구 지산1동,1043.0,19752.0,0.04,35.8248829872972,128.63697817647
인천광역시 중구 영종2동,1044.0,19747.0,0.04,37.4992873638912,126.568735630471
경기도 의왕시 내손1동,1045.0,19746.0,0.04,37.3782799932641,126.975576043804
대전광역시 동구 산내동,1046.0,19742.0,0.04,36.281829436811,127.467727322458
서울특별시 마포구 도화동,1047.0,19724.0,0.04,37.5415497123869,126.949873511116
서울특별시 서초구 서초1동,1048.0,19722.0,0.04,37.4901474659138,127.019530273485
서울특별시 구로구 개봉3동,1049.0,19720.0,0.04,37.4860041527512,126.853852194023
서울특별시 서대문구 충현동,1050.0,19715.0,0.04,37.5648190388811,126.954715932221
경기도 고양시 일산서구 일산2동,1051.0,19692.0,0.04,37.6846359762665,126.77721575142
부산광역시 북구 구포3동,1052.0,19679.0,0.04,35.1948992234456,129.008781511818
경기도 고양시 일산동구 백석2동,1053.0,19655.0,0.04,37.6439270261606,126.785477380121
울산광역시 남구 신정4동,1054.0,19631.0,0.04,35.5293557258652,129.314426825262
강원특별자치도 춘천시 동면,1055.0,19631.0,0.04,37.910341608957,127.781091988381
서울특별시 도봉구 도봉1동,1056.0,19624.0,0.04,37.6786793222898,127.043421525468
서울특별시 강서구 화곡4동,1057.0,19617.0,0.04,37.5346271912572,126.86087171755
경기도 파주시 운정6동,1058.0,19611.0,0.04,37.7127442760022,126.720412067404
광주광역시 서구 화정2동,1059.0,19597.0,0.04,35.1465809075163,126.882219058006
서울특별시 성북구 월곡2동,1060.0,19583.0,0.04,37.6057915694886,127.047886454933
서울특별시 동대문구 이문2동,1061.0,19582.0,0.04,37.603393892696,127.065120950076
서울특별시 강남구 논현2동,1062.0,19566.0,0.04,37.517393186314,127.037350857638
경기도 고양시 일산서구 송포동,1063.0,19558.0,0.04,37.6714314701667,126.735452119976
울산광역시 남구 삼호동,1064.0,19557.0,0.04,35.5499872958604,129.266017087014
경상북도 경산시 남부동,1065.0,19548.0,0.04,35.8137205462654,128.739298289928
인천광역시 연수구 옥련2동,1066.0,19532.0,0.04,37.4262162419954,126.648298362162
경기도 부천시 오정구 오정동,1067.0,19518.0,0.04,37.5289195819329,126.790771456185
울산광역시 중구 병영2동,1068.0,19514.0,0.04,35.5794099657961,129.345995440294
강원특별자치도 영월군 영월읍,1069.0,19506.0,0.04,37.1874352109429,128.466067893114
전라남도 여수시 여천동,1070.0,19500.0,0.04,34.7772090065679,127.667849154475
경기도 수원시 권선구 세류3동,1071.0,19485.0,0.04,37.2590571183928,127.011926665429
서울특별시 강북구 수유1동,1072.0,19484.0,0.04,37.6292195545746,127.007105243262
경기도 고양시 덕양구 행신4동,1073.0,19462.0,0.04,37.6186196725048,126.84500268895
부산광역시 부산진구 양정1동,1074.0,19458.0,0.04,35.1721429381472,129.068724421255
경기도 가평군 가평읍,1075.0,19438.0,0.04,37.8253637998686,127.51653874145
인천광역시 연수구 선학동,1076.0,19407.0,0.04,37.4224482590645,126.701385903384
경상북도 포항시 북구 죽도동,1077.0,19406.0,0.04,36.0311497498972,129.36326916046
강원특별자치도 원주시 문막읍,1078.0,19393.0,0.04,37.3126265706472,127.817203298785
광주광역시 서구 금호1동,1079.0,19377.0,0.04,35.1351823628623,126.857143818493
서울특별시 은평구 수색동,1080.0,19367.0,0.04,37.5835205431622,126.893690338772
서울특별시 영등포구 신길7동,1081.0,19358.0,0.04,37.5063735330337,126.921477469472
울산광역시 동구 전하2동,1082.0,19344.0,0.04,35.5088156123116,129.426592565165
경기도 성남시 중원구 금광1동,1083.0,19335.0,0.04,37.4450229156407,127.162458548614
강원특별자치도 춘천시 후평3동,1084.0,19331.0,0.04,37.880488222062,127.750113940611
전라남도 여수시 문수동,1085.0,19327.0,0.04,34.7535298290393,127.702052125678
경기도 성남시 수정구 신흥2동,1086.0,19323.0,0.04,37.4486702122308,127.145885285644
인천광역시 미추홀구 주안8동,1087.0,19322.0,0.04,37.446244656366,126.684299431819
서울특별시 강남구 도곡1동,1088.0,19319.0,0.04,37.4883045975412,127.03896912922
충청남도 아산시 온양4동,1089.0,19312.0,0.04,36.7982444640487,126.978441683027
경기도 의정부시 흥선동,1090.0,19299.0,0.04,37.7462671627313,127.030648707529
경기도 성남시 중원구 하대원동,1091.0,19290.0,0.04,37.4282778582399,127.146360901903
서울특별시 관악구 삼성동,1092.0,19283.0,0.04,37.4701456874831,126.932973581898
인천광역시 부평구 부개2동,1093.0,19278.0,0.04,37.494837421298,126.737143773983
경기도 포천시 포천동,1094.0,19274.0,0.04,37.8982801816562,127.199918850892
서울특별시 양천구 신월1동,1095.0,19259.0,0.04,37.5328014029807,126.831535897403
경기도 부천시 원미구 역곡2동,1096.0,19241.0,0.04,37.4860661140931,126.8066708565
서울특별시 강북구 우이동,1097.0,19236.0,0.04,37.6630390800112,127.001890452891
광주광역시 서구 화정4동,1098.0,19225.0,0.04,35.1418420771109,126.873789624663
서울특별시 중랑구 신내2동,1099.0,19219.0,0.04,37.6062466374418,127.094178921329
대구광역시 서구 상중이동,1100.0,19219.0,0.04,35.8669731583545,128.546144518807
인천광역시 계양구 계양1동,1101.0,19203.0,0.04,37.576890143973,126.734202075436
경기도 군포시 궁내동,1102.0,19175.0,0.04,37.3596486726351,126.921797652515
경기도 수원시 권선구 입북동,1103.0,19131.0,0.04,37.2932002332761,126.959543799173
경기도 안양시 만안구 석수1동,1104.0,19116.0,0.04,37.419583999552,126.910628303316
경기도 부천시 오정구 원종2동,1105.0,19111.0,0.04,37.5251715248802,126.799135252762
강원특별자치도 동해시 북삼동,1106.0,19099.0,0.04,37.4894107203123,129.107627342841
충청북도 청주시 청원구 내수읍,1107.0,19095.0,0.04,36.7238965510138,127.535426755572
대전광역시 서구 도마2동,1108.0,19093.0,0.04,36.3127683793094,127.373585394271
경기도 수원시 장안구 송죽동,1109.0,19087.0,0.04,37.3005053421739,127.006983971536
인천광역시 연수구 옥련1동,1110.0,19076.0,0.04,37.4273607302004,126.655094387345
경상남도 진주시 상대동,1111.0,19071.0,0.04,35.1800770345845,128.111814419354
경기도 수원시 팔달구 우만1동,1112.0,19068.0,0.04,37.2853139831713,127.029486461588
인천광역시 남동구 만수4동,1113.0,19060.0,0.04,37.4595254295438,126.73565338161
경상남도 밀양시 삼문동,1114.0,19046.0,0.04,35.4831729339258,128.753088669954
서울특별시 노원구 상계9동,1115.0,19044.0,0.04,37.6645282589154,127.063841458137
경기도 부천시 소사구 괴안동,1116.0,19032.0,0.04,37.4783719195825,126.806921315937
서울특별시 서초구 방배본동,1117.0,19000.0,0.04,37.4942175065077,126.988886408987
광주광역시 광산구 신가동,1118.0,18993.0,0.04,35.1798449626863,126.836000396367
대구광역시 수성구 범어4동,1119.0,18986.0,0.04,35.8580767172929,128.64125595278
경기도 용인시 수지구 상현1동,1120.0,18976.0,0.04,37.3046657678335,127.081114176919
대전광역시 서구 괴정동,1121.0,18945.0,0.04,36.3371382917064,127.382064497169
광주광역시 북구 운암1동,1122.0,18936.0,0.04,35.1748721495744,126.874432389814
서울특별시 노원구 상계2동,1123.0,18929.0,0.04,37.6574767214578,127.067888030111
전북특별자치도 전주시 완산구 중화산2동,1124.0,18923.0,0.04,35.821656650233,127.116406254388
서울특별시 송파구 문정1동,1125.0,18816.0,0.04,37.4901342707729,127.124183183715
경기도 안산시 단원구 선부1동,1126.0,18790.0,0.04,37.334309260872,126.804410955696
경기도 용인시 기흥구 영덕2동,1127.0,18789.0,0.04,37.266688153564,127.091855853468
서울특별시 양천구 신정1동,1128.0,18759.0,0.04,37.5185381615639,126.854272909009
대구광역시 북구 침산3동,1129.0,18758.0,0.04,35.8920685184307,128.589473227504
서울특별시 동대문구 전농2동,1130.0,18749.0,0.04,37.5780426774273,127.060022639582
울산광역시 동구 화정동,1131.0,18749.0,0.04,35.4958845021553,129.422615967735
경상남도 함안군 칠원읍,1132.0,18734.0,0.04,35.3088454638344,128.518539254609
충청북도 청주시 서원구 모충동,1133.0,18729.0,0.04,36.6277367878267,127.47673617018
경기도 부천시 오정구 신흥동,1134.0,18716.0,0.04,37.520443225179,126.7733338846
부산광역시 남구 용호2동,1135.0,18711.0,0.04,35.1148360546704,129.113432941934
서울특별시 강동구 성내1동,1136.0,18705.0,0.04,37.5304794647648,127.122421771231
서울특별시 노원구 중계4동,1137.0,18693.0,0.04,37.6587606815603,127.077989166736
서울특별시 동대문구 청량리동,1138.0,18682.0,0.04,37.5830468218369,127.048170770368
인천광역시 남동구 장수서창동,1139.0,18682.0,0.04,37.4359191944569,126.747311415443
경기도 광명시 하안3동,1140.0,18663.0,0.04,37.4587130333958,126.881637709502
충청남도 서산시 부춘동,1141.0,18659.0,0.04,36.7861420278261,126.448124620653
인천광역시 계양구 계산1동,1142.0,18658.0,0.04,37.5396278211812,126.721353937644
서울특별시 강서구 등촌2동,1143.0,18643.0,0.04,37.5426660086892,126.862495249879
서울특별시 용산구 한남동,1144.0,18625.0,0.04,37.5346298557798,127.000552132438
대전광역시 대덕구 중리동,1145.0,18600.0,0.04,36.3605737779517,127.426420863562
경기도 부천시 원미구 상동,1146.0,18595.0,0.04,37.4949021135947,126.760804751664
서울특별시 마포구 망원1동,1147.0,18586.0,0.04,37.5555962174351,126.905604188078
경기도 의정부시 장암동,1148.0,18547.0,0.04,37.7263976740223,127.054270875497
경기도 부천시 소사구 심곡본1동,1149.0,18484.0,0.04,37.482463884683,126.778925435039
전북특별자치도 전주시 덕진구 호성동,1150.0,18479.0,0.04,35.8636797378688,127.149616958904
경기도 고양시 일산서구 탄현2동,1151.0,18478.0,0.04,37.7022225920726,126.767665086307
서울특별시 금천구 시흥5동,1152.0,18477.0,0.04,37.4507682074614,126.908344469462
서울특별시 중랑구 중화1동,1153.0,18464.0,0.04,37.6011714540385,127.080674011197
서울특별시 관악구 신원동,1154.0,18455.0,0.04,37.4815707566426,126.927328376717
경상남도 창원시 의창구 동읍,1155.0,18452.0,0.04,35.2847013679006,128.682391858961
서울특별시 마포구 성산1동,1156.0,18438.0,0.04,37.5633862382559,126.907889758423
경기도 오산시 대원2동,1157.0,18417.0,0.04,37.1319831910998,127.078678700475
경기도 안양시 동안구 호계2동,1158.0,18410.0,0.04,37.3806411749799,126.953268751421
경기도 수원시 장안구 연무동,1159.0,18405.0,0.04,37.2905417315214,127.021472428994
대전광역시 서구 둔산3동,1160.0,18389.0,0.04,36.3534450662567,127.399964969
경기도 부천시 소사구 심곡본동,1161.0,18381.0,0.04,37.4807108086724,126.780043113587
서울특별시 은평구 신사2동,1162.0,18332.0,0.04,37.590236100558,126.908196357025
대구광역시 수성구 지산2동,1163.0,18330.0,0.04,35.8231195634012,128.628014834644
세종특별자치시 세종시 보람동,1164.0,18295.0,0.04,36.4786266695463,127.290676321154
서울특별시 영등포구 신길6동,1165.0,18292.0,0.04,37.4993913878169,126.909768794977
경상북도 구미시 임오동,1166.0,18285.0,0.04,36.0892867811071,128.369261764845
인천광역시 계양구 작전2동,1167.0,18276.0,0.04,37.5329267937158,126.723908657802
강원특별자치도 원주시 명륜2동,1168.0,18267.0,0.04,37.3316099805286,127.943939991068
대구광역시 달서구 상인2동,1169.0,18225.0,0.04,35.8124434965345,128.536231231256
충청남도 서산시 동문1동,1170.0,18201.0,0.04,36.7876558430355,126.463878992277
서울특별시 양천구 신월7동,1171.0,18195.0,0.04,37.5242222980572,126.832962478182
부산광역시 부산진구 개금1동,1172.0,18188.0,0.04,35.1526930860667,129.021932759376
충청남도 천안시 동남구 봉명동,1173.0,18175.0,0.04,36.805770070486,127.139434511633
충청남도 부여군 부여읍,1174.0,18159.0,0.04,36.2755701058278,126.911170936552
경기도 고양시 일산서구 가좌동,1175.0,18136.0,0.04,37.6911246251365,126.72044790598
경기도 포천시 선단동,1176.0,18136.0,0.04,37.8541346428758,127.159166102123
부산광역시 금정구 구서1동,1177.0,18126.0,0.04,35.2450838379331,129.086895078947
충청남도 천안시 서북구 성정1동,1178.0,18124.0,0.04,36.817943500518,127.141442613597
서울특별시 양천구 신정2동,1179.0,18122.0,0.04,37.5220977070946,126.875243493723
경기도 시흥시 월곶동,1180.0,18118.0,0.03,37.3888935036861,126.74239234901
서울특별시 도봉구 방학2동,1181.0,18111.0,0.03,37.6682487842434,127.034982623108
울산광역시 울주군 청량읍,1182.0,18102.0,0.03,35.4932938697985,129.269350570181
부산광역시 부산진구 가야2동,1183.0,18091.0,0.03,35.1492412859204,129.031752814658
부산광역시 수영구 광안2동,1184.0,18085.0,0.03,35.1557386663377,129.113788434073
경상남도 창원시 마산합포구 오동동,1185.0,18069.0,0.03,35.2087831844856,128.578531295132
서울특별시 성북구 정릉3동,1186.0,18067.0,0.03,37.6089294464121,127.004190410838
인천광역시 서구 가좌2동,1187.0,18065.0,0.03,37.4908207595138,126.684849168467
경기도 안양시 동안구 호계1동,1188.0,18051.0,0.03,37.3716409699637,126.961104846097
서울특별시 강남구 대치4동,1189.0,18049.0,0.03,37.4997288869796,127.057747872925
대구광역시 달서구 송현1동,1190.0,18030.0,0.03,35.8292185848247,128.554795495277
서울특별시 중랑구 묵2동,1191.0,18021.0,0.03,37.6095538410049,127.075876510914
서울특별시 중랑구 면목4동,1192.0,18007.0,0.03,37.5746895999006,127.085626342163
경상남도 양산시 덕계동,1193.0,17997.0,0.03,35.3750222225169,129.149287851041
경기도 군포시 산본1동,1194.0,17981.0,0.03,37.3733721956406,126.938573780864
강원특별자치도 춘천시 효자2동,1195.0,17959.0,0.03,37.8723911703887,127.736334241737
인천광역시 계양구 계산3동,1196.0,17936.0,0.03,37.5367623598143,126.728972454992
경기도 안양시 동안구 인덕원동,1197.0,17925.0,0.03,37.4022713934296,126.970987307991
서울특별시 강북구 번1동,1198.0,17923.0,0.03,37.6383483053369,127.030155658216
경기도 양평군 용문면,1199.0,17851.0,0.03,37.4889036515229,127.599161344743
서울특별시 영등포구 양평1동,1200.0,17842.0,0.03,37.5236460161437,126.888227693253
부산광역시 사하구 괴정1동,1201.0,17815.0,0.03,35.0996737600974,128.989349127478
울산광역시 남구 신정1동,1202.0,17815.0,0.03,35.5413325022672,129.306537939739
경기도 성남시 수정구 수진2동,1203.0,17801.0,0.03,37.4372941455504,127.128701503043
서울특별시 성북구 정릉1동,1204.0,17800.0,0.03,37.6014465243069,127.016655780772
서울특별시 영등포구 대림1동,1205.0,17791.0,0.03,37.4954671376444,126.905833713564
경기도 연천군 전곡읍,1206.0,17781.0,0.03,38.0280339296486,127.063864039262
서울특별시 송파구 송파2동,1207.0,17761.0,0.03,37.5023378540006,127.116766391715
경상남도 사천시 사천읍,1208.0,17747.0,0.03,35.0876951067403,128.087755616755
제주특별자치도 서귀포시 남원읍,1209.0,17733.0,0.03,33.2798847892293,126.720665667691
경기도 하남시 덕풍2동,1210.0,17732.0,0.03,37.5422807932932,127.198086333483
경기도 여주시 오학동,1211.0,17731.0,0.03,37.3110856971201,127.647466891088
대구광역시 동구 혁신동,1212.0,17730.0,0.03,35.8779841529114,128.711524651593
경상북도 구미시 진미동,1213.0,17724.0,0.03,36.1060639074032,128.418693950512
서울특별시 은평구 증산동,1214.0,17717.0,0.03,37.5843030609174,126.907039772766
경기도 남양주시 별내면,1215.0,17716.0,0.03,37.7026376364433,127.124872496413
충청남도 천안시 서북구 쌍용3동,1216.0,17709.0,0.03,36.802933749749,127.119196499244
전라남도 순천시 도사동,1217.0,17704.0,0.03,34.9252336911575,127.493733712423
강원특별자치도 삼척시 교동,1218.0,17667.0,0.03,37.4479357058262,129.164612184774
경상남도 창원시 마산합포구 교방동,1219.0,17667.0,0.03,35.2143429100237,128.566251648628
충청남도 보령시 대천4동,1220.0,17661.0,0.03,36.3381290035453,126.607741067257
경기도 고양시 덕양구 능곡동,1221.0,17625.0,0.03,37.6227869664562,126.818029998887
충청북도 청주시 흥덕구 옥산면,1222.0,17615.0,0.03,36.6646302802758,127.375627830805
서울특별시 도봉구 쌍문2동,1223.0,17614.0,0.03,37.6599005993121,127.039711438411
서울특별시 노원구 상계10동,1224.0,17608.0,0.03,37.6612613757311,127.060275446198
경기도 용인시 수지구 죽전2동,1225.0,17588.0,0.03,37.3258737935959,127.106735408303
부산광역시 남구 대연1동,1226.0,17570.0,0.03,35.1345213888234,129.093476492915
대구광역시 동구 방촌동,1227.0,17565.0,0.03,35.8771420800695,128.667616062007
인천광역시 미추홀구 주안4동,1228.0,17551.0,0.03,37.4545134005352,126.68741569546
경기도 광주시 쌍령동,1229.0,17543.0,0.03,37.3998686132248,127.270217546083
부산광역시 사하구 감천1동,1230.0,17542.0,0.03,35.0884248224782,129.002833278687
서울특별시 마포구 망원2동,1231.0,17541.0,0.03,37.5603111702013,126.902325054916
서울특별시 서대문구 홍제3동,1232.0,17536.0,0.03,37.5937821789847,126.949743382569
부산광역시 북구 만덕3동,1233.0,17525.0,0.03,35.2113822572035,129.029158636071
서울특별시 서초구 반포4동,1234.0,17522.0,0.03,37.4974688612417,127.000307593388
인천광역시 미추홀구 학익2동,1235.0,17520.0,0.03,37.4429334826464,126.671421938144
부산광역시 사하구 신평2동,1236.0,17515.0,0.03,35.0949722011399,128.961542231209
경상남도 밀양시 내이동,1237.0,17503.0,0.03,35.4971188045882,128.74617598973
서울특별시 도봉구 쌍문4동,1238.0,17497.0,0.03,37.656469315546,127.028426823307
대구광역시 북구 침산2동,1239.0,17481.0,0.03,35.8872682362554,128.597004935722
충청북도 제천시 교동,1240.0,17478.0,0.03,37.1402804848164,128.219321817118
경기도 부천시 원미구 원미1동,1241.0,17475.0,0.03,37.494457930809,126.788691951595
충청북도 청주시 흥덕구 복대2동,1242.0,17444.0,0.03,36.6261772731519,127.443754850111
세종특별자치시 세종시 한솔동,1243.0,17426.0,0.03,36.4793724963461,127.254528972726
전북특별자치도 전주시 덕진구 인후1동,1244.0,17425.0,0.03,35.8374514037656,127.156691227065
울산광역시 중구 복산동,1245.0,17417.0,0.03,35.5630323659781,129.327040219798
서울특별시 송파구 마천1동,1246.0,17413.0,0.03,37.4960185554884,127.149971448599
충청북도 청주시 청원구 오근장동,1247.0,17362.0,0.03,36.6941283242466,127.481151669598
서울특별시 영등포구 신길3동,1248.0,17339.0,0.03,37.5064589642713,126.909886960453
서울특별시 송파구 오륜동,1249.0,17335.0,0.03,37.515416211056,127.134305677243
인천광역시 부평구 갈산2동,1250.0,17331.0,0.03,37.510809656561,126.72571839751
서울특별시 관악구 남현동,1251.0,17319.0,0.03,37.4745631666845,126.977909779402
서울특별시 송파구 마천2동,1252.0,17309.0,0.03,37.496849284733,127.14854371836
인천광역시 남동구 간석1동,1253.0,17284.0,0.03,37.45861750297,126.705302067721
경기도 부천시 원미구 약대동,1254.0,17283.0,0.03,37.5132817149291,126.771283379886
경기도 군포시 재궁동,1255.0,17279.0,0.03,37.3584334095024,126.939023919841
전라남도 순천시 왕조2동,1256.0,17270.0,0.03,34.9553095396575,127.532478016848
충청북도 청주시 청원구 내덕2동,1257.0,17254.0,0.03,36.6595072069263,127.490868126768
서울특별시 금천구 독산4동,1258.0,17250.0,0.03,37.467547294848,126.902151967452
경기도 남양주시 금곡동,1259.0,17249.0,0.03,37.6331014031361,127.201934340405
인천광역시 연수구 동춘3동,1260.0,17241.0,0.03,37.4084652384933,126.678313473659
광주광역시 동구 지원2동,1261.0,17169.0,0.03,35.1204727880011,126.932839062424
경상남도 함안군 가야읍,1262.0,17165.0,0.03,35.2722170382263,128.408174194563
인천광역시 미추홀구 용현2동,1263.0,17156.0,0.03,37.4566591610752,126.643345558961
대구광역시 북구 대현동,1264.0,17150.0,0.03,35.8821476943228,128.605809327276
경기도 수원시 장안구 조원2동,1265.0,17137.0,0.03,37.3056735017147,127.009610385896
경기도 김포시 대곶면,1266.0,17095.0,0.03,37.6493717480775,126.582137857681
서울특별시 서초구 방배2동,1267.0,17091.0,0.03,37.4797829991166,126.985578175304
인천광역시 연수구 동춘2동,1268.0,17085.0,0.03,37.4027784273269,126.66931590967
대전광역시 대덕구 오정동,1269.0,17058.0,0.03,36.3538403567361,127.409900161618
경기도 부천시 원미구 중4동,1270.0,16994.0,0.03,37.5060385616708,126.762610467626
경기도 성남시 분당구 수내1동,1271.0,16992.0,0.03,37.3756648547319,127.117883927412
부산광역시 북구 화명2동,1272.0,16990.0,0.03,35.2435437455001,129.019840763494
경기도 고양시 덕양구 행주동,1273.0,16980.0,0.03,37.6184480222718,126.82532148245
충청북도 음성군 음성읍,1274.0,16976.0,0.03,36.9348645388957,127.690556521919
경기도 성남시 분당구 서현2동,1275.0,16954.0,0.03,37.3760506671236,127.134603235369
경기도 성남시 수정구 태평1동,1276.0,16950.0,0.03,37.4407604802667,127.126072271592
서울특별시 양천구 신월4동,1277.0,16948.0,0.03,37.5246645746864,126.84003869981
경상남도 함양군 함양읍,1278.0,16947.0,0.03,35.519734893582,127.72681578196
대구광역시 수성구 범어3동,1279.0,16945.0,0.03,35.863240024723,128.624167828783
경기도 이천시 마장면,1280.0,16943.0,0.03,37.2489295288459,127.357967852826
서울특별시 서대문구 북가좌1동,1281.0,16935.0,0.03,37.5742792384461,126.910185660454
서울특별시 강서구 화곡2동,1282.0,16919.0,0.03,37.5318155949567,126.854495982486
전라남도 완도군 완도읍,1283.0,16903.0,0.03,34.3167363256863,126.745538365407
경기도 안산시 상록구 반월동,1284.0,16894.0,0.03,37.3060479465516,126.90218565162
울산광역시 중구 우정동,1285.0,16892.0,0.03,35.5552709011961,129.312516733505
경상남도 창원시 진해구 석동,1286.0,16889.0,0.03,35.1586340394403,128.700031729411
충청북도 청주시 서원구 사창동,1287.0,16875.0,0.03,36.6335884688597,127.458900583359
강원특별자치도 강릉시 강남동,1288.0,16864.0,0.03,37.7441722081056,128.905623339912
대전광역시 중구 목동,1289.0,16814.0,0.03,36.3358684217493,127.408527307191
서울특별시 서대문구 천연동,1290.0,16795.0,0.03,37.5675017663094,126.958422464555
경기도 부천시 원미구 역곡1동,1291.0,16792.0,0.03,37.4892392188388,126.816694536638
경기도 안양시 만안구 안양3동,1292.0,16790.0,0.03,37.3962974533622,126.914712535036
부산광역시 해운대구 좌1동,1293.0,16766.0,0.03,35.1708713609406,129.174215536869
경기도 성남시 중원구 중앙동,1294.0,16733.0,0.03,37.4429300831517,127.156279509281
