행정구역,순위,2023년 수(명),비율(%),lat,lon
부산광역시 동래구 명장1동,1596.0,13181.0,0.03,35.2047109535829,129.104258083712
부산광역시 연제구 연산8동,1597.0,13169.0,0.03,35.1880473235754,129.098835871999
경상북도 구미시 비산동,1598.0,13146.0,0.03,36.1246280597067,128.380058684258
충청남도 천안시 서북구 쌍용1동,1599.0,13139.0,0.03,36.8040320508009,127.130502594395
서울특별시 성북구 장위2동,1600.0,13136.0,0.03,37.6124055577354,127.054518647757
대구광역시 수성구 수성4가동,1601.0,13130.0,0.03,35.8626635443769,128.616668063624
인천광역시 서구 석남2동,1602.0,13128.0,0.03,37.5025060089161,126.674599076297
경기도 수원시 영통구 매탄1동,1603.0,13122.0,0.03,37.2704723905504,127.040529723819
경기도 부천시 원미구 심곡1동,1604.0,13116.0,0.03,37.4909328646341,126.780601136217
강원특별자치도 양구군 양구읍,1605.0,13095.0,0.03,38.1080405251365,127.990430398263
서울특별시 성동구 용답동,1606.0,13091.0,0.03,37.5640758244216,127.055579052769
경기도 평택시 지산동,1607.0,13088.0,0.03,37.0774051123925,127.057583461173
대구광역시 동구 효목2동,1608.0,13079.0,0.03,35.8781433836394,128.641244714245
충청남도 보령시 대천1동,1609.0,13079.0,0.03,36.3575019503494,126.608134100698
대전광역시 동구 삼성동,1610.0,13070.0,0.03,36.3405647879043,127.42217253113
대구광역시 수성구 중동,1611.0,13055.0,0.03,35.8473943465578,128.615078532263
경기도 포천시 신북면,1612.0,13052.0,0.03,37.9339384363111,127.226332807245
경상북도 구미시 형곡1동,1613.0,13045.0,0.03,36.1139998553778,128.334426970333
서울특별시 용산구 원효로2동,1614.0,13039.0,0.03,37.5343604221086,126.951530188917
서울특별시 영등포구 신길4동,1615.0,13029.0,0.03,37.5084350908832,126.911373011398
서울특별시 강서구 가양2동,1616.0,13018.0,0.03,37.5673721398149,126.851257490922
대전광역시 중구 유천2동,1617.0,13016.0,0.03,36.315403559761,127.399195962192
부산광역시 동구 초량3동,1618.0,13015.0,0.03,35.1213070229154,129.039784953661
경기도 광명시 하안2동,1619.0,13009.0,0.03,37.4647246724525,126.87473301272
경기도 안성시 안성1동,1620.0,13008.0,0.03,37.0056793483326,127.274253806772
서울특별시 용산구 보광동,1621.0,12987.0,0.03,37.5262721673188,127.000171956489
전북특별자치도 김제시 신풍동,1622.0,12961.0,0.03,35.795983696841,126.897915116825
경기도 평택시 고덕면,1623.0,12945.0,0.03,37.0346647290345,127.007035980899
서울특별시 도봉구 창3동,1624.0,12908.0,0.02,37.6381425244262,127.042940196885
충청남도 서산시 대산읍,1625.0,12903.0,0.02,36.9396086255271,126.434317146792
광주광역시 북구 신안동,1626.0,12894.0,0.02,35.1674533501081,126.898798949365
제주특별자치도 제주시 삼도1동,1627.0,12894.0,0.02,33.5041154033509,126.517362400658
대구광역시 달서구 본동,1628.0,12868.0,0.02,35.834423923528,128.541063858299
대구광역시 달서구 죽전동,1629.0,12866.0,0.02,35.8575671590001,128.538970127094
경기도 가평군 청평면,1630.0,12863.0,0.02,37.7404626327353,127.424141651948
경상남도 창원시 진해구 웅천동,1631.0,12859.0,0.02,35.1113164168419,128.749643433553
경기도 용인시 기흥구 상갈동,1632.0,12834.0,0.02,37.2665738857821,127.107697878295
경상북도 울진군 울진읍,1633.0,12833.0,0.02,36.9972002793687,129.403050083353
전라남도 여수시 돌산읍,1634.0,12832.0,0.02,34.6173483624976,127.721929765524
경기도 성남시 분당구 수내3동,1635.0,12823.0,0.02,37.3668804499882,127.126047894603
경기도 양주시 장흥면,1636.0,12821.0,0.02,37.7178722789736,126.941144103763
충청북도 충주시 대소원면,1637.0,12817.0,0.02,36.9778109219566,127.81798438609
세종특별자치시 세종시 나성동,1638.0,12789.0,0.02,36.4890988968745,127.263975556135
인천광역시 서구 석남3동,1639.0,12768.0,0.02,37.5082430527052,126.678351767329
전북특별자치도 전주시 덕진구 진북동,1640.0,12766.0,0.02,35.8279427810544,127.131417779563
광주광역시 남구 봉선1동,1641.0,12764.0,0.02,35.1293501662009,126.906719338494
전북특별자치도 전주시 완산구 효자1동,1642.0,12764.0,0.02,35.8058995217708,127.129969706416
부산광역시 남구 대연4동,1643.0,12743.0,0.02,35.1298132670843,129.091416587293
경기도 양주시 광적면,1644.0,12732.0,0.02,37.8246285211534,126.983684913461
서울특별시 서대문구 홍제2동,1645.0,12728.0,0.02,37.5861524257405,126.94939073794
부산광역시 수영구 남천2동,1646.0,12725.0,0.02,35.1437908151774,129.114738817048
전라남도 장성군 장성읍,1647.0,12715.0,0.02,35.3032030896936,126.785267156907
서울특별시 중구 청구동,1648.0,12695.0,0.02,37.5570313818502,127.014717375081
충청남도 서천군 서천읍,1649.0,12689.0,0.02,36.0778195013763,126.689881199652
충청북도 청주시 상당구 용담·명암·산성동,1650.0,12665.0,0.02,36.6352352857481,127.503626137216
대구광역시 남구 대명2동,1651.0,12664.0,0.02,35.8553024062319,128.586706508004
경기도 부천시 오정구 고강1동,1652.0,12640.0,0.02,37.5294706811587,126.812016467522
충청북도 청주시 흥덕구 강내면,1653.0,12627.0,0.02,36.6211438568932,127.357346689619
충청북도 진천군 광혜원면,1654.0,12595.0,0.02,36.9933747018963,127.435616264668
대전광역시 동구 홍도동,1655.0,12588.0,0.02,36.3489583881664,127.425711387429
부산광역시 사하구 구평동,1656.0,12579.0,0.02,35.0819025270167,128.987803598337
대전광역시 중구 태평1동,1657.0,12579.0,0.02,36.3279139373709,127.397509008179
대구광역시 남구 봉덕2동,1658.0,12569.0,0.02,35.8443761350651,128.601974969451
부산광역시 사상구 감전동,1659.0,12553.0,0.02,35.1542462143807,128.979410354416
광주광역시 광산구 월곡1동,1660.0,12523.0,0.02,35.1718278242921,126.809780747095
전라남도 강진군 강진읍,1661.0,12512.0,0.02,34.6357994202297,126.77352165781
충청북도 청주시 서원구 사직2동,1662.0,12449.0,0.02,36.6316595464412,127.47376391375
경기도 이천시 백사면,1663.0,12437.0,0.02,37.3390684492294,127.49071965936
경기도 용인시 처인구 삼가동,1664.0,12421.0,0.02,37.2383199063402,127.162216750898
전북특별자치도 전주시 완산구 삼천2동,1665.0,12395.0,0.02,35.7963973655429,127.122374159943
경기도 부천시 원미구 원미2동,1666.0,12379.0,0.02,37.491956015093,126.788287398746
대구광역시 남구 이천동,1667.0,12361.0,0.02,35.8536953182679,128.599439448938
광주광역시 북구 두암3동,1668.0,12355.0,0.02,35.1630109192178,126.934757864067
충청북도 청주시 청원구 우암동,1669.0,12350.0,0.02,36.6492363833712,127.486866445706
경상북도 의성군 의성읍,1670.0,12336.0,0.02,36.3559132632107,128.694803424583
부산광역시 연제구 거제2동,1671.0,12327.0,0.02,35.1877633021374,129.070323489536
경기도 성남시 분당구 이매2동,1672.0,12324.0,0.02,37.3996063722731,127.121892336792
대구광역시 동구 효목1동,1673.0,12323.0,0.02,35.8816540448418,128.644944665344
경기도 안양시 만안구 충훈동,1674.0,12283.0,0.02,37.409198886955,126.899449263541
서울특별시 송파구 풍납1동,1675.0,12281.0,0.02,37.5380806562921,127.122081178204
제주특별자치도 서귀포시 중문동,1676.0,12280.0,0.02,33.2533312875494,126.433639283924
전북특별자치도 전주시 덕진구 조촌동,1677.0,12272.0,0.02,35.8744778622235,127.069235433542
부산광역시 사상구 덕포2동,1678.0,12267.0,0.02,35.1744356274973,128.982968516217
대전광역시 대덕구 법1동,1679.0,12262.0,0.02,36.3707521742518,127.426766129014
경기도 부천시 원미구 심곡3동,1680.0,12257.0,0.02,37.487431456219,126.773858809477
충청남도 아산시 온양2동,1681.0,12248.0,0.02,36.778385802775,127.003441271391
경상남도 남해군 남해읍,1682.0,12210.0,0.02,34.838553445809,127.893742451126
부산광역시 부산진구 범천1동,1683.0,12180.0,0.02,35.1470238040658,129.061018201172
대전광역시 서구 만년동,1684.0,12178.0,0.02,36.3675085566381,127.375023596287
경상북도 안동시 태화동,1685.0,12175.0,0.02,36.5611392085551,128.71397943818
경상남도 거제시 사등면,1686.0,12173.0,0.02,34.9189395086403,128.522276169021
제주특별자치도 서귀포시 표선면,1687.0,12172.0,0.02,33.3267161050564,126.83098213169
강원특별자치도 태백시 상장동,1688.0,12157.0,0.02,37.1533951992956,128.99063403629
전라남도 목포시 원산동,1689.0,12144.0,0.02,34.8118070236282,126.38105283293
전북특별자치도 김제시 검산동,1690.0,12134.0,0.02,35.8032166157391,126.903716420593
충청남도 부여군 규암면,1691.0,12123.0,0.02,36.2752838553998,126.884170503718
제주특별자치도 서귀포시 안덕면,1692.0,12116.0,0.02,33.2576271445337,126.330674173691
전라남도 무안군 무안읍,1693.0,12109.0,0.02,34.9905663839512,126.476340860131
전북특별자치도 전주시 완산구 평화1동,1694.0,12104.0,0.02,35.7980865924065,127.140289633715
전북특별자치도 전주시 덕진구 우아1동,1695.0,12091.0,0.02,35.8498561266479,127.15955839816
부산광역시 사상구 주례3동,1696.0,12089.0,0.02,35.1473711074488,129.001402413305
강원특별자치도 원주시 태장1동,1697.0,12087.0,0.02,37.3636764983277,127.963377725404
경기도 광명시 광명5동,1698.0,12078.0,0.02,37.4787628191951,126.847489854219
경기도 성남시 수정구 태평4동,1699.0,12061.0,0.02,37.4477421334927,127.141467020711
인천광역시 미추홀구 주안3동,1700.0,12055.0,0.02,37.4480537709644,126.671042430656
강원특별자치도 원주시 개운동,1701.0,12041.0,0.02,37.3412463628516,127.960148062439
대전광역시 동구 판암1동,1702.0,12035.0,0.02,36.3173926823963,127.45771720017
경기도 안양시 동안구 신촌동,1703.0,12035.0,0.02,37.3817848437658,126.956330211072
경상남도 양산시 상북면,1704.0,12034.0,0.02,35.4183556867407,129.064363371184
대구광역시 수성구 황금2동,1705.0,12005.0,0.02,35.8472129007332,128.623725777494
대전광역시 서구 용문동,1706.0,12004.0,0.02,36.3389135932133,127.39153662262
강원특별자치도 양양군 양양읍,1707.0,11996.0,0.02,38.0806715229116,128.624012188104
전라남도 고흥군 고흥읍,1708.0,11985.0,0.02,34.6062565543403,127.280722165089
경상남도 통영시 용남면,1709.0,11945.0,0.02,34.8677216217377,128.442399210645
부산광역시 북구 덕천1동,1710.0,11944.0,0.02,35.2124671848913,129.016654725725
부산광역시 남구 우암동,1711.0,11943.0,0.02,35.1250045038468,129.076968660438
서울특별시 성동구 성수1가2동,1712.0,11942.0,0.02,37.5463633733526,127.044313307763
충청남도 당진시 송산면,1713.0,11932.0,0.02,36.932462393091,126.678901672583
인천광역시 부평구 일신동,1714.0,11929.0,0.02,37.484590992012,126.7469576318
경기도 안양시 만안구 안양1동,1715.0,11929.0,0.02,37.3991449928982,126.925867569633
경기도 성남시 중원구 상대원3동,1716.0,11903.0,0.02,37.4396954830549,127.16551607547
강원특별자치도 강릉시 포남2동,1717.0,11899.0,0.02,37.7727721855659,128.91339819008
대구광역시 동구 신천1·2동,1718.0,11893.0,0.02,35.8719700892444,128.626843791513
경상남도 창녕군 남지읍,1719.0,11877.0,0.02,35.389046443731,128.477040981986
경기도 화성시 송산면,1720.0,11843.0,0.02,37.2178053503806,126.739158124493
울산광역시 동구 남목3동,1721.0,11791.0,0.02,35.5460588634724,129.431348523112
경상남도 창원시 마산합포구 진동면,1722.0,11774.0,0.02,35.1151603215589,128.488348655692
부산광역시 금정구 부곡4동,1723.0,11766.0,0.02,35.2198951531147,129.088555899165
서울특별시 용산구 서빙고동,1724.0,11726.0,0.02,37.5204623812775,126.994638088433
경기도 평택시 진위면,1725.0,11724.0,0.02,37.1001416853059,127.090848944811
전북특별자치도 전주시 완산구 삼천1동,1726.0,11719.0,0.02,35.8007999015516,127.121619765062
경상북도 포항시 남구 송도동,1727.0,11715.0,0.02,36.0360180753852,129.378421341982
인천광역시 서구 가좌4동,1728.0,11704.0,0.02,37.4874117018459,126.683628763693
경기도 시흥시 매화동,1729.0,11687.0,0.02,37.4179850408623,126.815313932331
충청북도 음성군 감곡면,1730.0,11681.0,0.02,37.1123604145511,127.643552339827
서울특별시 중구 중림동,1731.0,11680.0,0.02,37.559168225382,126.966182119336
전북특별자치도 전주시 덕진구 금암1동,1732.0,11660.0,0.02,35.8374293438766,127.133129080351
경상남도 진주시 상평동,1733.0,11658.0,0.02,35.1760856990492,128.109103586641
대전광역시 서구 월평1동,1734.0,11657.0,0.02,36.3546787938361,127.357599954556
전라남도 여수시 미평동,1735.0,11646.0,0.02,34.7689445828495,127.704393534701
대전광역시 중구 문화2동,1736.0,11629.0,0.02,36.3077326363037,127.399219210308
경기도 시흥시 거북섬동,1737.0,11627.0,0.02,37.3210624467371,126.683677558517
서울특별시 송파구 거여1동,1738.0,11608.0,0.02,37.4969783408308,127.143265167646
광주광역시 북구 오치2동,1739.0,11601.0,0.02,35.1900715693924,126.900470579779
경기도 광명시 하안4동,1740.0,11596.0,0.02,37.4656973309979,126.877760804617
서울특별시 강동구 상일2동,1741.0,11591.0,0.02,37.5520117193686,127.17760151552
부산광역시 사하구 괴정3동,1742.0,11580.0,0.02,35.1002980914682,128.998070870866
경상남도 진주시 신안동,1743.0,11580.0,0.02,35.1845074658307,128.069010895263
경상남도 창원시 마산합포구 산호동,1744.0,11578.0,0.02,35.2160543574231,128.585977212791
광주광역시 북구 운암2동,1745.0,11556.0,0.02,35.1725427835625,126.885066491948
광주광역시 남구 백운1동,1746.0,11552.0,0.02,35.1382786937115,126.903930839792
전라남도 나주시 남평읍,1747.0,11552.0,0.02,35.0463802449383,126.843159552018
경상북도 영주시 풍기읍,1748.0,11551.0,0.02,36.8672739628758,128.526272619327
경기도 성남시 수정구 고등동,1749.0,11527.0,0.02,37.4282637538218,127.101344503792
충청북도 청주시 흥덕구 봉명1동,1750.0,11501.0,0.02,36.6404128015189,127.45958066509
대구광역시 수성구 파동,1751.0,11500.0,0.02,35.8133790825309,128.617402945559
전북특별자치도 군산시 흥남동,1752.0,11460.0,0.02,35.9778029861513,126.715202721626
부산광역시 사상구 덕포1동,1753.0,11436.0,0.02,35.170361575798,128.983233927656
광주광역시 서구 농성1동,1754.0,11425.0,0.02,35.1567192165294,126.889676419185
대구광역시 남구 대명3동,1755.0,11423.0,0.02,35.8523495688795,128.579098600695
서울특별시 영등포구 신길5동,1756.0,11422.0,0.02,37.5016259275314,126.90522432992
경상남도 양산시 중앙동,1757.0,11401.0,0.02,35.345842365418,129.040871217976
대구광역시 남구 대명6동,1758.0,11399.0,0.02,35.8351638902285,128.566075546663
인천광역시 미추홀구 주안7동,1759.0,11382.0,0.02,37.4467568659892,126.677783442586
경기도 수원시 권선구 세류1동,1760.0,11357.0,0.02,37.2621966842974,127.007958955864
서울특별시 강남구 삼성1동,1761.0,11344.0,0.02,37.5143912094483,127.062527941715
부산광역시 해운대구 반여2동,1762.0,11344.0,0.02,35.1958840042713,129.13018436031
경기도 안양시 동안구 비산3동,1763.0,11333.0,0.02,37.4040572559973,126.945564899971
대전광역시 대덕구 회덕동,1764.0,11296.0,0.02,36.3762609375681,127.421460461617
경기도 수원시 팔달구 지동,1765.0,11267.0,0.02,37.2815595456453,127.024708400375
부산광역시 북구 덕천2동,1766.0,11260.0,0.02,35.2123651437989,129.007832675977
경기도 성남시 수정구 신흥3동,1767.0,11248.0,0.02,37.4434875357522,127.148813337522
부산광역시 동구 좌천동,1768.0,11237.0,0.02,35.131410455073,129.049211884999
전북특별자치도 전주시 덕진구 금암2동,1769.0,11233.0,0.02,35.8374293438766,127.133129080351
울산광역시 중구 중앙동,1770.0,11221.0,0.02,35.5575146884562,129.324031347949
경상북도 상주시 남원동,1771.0,11214.0,0.02,36.4154943343843,128.15259914638
서울특별시 광진구 능동,1772.0,11200.0,0.02,37.5537792609497,127.080536887135
강원특별자치도 철원군 갈말읍,1773.0,11194.0,0.02,38.1477243520665,127.30830034891
충청북도 청주시 상당구 탑·대성동,1774.0,11191.0,0.02,36.6331520701558,127.496711744844
광주광역시 동구 학운동,1775.0,11176.0,0.02,35.1324901722545,126.933553350518
부산광역시 부산진구 부전2동,1776.0,11148.0,0.02,35.1525819388075,129.056791426214
서울특별시 용산구 용문동,1777.0,11081.0,0.02,37.5377008640148,126.959891817892
경상남도 창원시 마산합포구 문화동,1778.0,11073.0,0.02,35.1878486937468,128.556574064754
서울특별시 동작구 노량진2동,1779.0,11068.0,0.02,37.5085057900647,126.937359341221
충청남도 서천군 장항읍,1780.0,11066.0,0.02,36.0104236703412,126.700292669542
경기도 포천시 가산면,1781.0,11063.0,0.02,37.8486887449825,127.186545889806
부산광역시 남구 용호3동,1782.0,11059.0,0.02,35.1210180111848,129.11281175147
부산광역시 사하구 장림1동,1783.0,11006.0,0.02,35.0830616945122,128.966905210078
울산광역시 동구 대송동,1784.0,10929.0,0.02,35.5031785293912,129.418348180185
경상남도 진주시 이현동,1785.0,10923.0,0.02,35.1928312626471,128.061706572663
경기도 동두천시 생연2동,1786.0,10901.0,0.02,37.9012142826952,127.049905540962
대전광역시 동구 성남동,1787.0,10895.0,0.02,36.3445109239957,127.437486132961
경상북도 김천시 지좌동,1788.0,10884.0,0.02,36.1200085399894,128.142333252537
충청북도 괴산군 괴산읍,1789.0,10874.0,0.02,36.8117570694528,127.790900734488
전북특별자치도 정읍시 초산동,1790.0,10839.0,0.02,35.5619206627907,126.852441670635
세종특별자치시 세종시 어진동,1791.0,10835.0,0.02,36.5017561517529,127.256718541701
대구광역시 동구 신암2동,1792.0,10829.0,0.02,35.8799718431662,128.612705831039
세종특별자치시 세종시 대평동,1793.0,10822.0,0.02,36.4701788762711,127.274841285487
광주광역시 서구 유덕동,1794.0,10818.0,0.02,35.1654041292585,126.851940841955
전라남도 목포시 옥암동,1795.0,10816.0,0.02,34.8102423965293,126.429794509856
전라남도 나주시 성북동,1796.0,10807.0,0.02,35.0350341896832,126.71940189492
전북특별자치도 군산시 미성동,1797.0,10806.0,0.02,35.9577243776246,126.657606352199
전북특별자치도 전주시 완산구 노송동,1798.0,10805.0,0.02,35.8243917583468,127.158383066938
경기도 고양시 덕양구 주교동,1799.0,10799.0,0.02,37.6594130234868,126.829613718048
대전광역시 서구 가장동,1800.0,10789.0,0.02,36.3301098940474,127.385188763848
경기도 과천시 갈현동,1801.0,10782.0,0.02,37.4147540879914,126.979395853568
경상북도 경산시 중방동,1802.0,10770.0,0.02,35.8270976562143,128.734008911283
경상북도 청도군 청도읍,1803.0,10768.0,0.02,35.6507107731237,128.743825152022
제주특별자치도 서귀포시 서홍동,1804.0,10767.0,0.02,33.2559638228815,126.560176365515
경기도 고양시 일산동구 장항1동,1805.0,10754.0,0.02,37.6416537178263,126.770564074384
전북특별자치도 김제시 요촌동,1806.0,10750.0,0.02,35.8052069705823,126.891450914315
부산광역시 부산진구 당감2동,1807.0,10746.0,0.02,35.1578805724956,129.047869879146
부산광역시 남구 문현1동,1808.0,10746.0,0.02,35.1425403871632,129.0713275405
대구광역시 동구 신암3동,1809.0,10746.0,0.02,35.8796114790259,128.623133473086
서울특별시 종로구 청운효자동,1810.0,10742.0,0.02,37.5841161738353,126.97064969123
부산광역시 동구 범일1동,1811.0,10718.0,0.02,35.1394449144005,129.056039523941
전라남도 여수시 국동,1812.0,10696.0,0.02,34.7300359620583,127.719327029178
대구광역시 북구 노원동,1813.0,10688.0,0.02,35.8901526171393,128.576216680589
전북특별자치도 전주시 덕진구 인후2동,1814.0,10679.0,0.02,35.8398509609797,127.146357881517
광주광역시 광산구 송정1동,1815.0,10672.0,0.02,35.140713172646,126.798770309399
강원특별자치도 강릉시 포남1동,1816.0,10670.0,0.02,37.76787428933,128.908124468741
전라남도 목포시 이로동,1817.0,10643.0,0.02,34.7992152051794,126.409855641653
경상북도 영주시 가흥2동,1818.0,10643.0,0.02,36.8293540202462,128.611858560918
울산광역시 중구 학성동,1819.0,10635.0,0.02,35.5553460502737,129.334602561943
경기도 과천시 중앙동,1820.0,10614.0,0.02,37.433150880627,126.993455678842
대구광역시 수성구 수성2·3가동,1821.0,10611.0,0.02,35.8547200024121,128.619008396593
전라남도 보성군 벌교읍,1822.0,10609.0,0.02,34.847450927611,127.3415052337
광주광역시 동구 계림1동,1823.0,10575.0,0.02,35.1584986478931,126.919645974132
부산광역시 영도구 남항동,1824.0,10571.0,0.02,35.0899428667103,129.037626301725
경기도 광주시 도척면,1825.0,10568.0,0.02,37.3045727355777,127.331124360872
경기도 광명시 광명3동,1826.0,10559.0,0.02,37.4802342658118,126.856934134567
대구광역시 서구 평리3동,1827.0,10544.0,0.02,35.876781241825,128.560915333886
경기도 안양시 만안구 안양5동,1828.0,10528.0,0.02,37.3942834524033,126.920880826242
전북특별자치도 익산시 남중동,1829.0,10519.0,0.02,35.9511472909661,126.959068609871
전라남도 광양시 광영동,1830.0,10503.0,0.02,34.9630703961993,127.725036610514
경상남도 합천군 합천읍,1831.0,10502.0,0.02,35.5660073649237,128.157901336671
강원특별자치도 인제군 인제읍,1832.0,10493.0,0.02,38.0703902211485,128.172217558963
대구광역시 동구 신암1동,1833.0,10472.0,0.02,35.884298713376,128.616354775617
충청남도 청양군 청양읍,1834.0,10464.0,0.02,36.453339373109,126.806761960674
경상남도 통영시 미수동,1835.0,10461.0,0.02,34.8304013187656,128.405982970409
경상남도 창원시 진해구 경화동,1836.0,10460.0,0.02,35.1543440473174,128.686892962301
경상북도 영천시 금호읍,1837.0,10451.0,0.02,35.9333520770189,128.87763995558
충청북도 제천시 신백동,1838.0,10437.0,0.02,37.1283610637733,128.223258042331
경기도 수원시 팔달구 행궁동,1839.0,10412.0,0.02,37.2840915640961,127.012674868847
광주광역시 북구 오치1동,1840.0,10398.0,0.02,35.18907171737,126.908139974229
경기도 파주시 법원읍,1841.0,10392.0,0.02,37.849177767921,126.882366115155
부산광역시 연제구 연산3동,1842.0,10390.0,0.02,35.1729529193318,129.092907540776
부산광역시 부산진구 당감4동,1843.0,10381.0,0.02,35.1682295677163,129.033322654402
서울특별시 용산구 효창동,1844.0,10375.0,0.02,37.5424588083349,126.9618988792
경상남도 창원시 마산회원구 양덕1동,1845.0,10372.0,0.02,35.2323024647889,128.586201190489
경상북도 안동시 강남동,1846.0,10333.0,0.02,36.5487003703306,128.727034020285
경기도 고양시 덕양구 성사2동,1847.0,10317.0,0.02,37.652941511579,126.832928414098
서울특별시 금천구 시흥3동,1848.0,10303.0,0.02,37.4402783870418,126.905780873049
부산광역시 중구 보수동,1849.0,10301.0,0.02,35.106208354028,129.02465687435
전라남도 여수시 둔덕동,1850.0,10297.0,0.02,34.7693326597112,127.694583187836
대구광역시 수성구 범물1동,1851.0,10292.0,0.02,35.8177997100035,128.645971661807
대구광역시 남구 대명1동,1852.0,10287.0,0.02,35.8416698355898,128.573552298676
대구광역시 남구 대명4동,1853.0,10277.0,0.02,35.8459830414578,128.569533451774
울산광역시 중구 약사동,1854.0,10272.0,0.02,35.5704004532785,129.337227501106
전북특별자치도 전주시 완산구 효자2동,1855.0,10272.0,0.02,35.8069269241386,127.119584473342
전라남도 목포시 연산동,1856.0,10264.0,0.02,34.8130093010444,126.37713115616
경기도 광명시 철산1동,1857.0,10263.0,0.02,37.4908176375171,126.867882293692
경상북도 영주시 휴천2동,1858.0,10250.0,0.02,36.810099861933,128.621768195735
서울특별시 종로구 숭인2동,1859.0,10244.0,0.02,37.5748775396923,127.01996896628
대구광역시 달서구 상인3동,1860.0,10241.0,0.02,35.8100371052476,128.550151042152
대전광역시 서구 가수원동,1861.0,10235.0,0.02,36.3035880722445,127.34943491264
경상남도 진주시 중앙동,1862.0,10230.0,0.02,35.1920769108122,128.086193969614
경기도 안양시 동안구 갈산동,1863.0,10222.0,0.02,37.376133229725,126.966142533378
대구광역시 북구 산격2동,1864.0,10219.0,0.02,35.9017174521904,128.609261575564
부산광역시 금정구 서3동,1865.0,10208.0,0.02,35.2171921288771,129.103930222536
서울특별시 중구 신당5동,1866.0,10182.0,0.02,37.5651320352656,127.021876978157
대구광역시 수성구 만촌2동,1867.0,10182.0,0.02,35.859858667454,128.647217328044
경상남도 김해시 부원동,1868.0,10168.0,0.02,35.2287280519006,128.886559224998
경상북도 영덕군 영덕읍,1869.0,10147.0,0.02,36.4094818784277,129.372819347786
대구광역시 서구 비산7동,1870.0,10144.0,0.02,35.8882092414119,128.559137452069
서울특별시 성동구 성수2가3동,1871.0,10141.0,0.02,37.5482184239097,127.055250421934
충청북도 청주시 상당구 영운동,1872.0,10107.0,0.02,36.618004162196,127.498850292467
전북특별자치도 전주시 완산구 중앙동,1873.0,10085.0,0.02,35.8234981750525,127.14061763346
충청남도 천안시 서북구 입장면,1874.0,10084.0,0.02,36.9128088075248,127.221165722116
대구광역시 서구 내당1동,1875.0,10079.0,0.02,35.8606499369368,128.560696349353
서울특별시 성동구 송정동,1876.0,10071.0,0.02,37.5545322586259,127.069569072089
울산광역시 북구 염포동,1877.0,10071.0,0.02,35.5306796772652,129.394451689646
전라남도 광양시 금호동,1878.0,10058.0,0.02,34.9372303910837,127.723162901087
전북특별자치도 완주군 용진읍,1879.0,10038.0,0.02,35.8834187375672,127.156852597669
부산광역시 동래구 사직1동,1880.0,10031.0,0.02,35.1990054056498,129.06191821131
대전광역시 중구 오류동,1881.0,10030.0,0.02,36.3254558995842,127.403848952525
전북특별자치도 순창군 순창읍,1882.0,10023.0,0.02,35.3769359400889,127.147031505647
경상남도 김해시 동상동,1883.0,10020.0,0.02,35.2368400511319,128.883465067321
경기도 이천시 관고동,1884.0,10016.0,0.02,37.2823777009377,127.437880835387
경상북도 상주시 신흥동,1885.0,9973.0,0.02,36.4036400924594,128.159955173866
부산광역시 부산진구 개금2동,1886.0,9972.0,0.02,35.1448399976916,129.019465170683
충청북도 제천시 의림지동,1887.0,9933.0,0.02,37.1760303166315,128.23447536012
부산광역시 북구 덕천3동,1888.0,9921.0,0.02,35.209919890211,129.01744816221
경기도 화성시 마도면,1889.0,9921.0,0.02,37.2054737239427,126.769633656944
전라남도 구례군 구례읍,1890.0,9915.0,0.02,35.209483109133,127.463766818551
전라남도 여수시 만덕동,1891.0,9910.0,0.02,34.7536947194219,127.746468621015
전라남도 진도군 진도읍,1892.0,9905.0,0.02,34.4807745844901,126.262846259233
전라남도 고흥군 도양읍,1893.0,9899.0,0.02,34.5295137741222,127.138467785377
경기도 가평군 설악면,1894.0,9898.0,0.02,37.675800962675,127.494710840944
충청북도 제천시 영서동,1895.0,9879.0,0.02,37.1328082867613,128.201781635547
경상남도 통영시 북신동,1896.0,9876.0,0.02,34.8570502525318,128.425579864012
부산광역시 수영구 망미2동,1897.0,9836.0,0.02,35.1752827334328,129.115238301572
충청북도 단양군 단양읍,1898.0,9818.0,0.02,36.9865888752015,128.368105855161
인천광역시 동구 송현1·2동,1899.0,9796.0,0.02,37.488940863887,126.641120648772
부산광역시 서구 충무동,1900.0,9758.0,0.02,35.0980084539543,129.021585586821
광주광역시 동구 산수2동,1901.0,9752.0,0.02,35.1545821304171,126.936121103504
경상남도 진주시 성북동,1902.0,9749.0,0.02,35.1957674154443,128.078262924861
경기도 안양시 동안구 달안동,1903.0,9744.0,0.02,37.3961014640545,126.950164781558
전라남도 목포시 용당1동,1904.0,9742.0,0.02,34.8059476435746,126.391714639688
서울특별시 중구 동화동,1905.0,9738.0,0.02,37.559985970947,127.019430780665
충청북도 청주시 서원구 남이면,1906.0,9737.0,0.02,36.5606695601299,127.433608017124
경기도 성남시 수정구 양지동,1907.0,9723.0,0.02,37.4548459679088,127.160987909728
서울특별시 용산구 용산2가동,1908.0,9715.0,0.02,37.5461257352926,126.985574456915
강원특별자치도 고성군 토성면,1909.0,9709.0,0.02,38.257289697991,128.558906495609
경상북도 경주시 불국동,1910.0,9706.0,0.02,35.7752856977405,129.300647520194
경기도 성남시 분당구 수내2동,1911.0,9669.0,0.02,37.372414627262,127.120791603061
경상북도 영천시 완산동,1912.0,9662.0,0.02,35.9641657882791,128.946828599766
