대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량,숙박업소(관광지수),상권밀집도(비율),공시지가(토지단가)
판매시설,인천 부평구 부개동 260-4,인천광역시 부평구 부개1동,,,,,
판매시설,인천광역시 서구 원창동 497,인천광역시 서구 신현원창동,,,,,
판매시설,인천광역시 서구 가좌동 564-73,인천광역시 서구 가좌1동,,,,,
판매시설,인천 남동구 고잔동 731,인천광역시 남동구 논현고잔동 ,,,,,
판매시설,강원특별자치도 영월군 영월읍 하송리 171-3,강원특별자치도 영월군 영월읍,,,,,
판매시설,강원특별자치도 양양군 양양읍 서문리 334,강원특별자치도 양양군 양양읍,,,,,
판매시설,강원특별자치도 강릉시 사천면 판교리 678-2,강원특별자치도 강릉시 사천면,,,,,
판매시설,강원특별자치도 동해시 단봉동 269-1,강원특별자치도 동해시 북평동 ,,,,,
판매시설,강원특별자치도 춘천시 온의동 285-4,강원특별자치도 춘천시 강남동,,,,,
판매시설,충청북도 제천시 청전동 5-1 ,충청북도 제천시 청전동,,,,,
판매시설,충청북도 청주시 흥덕구 봉명동 530,충청북도 청주시 흥덕구 봉명2·송정동,,,,,
판매시설,충청북도 청주시 청원구 북이면 옥수리 6-1,충청북도 청주시 청원구 북이면,,,,,
판매시설,충청북도 충주시 봉방동 84-7,충청북도 충주시 봉방동,,,,,
판매시설,충청북도 청주시 서원구 현도면 우록리 746,충청북도 청주시 서원구 현도면,,,,,
판매시설,충청남도 천안시 서북구 신당동 488-7,충청남도 천안시 서북구 부성1동,,,,,
판매시설,충청남도 천안시 서북구 두정동 801-1,충청남도 천안시 서북구 부성2동,,,,,
판매시설,충청남도 아산시 도고면 금산리 33-17,충청남도 아산시 도고면,,,,,
판매시설,충청남도 당진시 시곡동 140-2,충청남도 당진시 당진3동,,,,,
판매시설,충청남도 공주시 신관동 265-4,충청남도 공주시 신관동,,,,,
판매시설,대전광역시 대덕구 비래동 140-6,대전광역시 대덕구 비래동,,,,,
판매시설,대전광역시 서구 도마동 35-7,대전광역시 서구 도마1동,,,,,
판매시설,대전광역시 중구 오류동 175-13,대전광역시 중구 오류동,,,,,
판매시설,대전광역시 서구 정림동 396,대전광역시 서구 정림동,,,,,
판매시설,대전광역시 유성구 장대동 211-42,대전광역시 유성구 온천2동,,,,,
판매시설,경상북도 영천시 완산동 917-3,경상북도 영천시 완산동,,,,,
판매시설,경상북도 구미시 공단동 263,경상북도 구미시 공단동,,,,,
판매시설,경상북도 포항시 북구 흥해읍 성곡리 991,경상북도 포항시 북구 흥해읍,,,,,
판매시설,경상북도 포항시 북구 죽도동 677-9,경상북도 포항시 북구 죽도동,,,,,
판매시설,경상북도 경주시 용강동 1347-4,경상북도 경주시 용강동,,,,,
판매시설,경상남도 함안군 가야읍 도항리 81-2,경상남도 함안군 가야읍,,,,,
판매시설,경상남도 김해시 진영읍 여래리 473-2,경상남도 김해시 진영읍,,,,,
판매시설,경상남도 진주시 칠암동 302-2,경상남도 진주시 천전동,,,,,
판매시설,경상남도 김해시 삼계동 1244-1,경상남도 김해시 북부동,,,,,
판매시설,경상남도 김해시 한림면 신천리 260-31,경상남도 김해시 한림면,,,,,
판매시설,대구광역시 서구 평리동 1527-18,대구광역시 서구 평리5동,,,,,
판매시설,대구광역시 달서구 두류동 100-1,대구광역시 달서구 두류1·2동,,,,,
판매시설,대구광역시 북구 칠성동2가 346-9,대구광역시 북구 칠성동,,,,,
판매시설,대구광역시 달서구 송현동 141-2,대구광역시 달서구 송현2동,,,,,
판매시설,대구광역시 수성구 두산동 173-3,대구광역시 수성구 두산동,,,,,
판매시설,울산광역시 북구 명촌16길 9,울산광역시 북구 효문동,,,,,
판매시설,울산광역시 울주군 청량읍 상남리 574-5,울산광역시 울주군 청량읍,,,,,
판매시설,울산광역시 남구 삼산동 1623-5,울산광역시 남구 삼산동,,,,,
판매시설,울산광역시 남구 삼산동 224-13,울산광역시 남구 삼산동,,,,,
판매시설,울산광역시 중구 태화동 942-13,울산광역시 중구 다운동,,,,,
판매시설,부산광역시 해운대구 송정동 117-5,부산광역시 해운대구 송정동,,,,,
판매시설,부산광역시 강서구 명지동 3598-5,부산광역시 강서구 명지1동,,,,,
판매시설,부산광역시 해운대구 반송동 296-3,부산광역시 해운대구 반송2동,,,,,
판매시설,부산광역시 동구 좌천동 242-1,부산광역시 동구 좌천동,,,,,
판매시설,부산광역시 수영구 망미동 205-4,부산광역시 수영구 망미2동,,,,,
판매시설,전라북도 전주시 덕진구 전미동2가 69-9,전북특별자치도 전주시 덕진구 송천2동,,,,,
판매시설,전라북도 김제시 용지면 부교리 581-6,전북특별자치도 김제시 용지면,,,,,
판매시설,전라북도 익산시 왕궁면 도순리 100-61,전북특별자치도 익산시 왕궁면,,,,,
판매시설,전라북도 김제시 백구면 영상리 331-8,전북특별자치도 김제시 백구면,,,,,
판매시설,전라북도 전주시 덕진구 금암동 766-1,전북특별자치도 전주시 덕진구 금암1동,,,,,
판매시설,전라남도,,,,,,
판매시설,전라남도,,,,,,
판매시설,전라남도,,,,,,
판매시설,전라남도,,,,,,
판매시설,전라남도,,,,,,
판매시설,광주광역시,,,,,,
판매시설,광주광역시,,,,,,
판매시설,광주광역시,,,,,,
판매시설,광주광역시,,,,,,
판매시설,광주광역시,,,,,,
판매시설,제주특별자치도,,,,,,
판매시설,제주특별자치도,,,,,,
판매시설,제주특별자치도,,,,,,
판매시설,제주특별자치도,,,,,,
판매시설,제주특별자치도,,,,,,
공장,서울특별시,,,,,,
공장,서울특별시,,,,,,
공장,서울특별시,,,,,,
공장,서울특별시,,,,,,
공장,서울특별시,,,,,,
공장,경기,,,,,,
공장,경기,,,,,,
공장,경기,,,,,,
공장,경기,,,,,,
공장,경기,,,,,,
공장,인천,,,,,,
공장,인천,,,,,,
공장,인천,,,,,,
공장,인천,,,,,,
공장,인천,,,,,,
공장,강원,,,,,,
공장,강원,,,,,,
공장,강원,,,,,,
공장,강원,,,,,,
공장,강원,,,,,,
공장,충청북도,,,,,,
공장,충청북도,,,,,,
공장,충청북도,,,,,,
공장,충청북도,,,,,,
공장,충청북도,,,,,,
공장,충청남도,,,,,,
공장,충청남도,,,,,,
공장,충청남도,,,,,,
공장,충청남도,,,,,,
공장,충청남도,,,,,,
공장,대전,,,,,,
공장,대전,,,,,,
공장,대전,,,,,,
공장,대전,,,,,,
공장,대전,,,,,,
공장,경상북도,,,,,,
공장,경상북도,,,,,,
공장,경상북도,,,,,,
공장,경상북도,,,,,,
공장,경상북도,,,,,,
공장,경상남도,,,,,,
공장,경상남도,,,,,,
공장,경상남도,,,,,,
공장,경상남도,,,,,,
공장,경상남도,,,,,,
공장,대구,,,,,,
공장,대구,,,,,,
공장,대구,,,,,,
공장,대구,,,,,,
공장,대구,,,,,,
공장,울산,,,,,,
공장,울산,,,,,,
공장,울산,,,,,,
공장,울산,,,,,,
공장,울산,,,,,,
공장,부산,,,,,,
공장,부산,,,,,,
공장,부산,,,,,,
공장,부산,,,,,,
공장,부산,,,,,,
공장,전라북도,,,,,,
공장,전라북도,,,,,,
공장,전라북도,,,,,,
공장,전라북도,,,,,,
공장,전라북도,,,,,,
공장,전라남도,,,,,,
공장,전라남도,,,,,,
공장,전라남도,,,,,,
공장,전라남도,,,,,,
공장,전라남도,,,,,,
공장,광주,,,,,,
공장,광주,,,,,,
공장,광주,,,,,,
공장,광주,,,,,,
공장,광주,,,,,,
공장,제주,,,,,,
공장,제주,,,,,,
공장,제주,,,,,,
공장,제주,,,,,,
공장,제주,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
숙박시설,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
가설건축,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
기타,,,,,,,
